feature,label,layer,n,mean,std,sem,ci95_low,ci95_high
union_topk_s,REAL,11,11976,0.6805007546224352,0.055178246589172024,0.000504210635334273,0.67951250177718,0.6814890074676904
union_topk_s,HALL,11,3487,0.6638796711193651,0.04167430760243381,0.0007057362399787542,0.6624964280890068,0.6652629141497234
union_topk_s,REAL,12,11976,0.6580720488890338,0.09124238418098066,0.0008337593769486326,0.6564378805102145,0.6597062172678532
union_topk_s,HALL,12,3487,0.6379884094692145,0.10866987928404052,0.001840277053586488,0.634381466444185,0.641595352494244
union_topk_s,REAL,13,11976,0.6309791699216099,0.0715101578261606,0.0006534492184725947,0.6296984094534036,0.6322599303898161
union_topk_s,HALL,13,3487,0.6248923416188292,0.06054264824048839,0.0010252633669456171,0.6228828254196158,0.6269018578180426
union_topk_s,REAL,14,11976,0.5552763165874965,0.06130060065582892,0.0005601557989541734,0.5541784112215463,0.5563742219534468
union_topk_s,HALL,14,3487,0.553433100046317,0.04896229514380078,0.0008291551333056334,0.551807955985038,0.555058244107596
union_topk_s,REAL,15,11976,0.5437535713280569,0.06944579773747861,0.0006345854020917871,0.542509783939957,0.5449973587161568
union_topk_s,HALL,15,3487,0.5112562681256374,0.09039689989411592,0.0015308321099324865,0.5082558371901698,0.514256699061105
union_topk_s,REAL,16,11976,0.46202485430575085,0.03836860573190762,0.0003506066297650663,0.46133766531141135,0.46271204330009036
union_topk_s,HALL,16,3487,0.45725014201542485,0.03067912129606825,0.0005195375509508135,0.45623184841556125,0.45826843561528846
union_topk_s,REAL,17,11976,0.4955259876881907,0.05576275195744636,0.0005095517587173369,0.49452726624110477,0.4965247091352767
union_topk_s,HALL,17,3487,0.46662094894233597,0.04358511864476781,0.0007380949923590319,0.46517428275731226,0.46806761512735967
union_topk_s,REAL,18,11976,0.44494217096933064,0.04960883976271286,0.00045331822160260733,0.4440536672549895,0.44583067468367177
union_topk_s,HALL,18,3487,0.4380827562443876,0.04123874267994563,0.0006983601378105805,0.43671397037427884,0.43945154211449633
