model,label,layer,n_mentions,mean,q25,median,q75,raw_bounded_strength_real_auroc
internvl_2_5_8b,REAL,19,9993,0.4787803590297699,0.419166624546051,0.5087839365005493,0.556022584438324,0.6923342092579188
internvl_2_5_8b,REAL,20,9993,0.48312491178512573,0.43185994029045105,0.5082370042800903,0.5589479207992554,0.668618825930133
internvl_2_5_8b,REAL,21,9993,0.4860139787197113,0.4252224266529083,0.5081953406333923,0.5654885768890381,0.6583792969914728
internvl_2_5_8b,REAL,22,9993,0.4839295744895935,0.39545348286628723,0.5109218955039978,0.5865126252174377,0.6470775012497423
internvl_2_5_8b,REAL,23,9993,0.49089333415031433,0.41000717878341675,0.508527934551239,0.5888462662696838,0.6309664216820404
internvl_2_5_8b,REAL,24,9993,0.4995253086090088,0.38619565963745117,0.5048640370368958,0.6161836385726929,0.5538475743892752
internvl_2_5_8b,REAL,25,9993,0.4805828928947449,0.3858031630516052,0.5095202326774597,0.5943767428398132,0.6215136552551679
internvl_2_5_8b,REAL,26,9993,0.4740181863307953,0.3747175335884094,0.5126945972442627,0.599566638469696,0.6534068185215495
internvl_2_5_8b,REAL,27,9993,0.4830832779407501,0.37513428926467896,0.5068780183792114,0.6037238240242004,0.5842620978512818
internvl_2_5_8b,REAL,28,9993,0.4950832426548004,0.3860875368118286,0.5061092376708984,0.6115314960479736,0.6000926016274812
internvl_2_5_8b,REAL,29,9993,0.49030357599258423,0.3778114914894104,0.5131878852844238,0.6138721108436584,0.6346464609031531
internvl_2_5_8b,REAL,30,9993,0.4893164038658142,0.39743295311927795,0.5120490193367004,0.5946131944656372,0.6319510010348127
internvl_2_5_8b,REAL,31,9993,0.4955122768878937,0.40506285429000854,0.5093834400177002,0.5946134924888611,0.6394486616282588
internvl_2_5_8b,REAL,32,9993,0.5047427415847778,0.4327772855758667,0.5102428197860718,0.5822901725769043,0.689287880905082
