model,label,layer,n_mentions,mean,q25,median,q75,raw_log1p_strength_real_auroc
internvl_2_5_8b,HALL,20,1766,2.516913890838623,2.264272689819336,2.6378238201141357,2.893655776977539,0.6686188542625364
internvl_2_5_8b,HALL,21,1766,2.0615394115448,1.7452349662780762,2.1415486335754395,2.4267921447753906,0.6583793253238761
internvl_2_5_8b,HALL,22,1766,1.7550917863845825,1.3859137296676636,1.7957144975662231,2.167781352996826,0.6470774729173389
internvl_2_5_8b,HALL,23,1766,1.14665687084198,0.767375111579895,1.1334660053253174,1.4998849630355835,0.6309664500144438
internvl_2_5_8b,HALL,24,1766,1.0823768377304077,0.708541750907898,1.063439965248108,1.4359755516052246,0.5538475743892752
internvl_2_5_8b,HALL,25,1766,1.867025375366211,1.3786952495574951,1.9804128408432007,2.4050424098968506,0.6215136552551679
internvl_2_5_8b,HALL,26,1766,1.5605641603469849,1.0367788076400757,1.6583296060562134,2.103060722351074,0.6534068468539529
internvl_2_5_8b,HALL,27,1766,1.4061142206192017,0.8503190279006958,1.389865756034851,1.8696414232254028,0.5842620978512818
internvl_2_5_8b,HALL,28,1766,0.9425163865089417,0.6025497913360596,0.9263296723365784,1.2714180946350098,0.6000926582922882
internvl_2_5_8b,HALL,29,1766,1.7438682317733765,1.2858374118804932,1.793154239654541,2.235304832458496,0.6346464892355566
internvl_2_5_8b,HALL,30,1766,2.2473607063293457,1.8169177770614624,2.3315560817718506,2.731205463409424,0.6319509727024093
internvl_2_5_8b,HALL,31,1766,1.9608274698257446,1.5421570539474487,1.9949615001678467,2.3953957557678223,0.6394486616282588
internvl_2_5_8b,HALL,32,1766,2.3070576190948486,1.9587898254394531,2.3189620971679688,2.649597644805908,0.6892878525726785
internvl_2_5_8b,REAL,1,9993,0.5028250217437744,0.32413703203201294,0.49577897787094116,0.6810510754585266,0.6973707472920739
internvl_2_5_8b,REAL,2,9993,0.2613967955112457,0.19823332130908966,0.24506191909313202,0.30871179699897766,0.6771084039688484
internvl_2_5_8b,REAL,3,9993,0.14397881925106049,0.08728133887052536,0.12240638583898544,0.16988272964954376,0.6615639441380201
internvl_2_5_8b,REAL,4,9993,0.3164231777191162,0.2053428292274475,0.28637921810150146,0.40477514266967773,0.7044858354415475
internvl_2_5_8b,REAL,5,9993,0.772341787815094,0.5036587715148926,0.7347639799118042,1.0230419635772705,0.6912796205361873
internvl_2_5_8b,REAL,6,9993,1.3289395570755005,0.9186481237411499,1.291202425956726,1.7837258577346802,0.7128376046698147
internvl_2_5_8b,REAL,7,9993,1.1768015623092651,0.809643566608429,1.1545941829681396,1.5151379108428955,0.7136367767743197
internvl_2_5_8b,REAL,8,9993,1.7434664964675903,1.4843356609344482,1.8152648210525513,2.032163381576538,0.6999307782718571
internvl_2_5_8b,REAL,9,9993,1.2283374071121216,0.9549294710159302,1.2036064863204956,1.5112860202789307,0.7369384786791298
internvl_2_5_8b,REAL,10,9993,2.043440103530884,1.8517104387283325,2.1138079166412354,2.2934720516204834,0.6964530324114763
internvl_2_5_8b,REAL,11,9993,1.5828955173492432,1.348680019378662,1.6317133903503418,1.866273045539856,0.6976540146619055
internvl_2_5_8b,REAL,12,9993,1.974513053894043,1.7916088104248047,2.0351755619049072,2.230379819869995,0.7139599645006317
internvl_2_5_8b,REAL,13,9993,2.31781268119812,2.1506946086883545,2.3762624263763428,2.564878225326538,0.6550248820833701
internvl_2_5_8b,REAL,14,9993,1.5486857891082764,1.3197729587554932,1.5899912118911743,1.8231862783432007,0.7002964362709616
internvl_2_5_8b,REAL,15,9993,1.9186135530471802,1.7569866180419922,1.9832267761230469,2.1660685539245605,0.6741250585489118
internvl_2_5_8b,REAL,16,9993,2.613558053970337,2.483466148376465,2.6986289024353027,2.863964796066284,0.6416376797846828
internvl_2_5_8b,REAL,17,9993,2.310436487197876,2.178905963897705,2.3930485248565674,2.5487430095672607,0.6607383379010834
internvl_2_5_8b,REAL,18,9993,1.9382376670837402,1.7586349248886108,2.045994520187378,2.21284818649292,0.6818920753020887
internvl_2_5_8b,REAL,19,9993,2.4406075477600098,2.225400924682617,2.5534284114837646,2.7297744750976562,0.6923342092579188
internvl_2_5_8b,REAL,20,9993,2.780904531478882,2.5932562351226807,2.8804965019226074,3.074033737182617,0.6686188542625364
internvl_2_5_8b,REAL,21,9993,2.3166606426239014,2.0970771312713623,2.3957226276397705,2.60745906829834,0.6583793253238761
internvl_2_5_8b,REAL,22,9993,2.017030954360962,1.705612301826477,2.1034250259399414,2.3766098022460938,0.6470774729173389
internvl_2_5_8b,REAL,23,9993,1.349600911140442,1.0954949855804443,1.3772376775741577,1.6297343969345093,0.6309664500144438
internvl_2_5_8b,REAL,24,9993,1.1696476936340332,0.8401079177856445,1.142212152481079,1.4723467826843262,0.5538475743892752
internvl_2_5_8b,REAL,25,9993,2.148587703704834,1.8113973140716553,2.2476820945739746,2.560452699661255,0.6215136552551679
internvl_2_5_8b,REAL,26,9993,1.8993762731552124,1.5566617250442505,2.024352550506592,2.3371596336364746,0.6534068468539529
internvl_2_5_8b,REAL,27,9993,1.5615651607513428,1.2070741653442383,1.6119967699050903,1.9383926391601562,0.5842620978512818
internvl_2_5_8b,REAL,28,9993,1.0900238752365112,0.7852178812026978,1.0796723365783691,1.3827749490737915,0.6000926582922882
internvl_2_5_8b,REAL,29,9993,2.0448899269104004,1.6440876722335815,2.110241413116455,2.4794015884399414,0.6346464892355566
internvl_2_5_8b,REAL,30,9993,2.5379090309143066,2.1984763145446777,2.6207573413848877,2.9347026348114014,0.6319509727024093
internvl_2_5_8b,REAL,31,9993,2.2387030124664307,1.9091061353683472,2.2786903381347656,2.593843698501587,0.6394486616282588
internvl_2_5_8b,REAL,32,9993,2.622699499130249,2.3506224155426025,2.636287212371826,2.9092304706573486,0.6892878525726785
