model,label,layer,n_mentions,mean,q25,median,q75,raw_endpoint_uniform_js_real_auroc
internvl_2_5_8b,REAL,8,9993,0.19803571701049805,0.15959432721138,0.1919264942407608,0.2322382628917694,0.5429085467414959
internvl_2_5_8b,REAL,9,9993,0.16160981357097626,0.13050834834575653,0.1580946147441864,0.18866735696792603,0.6241155331948671
internvl_2_5_8b,REAL,10,9993,0.21625319123268127,0.17802001535892487,0.21335096657276154,0.2521858513355255,0.498227071520846
internvl_2_5_8b,REAL,11,9993,0.19813872873783112,0.15408754348754883,0.19347888231277466,0.23817135393619537,0.5100600998275236
internvl_2_5_8b,REAL,12,9993,0.22235926985740662,0.18269148468971252,0.22043198347091675,0.260912150144577,0.4851025106022687
internvl_2_5_8b,REAL,13,9993,0.2556856870651245,0.20569834113121033,0.25433310866355896,0.3034290075302124,0.39500694087220056
internvl_2_5_8b,REAL,14,9993,0.23362982273101807,0.19526749849319458,0.23080061376094818,0.2691973149776459,0.5406004191609098
internvl_2_5_8b,REAL,15,9993,0.2466975599527359,0.20423950254917145,0.2450816035270691,0.2892098128795624,0.45248086457802456
internvl_2_5_8b,REAL,16,9993,0.2730230689048767,0.21826493740081787,0.27018511295318604,0.3242380619049072,0.3558545058551178
internvl_2_5_8b,REAL,17,9993,0.2758024036884308,0.23320041596889496,0.27567917108535767,0.3180626630783081,0.43201543458677016
internvl_2_5_8b,REAL,18,9993,0.3032535910606384,0.2557324171066284,0.3042936325073242,0.35184890031814575,0.5157096377430226
internvl_2_5_8b,REAL,19,9993,0.282863974571228,0.24358560144901276,0.28398531675338745,0.32237911224365234,0.4495177768265646
internvl_2_5_8b,REAL,20,9993,0.31097519397735596,0.2648867964744568,0.30985215306282043,0.3573025166988373,0.40509126490468583
internvl_2_5_8b,REAL,21,9993,0.28051120042800903,0.23822323977947235,0.2793543040752411,0.3221311867237091,0.4549962436899488
internvl_2_5_8b,REAL,22,9993,0.2968330681324005,0.2535206973552704,0.2941904366016388,0.3390393555164337,0.45665779749108637
internvl_2_5_8b,REAL,23,9993,0.2995845079421997,0.25169438123703003,0.2983938157558441,0.34627634286880493,0.5095038214179144
internvl_2_5_8b,REAL,24,9993,0.2790306508541107,0.23046597838401794,0.2751668691635132,0.3240336775779724,0.49628735018250036
internvl_2_5_8b,REAL,25,9993,0.33483168482780457,0.28559941053390503,0.3346915543079376,0.38555899262428284,0.45090340135036766
internvl_2_5_8b,REAL,26,9993,0.3383970260620117,0.2881041467189789,0.34148523211479187,0.3920324444770813,0.5289519197979923
internvl_2_5_8b,REAL,27,9993,0.30045074224472046,0.25786933302879333,0.30145496129989624,0.3429945707321167,0.47611051405292876
internvl_2_5_8b,REAL,28,9993,0.26392218470573425,0.2109205722808838,0.26026758551597595,0.31363987922668457,0.49589063986919946
internvl_2_5_8b,REAL,29,9993,0.3354591727256775,0.28916722536087036,0.3393568992614746,0.38623690605163574,0.5146846563829108
internvl_2_5_8b,REAL,30,9993,0.3068121671676636,0.2669610381126404,0.3080909252166748,0.3483944237232208,0.45426220778100734
internvl_2_5_8b,REAL,31,9993,0.29599729180336,0.25568196177482605,0.29779383540153503,0.3376353085041046,0.5153776386392332
internvl_2_5_8b,REAL,32,9993,0.24004070460796356,0.20046663284301758,0.24064430594444275,0.2799413204193115,0.5833203570925469
