model,label,layer,n_mentions,mean,q25,median,q75,raw_endpoint_js_residual_real_auroc
internvl_2_5_8b,HALL,25,1766,-0.03635232895612717,-0.04572863131761551,-0.03516682982444763,-0.02655632793903351,0.404959405898965
internvl_2_5_8b,HALL,26,1766,-0.02696467936038971,-0.03514103591442108,-0.02659296989440918,-0.0183769129216671,0.3545150914813643
internvl_2_5_8b,HALL,27,1766,-0.027684450149536133,-0.035422734916210175,-0.027076058089733124,-0.01945868879556656,0.3197731617114993
internvl_2_5_8b,HALL,28,1766,-0.014499994926154613,-0.022891517728567123,-0.014240682125091553,-0.003998434171080589,0.44247672124734205
internvl_2_5_8b,HALL,29,1766,-0.019901368767023087,-0.02656421810388565,-0.018903762102127075,-0.011963188648223877,0.3498202705653867
internvl_2_5_8b,HALL,30,1766,-0.030939456075429916,-0.04055096581578255,-0.03063642978668213,-0.02080661430954933,0.4133856326835353
internvl_2_5_8b,HALL,31,1766,-0.01456485129892826,-0.022933397442102432,-0.013313032686710358,-0.0048630014061927795,0.3699915252114759
internvl_2_5_8b,HALL,32,1766,0.0013615520438179374,-0.004541981965303421,0.002934850752353668,0.00850922241806984,0.39055240706999994
internvl_2_5_8b,REAL,1,9993,0.010116389021277428,0.007950395345687866,0.010048270225524902,0.012216925621032715,0.5116411896028239
internvl_2_5_8b,REAL,2,9993,0.007367999292910099,0.0046586692333221436,0.0076850950717926025,0.010467782616615295,0.3628482463205558
internvl_2_5_8b,REAL,3,9993,-0.00623940909281373,-0.009226426482200623,-0.0042694807052612305,-0.00035899877548217773,0.40408127138600647
internvl_2_5_8b,REAL,4,9993,-0.00892608892172575,-0.013636916875839233,-0.007449120283126831,-0.0028795450925827026,0.34545648545148083
internvl_2_5_8b,REAL,5,9993,-0.011060535907745361,-0.01737155020236969,-0.009121403098106384,-0.003114446997642517,0.36829438591158775
internvl_2_5_8b,REAL,6,9993,-0.023746449500322342,-0.03230242431163788,-0.02112632989883423,-0.013208344578742981,0.39548533350468773
internvl_2_5_8b,REAL,7,9993,-0.012813452631235123,-0.01948551833629608,-0.010905668139457703,-0.004467196762561798,0.3689034475888502
internvl_2_5_8b,REAL,8,9993,-0.024143490940332413,-0.03193725645542145,-0.023196280002593994,-0.015455052256584167,0.42446071253274803
internvl_2_5_8b,REAL,9,9993,-0.0156259648501873,-0.023296251893043518,-0.015311971306800842,-0.007457166910171509,0.3589676986801293
internvl_2_5_8b,REAL,10,9993,-0.03169598802924156,-0.038632676005363464,-0.031580597162246704,-0.024761617183685303,0.4232252214148999
internvl_2_5_8b,REAL,11,9993,-0.02154507488012314,-0.028984233736991882,-0.02033241093158722,-0.013092920184135437,0.4152399318254375
internvl_2_5_8b,REAL,12,9993,-0.03228036314249039,-0.03865461051464081,-0.03244170546531677,-0.026077240705490112,0.4638917400730908
internvl_2_5_8b,REAL,13,9993,-0.03065546415746212,-0.03759029507637024,-0.030116841197013855,-0.023220926523208618,0.502065687204146
internvl_2_5_8b,REAL,14,9993,-0.02686433680355549,-0.0319649875164032,-0.026869431138038635,-0.021875306963920593,0.4211880932734454
internvl_2_5_8b,REAL,15,9993,-0.03245125710964203,-0.039463818073272705,-0.032436370849609375,-0.025539636611938477,0.44120819454705495
internvl_2_5_8b,REAL,16,9993,-0.03466968610882759,-0.04061874747276306,-0.03427425026893616,-0.028500288724899292,0.5336520672058209
internvl_2_5_8b,REAL,17,9993,-0.03670646250247955,-0.043019771575927734,-0.036776185035705566,-0.030591577291488647,0.43874075386179157
internvl_2_5_8b,REAL,18,9993,-0.03330264613032341,-0.04034806787967682,-0.03298655152320862,-0.025919467210769653,0.4008738166546707
internvl_2_5_8b,REAL,19,9993,-0.03406674414873123,-0.04163433611392975,-0.03378583490848541,-0.02645045518875122,0.4057361954047335
internvl_2_5_8b,REAL,20,9993,-0.04360451176762581,-0.0519937127828598,-0.04382210969924927,-0.03558611869812012,0.4372756002814654
internvl_2_5_8b,REAL,21,9993,-0.02472100593149662,-0.030608445405960083,-0.023650318384170532,-0.017875611782073975,0.4565187420548858
internvl_2_5_8b,REAL,22,9993,-0.028916791081428528,-0.038118839263916016,-0.028239548206329346,-0.018937543034553528,0.4082260753535403
internvl_2_5_8b,REAL,23,9993,-0.016432585194706917,-0.02316594123840332,-0.01589721441268921,-0.009101539850234985,0.3587690035346373
internvl_2_5_8b,REAL,24,9993,-0.01412617601454258,-0.019370049238204956,-0.013018876314163208,-0.0074911415576934814,0.4077283033570838
internvl_2_5_8b,REAL,25,9993,-0.0415022112429142,-0.05123063921928406,-0.039829373359680176,-0.03052881360054016,0.404959405898965
internvl_2_5_8b,REAL,26,9993,-0.033402133733034134,-0.041436731815338135,-0.03283035755157471,-0.025059759616851807,0.3545150914813643
internvl_2_5_8b,REAL,27,9993,-0.0358130969107151,-0.043612509965896606,-0.03517651557922363,-0.027333885431289673,0.3197731617114993
internvl_2_5_8b,REAL,28,9993,-0.01732565090060234,-0.025308698415756226,-0.016138941049575806,-0.007463738322257996,0.44247672124734205
internvl_2_5_8b,REAL,29,9993,-0.02582419663667679,-0.03319332003593445,-0.02496303617954254,-0.017728373408317566,0.3498202705653867
internvl_2_5_8b,REAL,30,9993,-0.03594076260924339,-0.04621550440788269,-0.03443431854248047,-0.02475130558013916,0.4133856326835353
internvl_2_5_8b,REAL,31,9993,-0.02038816176354885,-0.028609633445739746,-0.019575834274291992,-0.011176347732543945,0.3699915252114759
internvl_2_5_8b,REAL,32,9993,-0.0025994605384767056,-0.009346961975097656,-0.0017101168632507324,0.005117326974868774,0.39055240706999994
