model,label,layer,n_mentions,mean,q25,median,q75,raw_d_ef_js_real_auroc
internvl_2_5_8b,HALL,24,1766,0.03711465373635292,0.025723662227392197,0.033608242869377136,0.04517018795013428,0.4486691363456118
internvl_2_5_8b,HALL,25,1766,0.032797109335660934,0.020777735859155655,0.028523920103907585,0.03956744447350502,0.5139610751308475
internvl_2_5_8b,HALL,26,1766,0.03142142295837402,0.021263888105750084,0.02907397225499153,0.038360320031642914,0.45578017296139006
internvl_2_5_8b,HALL,27,1766,0.034115683287382126,0.023609424009919167,0.031165333464741707,0.041926924139261246,0.4800861735717834
internvl_2_5_8b,HALL,28,1766,0.03200315684080124,0.02080170065164566,0.029113750904798508,0.03896910697221756,0.4523779329562404
internvl_2_5_8b,HALL,29,1766,0.03166329115629196,0.021800559014081955,0.029210727661848068,0.03796925023198128,0.47355167303409107
internvl_2_5_8b,HALL,30,1766,0.024313785135746002,0.016100876033306122,0.02184118516743183,0.02956664189696312,0.5619063865657262
internvl_2_5_8b,HALL,31,1766,0.02883804403245449,0.020797571167349815,0.0265493243932724,0.03336746618151665,0.4913768346789525
internvl_2_5_8b,HALL,32,1766,0.0418151319026947,0.032724540680646896,0.040035638958215714,0.04876767471432686,0.41320781851939625
internvl_2_5_8b,REAL,1,9993,0.0644666999578476,0.05255509167909622,0.06266729533672333,0.07434846460819244,0.5441414879430324
internvl_2_5_8b,REAL,2,9993,0.09053225815296173,0.07150278985500336,0.0882377177476883,0.10697191208600998,0.5620481335802558
internvl_2_5_8b,REAL,3,9993,0.08750729262828827,0.06526807695627213,0.08303199708461761,0.10547832399606705,0.4970962119689898
internvl_2_5_8b,REAL,4,9993,0.09137947857379913,0.07198091596364975,0.08889508992433548,0.10668092966079712,0.5033238725771687
internvl_2_5_8b,REAL,5,9993,0.06838408857584,0.05279562249779701,0.06519840657711029,0.08029349148273468,0.4357181113982506
internvl_2_5_8b,REAL,6,9993,0.05006713792681694,0.0357738696038723,0.046826377511024475,0.06067141890525818,0.3372691858253212
internvl_2_5_8b,REAL,7,9993,0.042756784707307816,0.030813785269856453,0.039320871233940125,0.05040780454874039,0.41478550840628076
internvl_2_5_8b,REAL,8,9993,0.04168272763490677,0.03052053600549698,0.03931958228349686,0.04972168058156967,0.4174437961612767
internvl_2_5_8b,REAL,9,9993,0.03794461116194725,0.029344314709305763,0.03590616583824158,0.04388648271560669,0.42809125504500944
internvl_2_5_8b,REAL,10,9993,0.03416206315159798,0.024941477924585342,0.03152194246649742,0.040010981261730194,0.49499445761523436
internvl_2_5_8b,REAL,11,9993,0.03756072744727135,0.028070591390132904,0.034672148525714874,0.04330672323703766,0.49143097790197193
internvl_2_5_8b,REAL,12,9993,0.03206537663936615,0.023712463676929474,0.029507283121347427,0.03721601888537407,0.4974697463762573
internvl_2_5_8b,REAL,13,9993,0.03480786085128784,0.025504998862743378,0.03203074261546135,0.04075273126363754,0.5432097768551236
internvl_2_5_8b,REAL,14,9993,0.03485306352376938,0.0257504153996706,0.03203394636511803,0.04060538113117218,0.43535568329314095
internvl_2_5_8b,REAL,15,9993,0.03175826370716095,0.02420380711555481,0.030019616708159447,0.03732924163341522,0.49306085607603695
internvl_2_5_8b,REAL,16,9993,0.02798975631594658,0.020362937822937965,0.026142308488488197,0.03329410403966904,0.5331004069779763
internvl_2_5_8b,REAL,17,9993,0.028308872133493423,0.020399779081344604,0.026323366910219193,0.03378187492489815,0.47760028849186503
internvl_2_5_8b,REAL,18,9993,0.025422850623726845,0.017144743353128433,0.023050256073474884,0.030873313546180725,0.4786692984069596
internvl_2_5_8b,REAL,19,9993,0.027298156172037125,0.019369089975953102,0.02489091083407402,0.032506342977285385,0.4547485618188678
internvl_2_5_8b,REAL,20,9993,0.03449907526373863,0.02558893896639347,0.03291037678718567,0.04138574004173279,0.5077219398992658
internvl_2_5_8b,REAL,21,9993,0.033698055893182755,0.02554420381784439,0.03174113854765892,0.039701685309410095,0.5108985973080363
internvl_2_5_8b,REAL,22,9993,0.03687240928411484,0.027069948613643646,0.03487152233719826,0.043982475996017456,0.4424087518114322
internvl_2_5_8b,REAL,23,9993,0.029698673635721207,0.020133867859840393,0.027054764330387115,0.03623957931995392,0.43536962283564523
internvl_2_5_8b,REAL,24,9993,0.03444318473339081,0.024214349687099457,0.03116818517446518,0.040924012660980225,0.4486691363456118
internvl_2_5_8b,REAL,25,9993,0.03223391994833946,0.021807990968227386,0.02959287539124489,0.03903589025139809,0.5139610751308475
internvl_2_5_8b,REAL,26,9993,0.029613781720399857,0.019602160900831223,0.026837442070245743,0.036530137062072754,0.45578017296139006
internvl_2_5_8b,REAL,27,9993,0.03337153419852257,0.022877559065818787,0.030278299003839493,0.03985874354839325,0.4800861735717834
internvl_2_5_8b,REAL,28,9993,0.02993859350681305,0.019398028030991554,0.026378493756055832,0.036029018461704254,0.4523779329562404
internvl_2_5_8b,REAL,29,9993,0.030367467552423477,0.021341003477573395,0.02761710248887539,0.03631574660539627,0.47355167303409107
internvl_2_5_8b,REAL,30,9993,0.026706194505095482,0.01791125163435936,0.02396594174206257,0.032501064240932465,0.5619063865657262
internvl_2_5_8b,REAL,31,9993,0.028211353346705437,0.020663142204284668,0.02612810954451561,0.0331353060901165,0.4913768346789525
internvl_2_5_8b,REAL,32,9993,0.0382249616086483,0.029423508793115616,0.03615622967481613,0.04462508112192154,0.41320781851939625
