feature_set,variant,seed,threshold_rule,threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
C_OT,AE32,44,train_f1,0.5650539398193359,0.8534074159127565,0.9675261753583144,0.8998063891577929,0.9257968127490039,0.9126165930289641,0.5013245813233743,0.526984126984127,0.4450402144772118,0.48255813953488375
C_OT,AE32,45,fixed_0.5,0.5,0.843829107163838,0.9644948243874634,0.9129129129129129,0.9083665338645418,0.91063404892661,0.49089746326702943,0.5195822454308094,0.5335120643431636,0.5264550264550265
C_OT,AE32,45,train_f1,0.4232891798019409,0.843829107163838,0.9644948243874634,0.8924833491912464,0.9342629482071713,0.9128953771289537,0.49089746326702943,0.5268817204301075,0.3941018766756032,0.450920245398773
D_OT,AE32_cosine,43,fixed_0.5,0.5,0.8591478589662795,0.9683074060783234,0.8999521302058401,0.9362549800796812,0.9177446912374908,0.5033106688427578,0.5616438356164384,0.43967828418230565,0.4932330827067669
D_OT,AE32_cosine,43,train_f1,0.5360645055770874,0.8591478589662795,0.9683074060783234,0.9066471163245357,0.923804780876494,0.9151455352738036,0.5033106688427578,0.5432835820895522,0.4879356568364611,0.5141242937853108
D_OT,AE32_cosine,44,fixed_0.5,0.5,0.8477397380985441,0.9652313434523613,0.8832720588235294,0.9571713147410359,0.9187380497131931,0.5010922159849198,0.5804878048780487,0.3190348525469169,0.4117647058823529
D_OT,AE32_cosine,44,train_f1,0.5613119006156921,0.8477397380985441,0.9652313434523613,0.896469465648855,0.9357569721115537,0.915692007797271,0.5010922159849198,0.5473684210526316,0.41823056300268097,0.47416413373860183
D_OT,AE32_cosine,45,fixed_0.5,0.5,0.85441010755904,0.9666459583756792,0.9040626529613314,0.9198207171314741,0.911873611453962,0.5093579762733256,0.5236686390532544,0.4745308310991957,0.4978902953586498
D_OT,AE32_cosine,45,train_f1,0.4807627499103546,0.85441010755904,0.9666459583756792,0.9022628791526239,0.9332669322709163,0.9175030599755202,0.5093579762733256,0.5592105263157895,0.45576407506702415,0.5022156573116692
D_OT,AE32,43,fixed_0.5,0.5,0.8638268641252683,0.9696848087299708,0.8950850661625709,0.9432270916334662,0.918525703200776,0.5318827389450718,0.569811320754717,0.40482573726541554,0.47335423197492166
D_OT,AE32,43,train_f1,0.5455095767974854,0.8638268641252683,0.9696848087299708,0.9107317073170732,0.9297808764940239,0.9201577131591917,0.5318827389450718,0.5740181268882175,0.5093833780160858,0.5397727272727273
D_OT,AE32,44,fixed_0.5,0.5,0.8616632665050254,0.9695582393549753,0.9069083782459578,0.921812749003984,0.9142998271178069,0.5265835207598316,0.538235294117647,0.4906166219839142,0.5133239831697055
D_OT,AE32,44,train_f1,0.42907005548477173,0.8616632665050254,0.9695582393549753,0.8951346244685876,0.9437250996015937,0.9187878787878788,0.5265835207598316,0.571969696969697,0.40482573726541554,0.4740973312401884
D_OT,AE32,45,fixed_0.5,0.5,0.8531684254937355,0.9666126591078221,0.9019138755980861,0.9387450199203188,0.9199609565641776,0.5145802074408726,0.5773195876288659,0.450402144772118,0.5060240963855421
D_OT,AE32,45,train_f1,0.5430470108985901,0.8531684254937355,0.9666126591078221,0.9122549019607843,0.9267928286852589,0.9194664031620553,0.5145802074408726,0.5689149560117303,0.5201072386058981,0.5434173669467787
E_OT,AE32_cosine,43,fixed_0.5,0.5,0.8425914305245505,0.9641042209127181,0.8922495274102079,0.9402390438247012,0.915615906886518,0.4710252060795016,0.5471698113207547,0.38873994638069703,0.45454545454545453
E_OT,AE32_cosine,43,train_f1,0.5464135408401489,0.8425914305245505,0.9641042209127181,0.9019990248659191,0.9213147410358565,0.9115545700911555,0.4710252060795016,0.5212121212121212,0.46112600536193027,0.48933143669985774
E_OT,AE32_cosine,44,fixed_0.5,0.5,0.8495602042233212,0.9673122735523194,0.8867041198501873,0.9432270916334662,0.9140926640926641,0.4809858107024845,0.5346938775510204,0.3512064343163539,0.42394822006472493
E_OT,AE32_cosine,44,train_f1,0.5722981691360474,0.8495602042233212,0.9673122735523194,0.8983382209188661,0.9153386454183267,0.9067587567834238,0.4809858107024845,0.4925373134328358,0.44235924932975873,0.4661016949152542
E_OT,AE32_cosine,45,fixed_0.5,0.5,0.853193793191844,0.9671499762342947,0.8998082454458294,0.9347609561752988,0.9169516365412799,0.49159664873139797,0.5559322033898305,0.43967828418230565,0.49101796407185627
E_OT,AE32_cosine,45,train_f1,0.5039783120155334,0.853193793191844,0.9671499762342947,0.9000960614793467,0.9332669322709163,0.9163814180929095,0.49159664873139797,0.5518394648829431,0.44235924932975873,0.49107142857142855
E_OT,AE32,43,fixed_0.5,0.5,0.8443070880018799,0.9640585155948596,0.8954653937947494,0.9342629482071713,0.9144528393858152,0.48994687371384477,0.5384615384615384,0.4128686327077748,0.4673748103186646
E_OT,AE32,43,train_f1,0.5427502393722534,0.8443070880018799,0.9640585155948596,0.9040428641013152,0.9243027888446215,0.9140605762127555,0.48994687371384477,0.5365853658536586,0.4718498659517426,0.5021398002853067
E_OT,AE32,44,fixed_0.5,0.5,0.8495869070634352,0.9658634970229473,0.8802177858439202,0.9661354581673307,0.9211775878442545,0.49686629010723526,0.615819209039548,0.29222520107238603,0.39636363636363636
