feature_set,seed,threshold_rule,auroc,real_aupr,hall_aupr,precision,recall,f1,decision_threshold
E_OT,43,fixed_0.5,0.8398964463860377,0.9637044688779235,0.4796953574049182,0.8815426997245179,0.9561752988047809,0.9173435260391782,0.5
E_OT,43,train_f1,0.8398964463860377,0.9637044688779235,0.4796953574049182,0.896752302472128,0.9213147410358565,0.908867600098256,0.6401094198226929
E_OT,44,fixed_0.5,0.840823034937996,0.9632027179365744,0.4846996993799417,0.8610627177700348,0.9845617529880478,0.9186802973977695,0.5
E_OT,44,train_f1,0.840823034937996,0.9632027179365744,0.4846996993799417,0.8929074682949741,0.9467131474103586,0.9190234469422287,0.8001569509506226
E_OT,45,fixed_0.5,0.8379304497826388,0.9636514824189647,0.4643539099233343,0.8805147058823529,0.954183266932271,0.9158699808795411,0.5
E_OT,45,train_f1,0.8379304497826388,0.9636514824189647,0.4643539099233343,0.8855534709193246,0.9402390438247012,0.9120772946859903,0.5545260906219482
G_OT,43,fixed_0.5,0.8704171250654219,0.9721743661044897,0.5547143069693199,0.9077598828696926,0.9262948207171314,0.9169336948484101,0.5
G_OT,43,train_f1,0.8704171250654219,0.9721743661044897,0.5547143069693199,0.912011863568957,0.9188247011952191,0.9154056065492434,0.5292823314666748
G_OT,44,fixed_0.5,0.8731308011920148,0.972093735922045,0.5659475731815954,0.9033633349123638,0.9497011952191236,0.9259529011896092,0.5
G_OT,44,train_f1,0.8731308011920148,0.972093735922045,0.5659475731815954,0.9167077378018729,0.9262948207171314,0.921476343819668,0.5913369059562683
G_OT,45,fixed_0.5,0.8722676318853273,0.9711794950886328,0.5621246696946471,0.8959810874704491,0.9437250996015937,0.9192335677904439,0.5
G_OT,45,train_f1,0.8722676318853273,0.9711794950886328,0.5621246696946471,0.9110459433040078,0.9282868525896414,0.919585594474593,0.5717132687568665
H_OT,43,fixed_0.5,0.876694962776241,0.9748076491549978,0.5448713831804195,0.9233933161953728,0.8944223107569721,0.9086769542119909,0.5
H_OT,43,train_f1,0.876694962776241,0.9748076491549978,0.5448713831804195,0.9016393442622951,0.9312749003984063,0.916217540421362,0.4165709614753723
H_OT,44,fixed_0.5,0.875328444933403,0.9740050181406967,0.5399726554204369,0.9019323671497584,0.9297808764940239,0.9156449239823443,0.5
H_OT,44,train_f1,0.875328444933403,0.9740050181406967,0.5399726554204369,0.9085127201565558,0.924800796812749,0.9165844027640672,0.5365638136863708
H_OT,45,fixed_0.5,0.8813245676810186,0.9745349475535103,0.5641845349616806,0.896037296037296,0.9571713147410359,0.9255959547315193,0.5
H_OT,45,train_f1,0.8813245676810186,0.9745349475535103,0.5641845349616806,0.9023809523809524,0.9437250996015937,0.9225900681596884,0.5528714060783386
