model,label,layer,n_mentions,spearman,pearson_log
internvl_2_5_8b,REAL,18,9993,0.9754519065805973,0.9891734137723232
internvl_2_5_8b,REAL,19,9993,0.9696906566992484,0.9853098731459865
internvl_2_5_8b,REAL,20,9993,0.9342242682099688,0.9639772276198586
internvl_2_5_8b,REAL,21,9993,0.9781651629174071,0.9855701531071644
internvl_2_5_8b,REAL,22,9993,0.9692655094510101,0.9755408751143122
internvl_2_5_8b,REAL,23,9993,0.9805948386848744,0.9839511628234137
internvl_2_5_8b,REAL,24,9993,0.9807982562330703,0.9811614097938491
internvl_2_5_8b,REAL,25,9993,0.9234511796383047,0.9530248643710415
internvl_2_5_8b,REAL,26,9993,0.9717290096537251,0.9830947666331252
internvl_2_5_8b,REAL,27,9993,0.959833109864356,0.9659464190161481
internvl_2_5_8b,REAL,28,9993,0.9759049208986801,0.9751130895199931
internvl_2_5_8b,REAL,29,9993,0.9755390042427659,0.9790247503076772
internvl_2_5_8b,REAL,30,9993,0.9430055307200542,0.9589630782012009
internvl_2_5_8b,REAL,31,9993,0.9819860813177416,0.982239138821296
internvl_2_5_8b,REAL,32,9993,0.9769340409603363,0.9735581803779569
internvl_2_5_8b,HALL,1,1766,0.9487283079371046,0.9461557234534506
internvl_2_5_8b,HALL,2,1766,0.9008071121855395,0.9093579780070773
internvl_2_5_8b,HALL,3,1766,0.9772383669236946,0.9789128960625628
internvl_2_5_8b,HALL,4,1766,0.9726959127033392,0.9759016926449294
internvl_2_5_8b,HALL,5,1766,0.9878938973116128,0.9889313735947033
internvl_2_5_8b,HALL,6,1766,0.9838647048890532,0.9846694405550807
internvl_2_5_8b,HALL,7,1766,0.9920336623131221,0.9924153860883077
internvl_2_5_8b,HALL,8,1766,0.9865206165033044,0.9865983287597583
internvl_2_5_8b,HALL,9,1766,0.9836084430219347,0.9860089067449723
internvl_2_5_8b,HALL,10,1766,0.9871762575177345,0.9901247403295171
internvl_2_5_8b,HALL,11,1766,0.9901331064620147,0.9917819521487604
internvl_2_5_8b,HALL,12,1766,0.9899926418390524,0.9926390897711125
internvl_2_5_8b,HALL,13,1766,0.9889394992320716,0.9939210301474997
internvl_2_5_8b,HALL,14,1766,0.9907921855588869,0.9920076585192931
internvl_2_5_8b,HALL,15,1766,0.9855620756324648,0.9905644883743869
internvl_2_5_8b,HALL,16,1766,0.9837452979762931,0.9867630749059932
internvl_2_5_8b,HALL,17,1766,0.9878048100156874,0.9896624884787767
internvl_2_5_8b,HALL,18,1766,0.9906251117465305,0.99241524001308
internvl_2_5_8b,HALL,19,1766,0.9878193712032736,0.9906701440789804
internvl_2_5_8b,HALL,20,1766,0.9449692048962106,0.9659286710884089
internvl_2_5_8b,HALL,21,1766,0.9843989318174162,0.9885764787374146
internvl_2_5_8b,HALL,22,1766,0.9794882846768864,0.9812974685417104
internvl_2_5_8b,HALL,23,1766,0.989576045598516,0.9896271745652854
internvl_2_5_8b,HALL,24,1766,0.9892172257015769,0.989400576050688
internvl_2_5_8b,HALL,25,1766,0.9708437841389479,0.9788882219346355
internvl_2_5_8b,HALL,26,1766,0.9886750283351753,0.9902347336758899
internvl_2_5_8b,HALL,27,1766,0.9731479421091189,0.9687205808651095
internvl_2_5_8b,HALL,28,1766,0.9845559920512534,0.9838908286958933
internvl_2_5_8b,HALL,29,1766,0.9866735501667073,0.9883080032480138
internvl_2_5_8b,HALL,30,1766,0.9819739093444656,0.9854861432448007
internvl_2_5_8b,HALL,31,1766,0.9923173476897749,0.9904371077723824
internvl_2_5_8b,HALL,32,1766,0.9792842808915315,0.9772429562257968
