model,scope,label,layer,n_mentions,mean,median,q25,q75
internvl_2_5_8b,test,HALL,7,175,0.8507193693092892,0.8617372512817383,0.8345662653446198,0.8764138221740723
internvl_2_5_8b,test,HALL,8,175,0.8967233773640224,0.9107588529586792,0.8779467642307281,0.9316751658916473
internvl_2_5_8b,test,HALL,9,175,0.8865359485149383,0.8968377113342285,0.8632226288318634,0.9221668243408203
internvl_2_5_8b,test,HALL,10,175,0.8900890002931867,0.9028279781341553,0.8611268401145935,0.9296334087848663
internvl_2_5_8b,test,HALL,11,175,0.7845774575642177,0.7832014560699463,0.7555918395519257,0.8149183988571167
internvl_2_5_8b,test,HALL,12,175,0.835788848059518,0.843930721282959,0.778793215751648,0.9005620777606964
internvl_2_5_8b,test,HALL,13,175,0.8433011065210615,0.8557611107826233,0.8009586334228516,0.8964478969573975
internvl_2_5_8b,test,HALL,14,175,0.6754899317877633,0.6705286502838135,0.6274586915969849,0.7177789509296417
internvl_2_5_8b,test,HALL,15,175,0.7566451409884861,0.7649403810501099,0.7097131013870239,0.8107772469520569
internvl_2_5_8b,test,HALL,16,175,0.877707086290632,0.8948572278022766,0.8458056747913361,0.9341547191143036
internvl_2_5_8b,test,HALL,17,175,0.8481827592849731,0.8638939261436462,0.8003627955913544,0.9103300273418427
internvl_2_5_8b,test,HALL,18,175,0.9004989034788949,0.9192047715187073,0.8762054443359375,0.9427362382411957
internvl_2_5_8b,test,HALL,19,175,0.741584780727114,0.7400248050689697,0.6867267787456512,0.7917337417602539
internvl_2_5_8b,test,HALL,20,175,0.8441584280558995,0.8591943383216858,0.8062299191951752,0.9013064205646515
internvl_2_5_8b,test,HALL,21,175,0.7704732576438359,0.7663491368293762,0.7219686210155487,0.8477145433425903
internvl_2_5_8b,test,HALL,22,175,0.8429421077455793,0.8547276854515076,0.7994577288627625,0.8993267118930817
internvl_2_5_8b,test,HALL,23,175,0.7739380553790501,0.7799371480941772,0.7216463387012482,0.8260214626789093
internvl_2_5_8b,test,HALL,24,175,0.6593620249203274,0.6670503616333008,0.593563973903656,0.739526242017746
internvl_2_5_8b,test,HALL,25,175,0.7161711076327733,0.7358676791191101,0.6357719302177429,0.7999153733253479
internvl_2_5_8b,test,HALL,26,175,0.7943968452726091,0.8058067560195923,0.755287766456604,0.8370771408081055
internvl_2_5_8b,test,HALL,27,175,0.6375431598935808,0.6243985891342163,0.5970296859741211,0.6725611686706543
internvl_2_5_8b,test,HALL,28,175,0.799500447341374,0.808339536190033,0.7623094916343689,0.8426446616649628
internvl_2_5_8b,test,HALL,29,175,0.6043007128579276,0.6072761416435242,0.5723472535610199,0.63423290848732
internvl_2_5_8b,test,HALL,30,175,0.9050243779591152,0.921008825302124,0.8887631297111511,0.9420736134052277
internvl_2_5_8b,test,HALL,31,175,0.8115145908083234,0.8250777125358582,0.7825538218021393,0.8532738387584686
internvl_2_5_8b,test,HALL,32,175,0.8222707618985857,0.831542432308197,0.793146401643753,0.8690198361873627
