model,scope,metric,label,layer,n_total,n_valid,n_undefined,mean,q25,median,q75
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,25,122,122,0,4.6419137861844665e-05,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,26,122,122,0,0.000526283214640097,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,27,122,122,0,0.0019421357608572437,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,28,122,122,0,0.1812920899452761,0.05225206024438761,0.09207161125319693,0.2416453537936914
qwen2_5_vl_7b,all,gross_gain,REAL,1,1006,1006,0,1.1213937422017635,1.0061804559877774,1.1333934146200741,1.2158643105357734
qwen2_5_vl_7b,all,gross_gain,REAL,2,1006,1006,0,0.43142192630243076,0.367105872908918,0.4129936928775454,0.4755487969165531
qwen2_5_vl_7b,all,gross_gain,REAL,3,1006,1006,0,0.44593987650009187,0.36885869929800813,0.42183352228486404,0.4943916219959661
qwen2_5_vl_7b,all,gross_gain,REAL,4,1006,1006,0,0.4926142504768345,0.44273656761687,0.495454849365799,0.5378582197746385
qwen2_5_vl_7b,all,gross_gain,REAL,5,1006,1006,0,0.6519611836214285,0.5785025861006302,0.6467317736024198,0.7068790062319512
qwen2_5_vl_7b,all,gross_gain,REAL,6,1006,1006,0,0.6476520284861594,0.5930726486165923,0.6392511669389589,0.689355201608056
qwen2_5_vl_7b,all,gross_gain,REAL,7,1006,1006,0,0.7364720528635187,0.6810560555730637,0.7117386098655999,0.7735603005429255
qwen2_5_vl_7b,all,gross_gain,REAL,8,1006,1006,0,0.8470219666684072,0.7849211866858885,0.8247544736198558,0.8907032491614565
qwen2_5_vl_7b,all,gross_gain,REAL,9,1006,1006,0,0.7795691361167029,0.7156959182115116,0.7662044566516367,0.831634497968343
qwen2_5_vl_7b,all,gross_gain,REAL,10,1006,1006,0,0.9982612475021228,0.8969297949420894,0.9586655268330855,1.05722653330779
qwen2_5_vl_7b,all,gross_gain,REAL,11,1006,1006,0,0.683507682814319,0.6509458665884565,0.6769295612217014,0.7083169937644206
qwen2_5_vl_7b,all,gross_gain,REAL,12,1006,1006,0,0.7276649958899262,0.6944780450297732,0.7216452333528774,0.7558900397300398
qwen2_5_vl_7b,all,gross_gain,REAL,13,1006,1006,0,0.7265370139664138,0.6910576755426459,0.7200505320585755,0.7498487428814598
qwen2_5_vl_7b,all,gross_gain,REAL,14,1006,1006,0,0.7152558361301933,0.6766179470942818,0.706884448315311,0.7447488527450772
qwen2_5_vl_7b,all,gross_gain,REAL,15,1006,1006,0,0.6722638834026455,0.6400789883623237,0.6643938353866781,0.6986852482915613
qwen2_5_vl_7b,all,gross_gain,REAL,16,1006,1006,0,0.6618582622764241,0.629094427780805,0.6550181741272498,0.6813346205242357
qwen2_5_vl_7b,all,gross_gain,REAL,17,1006,1006,0,0.6735185716123265,0.6370644664534655,0.6677800028609443,0.704010294437325
qwen2_5_vl_7b,all,gross_gain,REAL,18,1006,1006,0,0.5910969613632985,0.5552930135282682,0.5815117158396239,0.6169003395740148
qwen2_5_vl_7b,all,gross_gain,REAL,19,1006,1006,0,0.6085767677602321,0.5671271502633493,0.590966717031502,0.6368009322691782
qwen2_5_vl_7b,all,gross_gain,REAL,20,1006,1006,0,0.5996780824683208,0.5675492448270023,0.595868781204768,0.6259306594557514
qwen2_5_vl_7b,all,gross_gain,REAL,21,1006,1006,0,0.6189024478151177,0.5750574122728527,0.6160498015596955,0.659425720196269
qwen2_5_vl_7b,all,gross_gain,REAL,22,1006,1006,0,0.5836853782901267,0.5418618845331461,0.5768563189494477,0.6160620202035408
