layer,metric,count,mean,std,q10,median,q90
12,attention_reconstruction_relative_error,11630,0.008595095909186995,0.0009233488494847373,0.0075002070516347885,0.008550632745027542,0.009746566787362099
12,component_sum_relative_error,11630,0.00900432151892028,0.0008862208662709806,0.007952423673123122,0.008959325961768627,0.010111560113728046
13,attention_reconstruction_relative_error,11630,0.008085924805232476,0.0009083466812173446,0.007043736055493355,0.007979774847626686,0.00926197413355112
13,component_sum_relative_error,11630,0.008557997241749181,0.0008679136007695524,0.0075480648782104256,0.008457093499600887,0.009660855866968632
14,attention_reconstruction_relative_error,11630,0.008238785428268097,0.0009485253073959304,0.007094582682475448,0.008169321343302727,0.009445488452911377
14,component_sum_relative_error,11630,0.008679859010944735,0.0009114784806397696,0.00760603342205286,0.008596248924732208,0.009852525778114796
15,attention_reconstruction_relative_error,11630,0.008556822144890064,0.0011459383002911457,0.007369077764451504,0.008367016911506653,0.009971144702285528
15,component_sum_relative_error,11630,0.009068419260428522,0.0011069049751102665,0.007914189435541629,0.008893616497516632,0.01043285932391882
16,attention_reconstruction_relative_error,11630,0.008122790589454558,0.0012373830392463504,0.006772052496671677,0.007944316603243351,0.009728006087243557
16,component_sum_relative_error,11630,0.008505755316855278,0.0011928312385561172,0.007220905739814043,0.008323684334754944,0.010023266077041626
17,attention_reconstruction_relative_error,11630,0.009000201121145605,0.001305445689411397,0.00755938608199358,0.008866601157933474,0.010602449160069229
17,component_sum_relative_error,11630,0.009336687742971903,0.001279522055199594,0.007913222536444664,0.00920388475060463,0.010940303094685078
18,attention_reconstruction_relative_error,11630,0.009945537874223672,0.001155261916650014,0.008609933871775865,0.00985016766935587,0.011408908292651176
18,component_sum_relative_error,11630,0.010340116107764294,0.0011174073926868502,0.009060133714228868,0.010242883116006851,0.011762645095586777
19,attention_reconstruction_relative_error,11630,0.008611615951896124,0.0009316902529021253,0.00756101356819272,0.008505637757480145,0.009748445823788643
19,component_sum_relative_error,11630,0.008968606905295792,0.0009123260624870823,0.007944421842694283,0.008881025947630405,0.010083115659654142
