method,label,layer,metric,count,mean,std,q10,median,q90
ATTN,REAL,10,top1_mass,9993,0.07855267161636706,0.05076736649631613,0.03311402201652527,0.06420459598302841,0.1416051059961319
ATTN,REAL,10,top32_mass,9993,0.5682164866663273,0.09437732265497055,0.4462514340877533,0.5687556862831116,0.689120662212372
ATTN,REAL,11,normalized_entropy,9993,0.8523286266404683,0.0634309333776854,0.7648963451385498,0.8628960251808167,0.9238248467445374
ATTN,REAL,11,top1_mass,9993,0.07931179750401683,0.05802152905327207,0.028622360527515413,0.06122104451060295,0.15285644829273226
ATTN,REAL,11,top32_mass,9993,0.540426034120591,0.10248515622954255,0.4055181503295898,0.5393304228782654,0.6763581037521362
ATTN,REAL,12,normalized_entropy,9993,0.8346246118709202,0.05844859320554571,0.7587298512458801,0.8407397866249084,0.9034894466400146
ATTN,REAL,12,top1_mass,9993,0.0797655560897493,0.0475465963503363,0.03438979610800743,0.06778956949710846,0.13919969499111176
ATTN,REAL,12,top32_mass,9993,0.5819685703687192,0.09673006639336212,0.4551592290401459,0.584905207157135,0.7055275201797486
ATTN,REAL,13,normalized_entropy,9993,0.79884345746131,0.07833287514700392,0.6936951875686646,0.8077492117881775,0.8918020486831665
ATTN,REAL,13,top1_mass,9993,0.09817793430404675,0.06747338142330567,0.03669867292046547,0.07857336848974228,0.18418629169464126
ATTN,REAL,13,top32_mass,9993,0.6326017183643388,0.11324473680229451,0.4774264574050903,0.6391991972923279,0.7786116361618043
ATTN,REAL,14,normalized_entropy,9993,0.8274531886078486,0.05733894900151125,0.7510028719902039,0.8352622985839844,0.8927383422851562
ATTN,REAL,14,top1_mass,9993,0.08985118128424183,0.05165358201707458,0.040423429757356646,0.07650097459554672,0.15557765066623694
ATTN,REAL,14,top32_mass,9993,0.5905241314103674,0.08747817567528232,0.4786448121070862,0.590313732624054,0.7030271172523499
ATTN,REAL,15,normalized_entropy,9993,0.8128732124224781,0.06785791654779248,0.719326651096344,0.8207969069480896,0.8931999206542969
ATTN,REAL,15,top1_mass,9993,0.09113872445837211,0.05696299206855201,0.03722013533115387,0.0757472887635231,0.16293038427829754
ATTN,REAL,15,top32_mass,9993,0.6180443461832671,0.10134128508596167,0.48041261434555055,0.6238572597503662,0.7471025347709656
ATTN,REAL,16,normalized_entropy,9993,0.7931539220374756,0.08448015896244794,0.677957022190094,0.8052898645401001,0.8922116160392761
ATTN,REAL,16,top1_mass,9993,0.09058632683107698,0.06344937668797077,0.03410329595208168,0.07220470905303955,0.1709101110696793
ATTN,REAL,16,top32_mass,9993,0.6440846226415298,0.12266290554535236,0.47666890621185304,0.6464497447013855,0.8063110351562501
ATTN,REAL,17,normalized_entropy,9993,0.7927563874365796,0.06873292168117838,0.7005078315734863,0.7992759346961975,0.8760561704635622
ATTN,REAL,17,top1_mass,9993,0.09225215053024216,0.05557211900037933,0.03931761234998703,0.07784392684698105,0.1649667769670487
ATTN,REAL,17,top32_mass,9993,0.6478481946777178,0.10190994626561982,0.5096354961395264,0.654621422290802,0.7774279952049256
ATTN,REAL,18,normalized_entropy,9993,0.7533424228271731,0.08608392193835482,0.6351745128631592,0.7630447745323181,0.8576565146446228
ATTN,REAL,18,top1_mass,9993,0.1296182039043668,0.08404392231085855,0.050005027651786806,0.10661225765943527,0.24172440469264989
ATTN,REAL,18,top32_mass,9993,0.6958348129493009,0.10057188434593135,0.5519278168678283,0.7088082432746887,0.8169294714927674
ATTN,REAL,19,normalized_entropy,9993,0.7860996169388074,0.06605103331013332,0.6995861291885376,0.7924489974975586,0.8667727470397949
ATTN,REAL,19,top1_mass,9993,0.10599126937989,0.0604525342012804,0.04636892154812813,0.09059940278530121,0.18615197837352757
ATTN,REAL,19,top32_mass,9993,0.6538485248448147,0.09038327135221573,0.5312788486480713,0.6593743562698364,0.7672515988349916
ATTN,REAL,20,normalized_entropy,9993,0.7571557557023372,0.08176477421919846,0.6468011975288391,0.7675158381462097,0.8556705117225647
ATTN,REAL,20,top1_mass,9993,0.11518135707630453,0.07367765661260496,0.04651994854211807,0.0942770317196846,0.2120686888694764
ATTN,REAL,20,top32_mass,9993,0.6966654773464935,0.10232754461403722,0.5539889931678772,0.7045083045959473,0.8260340452194214
ATTN,REAL,21,normalized_entropy,9993,0.7963772654402164,0.06860790079029362,0.702606999874115,0.8062956929206848,0.8768186926841736
ATTN,REAL,21,top1_mass,9993,0.09025814703628487,0.05450551310936811,0.039760322868824007,0.07540013641119003,0.16154220104217537
ATTN,REAL,21,top32_mass,9993,0.6415194220476342,0.10150984323675334,0.5062279462814331,0.6433660387992859,0.7726734638214113
ATTN,REAL,22,normalized_entropy,9993,0.777633686809703,0.07141416031603547,0.6799993276596069,0.7890956997871399,0.8597408175468445
ATTN,REAL,22,top1_mass,9993,0.10426719097185157,0.06479563846506217,0.046319786459207535,0.08553691953420639,0.18599512279033664
ATTN,REAL,22,top32_mass,9993,0.6695308850553078,0.09273341373469711,0.5454781889915467,0.670970618724823,0.7905575275421143
ATTN,REAL,23,normalized_entropy,9993,0.766880387850952,0.08308061571601602,0.6525991320610046,0.7800804376602173,0.8626852035522461
ATTN,REAL,23,top1_mass,9993,0.117934395399112,0.07699983073420179,0.04859221875667572,0.09583000093698502,0.2147535711526871
ATTN,REAL,23,top32_mass,9993,0.6782900854612655,0.10137247837650766,0.539502215385437,0.6815990209579468,0.8109980583190918
ATTN,REAL,24,normalized_entropy,9993,0.7878028471065716,0.08381235582209468,0.6723135471343994,0.8039859533309937,0.8802165865898133
ATTN,REAL,24,top1_mass,9993,0.1115025176324549,0.07827153255308295,0.043122834712266925,0.08692384511232376,0.21226159036159517
ATTN,REAL,24,top32_mass,9993,0.6440479128577623,0.10634574867308577,0.5041059374809265,0.6430459022521973,0.7866563200950623
ATTN,REAL,25,normalized_entropy,9993,0.7359708616483752,0.08672753121277818,0.6176188230514527,0.7484146356582642,0.8378321766853333
ATTN,REAL,25,top1_mass,9993,0.1205022962581052,0.07742009097339081,0.04912330508232117,0.09809435904026031,0.22068412601947812
ATTN,REAL,25,top32_mass,9993,0.725157518161616,0.1059006209620779,0.5787772297859192,0.7326664924621582,0.8594016075134278
ATTN,REAL,26,normalized_entropy,9993,0.7299416133809421,0.08879556787514749,0.6092133283615112,0.738722562789917,0.8378891944885255
ATTN,REAL,26,top1_mass,9993,0.12905081544926245,0.07873792725915103,0.05418276116251945,0.10784655064344406,0.23253018260002153
ATTN,REAL,26,top32_mass,9993,0.7314948869410022,0.10527191347087707,0.5843086242675781,0.7423102855682373,0.8601123213768006
ATTN,REAL,27,normalized_entropy,9993,0.7755086039155975,0.07267885149998886,0.6803865194320678,0.7835644483566284,0.8614687085151673
ATTN,REAL,27,top1_mass,9993,0.10527649489935514,0.06540446504744342,0.046354100853204724,0.08795496821403503,0.1850849330425263
ATTN,REAL,27,top32_mass,9993,0.6700284845338955,0.09852951313426854,0.5367296695709228,0.6740337014198303,0.7956250667572021
ATTN,REAL,28,normalized_entropy,9993,0.7991405672811357,0.0868048791796418,0.6819520592689514,0.8150660395622253,0.896332848072052
ATTN,REAL,28,top1_mass,9993,0.11446299039410462,0.08432218375075352,0.03979072570800781,0.08963554352521896,0.22162743806839005
ATTN,REAL,28,top32_mass,9993,0.6193311401945472,0.11192779172589207,0.46785399317741394,0.6202367544174194,0.7660864353179931
ATTN,REAL,29,normalized_entropy,9993,0.7348834228392753,0.08513613569984396,0.6216081380844116,0.7402663230895996,0.8420921921730042
ATTN,REAL,29,top1_mass,9993,0.12909360433642833,0.0779633616964221,0.05331342369318009,0.11001726984977722,0.23053851723670965
ATTN,REAL,29,top32_mass,9993,0.7220408132928491,0.10242566250488362,0.5760301113128662,0.7369344234466553,0.8429888963699341
ATTN,REAL,30,normalized_entropy,9993,0.7720608044187192,0.07036749646846037,0.6778400063514709,0.7784567475318909,0.8575921058654785
ATTN,REAL,30,top1_mass,9993,0.10292439918674698,0.06073638225500848,0.0457327127456665,0.08694177865982056,0.180113646388054
ATTN,REAL,30,top32_mass,9993,0.6817705262730838,0.09699092243938855,0.547249698638916,0.6904653906822205,0.8004971861839295
ATTN,REAL,31,normalized_entropy,9993,0.7806413175226343,0.06943434055103509,0.6880526185035706,0.786973237991333,0.8652016162872315
ATTN,REAL,31,top1_mass,9993,0.1042906175616651,0.05967364186706187,0.0470574326813221,0.08915624767541885,0.18202723562717452
ATTN,REAL,31,top32_mass,9993,0.6686544342166512,0.09616005308090382,0.535507881641388,0.6768509745597839,0.785826337337494
ATTN,REAL,32,normalized_entropy,9993,0.8334926571244057,0.05410697237795232,0.7625076770782471,0.8385010957717896,0.899947726726532
ATTN,REAL,32,top1_mass,9993,0.07812968615517445,0.043531543068802324,0.036679637432098386,0.06667079031467438,0.132977193593979
ATTN,REAL,32,top32_mass,9993,0.5883131842468637,0.08972394485419206,0.4650124192237854,0.5914913415908813,0.7015276908874513
JFFN,HALL,1,normalized_entropy,1766,0.9222102530072797,0.04423666342552499,0.861720621585846,0.9348831474781036,0.9646251499652863
JFFN,HALL,1,top1_mass,1766,0.05099054037183017,0.030761928197025865,0.02581379096955061,0.04246179945766926,0.08471716940402985
JFFN,HALL,1,top32_mass,1766,0.41187741788840376,0.0949880913325452,0.3086872845888138,0.3935142755508423,0.5464596748352051
JFFN,HALL,2,normalized_entropy,1766,0.8136880669493908,0.04055302688977153,0.7623239755630493,0.8176212012767792,0.8625496923923492
JFFN,HALL,2,top1_mass,1766,0.10007946164318754,0.040870153769227965,0.06018467806279659,0.09131279960274696,0.15067937225103378
JFFN,HALL,2,top32_mass,1766,0.6157100711646464,0.05913245322086898,0.5405573546886444,0.6162459254264832,0.6918662488460541
JFFN,HALL,3,normalized_entropy,1766,0.7316561823253048,0.07097408068155035,0.6333012878894806,0.7396595180034637,0.81545090675354
JFFN,HALL,3,top1_mass,1766,0.1582572589441712,0.07523253924500291,0.0770137794315815,0.14430315047502518,0.25547929108142853
JFFN,HALL,3,top32_mass,1766,0.7169267529978217,0.07266723207998757,0.621028333902359,0.7183432281017303,0.812644898891449
JFFN,HALL,4,normalized_entropy,1766,0.7583818052255149,0.05682745377755882,0.6804872453212738,0.7653145492076874,0.8257116079330444
JFFN,HALL,4,top1_mass,1766,0.12870344114811544,0.06140807110983403,0.06706850230693817,0.11363328248262405,0.2136436030268669
JFFN,HALL,4,top32_mass,1766,0.6997128557645856,0.06749410997158281,0.6094504594802856,0.7007834017276764,0.786373645067215
JFFN,HALL,5,normalized_entropy,1766,0.7956455169353183,0.054408745256688686,0.7263317108154297,0.8041752278804779,0.8569291830062866
JFFN,HALL,5,top1_mass,1766,0.10635127443588198,0.05749893751976062,0.05201818235218525,0.09134585782885551,0.17923914641141891
JFFN,HALL,5,top32_mass,1766,0.6496706876823614,0.07352915415128503,0.5564053356647491,0.649536520242691,0.7455747425556183
JFFN,HALL,6,normalized_entropy,1766,0.7866094024643082,0.05312953281851426,0.7190252840518951,0.7933215200901031,0.8484006226062775
JFFN,HALL,6,top1_mass,1766,0.09484828408756889,0.04803969208757918,0.04839127138257027,0.08364042639732361,0.15492302924394608
JFFN,HALL,6,top32_mass,1766,0.6684191507094309,0.07960383750282943,0.5638039410114288,0.6668249070644379,0.7737526595592499
JFFN,HALL,7,normalized_entropy,1766,0.8355742759774792,0.07278691029445443,0.7435795664787292,0.8554679453372955,0.9007065296173096
JFFN,HALL,7,top1_mass,1766,0.08625277569085056,0.07459248612279827,0.036128122359514236,0.061118366196751595,0.16438088566064835
JFFN,HALL,7,top32_mass,1766,0.5777409022013706,0.0928786376767005,0.4715369790792465,0.5648511052131653,0.7065483629703522
