model,label,layer,n_mentions,mean,q25,median,q75,raw_endpoint_cosine_js_real_auroc
qwen3_vl_8b,REAL,27,12280,0.32844966650009155,0.2840192914009094,0.3262968063354492,0.3720415234565735,0.3961521623614567
qwen3_vl_8b,REAL,28,12280,0.3347139060497284,0.2999988794326782,0.3344966769218445,0.3695813715457916,0.4901476946828784
qwen3_vl_8b,REAL,29,12280,0.3720985949039459,0.33342570066452026,0.37356650829315186,0.41205674409866333,0.4600238238504819
qwen3_vl_8b,REAL,30,12280,0.3283504545688629,0.2842402160167694,0.3244051933288574,0.3695135712623596,0.3876065258381687
qwen3_vl_8b,REAL,31,12280,0.328314870595932,0.2874508500099182,0.3261563181877136,0.3670204281806946,0.4196948593745878
qwen3_vl_8b,REAL,32,12280,0.3622550666332245,0.32785606384277344,0.36098670959472656,0.39668968319892883,0.3950182525993937
qwen3_vl_8b,REAL,33,12280,0.3748857378959656,0.33446383476257324,0.37298375368118286,0.41459178924560547,0.368705868091366
qwen3_vl_8b,REAL,34,12280,0.35115692019462585,0.3126644790172577,0.34768417477607727,0.38779741525650024,0.35265884346605936
qwen3_vl_8b,REAL,35,12280,0.35213980078697205,0.3213731646537781,0.3530789613723755,0.3845312297344208,0.40996462538204204
qwen3_vl_8b,REAL,36,12280,0.24809174239635468,0.21378323435783386,0.24636662006378174,0.2806522250175476,0.6017536721893447
