model,label,layer,n_mentions,mean,q25,median,q75,raw_kappa_real_auroc
qwen3_vl_8b,REAL,5,12280,0.6522899270057678,0.5955212116241455,0.6498497128486633,0.6999747157096863,0.4873801898370833
qwen3_vl_8b,REAL,6,12280,0.6499926447868347,0.6020538806915283,0.6590576171875,0.7046277523040771,0.5060060379297306
qwen3_vl_8b,REAL,7,12280,0.6218075156211853,0.5620275735855103,0.6127492189407349,0.6728716492652893,0.5424025753375097
qwen3_vl_8b,REAL,8,12280,0.630376398563385,0.5883309841156006,0.6300445795059204,0.672254204750061,0.4836389408467548
qwen3_vl_8b,REAL,9,12280,0.5869353413581848,0.546218752861023,0.584679126739502,0.6261805891990662,0.4815318051230386
qwen3_vl_8b,REAL,10,12280,0.5875795483589172,0.5079962611198425,0.5705782175064087,0.6554145812988281,0.510561524952547
qwen3_vl_8b,REAL,11,12280,0.537753701210022,0.4933345317840576,0.5354230403900146,0.5805432796478271,0.5438037418456858
qwen3_vl_8b,REAL,12,12280,0.5377548933029175,0.4864732623100281,0.5315283536911011,0.5833876729011536,0.4527418940495018
qwen3_vl_8b,REAL,13,12280,0.5551725625991821,0.5075591802597046,0.542464554309845,0.5891590118408203,0.39675468343108666
qwen3_vl_8b,REAL,14,12280,0.4686796963214874,0.42314085364341736,0.4680822491645813,0.5110007524490356,0.5055489849268452
qwen3_vl_8b,REAL,15,12280,0.49921518564224243,0.45927703380584717,0.49448081851005554,0.5333175659179688,0.4929234119421997
qwen3_vl_8b,REAL,16,12280,0.4123261570930481,0.3743278980255127,0.4108930826187134,0.4475899636745453,0.4679209152428676
qwen3_vl_8b,REAL,17,12280,0.37967655062675476,0.33647409081459045,0.3693733215332031,0.41373997926712036,0.3745664379543521
qwen3_vl_8b,REAL,18,12280,0.4268880784511566,0.3859536945819855,0.4217405319213867,0.46267199516296387,0.41746766224777054
qwen3_vl_8b,REAL,19,12280,0.3940817713737488,0.3534126579761505,0.3873312771320343,0.42745065689086914,0.3836750566232565
qwen3_vl_8b,REAL,20,12280,0.41612744331359863,0.3639543950557709,0.4066287875175476,0.4577912986278534,0.3912028406471445
qwen3_vl_8b,REAL,21,12280,0.4736921489238739,0.4184838831424713,0.46549320220947266,0.5204592943191528,0.39114051737891165
qwen3_vl_8b,REAL,22,12280,0.45006683468818665,0.3985026776790619,0.4412486255168915,0.49177008867263794,0.381251970665196
qwen3_vl_8b,REAL,23,12280,0.4213261902332306,0.37544625997543335,0.41178417205810547,0.45714622735977173,0.4087913494235922
qwen3_vl_8b,REAL,24,12280,0.5742534399032593,0.5199169516563416,0.5710528492927551,0.6258508563041687,0.4017716044575033
qwen3_vl_8b,REAL,25,12280,0.5009181499481201,0.4570586085319519,0.49454110860824585,0.5381820201873779,0.4609594108920157
qwen3_vl_8b,REAL,26,12280,0.5065601468086243,0.4534498453140259,0.4994712471961975,0.5546004176139832,0.5219216325335939
qwen3_vl_8b,REAL,27,12280,0.47854408621788025,0.41243624687194824,0.4724758267402649,0.5352717638015747,0.44064582545590675
qwen3_vl_8b,REAL,28,12280,0.47548365592956543,0.41542428731918335,0.46512049436569214,0.5269381403923035,0.49214422191543006
qwen3_vl_8b,REAL,29,12280,0.5447872281074524,0.4680151045322418,0.5450618267059326,0.6165263652801514,0.48751538846129205
qwen3_vl_8b,REAL,30,12280,0.6069509983062744,0.5036752820014954,0.6075602769851685,0.70810467004776,0.5604742346909934
qwen3_vl_8b,REAL,31,12280,0.5180341005325317,0.43087038397789,0.49066993594169617,0.5785091519355774,0.5355914539395088
qwen3_vl_8b,REAL,32,12280,0.4990721344947815,0.43522506952285767,0.4934072494506836,0.5566588640213013,0.5490250938696138
qwen3_vl_8b,REAL,33,12280,0.5286257266998291,0.4490043520927429,0.5237948894500732,0.6005677580833435,0.45890973065796037
qwen3_vl_8b,REAL,34,12280,0.4294590353965759,0.3666194975376129,0.4200214743614197,0.48216184973716736,0.4620787958309204
qwen3_vl_8b,REAL,35,12280,0.4338875114917755,0.3827705979347229,0.42877456545829773,0.4795544147491455,0.4557303018273955
qwen3_vl_8b,REAL,36,12280,0.8021830916404724,0.6987307071685791,0.8060594797134399,0.9055508971214294,0.4513102960739952
