model,case_id,layer,regions,permutations,median_path_shapley_cosine,median_path_shapley_norm_relative_error,vector_completeness_relative_error
qwen3_vl_8b,qwen3_vl_8b:184402:10:9,9,16,128,0.9999679327011108,0.008440792560577393,0.0
qwen3_vl_8b,qwen3_vl_8b:194851:12:9,9,8,128,0.9999754428863525,0.00701037747785449,0.0
qwen3_vl_8b,qwen3_vl_8b:194851:12:9,9,16,128,0.9999913573265076,0.0042175184935331345,0.0
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,8,128,0.9999906420707703,0.004329361952841282,0.0
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,16,128,0.9999903440475464,0.004476484376937151,0.0
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,8,128,0.999976396560669,0.007017936557531357,0.0
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,16,128,0.9999903440475464,0.004307394847273827,0.0
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,8,128,0.9999994039535522,0.001090421574190259,0.0
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,16,128,0.9999997019767761,0.0008156892727129161,0.0
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,8,128,0.999991774559021,0.004041992127895355,0.0
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,16,128,0.9999878406524658,0.005029677879065275,0.0
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,8,128,0.9999663829803467,0.008204499259591103,0.0
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,16,128,0.9999496936798096,0.010243412107229233,0.0
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,8,128,0.9999728202819824,0.007438720669597387,0.0
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,16,128,0.9999847412109375,0.005566469393670559,0.0
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,8,128,0.9999849200248718,0.005498257465660572,0.0
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,16,128,0.9999964833259583,0.0026561019476503134,0.0
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,8,128,0.9999977350234985,0.0021901847794651985,0.0
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,16,128,0.9999893307685852,0.004651383496820927,0.0
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,8,128,0.9999990463256836,0.0013235937803983688,0.0
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,16,128,0.9999991059303284,0.0013620674144476652,0.0
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,8,128,0.9999980926513672,0.0019192955223843455,0.0
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,16,128,0.9999957084655762,0.002897122874855995,0.0
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,8,128,0.9999997019767761,0.0008144297171384096,0.0
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,16,128,0.9999998807907104,0.0005498107057064772,0.0
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,8,128,0.9999926686286926,0.003990473225712776,0.0
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,16,128,0.9999827146530151,0.00588902598246932,0.0
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,8,128,0.9999920129776001,0.004001492168754339,0.0
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,16,128,0.9999929070472717,0.0038300007581710815,0.0
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,8,128,0.9999095797538757,0.013514047488570213,0.0
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,16,128,0.9999819993972778,0.006130046211183071,0.0
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,8,128,0.9999868273735046,0.00509915454313159,0.0
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,16,128,0.9999963641166687,0.0027620536275207996,0.0
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,8,128,0.9998915195465088,0.014207672327756882,0.0
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,16,128,0.9999686479568481,0.0079471655189991,0.0
qwen3_vl_8b,qwen3_vl_8b:36539:36:36,36,8,128,1.0,0.0007042884244583547,0.0
qwen3_vl_8b,qwen3_vl_8b:36539:36:36,36,16,128,0.9999997019767761,0.001174811040982604,0.0
qwen3_vl_8b,qwen3_vl_8b:367228:12:27,27,8,128,0.9999839067459106,0.005700855515897274,0.0
qwen3_vl_8b,qwen3_vl_8b:367228:12:27,27,16,128,0.9999685287475586,0.00822533667087555,0.0
qwen3_vl_8b,qwen3_vl_8b:388284:45:18,18,8,128,0.999982476234436,0.005944519769400358,0.0
qwen3_vl_8b,qwen3_vl_8b:388284:45:18,18,16,128,0.9999963045120239,0.002733664121478796,0.0
qwen3_vl_8b,qwen3_vl_8b:431364:73:27,27,8,128,0.9999951720237732,0.0034794791135936975,0.0
qwen3_vl_8b,qwen3_vl_8b:431364:73:27,27,16,128,0.9999867677688599,0.0054077645763754845,0.0
qwen3_vl_8b,qwen3_vl_8b:452027:44:36,36,8,128,0.9999998807907104,0.0005636105197481811,0.0
qwen3_vl_8b,qwen3_vl_8b:452027:44:36,36,16,128,0.9999998807907104,0.00045603321632370353,0.0
qwen3_vl_8b,qwen3_vl_8b:47552:186:9,9,8,128,0.9999980330467224,0.0019071581773459911,0.0
qwen3_vl_8b,qwen3_vl_8b:47552:186:9,9,16,128,0.9999988079071045,0.001492331619374454,0.0
qwen3_vl_8b,qwen3_vl_8b:479836:7:27,27,8,128,0.999985933303833,0.005377609748393297,0.0
qwen3_vl_8b,qwen3_vl_8b:479836:7:27,27,16,128,0.9999935626983643,0.003668800927698612,0.0
qwen3_vl_8b,qwen3_vl_8b:488567:10:27,27,8,128,0.9999946355819702,0.00326522346585989,0.0
qwen3_vl_8b,qwen3_vl_8b:488567:10:27,27,16,128,0.9999959468841553,0.002845761366188526,0.0
qwen3_vl_8b,qwen3_vl_8b:50637:88:36,36,8,128,0.9999998807907104,0.0009339130483567715,0.0
qwen3_vl_8b,qwen3_vl_8b:50637:88:36,36,16,128,1.0,0.0006398550467565656,0.0
qwen3_vl_8b,qwen3_vl_8b:51089:67:9,9,8,128,0.9999958276748657,0.0028602639213204384,0.0
qwen3_vl_8b,qwen3_vl_8b:51089:67:9,9,16,128,0.9999974370002747,0.0023017502389848232,0.0
qwen3_vl_8b,qwen3_vl_8b:529649:28:36,36,8,128,0.9999997615814209,0.001176009071059525,0.0
qwen3_vl_8b,qwen3_vl_8b:529649:28:36,36,16,128,1.0,0.0005542943836189806,0.0
qwen3_vl_8b,qwen3_vl_8b:530466:165:36,36,8,128,1.0000001192092896,0.00031030859099701047,0.0
qwen3_vl_8b,qwen3_vl_8b:530466:165:36,36,16,128,1.0,0.00013966442202217877,0.0
qwen3_vl_8b,qwen3_vl_8b:545920:30:18,18,8,128,0.999988317489624,0.004891499411314726,0.0
qwen3_vl_8b,qwen3_vl_8b:545920:30:18,18,16,128,0.9999858140945435,0.0054245805367827415,0.0
qwen3_vl_8b,qwen3_vl_8b:545920:30:36,36,8,128,0.9999995231628418,0.001125919632613659,0.0
qwen3_vl_8b,qwen3_vl_8b:545920:30:36,36,16,128,0.9999988079071045,0.002008939627557993,0.0
qwen3_vl_8b,qwen3_vl_8b:579231:103:27,27,8,128,0.9999996423721313,0.0007893374422565103,0.0
qwen3_vl_8b,qwen3_vl_8b:579231:103:27,27,16,128,0.9999995231628418,0.0010008887620642781,0.0
qwen3_vl_8b,qwen3_vl_8b:79545:111:18,18,8,128,0.9999939203262329,0.003509834874421358,0.0
qwen3_vl_8b,qwen3_vl_8b:79545:111:18,18,16,128,0.9999959468841553,0.002866026945412159,0.0
qwen3_vl_8b,qwen3_vl_8b:831:10:36,36,8,128,0.9999997615814209,0.0015423260629177094,0.0
qwen3_vl_8b,qwen3_vl_8b:831:10:36,36,16,128,0.9999997615814209,0.0018208648543804884,0.0
qwen3_vl_8b,qwen3_vl_8b:85390:14:18,18,8,128,0.9999942779541016,0.0034742094576358795,0.0
qwen3_vl_8b,qwen3_vl_8b:85390:14:18,18,16,128,0.9999946355819702,0.0032854359596967697,0.0
qwen3_vl_8b,qwen3_vl_8b:85390:14:36,36,8,128,1.0,0.0010390314273536205,0.0
qwen3_vl_8b,qwen3_vl_8b:85390:14:36,36,16,128,1.0,0.0010598640656098723,0.0
qwen3_vl_8b,qwen3_vl_8b:99567:16:9,9,8,128,0.999960720539093,0.008988076820969582,0.0
qwen3_vl_8b,qwen3_vl_8b:99567:16:9,9,16,128,0.9999945163726807,0.0034363786689937115,0.0
