model,label,layer,n_mentions,mean,q25,median,q75,raw_log1p_strength_real_auroc
qwen3_vl_8b,HALL,22,2593,2.5443005561828613,2.3409109115600586,2.6357510089874268,2.841543197631836,0.6979351668423254
qwen3_vl_8b,HALL,23,2593,2.1174800395965576,1.913345217704773,2.1556921005249023,2.354417562484741,0.6306813885040028
qwen3_vl_8b,HALL,24,2593,3.016940116882324,2.834758758544922,3.0899970531463623,3.281160593032837,0.6480683712475708
qwen3_vl_8b,HALL,25,2593,3.2245287895202637,3.0596554279327393,3.2652475833892822,3.4523162841796875,0.6564290007801008
qwen3_vl_8b,HALL,26,2593,2.3471338748931885,2.0760884284973145,2.4086835384368896,2.6662018299102783,0.6461357846419388
qwen3_vl_8b,HALL,27,2593,3.088913917541504,2.861865997314453,3.1696720123291016,3.395458221435547,0.5925433169482861
qwen3_vl_8b,HALL,28,2593,2.7308294773101807,2.457646131515503,2.7763192653656006,3.052790403366089,0.6891872191605815
qwen3_vl_8b,HALL,29,2593,2.782867193222046,2.4239025115966797,2.8380117416381836,3.208254337310791,0.6822340214383249
qwen3_vl_8b,HALL,30,2593,3.390420913696289,3.1202590465545654,3.4517064094543457,3.723550319671631,0.5912005794854852
qwen3_vl_8b,HALL,31,2593,2.7275235652923584,2.392180919647217,2.7929911613464355,3.126279830932617,0.5970562815698994
qwen3_vl_8b,HALL,32,2593,3.0287022590637207,2.690556049346924,3.120100259780884,3.445866823196411,0.6482779683713732
qwen3_vl_8b,HALL,33,2593,3.0764501094818115,2.675104856491089,3.1726629734039307,3.6180524826049805,0.5581012397446897
qwen3_vl_8b,HALL,34,2593,3.4825010299682617,3.1454243659973145,3.587728500366211,3.931342124938965,0.558764027053543
qwen3_vl_8b,HALL,35,2593,3.4684629440307617,3.126458168029785,3.511404514312744,3.8827297687530518,0.5745410626957317
qwen3_vl_8b,HALL,36,2593,3.2559452056884766,3.0360732078552246,3.25142502784729,3.4816129207611084,0.6369100880471226
qwen3_vl_8b,REAL,1,12280,0.5178029537200928,0.31668543815612793,0.48767217993736267,0.6884726285934448,0.6751767631722088
qwen3_vl_8b,REAL,2,12280,0.13005425035953522,0.0505099855363369,0.09506617486476898,0.16713906824588776,0.6679324408863252
qwen3_vl_8b,REAL,3,12280,0.4585610628128052,0.24469691514968872,0.36359304189682007,0.5779050588607788,0.6712036351942274
qwen3_vl_8b,REAL,4,12280,0.3271947205066681,0.14070111513137817,0.2592802047729492,0.45140472054481506,0.6220256616724306
qwen3_vl_8b,REAL,5,12280,0.4333157241344452,0.19038987159729004,0.3668064773082733,0.578157901763916,0.6698093463860983
qwen3_vl_8b,REAL,6,12280,0.7329003214836121,0.4511881470680237,0.6836777329444885,0.956879198551178,0.7178309084468206
qwen3_vl_8b,REAL,7,12280,0.8765507936477661,0.440175861120224,0.838719367980957,1.3025437593460083,0.6924620093436225
qwen3_vl_8b,REAL,8,12280,0.7006528973579407,0.45648127794265747,0.6705501675605774,0.9302894473075867,0.697131999080461
qwen3_vl_8b,REAL,9,12280,1.8755844831466675,1.5833641290664673,1.9011402130126953,2.229663372039795,0.6540279297431948
qwen3_vl_8b,REAL,10,12280,2.2173967361450195,1.869633674621582,2.3378734588623047,2.6024727821350098,0.6427600116072965
qwen3_vl_8b,REAL,11,12280,2.0179224014282227,1.7858176231384277,2.061737060546875,2.30450439453125,0.6677346991587222
qwen3_vl_8b,REAL,12,12280,2.0347390174865723,1.786600112915039,2.072720527648926,2.3290305137634277,0.6493593061248588
qwen3_vl_8b,REAL,13,12280,1.9422928094863892,1.6918892860412598,1.9357578754425049,2.2162017822265625,0.7354214585497663
qwen3_vl_8b,REAL,14,12280,2.4424326419830322,2.2443981170654297,2.465400218963623,2.717623233795166,0.6032508752579923
qwen3_vl_8b,REAL,15,12280,2.2960658073425293,2.1377573013305664,2.3566811084747314,2.5307228565216064,0.6995969479342403
qwen3_vl_8b,REAL,16,12280,2.5504302978515625,2.3880398273468018,2.607760429382324,2.777188539505005,0.5937309292997559
qwen3_vl_8b,REAL,17,12280,2.4291388988494873,2.222848653793335,2.457456111907959,2.6815876960754395,0.7019969354978512
qwen3_vl_8b,REAL,18,12280,2.6122336387634277,2.47184419631958,2.6682300567626953,2.8139939308166504,0.631636069799548
qwen3_vl_8b,REAL,19,12280,2.8541765213012695,2.7548978328704834,2.9019412994384766,3.023784637451172,0.6399398562403666
qwen3_vl_8b,REAL,20,12280,2.5423054695129395,2.3554773330688477,2.587001323699951,2.810760498046875,0.6758534472037596
qwen3_vl_8b,REAL,21,12280,2.7738375663757324,2.6266322135925293,2.849353790283203,3.0205132961273193,0.6630523201402925
qwen3_vl_8b,REAL,22,12280,2.8076021671295166,2.6517746448516846,2.8692827224731445,3.041628122329712,0.6979351668423254
qwen3_vl_8b,REAL,23,12280,2.2655622959136963,2.0819664001464844,2.301717519760132,2.4935169219970703,0.6306813885040028
qwen3_vl_8b,REAL,24,12280,3.1881375312805176,3.0429458618164062,3.2601139545440674,3.428746223449707,0.6480683712475708
qwen3_vl_8b,REAL,25,12280,3.383845090866089,3.229979991912842,3.4462811946868896,3.612537145614624,0.6564290007801008
qwen3_vl_8b,REAL,26,12280,2.56815505027771,2.31778621673584,2.6228525638580322,2.8863086700439453,0.6461357846419388
qwen3_vl_8b,REAL,27,12280,3.2167768478393555,3.0245261192321777,3.2958662509918213,3.489509344100952,0.5925433169482861
qwen3_vl_8b,REAL,28,12280,3.029749870300293,2.765962600708008,3.0918514728546143,3.3578619956970215,0.6891872191605815
qwen3_vl_8b,REAL,29,12280,3.1341097354888916,2.847031831741333,3.1873855590820312,3.495650291442871,0.6822340214383249
qwen3_vl_8b,REAL,30,12280,3.55600643157959,3.208223819732666,3.599640130996704,3.941659450531006,0.5912005794854852
qwen3_vl_8b,REAL,31,12280,2.918179988861084,2.6037020683288574,2.951239585876465,3.2667505741119385,0.5970562815698994
qwen3_vl_8b,REAL,32,12280,3.31742787361145,3.0139760971069336,3.3821568489074707,3.6927876472473145,0.6482779683713732
qwen3_vl_8b,REAL,33,12280,3.2309396266937256,2.863856315612793,3.307969093322754,3.685831308364868,0.5581012397446897
qwen3_vl_8b,REAL,34,12280,3.625807762145996,3.2651774883270264,3.6790146827697754,4.0382208824157715,0.558764027053543
qwen3_vl_8b,REAL,35,12280,3.6190273761749268,3.2897982597351074,3.647364616394043,3.9901392459869385,0.5745410626957317
qwen3_vl_8b,REAL,36,12280,3.4305734634399414,3.171260356903076,3.4228298664093018,3.6874189376831055,0.6369100880471226
