model,split,metric,region,label,n,layer,mean,median,q25,q75
qwen3_vl_8b,train,raw_attention,BOS,0,2077,34,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,0,2077,35,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,0,2077,36,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,1,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,2,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,3,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,4,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,5,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,6,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,7,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,8,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,9,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,10,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,11,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,12,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,13,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,14,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,15,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,16,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,17,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,18,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,19,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,20,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,21,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,22,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,23,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,24,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,25,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,26,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,27,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,28,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,29,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,30,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,31,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,32,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,33,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,34,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,35,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,BOS,1,9769,36,0.0,0.0,0.0,0.0
qwen3_vl_8b,train,raw_attention,visual,0,2077,1,0.020942882979012933,0.01593116484582424,0.010778052732348442,0.026380661875009537
qwen3_vl_8b,train,raw_attention,visual,0,2077,2,0.011273181216186383,0.00871962122619152,0.0061471727676689625,0.013372864574193954
qwen3_vl_8b,train,raw_attention,visual,0,2077,3,0.03335841517396842,0.029938261955976486,0.021508559584617615,0.04149457439780235
qwen3_vl_8b,train,raw_attention,visual,0,2077,4,0.018040739791714406,0.012615799903869629,0.008547483943402767,0.021881714463233948
qwen3_vl_8b,train,raw_attention,visual,0,2077,5,0.011932318284311707,0.009046063758432865,0.005552065093070269,0.014894205145537853
qwen3_vl_8b,train,raw_attention,visual,0,2077,6,0.020931322393256437,0.016812527552247047,0.011176972649991512,0.02541377581655979
qwen3_vl_8b,train,raw_attention,visual,0,2077,7,0.022893722891246162,0.018232498317956924,0.011018763296306133,0.029830124229192734
qwen3_vl_8b,train,raw_attention,visual,0,2077,8,0.010279979492902224,0.008712380193173885,0.005930543411523104,0.012785876169800758
qwen3_vl_8b,train,raw_attention,visual,0,2077,9,0.058709795758949634,0.05520027503371239,0.03950359672307968,0.07349615544080734
qwen3_vl_8b,train,raw_attention,visual,0,2077,10,0.0830469693413267,0.07594633102416992,0.05054125934839249,0.11031568050384521
qwen3_vl_8b,train,raw_attention,visual,0,2077,11,0.05601628441327701,0.053658563643693924,0.038794633001089096,0.06878235936164856
qwen3_vl_8b,train,raw_attention,visual,0,2077,12,0.07686687759260503,0.07085166871547699,0.052829936146736145,0.09384460002183914
qwen3_vl_8b,train,raw_attention,visual,0,2077,13,0.0712213103094918,0.06554136425256729,0.04939109832048416,0.08626215904951096
qwen3_vl_8b,train,raw_attention,visual,0,2077,14,0.17375597451285754,0.1724710762500763,0.12822750210762024,0.2193671613931656
qwen3_vl_8b,train,raw_attention,visual,0,2077,15,0.11831801164389504,0.11703387647867203,0.08619659394025803,0.1496366411447525
qwen3_vl_8b,train,raw_attention,visual,0,2077,16,0.16923998424054254,0.17554932832717896,0.13441075384616852,0.20478352904319763
qwen3_vl_8b,train,raw_attention,visual,0,2077,17,0.13103932996366136,0.1266123652458191,0.09156599640846252,0.16176213324069977
qwen3_vl_8b,train,raw_attention,visual,0,2077,18,0.19700761789928622,0.20052120089530945,0.15412019193172455,0.2421744167804718
qwen3_vl_8b,train,raw_attention,visual,0,2077,19,0.3092151788145404,0.32106533646583557,0.24693889915943146,0.37693312764167786
qwen3_vl_8b,train,raw_attention,visual,0,2077,20,0.16309052111323588,0.16450843214988708,0.1119823232293129,0.2108207494020462
qwen3_vl_8b,train,raw_attention,visual,0,2077,21,0.21359144730720317,0.22050458192825317,0.1579330414533615,0.2739666700363159
qwen3_vl_8b,train,raw_attention,visual,0,2077,22,0.2454120234124897,0.2527233958244324,0.18580104410648346,0.3111626207828522
qwen3_vl_8b,train,raw_attention,visual,0,2077,23,0.10448163393149525,0.1021469309926033,0.07928410172462463,0.12770764529705048
qwen3_vl_8b,train,raw_attention,visual,0,2077,24,0.19580800719891006,0.1994725912809372,0.15134373307228088,0.24516454339027405
qwen3_vl_8b,train,raw_attention,visual,0,2077,25,0.22026932040354094,0.21944229304790497,0.1684209108352661,0.27094557881355286
qwen3_vl_8b,train,raw_attention,visual,0,2077,26,0.08057627838206301,0.0763012021780014,0.05538384988903999,0.10265940427780151
qwen3_vl_8b,train,raw_attention,visual,0,2077,27,0.16491233607190026,0.16602739691734314,0.12097825855016708,0.20620770752429962
qwen3_vl_8b,train,raw_attention,visual,0,2077,28,0.09320448817762371,0.0900995209813118,0.06382516771554947,0.11992252618074417
qwen3_vl_8b,train,raw_attention,visual,0,2077,29,0.13339203756394966,0.12608201801776886,0.08134356886148453,0.17929469048976898
qwen3_vl_8b,train,raw_attention,visual,0,2077,30,0.13239637702065854,0.12769627571105957,0.08875004947185516,0.17246182262897491
qwen3_vl_8b,train,raw_attention,visual,0,2077,31,0.061231491190393006,0.05725919455289841,0.03660210222005844,0.0811355784535408
qwen3_vl_8b,train,raw_attention,visual,0,2077,32,0.10008708938582296,0.09743644297122955,0.06341363489627838,0.13211651146411896
qwen3_vl_8b,train,raw_attention,visual,0,2077,33,0.07477536028453728,0.07015131413936615,0.04264980927109718,0.10349840670824051
qwen3_vl_8b,train,raw_attention,visual,0,2077,34,0.11554650657016158,0.11050208657979965,0.07272081077098846,0.15245774388313293
qwen3_vl_8b,train,raw_attention,visual,0,2077,35,0.07476721454898705,0.07045503705739975,0.049139317125082016,0.09624342620372772
qwen3_vl_8b,train,raw_attention,visual,0,2077,36,0.031684137754802326,0.028765855357050896,0.022343365475535393,0.037752557545900345
qwen3_vl_8b,train,raw_attention,visual,1,9769,1,0.031717084651865915,0.025999683886766434,0.014525621198117733,0.04384053125977516
qwen3_vl_8b,train,raw_attention,visual,1,9769,2,0.019367598636882956,0.014651879668235779,0.008118447847664356,0.02813000977039337
qwen3_vl_8b,train,raw_attention,visual,1,9769,3,0.04856393791031413,0.04262109845876694,0.028608199208974838,0.06211666762828827
qwen3_vl_8b,train,raw_attention,visual,1,9769,4,0.02710367121759656,0.020911632105708122,0.011466589756309986,0.03597913682460785
qwen3_vl_8b,train,raw_attention,visual,1,9769,5,0.019351686896969936,0.015326623804867268,0.008798765018582344,0.0248537790030241
qwen3_vl_8b,train,raw_attention,visual,1,9769,6,0.03728808312067564,0.02880789525806904,0.017468035221099854,0.05024729296565056
qwen3_vl_8b,train,raw_attention,visual,1,9769,7,0.04184837560487816,0.03223011642694473,0.017528096213936806,0.060833320021629333
qwen3_vl_8b,train,raw_attention,visual,1,9769,8,0.01605875592108852,0.013800647109746933,0.008762742392718792,0.021613391116261482
qwen3_vl_8b,train,raw_attention,visual,1,9769,9,0.08543575391644696,0.07620394229888916,0.053485043346881866,0.11370289325714111
qwen3_vl_8b,train,raw_attention,visual,1,9769,10,0.10967922152539324,0.10844384878873825,0.06977004557847977,0.14509695768356323
qwen3_vl_8b,train,raw_attention,visual,1,9769,11,0.07808634190294769,0.07100208103656769,0.05272087827324867,0.09787510335445404
qwen3_vl_8b,train,raw_attention,visual,1,9769,12,0.10798058069204022,0.09952224045991898,0.07063005119562149,0.1396249234676361
qwen3_vl_8b,train,raw_attention,visual,1,9769,13,0.11056874075683122,0.10153728723526001,0.07344020903110504,0.14094574749469757
qwen3_vl_8b,train,raw_attention,visual,1,9769,14,0.20790784564549927,0.2092970609664917,0.16685953736305237,0.25220823287963867
qwen3_vl_8b,train,raw_attention,visual,1,9769,15,0.15861345191240883,0.15767720341682434,0.12147101014852524,0.19529666006565094
qwen3_vl_8b,train,raw_attention,visual,1,9769,16,0.21197770680358569,0.21217863261699677,0.17315249145030975,0.2560391426086426
qwen3_vl_8b,train,raw_attention,visual,1,9769,17,0.18656308590898293,0.17543858289718628,0.13295568525791168,0.234183207154274
qwen3_vl_8b,train,raw_attention,visual,1,9769,18,0.2411593244319435,0.24481473863124847,0.2002968192100525,0.2885192334651947
qwen3_vl_8b,train,raw_attention,visual,1,9769,19,0.3638993948049769,0.3730235993862152,0.31337231397628784,0.4258316159248352
qwen3_vl_8b,train,raw_attention,visual,1,9769,20,0.20257783071461624,0.20598749816417694,0.163583442568779,0.2455427050590515
qwen3_vl_8b,train,raw_attention,visual,1,9769,21,0.2611786033751321,0.26970764994621277,0.21787181496620178,0.3136183023452759
qwen3_vl_8b,train,raw_attention,visual,1,9769,22,0.31036114322914127,0.321432888507843,0.252645879983902,0.3792932331562042
qwen3_vl_8b,train,raw_attention,visual,1,9769,23,0.12421556672153615,0.12462690472602844,0.09737014770507812,0.1514280140399933
qwen3_vl_8b,train,raw_attention,visual,1,9769,24,0.2278923746602634,0.23549002408981323,0.18526364862918854,0.2762831449508667
qwen3_vl_8b,train,raw_attention,visual,1,9769,25,0.25506063758330116,0.2613126337528229,0.2045881301164627,0.3086070120334625
qwen3_vl_8b,train,raw_attention,visual,1,9769,26,0.1038556583502197,0.10073245316743851,0.07243427634239197,0.13315889239311218
qwen3_vl_8b,train,raw_attention,visual,1,9769,27,0.19648914450827415,0.1992853432893753,0.15353675186634064,0.24197165668010712
qwen3_vl_8b,train,raw_attention,visual,1,9769,28,0.12246452692220397,0.11963430792093277,0.08659819513559341,0.1567576378583908
qwen3_vl_8b,train,raw_attention,visual,1,9769,29,0.17109759931728757,0.16821719706058502,0.12081834673881531,0.22201626002788544
qwen3_vl_8b,train,raw_attention,visual,1,9769,30,0.15133520544239004,0.14730104804039001,0.10975092649459839,0.18967868387699127
qwen3_vl_8b,train,raw_attention,visual,1,9769,31,0.07110765015922162,0.06733780354261398,0.04635513201355934,0.09167924523353577
qwen3_vl_8b,train,raw_attention,visual,1,9769,32,0.1188591497593991,0.11587119102478027,0.0828172117471695,0.1523299664258957
qwen3_vl_8b,train,raw_attention,visual,1,9769,33,0.07759311220424941,0.0756801962852478,0.05303618684411049,0.0999358743429184
qwen3_vl_8b,train,raw_attention,visual,1,9769,34,0.1247048785853334,0.11923222243785858,0.08710998296737671,0.15715815126895905
qwen3_vl_8b,train,raw_attention,visual,1,9769,35,0.08812663325035466,0.08367788046598434,0.06071153283119202,0.11165075749158859
qwen3_vl_8b,train,raw_attention,visual,1,9769,36,0.04193404454855926,0.03703269734978676,0.026783859357237816,0.05241340398788452
qwen3_vl_8b,train,raw_attention,prompt,0,2077,1,0.01976435132833403,0.010586561635136604,0.005925475619733334,0.022656967863440514
qwen3_vl_8b,train,raw_attention,prompt,0,2077,2,0.09483484391411824,0.0718681663274765,0.05273572355508804,0.11162294447422028
qwen3_vl_8b,train,raw_attention,prompt,0,2077,3,0.1753104790169916,0.14933165907859802,0.11917723715305328,0.1984652429819107
qwen3_vl_8b,train,raw_attention,prompt,0,2077,4,0.3286228217310095,0.28553250432014465,0.24433256685733795,0.34832924604415894
qwen3_vl_8b,train,raw_attention,prompt,0,2077,5,0.3639597726459393,0.32080554962158203,0.2822360694408417,0.37891885638237
qwen3_vl_8b,train,raw_attention,prompt,0,2077,6,0.28827216333790817,0.25359582901000977,0.22317767143249512,0.30471667647361755
qwen3_vl_8b,train,raw_attention,prompt,0,2077,7,0.1558670857611848,0.13698258996009827,0.10817765444517136,0.1793304979801178
qwen3_vl_8b,train,raw_attention,prompt,0,2077,8,0.6673508934465003,0.6707425713539124,0.6319822072982788,0.702619731426239
qwen3_vl_8b,train,raw_attention,prompt,0,2077,9,0.5727014017323203,0.5716605186462402,0.5292790532112122,0.6108347177505493
qwen3_vl_8b,train,raw_attention,prompt,0,2077,10,0.623308496416103,0.625307559967041,0.585269570350647,0.657837986946106
qwen3_vl_8b,train,raw_attention,prompt,0,2077,11,0.5832873350390461,0.5804125070571899,0.5405739545822144,0.625871479511261
qwen3_vl_8b,train,raw_attention,prompt,0,2077,12,0.48440928730645544,0.4763681888580322,0.4382997751235962,0.5246714949607849
qwen3_vl_8b,train,raw_attention,prompt,0,2077,13,0.520847889067866,0.5193977952003479,0.48806989192962646,0.5542444586753845
qwen3_vl_8b,train,raw_attention,prompt,0,2077,14,0.4878195713618999,0.48633238673210144,0.45651349425315857,0.5188277959823608
qwen3_vl_8b,train,raw_attention,prompt,0,2077,15,0.36826336337903626,0.36637014150619507,0.3340280055999756,0.3989662230014801
qwen3_vl_8b,train,raw_attention,prompt,0,2077,16,0.33714318689412665,0.3349243104457855,0.3060140311717987,0.3664179742336273
qwen3_vl_8b,train,raw_attention,prompt,0,2077,17,0.4034662667839471,0.39832034707069397,0.3658696115016937,0.43898168206214905
qwen3_vl_8b,train,raw_attention,prompt,0,2077,18,0.34547301367836386,0.34225374460220337,0.3034486472606659,0.3841949701309204
qwen3_vl_8b,train,raw_attention,prompt,0,2077,19,0.21832334933570216,0.2120860069990158,0.18179452419281006,0.24660947918891907
qwen3_vl_8b,train,raw_attention,prompt,0,2077,20,0.4136042801387963,0.410797655582428,0.36530885100364685,0.4604042172431946
qwen3_vl_8b,train,raw_attention,prompt,0,2077,21,0.3909299958552887,0.387773722410202,0.3390004634857178,0.4389156103134155
qwen3_vl_8b,train,raw_attention,prompt,0,2077,22,0.31596809788483754,0.3068159520626068,0.27045738697052,0.3495435118675232
qwen3_vl_8b,train,raw_attention,prompt,0,2077,23,0.47081540057908244,0.47208210825920105,0.43782123923301697,0.5054644346237183
qwen3_vl_8b,train,raw_attention,prompt,0,2077,24,0.37401198161354304,0.3692253828048706,0.3343782126903534,0.4075803756713867
qwen3_vl_8b,train,raw_attention,prompt,0,2077,25,0.4985005117604867,0.493634968996048,0.453123539686203,0.5406574606895447
qwen3_vl_8b,train,raw_attention,prompt,0,2077,26,0.6238084946277914,0.6216084361076355,0.5884532332420349,0.6580111384391785
qwen3_vl_8b,train,raw_attention,prompt,0,2077,27,0.6078507491155605,0.6034926176071167,0.5609311461448669,0.6486132740974426
qwen3_vl_8b,train,raw_attention,prompt,0,2077,28,0.6859389014351982,0.6833237409591675,0.649267315864563,0.7170690298080444
qwen3_vl_8b,train,raw_attention,prompt,0,2077,29,0.5984983876828225,0.6019698977470398,0.5501489043235779,0.6490412950515747
qwen3_vl_8b,train,raw_attention,prompt,0,2077,30,0.7588155869686897,0.7600806355476379,0.7209925651550293,0.797593891620636
qwen3_vl_8b,train,raw_attention,prompt,0,2077,31,0.7556112870380289,0.7548406720161438,0.7183476686477661,0.7879288196563721
qwen3_vl_8b,train,raw_attention,prompt,0,2077,32,0.7567167473803591,0.7551242709159851,0.7198871970176697,0.7937226891517639
qwen3_vl_8b,train,raw_attention,prompt,0,2077,33,0.7839533830412202,0.7859696745872498,0.7515988349914551,0.8173801302909851
qwen3_vl_8b,train,raw_attention,prompt,0,2077,34,0.7919773637932771,0.7958617210388184,0.7535755038261414,0.8339623212814331
qwen3_vl_8b,train,raw_attention,prompt,0,2077,35,0.7311179166122532,0.7328469157218933,0.7029770612716675,0.7599728107452393
qwen3_vl_8b,train,raw_attention,prompt,0,2077,36,0.5923278491171037,0.5902172327041626,0.565077006816864,0.6181787252426147
qwen3_vl_8b,train,raw_attention,prompt,1,9769,1,0.04551034057112236,0.023776784539222717,0.009049346670508385,0.06584580987691879
qwen3_vl_8b,train,raw_attention,prompt,1,9769,2,0.16776142195679383,0.12449540197849274,0.0718885213136673,0.256695032119751
qwen3_vl_8b,train,raw_attention,prompt,1,9769,3,0.2557948907462226,0.20372673869132996,0.14284715056419373,0.37836286425590515
qwen3_vl_8b,train,raw_attention,prompt,1,9769,4,0.43413384042452224,0.35126540064811707,0.26733845472335815,0.6442325115203857
qwen3_vl_8b,train,raw_attention,prompt,1,9769,5,0.4683254445611375,0.3894703686237335,0.31687772274017334,0.6605080962181091
qwen3_vl_8b,train,raw_attention,prompt,1,9769,6,0.36475766704824175,0.3009234368801117,0.24459460377693176,0.5112735033035278
qwen3_vl_8b,train,raw_attention,prompt,1,9769,7,0.2297914124482247,0.18951280415058136,0.13349416851997375,0.3250795900821686
qwen3_vl_8b,train,raw_attention,prompt,1,9769,8,0.7061532695311242,0.7068076729774475,0.6754627227783203,0.7388908863067627
qwen3_vl_8b,train,raw_attention,prompt,1,9769,9,0.6069247331983151,0.6060675382614136,0.5616395473480225,0.6507301926612854
qwen3_vl_8b,train,raw_attention,prompt,1,9769,10,0.6370075631774988,0.6377206444740295,0.5977657437324524,0.6774905920028687
qwen3_vl_8b,train,raw_attention,prompt,1,9769,11,0.6073938410331434,0.6062874794006348,0.5602757930755615,0.6493381261825562
qwen3_vl_8b,train,raw_attention,prompt,1,9769,12,0.515386787261015,0.505902886390686,0.45722681283950806,0.563481867313385
qwen3_vl_8b,train,raw_attention,prompt,1,9769,13,0.5332092866675248,0.5311294198036194,0.49094265699386597,0.5715283751487732
qwen3_vl_8b,train,raw_attention,prompt,1,9769,14,0.5043020679294447,0.4987407922744751,0.45810920000076294,0.5469353795051575
qwen3_vl_8b,train,raw_attention,prompt,1,9769,15,0.3946371668405745,0.38642099499702454,0.3492099940776825,0.4349284768104553
qwen3_vl_8b,train,raw_attention,prompt,1,9769,16,0.3610811607872333,0.3568526804447174,0.3211289942264557,0.39822736382484436
qwen3_vl_8b,train,raw_attention,prompt,1,9769,17,0.4186329750214693,0.4155483841896057,0.3695467710494995,0.4631105065345764
qwen3_vl_8b,train,raw_attention,prompt,1,9769,18,0.3627726626894664,0.35660481452941895,0.3111797571182251,0.40939921140670776
qwen3_vl_8b,train,raw_attention,prompt,1,9769,19,0.24275261791241257,0.2344500571489334,0.19267967343330383,0.2873234152793884
qwen3_vl_8b,train,raw_attention,prompt,1,9769,20,0.42241005471369203,0.4172259569168091,0.37052714824676514,0.4729391932487488
qwen3_vl_8b,train,raw_attention,prompt,1,9769,21,0.4050387343772542,0.4027797281742096,0.3515126407146454,0.45937711000442505
qwen3_vl_8b,train,raw_attention,prompt,1,9769,22,0.3203672633003659,0.3106834590435028,0.27260622382164,0.3604053854942322
qwen3_vl_8b,train,raw_attention,prompt,1,9769,23,0.4808919956986376,0.4773727059364319,0.4419924020767212,0.5195937752723694
qwen3_vl_8b,train,raw_attention,prompt,1,9769,24,0.3952119929868717,0.3888151943683624,0.3477870225906372,0.4372304081916809
qwen3_vl_8b,train,raw_attention,prompt,1,9769,25,0.511402013568725,0.50968998670578,0.4666889011859894,0.5542128086090088
qwen3_vl_8b,train,raw_attention,prompt,1,9769,26,0.6146676713105588,0.6107667684555054,0.5784114599227905,0.6458954811096191
qwen3_vl_8b,train,raw_attention,prompt,1,9769,27,0.61041931593988,0.6048763394355774,0.5618157982826233,0.6530926823616028
qwen3_vl_8b,train,raw_attention,prompt,1,9769,28,0.6748432717910015,0.6675142645835876,0.6383081078529358,0.7042515873908997
qwen3_vl_8b,train,raw_attention,prompt,1,9769,29,0.5697459275060623,0.5677733421325684,0.524823784828186,0.6122051477432251
qwen3_vl_8b,train,raw_attention,prompt,1,9769,30,0.7536073065131113,0.7529854774475098,0.7162737250328064,0.7913053631782532
qwen3_vl_8b,train,raw_attention,prompt,1,9769,31,0.7538336822266393,0.7519744038581848,0.7177611589431763,0.7886409759521484
qwen3_vl_8b,train,raw_attention,prompt,1,9769,32,0.7415191677371047,0.7384821772575378,0.7049216628074646,0.7760950326919556
qwen3_vl_8b,train,raw_attention,prompt,1,9769,33,0.7837206820697766,0.7817296385765076,0.7565721273422241,0.8099495768547058
qwen3_vl_8b,train,raw_attention,prompt,1,9769,34,0.7902604181161983,0.7940725684165955,0.7568075060844421,0.827095091342926
qwen3_vl_8b,train,raw_attention,prompt,1,9769,35,0.7302457746371896,0.7308388352394104,0.7016414999961853,0.7583521604537964
qwen3_vl_8b,train,raw_attention,prompt,1,9769,36,0.6142251753754596,0.6137157082557678,0.584198534488678,0.6440601348876953
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,1,0.959297764312779,0.9734992980957031,0.9513518810272217,0.9827541708946228
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,2,0.8938894013860332,0.9192498326301575,0.8754251599311829,0.9410231709480286
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,3,0.7913270292800955,0.8196983337402344,0.7640948295593262,0.8557953238487244
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,4,0.6533270651007365,0.6976693272590637,0.6323000192642212,0.7416994571685791
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,5,0.6241033568397186,0.6682098507881165,0.6083613634109497,0.7087202668190002
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,6,0.6907925899205555,0.7277083992958069,0.6696382164955139,0.7608792781829834
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,7,0.8212354957741731,0.8427543640136719,0.7929348349571228,0.8780983686447144
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,8,0.3223709433223401,0.31931206583976746,0.2863054573535919,0.35904884338378906
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,9,0.3685801620229713,0.37078532576560974,0.3198443353176117,0.4223763942718506
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,10,0.2936641230110257,0.2945050895214081,0.2576608657836914,0.33090701699256897
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,11,0.3606906562799666,0.36350271105766296,0.31836387515068054,0.405474454164505
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,12,0.4387213294042322,0.4472386837005615,0.3869406282901764,0.4932001233100891
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,13,0.40792457815340405,0.40899646282196045,0.3728964030742645,0.4473387897014618
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,14,0.33842570814279394,0.3384725749492645,0.2943294644355774,0.38418665528297424
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,15,0.5134099685391039,0.513027012348175,0.47432389855384827,0.557101845741272
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,16,0.4936185257260938,0.4934466481208801,0.4489932656288147,0.5378851890563965
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,17,0.46549374479970856,0.47255316376686096,0.42412248253822327,0.5150670409202576
qwen3_vl_8b,train,raw_attention,generated_text,0,2077,18,0.45751749708724815,0.4597131609916687,0.41245347261428833,0.5064238905906677
