model,experiment,group,classifier,auc,auc_std,hall_aupr,hall_aupr_std,status,source
qwen2_5_vl_7b,current,b2_F5,fixed_three_hidden,0.8683779769779197,0.01384354741332398,0.4817189149262744,0.02418168704812369,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/qwen2_5_vl_7b/detection.json
qwen2_5_vl_7b,current,b2_F6,fixed_three_hidden,0.8762995339845555,0.006395793728169423,0.5117321310785273,0.010214590656226357,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/qwen2_5_vl_7b/detection.json
qwen2_5_vl_7b,current,length,fixed_three_hidden,0.7233840270648789,0.0009464855154342085,0.21143901444520755,0.001985987996066008,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen2_5_vl_7b/detection.json
llava_1_5_7b,current,F0,fixed_three_hidden,0.8954139858037977,0.00199100628494951,0.6936133744098911,0.0017150340257450756,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,F1_raw,fixed_three_hidden,0.895444370684744,0.0009382251969904527,0.6692457452105002,0.001461726044538019,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,F1_log1p,fixed_three_hidden,0.8908354183149259,0.0028033078554821427,0.6581380817720532,0.006145824851142201,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,F2,fixed_three_hidden,0.8943233132677367,0.003948697781354097,0.6748828451440788,0.005046676060465372,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b1_F3_raw,fixed_three_hidden,0.8938206605229402,0.0013494464980477808,0.6825328708309613,0.007325777445531728,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b1_F3_log1p,fixed_three_hidden,0.889405978471299,0.0023313666049446786,0.6653505224287234,0.006824701328686911,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b1_F4,fixed_three_hidden,0.8903976831094208,0.0014851023223726694,0.66074725236619,0.00699709201233177,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b1_F5,fixed_three_hidden,0.8927235251709318,0.0020778137357744,0.686858041391042,0.005535932094713419,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b1_F6,fixed_three_hidden,0.8985597373511599,0.0003053234871443905,0.6968096564144682,0.0011914238356562315,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b2_F3_raw,fixed_three_hidden,0.8976798297829324,0.0038733987750750516,0.6940893880057416,0.010047186874080629,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b2_F3_log1p,fixed_three_hidden,0.8936204096885133,0.002252626094645814,0.679633280581032,0.00995034598414761,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b2_F4,fixed_three_hidden,0.8922843430663341,0.0017478813542084332,0.6726519228553709,0.008228364833140713,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b2_F5,fixed_three_hidden,0.8955501872383885,0.0016986098306423312,0.686882535677678,0.00701099497848372,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,b2_F6,fixed_three_hidden,0.9004037620148089,0.002503030552578672,0.7036308760416725,0.005830009092060981,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
llava_1_5_7b,current,length,fixed_three_hidden,0.8210780980183462,5.014061512690778e-06,0.532889559528733,1.4551843266273797e-05,see source numerical limits,outputs/ffn_all_source_paths_v1/llava_1_5_7b/detection.json
qwen3_vl_8b,current,F0,fixed_three_hidden,0.8990429191660055,0.0024511504100927423,0.6692841244026667,0.002208531057597542,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,F1_raw,fixed_three_hidden,0.8984198210046337,0.005760987257010132,0.6551660891432683,0.011016798438338492,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,F1_log1p,fixed_three_hidden,0.8879942465040128,0.0141352317577167,0.6233452830862874,0.035796860120064354,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,F2,fixed_three_hidden,0.898491083676269,0.0010212348425130149,0.6636881078228326,0.004723860180558144,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b1_F3_raw,fixed_three_hidden,0.9011835006076624,0.0020258100013253563,0.651489905081057,0.008347046048030996,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b1_F3_log1p,fixed_three_hidden,0.8768488418400896,0.008523560205577688,0.5981500948058266,0.016050910532682747,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b1_F4,fixed_three_hidden,0.8892093136452837,0.002342952746053956,0.6476464966435761,0.0058541994851854465,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b1_F5,fixed_three_hidden,0.9022762377837258,0.002868251028868185,0.6751092965077885,0.009765050485136885,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b1_F6,fixed_three_hidden,0.9075750161820291,0.002051846840995808,0.6897960999903354,0.006321809945448016,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b2_F3_raw,fixed_three_hidden,0.9009796173323167,0.0032243270050073256,0.6448853517825551,0.008602606141440991,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b2_F3_log1p,fixed_three_hidden,0.8792028253977074,0.009451103165478383,0.6089703283565212,0.01896245924410716,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b2_F4,fixed_three_hidden,0.8903187731089149,0.004925064167094117,0.6330444938019953,0.009200287752229162,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b2_F5,fixed_three_hidden,0.9061221066583518,0.0013977848680957847,0.6836931025437915,0.00850128048681605,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,b2_F6,fixed_three_hidden,0.9084234793266216,0.0025110613198149018,0.699491767819454,0.004595682711927528,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
qwen3_vl_8b,current,length,fixed_three_hidden,0.655782258321782,0.0016300923592084025,0.24009872245956665,0.00397452164130998,see source numerical limits,outputs/ffn_all_source_paths_v1/qwen3_vl_8b/detection.json
internvl_2_5_8b,current,F0,fixed_three_hidden,0.8741239243205907,0.0017056776025886017,0.5641410249648707,0.0050654378595408455,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,F1_raw,fixed_three_hidden,0.8728408528531094,0.006362921121812068,0.57431783113223,0.025454439074724066,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,F1_log1p,fixed_three_hidden,0.8670583528264068,0.003028133383649411,0.568665689290832,0.01366887644809394,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,F2,fixed_three_hidden,0.873992412833029,0.004256132643330282,0.5805382710789891,0.014127308465131399,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b1_F3_raw,fixed_three_hidden,0.875038941641833,0.0018893479945189477,0.5534402364053014,0.01149774300434549,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b1_F3_log1p,fixed_three_hidden,0.8431922444271173,0.019678980934640412,0.4926440266536445,0.05123920485980906,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b1_F4,fixed_three_hidden,0.8632801234739328,0.002238217605692225,0.5484786551519399,0.014579233802279842,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b1_F5,fixed_three_hidden,0.8681220159576172,0.0029511006414189036,0.5801226594087963,0.012969281867426269,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b1_F6,fixed_three_hidden,0.8768444986808798,0.00364768057227485,0.5911906593461401,0.005947788605150705,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b2_F3_raw,fixed_three_hidden,0.8691543032516938,0.0016368596260465072,0.535331243839552,0.006468525921378541,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b2_F3_log1p,fixed_three_hidden,0.8545992526765147,0.010311478136030396,0.5059261245576504,0.02817413846696931,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b2_F4,fixed_three_hidden,0.8713325874339994,0.004116822866444565,0.5822636986848853,0.016032757790471093,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b2_F5,fixed_three_hidden,0.875776830123652,0.0014481231652313882,0.6059083549284071,0.010214151078694644,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,b2_F6,fixed_three_hidden,0.8806080414712909,0.006391621124019582,0.608411705934666,0.011765723984306259,B2_K4_PROVISIONAL,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
internvl_2_5_8b,current,length,fixed_three_hidden,0.6989559634562732,0.0001070008011686682,0.2589923290074453,9.930578208008987e-05,see source numerical limits,outputs/ffn_all_source_paths_v1/internvl_2_5_8b/detection.json
