method,label,layer,metric,count,mean,std,q10,median,q90
ATTN,HALL,7,top32_mass,3487,0.7576610423242051,0.06774541215617984,0.665920865535736,0.7648281455039978,0.8385848760604858
ATTN,HALL,8,normalized_entropy,3487,0.6312660485087269,0.07176386101167152,0.5396571755409241,0.6304473876953125,0.7260477662086486
ATTN,HALL,8,top1_mass,3487,0.22814042558976358,0.07436302663450496,0.14252653121948242,0.21968550980091095,0.32850347757339476
ATTN,HALL,8,top32_mass,3487,0.6863667457090739,0.07664858717554782,0.5827287197113037,0.6911888718605042,0.7822807550430297
ATTN,HALL,9,normalized_entropy,3487,0.7005020618558374,0.06293617974355539,0.6168932557106018,0.7043232321739197,0.7764212965965271
ATTN,HALL,9,top1_mass,3487,0.17794350565125103,0.06196253126115173,0.10768137723207474,0.17135804891586304,0.25716278553009037
ATTN,HALL,9,top32_mass,3487,0.6198358073561384,0.07506947509514636,0.5229982614517212,0.6200138926506042,0.7160932898521424
ATTN,HALL,10,normalized_entropy,3487,0.7262105435038967,0.057634208143535634,0.6510099649429322,0.7328815460205078,0.7927123308181763
ATTN,HALL,10,top1_mass,3487,0.15521791007061006,0.05678528322230306,0.09177014976739883,0.14666396379470825,0.2301429063081742
ATTN,HALL,10,top32_mass,3487,0.5950375720495339,0.07420973150501001,0.5036885976791382,0.5920212864875793,0.690529751777649
ATTN,HALL,11,normalized_entropy,3487,0.7578222677944928,0.05141249533802696,0.691437816619873,0.7650031447410583,0.8147356390953064
ATTN,HALL,11,top1_mass,3487,0.12243559922577489,0.046432491221457324,0.07214246690273285,0.11410931497812271,0.18307600319385528
ATTN,HALL,11,top32_mass,3487,0.5658274379352939,0.0754722516377082,0.47607858180999757,0.5607890486717224,0.664758849143982
ATTN,HALL,12,normalized_entropy,3487,0.7826655556231199,0.05681915072473479,0.708545446395874,0.7919470071792603,0.8447882056236267
ATTN,HALL,12,top1_mass,3487,0.08984242043673463,0.041940579641678126,0.053485716134309774,0.07937224954366684,0.13914903700351716
ATTN,HALL,12,top32_mass,3487,0.5451424770807174,0.09063787599577282,0.4347081661224365,0.5373266935348511,0.670497989654541
ATTN,HALL,13,normalized_entropy,3487,0.721268938696757,0.056518275513485365,0.6478031158447266,0.7281436324119568,0.7865866184234619
ATTN,HALL,13,top1_mass,3487,0.12148166053341117,0.04753433675753928,0.0720387116074562,0.11247454583644867,0.1802692472934723
ATTN,HALL,13,top32_mass,3487,0.6347776792146499,0.08383883319512057,0.527856969833374,0.6313357949256897,0.7470588207244873
ATTN,HALL,14,normalized_entropy,3487,0.7871631565598591,0.052091278197253885,0.7196125268936158,0.7953227162361145,0.8448561549186706
ATTN,HALL,14,top1_mass,3487,0.08698326702130056,0.03898390586448152,0.0501026026904583,0.07797958701848984,0.13466250598430635
ATTN,HALL,14,top32_mass,3487,0.5313881721132835,0.08500478124692071,0.42647491693496703,0.5236867070198059,0.6471616625785828
ATTN,HALL,15,normalized_entropy,3487,0.7450466962899251,0.06301127900496432,0.6596894860267639,0.7554941773414612,0.813924777507782
ATTN,HALL,15,top1_mass,3487,0.08783848241937342,0.052441709665445674,0.04438130259513855,0.07295628637075424,0.14852246642112735
ATTN,HALL,15,top32_mass,3487,0.6028338768761172,0.0975111140355179,0.48038730025291443,0.5944598317146301,0.737273383140564
ATTN,HALL,16,normalized_entropy,3487,0.7810507421682241,0.05385827906721185,0.7061846375465393,0.7906796932220459,0.839844036102295
ATTN,HALL,16,top1_mass,3487,0.0834593643384401,0.04179481927118406,0.04571269825100899,0.0725993812084198,0.13395619392395022
ATTN,HALL,16,top32_mass,3487,0.5442007371543094,0.08901038360790364,0.4389350175857544,0.5342932939529419,0.6689968943595886
ATTN,HALL,17,normalized_entropy,3487,0.7956621292364231,0.04879051309368039,0.7378915905952453,0.8047575354576111,0.8459990620613098
ATTN,HALL,17,top1_mass,3487,0.08341708464656428,0.03500139997360416,0.04964454248547554,0.07641657441854477,0.1249232456088066
ATTN,HALL,17,top32_mass,3487,0.5104517591591035,0.08183463934746313,0.418389219045639,0.49979740381240845,0.61659814119339
ATTN,HALL,18,normalized_entropy,3487,0.7562933438464225,0.05923173500509497,0.6737385272979737,0.7648521661758423,0.8246478319168091
ATTN,HALL,18,top1_mass,3487,0.07988657646686702,0.04785455731780516,0.03981430232524872,0.06506610661745071,0.14192948937416078
ATTN,HALL,18,top32_mass,3487,0.5923185194413847,0.09582851829199439,0.467455530166626,0.5898104310035706,0.7205147624015809
ATTN,HALL,19,normalized_entropy,3487,0.7221725021558674,0.061042226589560385,0.639072847366333,0.7324049472808838,0.7916541218757629
ATTN,HALL,19,top1_mass,3487,0.1072176607410606,0.061570760242021176,0.05260837152600288,0.08780201524496078,0.18834744095802308
ATTN,HALL,19,top32_mass,3487,0.6384781179402118,0.08141684644755354,0.5323785901069641,0.6365730166435242,0.7450596690177917
ATTN,HALL,20,normalized_entropy,3487,0.7409131083629997,0.06506166897674807,0.6492055535316468,0.7531887292861938,0.8117441654205322
ATTN,HALL,20,top1_mass,3487,0.09334595447952627,0.0617841413244644,0.03996033370494843,0.07442732900381088,0.1727113366127014
ATTN,HALL,20,top32_mass,3487,0.6005399128257083,0.09723484937815903,0.47959859371185304,0.5930848717689514,0.7313650608062744
ATTN,HALL,21,normalized_entropy,3487,0.7808774573894569,0.04864194195040001,0.7137850284576416,0.7893949151039124,0.8355649948120117
ATTN,HALL,21,top1_mass,3487,0.07166398744490654,0.042197946911618156,0.03399006575345993,0.059531837701797485,0.12531907856464386
ATTN,HALL,21,top32_mass,3487,0.536294740961519,0.08428942665021832,0.4329537868499756,0.5294511914253235,0.6525781512260437
ATTN,HALL,22,normalized_entropy,3487,0.728357152907049,0.0583927593892007,0.6529099225997925,0.7369382381439209,0.7940468788146973
ATTN,HALL,22,top1_mass,3487,0.0933213451413044,0.05511507287548279,0.04236864447593689,0.07849062979221344,0.16175289750099184
ATTN,HALL,22,top32_mass,3487,0.6163296286376733,0.09069999737927338,0.5007434964179993,0.6121146082878113,0.736276388168335
ATTN,HALL,23,normalized_entropy,3487,0.7022408155544392,0.06137162545403894,0.6214321970939636,0.7095943093299866,0.7740218043327332
ATTN,HALL,23,top1_mass,3487,0.10813051411320632,0.06123101188531167,0.049985190480947496,0.09237942844629288,0.18734697997570043
ATTN,HALL,23,top32_mass,3487,0.6601177111528718,0.08916866094263326,0.5418141126632691,0.66120445728302,0.775783920288086
ATTN,HALL,24,normalized_entropy,3487,0.7134927464122925,0.05689631486969025,0.6398478627204895,0.7207102179527283,0.7789586544036865
ATTN,HALL,24,top1_mass,3487,0.10477485280331189,0.05832686629984787,0.05086619332432747,0.08822464197874069,0.1791742503643036
ATTN,HALL,24,top32_mass,3487,0.6579203245323232,0.0795357687508946,0.5528097867965698,0.6589371562004089,0.7605249524116516
ATTN,HALL,25,normalized_entropy,3487,0.7435661847744557,0.054866033610375044,0.6739327430725097,0.750935435295105,0.8048261642456055
ATTN,HALL,25,top1_mass,3487,0.08394694790043256,0.04895316997331651,0.04030971303582191,0.07077129930257797,0.14230092465877534
ATTN,HALL,25,top32_mass,3487,0.5975566845262225,0.09052448701610986,0.4827536463737488,0.5919702053070068,0.7171593308448792
ATTN,HALL,26,normalized_entropy,3487,0.7661022528181248,0.04606815539379711,0.7070673823356628,0.772750735282898,0.8161602735519409
ATTN,HALL,26,top1_mass,3487,0.08520583347327941,0.04361478154677016,0.04681371226906776,0.0723440945148468,0.14180354177951815
ATTN,HALL,26,top32_mass,3487,0.579402250548916,0.07236633741575037,0.489344984292984,0.5759045481681824,0.6742199659347534
ATTN,HALL,27,normalized_entropy,3487,0.7848175864080184,0.04944720079560721,0.7201141357421875,0.7930117845535278,0.8397482514381409
ATTN,HALL,27,top1_mass,3487,0.07190701329574771,0.041509452177049454,0.034512581676244734,0.060315828770399094,0.12405291944742203
ATTN,HALL,27,top32_mass,3487,0.5415735471922106,0.08575535643090151,0.43592621088027955,0.5341851711273193,0.6567591667175293
ATTN,HALL,28,normalized_entropy,3487,0.7175208847143946,0.05494934953092873,0.6443265914916992,0.7214628458023071,0.7846683025360107
ATTN,HALL,28,top1_mass,3487,0.1677209411456365,0.05906904651579456,0.10274285972118379,0.15731169283390045,0.24500540196895598
ATTN,HALL,28,top32_mass,3487,0.6086755427156645,0.06536869323987048,0.5256482481956481,0.6101826429367065,0.691157853603363
ATTN,HALL,29,normalized_entropy,3487,0.7804560061850793,0.0454553794170758,0.7205064415931701,0.7879122495651245,0.8312163829803467
ATTN,HALL,29,top1_mass,3487,0.09385672859486448,0.041678860164098934,0.053988105803728106,0.08382892608642578,0.14511154294013978
ATTN,HALL,29,top32_mass,3487,0.5589453794397595,0.07061884465864131,0.47265544533729553,0.5535064339637756,0.65506352186203
ATTN,HALL,30,normalized_entropy,3487,0.8254711636165032,0.037231272413989505,0.7780604362487793,0.8317570686340332,0.8647725939750671
ATTN,HALL,30,top1_mass,3487,0.07150644405496849,0.03441464071388155,0.040765248239040375,0.06353972852230072,0.10830212086439134
ATTN,HALL,30,top32_mass,3487,0.47557935721217165,0.067411560895216,0.3949932634830475,0.4697052240371704,0.565747630596161
ATTN,HALL,31,normalized_entropy,3487,0.806199432188575,0.04338581402390179,0.7493304491043091,0.8116313815116882,0.8545872330665588
ATTN,HALL,31,top1_mass,3487,0.11207776160171971,0.04200735026913426,0.06913429349660874,0.10352326929569244,0.16504812538623811
ATTN,HALL,31,top32_mass,3487,0.48956428188323153,0.059314181564633174,0.41685264706611636,0.48592203855514526,0.5671169281005859
ATTN,HALL,32,normalized_entropy,3487,0.8694312620511669,0.02719515838049502,0.8342322826385498,0.8721758723258972,0.9015217900276185
ATTN,HALL,32,top1_mass,3487,0.07722248916936478,0.02088012623986492,0.05467204451560974,0.07368181645870209,0.10267395824193955
ATTN,HALL,32,top32_mass,3487,0.3879384847760098,0.04773633217213592,0.33075685501098634,0.38456863164901733,0.4504957139492035
ATTN,REAL,1,normalized_entropy,11976,0.9928115111095712,0.0017237820549045808,0.9904612004756927,0.9928962588310242,0.9950316548347473
ATTN,REAL,1,top1_mass,11976,0.004182434453564878,0.00035736342195457363,0.003756954800337553,0.0041477924678474665,0.0046736691147089005
ATTN,REAL,1,top32_mass,11976,0.1002192437647529,0.0077662665468489515,0.09041915088891983,0.1000334620475769,0.11087759584188461
ATTN,REAL,2,normalized_entropy,11976,0.9570300953889498,0.010020644853123751,0.9437199831008911,0.9580239355564117,0.9690761864185333
ATTN,REAL,2,top1_mass,11976,0.023199389140266594,0.005273103686896313,0.017084160819649696,0.022523130290210247,0.030401526018977165
ATTN,REAL,2,top32_mass,11976,0.22419762046623207,0.027657025078871626,0.1896982118487358,0.22236543893814087,0.26092368364334106
ATTN,REAL,3,normalized_entropy,11976,0.4692652481287698,0.05887893819940888,0.39869795739650726,0.4646032750606537,0.5455850958824158
ATTN,REAL,3,top1_mass,11976,0.3211894981375209,0.08764591349994469,0.22069578617811203,0.30816642940044403,0.44190241396427155
ATTN,REAL,3,top32_mass,11976,0.8354400260972435,0.04982519612020882,0.7698760330677032,0.8429369032382965,0.8920101225376129
ATTN,REAL,4,normalized_entropy,11976,0.4450168224510724,0.06557437620943031,0.36642715334892273,0.44075441360473633,0.5300534665584564
ATTN,REAL,4,top1_mass,11976,0.344848003067977,0.09783609598444214,0.23278607428073883,0.33112145960330963,0.478255957365036
ATTN,REAL,4,top32_mass,11976,0.8479165749931702,0.05292949401357123,0.7794490158557892,0.8557431697845459,0.9078910052776337
ATTN,REAL,5,normalized_entropy,11976,0.5068882179826637,0.07168259372477283,0.41637401282787323,0.5042751431465149,0.6005580723285675
ATTN,REAL,5,top1_mass,11976,0.302848292076083,0.08692578611731239,0.20220882445573807,0.29133372008800507,0.41855423152446747
ATTN,REAL,5,top32_mass,11976,0.8050762078610952,0.06344318538265395,0.7197470366954803,0.8110458850860596,0.8814938068389893
ATTN,REAL,6,normalized_entropy,11976,0.5947444959977267,0.0744732874373874,0.4978674054145813,0.5945555865764618,0.6919937133789062
ATTN,REAL,6,top1_mass,11976,0.2459038529733573,0.07541836927584726,0.15774257481098175,0.23700251430273056,0.34715408086776733
ATTN,REAL,6,top32_mass,11976,0.7281640368472081,0.07472851432406248,0.6267399787902832,0.7344866096973419,0.820241242647171
ATTN,REAL,7,normalized_entropy,11976,0.6473687324167771,0.07901017194158426,0.5358885228633881,0.6586851477622986,0.7425507307052612
ATTN,REAL,7,top1_mass,11976,0.19399026866271873,0.07930286196921287,0.10384883359074593,0.18040336668491364,0.3030136823654175
ATTN,REAL,7,top32_mass,11976,0.6941877244091385,0.08132122942245135,0.5860675573348999,0.695402979850769,0.8002278506755829
ATTN,REAL,8,normalized_entropy,11976,0.6871426838836474,0.07452817857030784,0.5803705155849457,0.698149561882019,0.774519294500351
ATTN,REAL,8,top1_mass,11976,0.1795992799350244,0.07121764772704813,0.10056817531585693,0.16651582717895508,0.27609390020370483
ATTN,REAL,8,top32_mass,11976,0.633249912097423,0.08517932575646553,0.523981124162674,0.6306740939617157,0.7485552132129669
ATTN,REAL,9,normalized_entropy,11976,0.7321657136545511,0.06081481900456526,0.6504940688610077,0.7425057291984558,0.7996328771114349
ATTN,REAL,9,top1_mass,11976,0.1394887440705718,0.0586761708918908,0.07689491659402847,0.12720971554517746,0.21802455186843872
ATTN,REAL,9,top32_mass,11976,0.5941740852608312,0.07898297989400643,0.4955810308456421,0.590532511472702,0.6983909606933594
ATTN,REAL,10,normalized_entropy,11976,0.7485401254961032,0.055618838858298776,0.675489604473114,0.7571790814399719,0.8101643323898315
ATTN,REAL,10,top1_mass,11976,0.12280594431900942,0.05059522246751154,0.06973770633339882,0.11255858838558197,0.18888647109270096
ATTN,REAL,10,top32_mass,11976,0.5770127948052539,0.08104431601548105,0.47932732105255127,0.5695361793041229,0.6889150738716125
ATTN,REAL,11,normalized_entropy,11976,0.7693014522950969,0.052375584523857696,0.699330598115921,0.7787636816501617,0.8267334699630737
ATTN,REAL,11,top1_mass,11976,0.09800777253203352,0.042021528126010836,0.057843657210469246,0.08798707649111748,0.1514609456062317
ATTN,REAL,11,top32_mass,11976,0.5608252686788698,0.08264314504511046,0.46125926077365875,0.5511988401412964,0.6758138537406921
ATTN,REAL,12,normalized_entropy,11976,0.7660682759482261,0.054159047331557686,0.6952166259288788,0.773463249206543,0.8282363414764404
ATTN,REAL,12,top1_mass,11976,0.08659563550094744,0.037757100422525634,0.051434796303510666,0.07832328602671623,0.12919988483190536
ATTN,REAL,12,top32_mass,11976,0.5794025138070286,0.0881907450460306,0.46763625741004944,0.5740006864070892,0.6989760994911194
ATTN,REAL,13,normalized_entropy,11976,0.7236672777610376,0.055138434216475324,0.6512771844863892,0.7329465746879578,0.7844453752040863
ATTN,REAL,13,top1_mass,11976,0.10414986610823201,0.04311947340050209,0.06216344237327576,0.09445109218358994,0.15718872845172882
ATTN,REAL,13,top32_mass,11976,0.6439070243341133,0.08270260328202601,0.5424031913280487,0.636878103017807,0.7585124671459198
ATTN,REAL,14,normalized_entropy,11976,0.7732014317306862,0.0463290277986747,0.7157376408576965,0.7794517874717712,0.8252428472042084
ATTN,REAL,14,top1_mass,11976,0.08598945187588279,0.035954091463853435,0.050566453486680984,0.07759300246834755,0.13091300427913666
ATTN,REAL,14,top32_mass,11976,0.5596584015580003,0.0769195420827019,0.4641341269016266,0.5549782514572144,0.6610391736030579
ATTN,REAL,15,normalized_entropy,11976,0.7376442097112507,0.06609788803692916,0.6482535302639008,0.7508487403392792,0.8078483045101166
ATTN,REAL,15,top1_mass,11976,0.07921276581315007,0.048712316901113724,0.04059229791164398,0.06504051387310028,0.13256598263978958
ATTN,REAL,15,top32_mass,11976,0.6197645663443652,0.10361180791039361,0.4942033141851425,0.6085950434207916,0.7665396332740784
ATTN,REAL,16,normalized_entropy,11976,0.7701965854711627,0.053122477427671476,0.6989265084266663,0.7802176177501678,0.8271157145500183
ATTN,REAL,16,top1_mass,11976,0.07629215687966881,0.03918064772836733,0.043213849887251854,0.065257478505373,0.1226908452808857
ATTN,REAL,16,top32_mass,11976,0.5672121523501839,0.08837487114374278,0.4619130492210388,0.5566286146640778,0.6906877756118774
ATTN,REAL,17,normalized_entropy,11976,0.7828791752686561,0.0485927035119379,0.7217679619789124,0.7911650538444519,0.8357630670070648
ATTN,REAL,17,top1_mass,11976,0.0714736630326372,0.03362661293512521,0.04036796651780605,0.06253857910633087,0.11304371803998947
ATTN,REAL,17,top32_mass,11976,0.5371022358705938,0.0851544495038061,0.43658657371997833,0.526748389005661,0.6536040604114532
ATTN,REAL,18,normalized_entropy,11976,0.7624504428827213,0.057216757336402024,0.6849611401557922,0.7716683149337769,0.8265308439731598
ATTN,REAL,18,top1_mass,11976,0.06719914963468909,0.038025391809319166,0.03596626594662666,0.05596265755593777,0.1114095039665699
ATTN,REAL,18,top32_mass,11976,0.5827825574295156,0.10077308135447567,0.45760683715343475,0.574701577425003,0.721983790397644
ATTN,REAL,19,normalized_entropy,11976,0.7214007637523856,0.05683939798830278,0.6442777216434479,0.7301612794399261,0.7854255437850952
ATTN,REAL,19,top1_mass,11976,0.09172886536915774,0.050264835737877295,0.048070112243294716,0.07793121784925461,0.15237050503492355
ATTN,REAL,19,top32_mass,11976,0.6488668045045219,0.08258819977354358,0.543421059846878,0.6463037133216858,0.7589775919914246
ATTN,REAL,20,normalized_entropy,11976,0.7377092280265245,0.06814132843564147,0.6444277763366699,0.7507128715515137,0.8118550777435303
ATTN,REAL,20,top1_mass,11976,0.0797194405169579,0.051922224578294894,0.036838412284851074,0.06475483998656273,0.1389934942126274
ATTN,REAL,20,top32_mass,11976,0.6119017086490123,0.10994540402911938,0.47508902847766876,0.6019848883152008,0.7681413292884827
ATTN,REAL,21,normalized_entropy,11976,0.7861164183658843,0.05248024278714455,0.71507328748703,0.795691192150116,0.8435255885124207
ATTN,REAL,21,top1_mass,11976,0.061050736802924395,0.035970009336083124,0.029612104408442974,0.05112433433532715,0.10474096983671188
ATTN,REAL,21,top32_mass,11976,0.5259360666439664,0.09717158151308992,0.40937113761901855,0.5144205987453461,0.6610934734344482
ATTN,REAL,22,normalized_entropy,11976,0.7432447834389562,0.06356178961043649,0.6584369838237762,0.7558127641677856,0.8113591969013214
ATTN,REAL,22,top1_mass,11976,0.07413726118029298,0.04646434218946085,0.03515281714498997,0.06096120551228523,0.1275840476155281
ATTN,REAL,22,top32_mass,11976,0.5940237868360742,0.10854302198977031,0.46170206367969513,0.5816960036754608,0.7445077002048492
ATTN,REAL,23,normalized_entropy,11976,0.7343408932004798,0.06389368771632761,0.6498193740844727,0.7444421350955963,0.8063944578170776
ATTN,REAL,23,top1_mass,11976,0.0821111473687548,0.05111803860067955,0.038093360140919685,0.06801700964570045,0.14090101420879364
ATTN,REAL,23,top32_mass,11976,0.6120742468129776,0.10457214748238977,0.47903548181056976,0.6037536859512329,0.7545972764492035
ATTN,REAL,24,normalized_entropy,11976,0.7367389226530143,0.0586874962326464,0.6558942198753357,0.7460646331310272,0.805092453956604
ATTN,REAL,24,top1_mass,11976,0.08676399455082888,0.04608865579239429,0.04524576477706432,0.07382096722722054,0.14588139206171036
ATTN,REAL,24,top32_mass,11976,0.6214021330670707,0.09491423935251735,0.49926798045635223,0.6166258752346039,0.7501356899738312
ATTN,REAL,25,normalized_entropy,11976,0.7589235627649223,0.05985492283441578,0.6805327534675598,0.7680908441543579,0.8262326419353485
ATTN,REAL,25,top1_mass,11976,0.0707584556080799,0.041774153143762566,0.03340587206184864,0.05981823243200779,0.1203482560813427
ATTN,REAL,25,top32_mass,11976,0.574974731907358,0.10594216502372777,0.441273495554924,0.566962867975235,0.7189836204051971
ATTN,REAL,26,normalized_entropy,11976,0.7767463393245606,0.04736872643229265,0.7120105028152466,0.7844573259353638,0.829926997423172
ATTN,REAL,26,top1_mass,11976,0.08178466358738432,0.039683334981482486,0.04520506598055363,0.07060561701655388,0.13337428867816925
ATTN,REAL,26,top32_mass,11976,0.5616830608414942,0.08058412469064057,0.4624602347612381,0.5548770427703857,0.6710629165172577
ATTN,REAL,27,normalized_entropy,11976,0.78616258484587,0.049861794702858675,0.71869096159935,0.7944760620594025,0.8430540263652802
ATTN,REAL,27,top1_mass,11976,0.06862685070337346,0.035180889656844995,0.03485947102308273,0.059412918984889984,0.11450961977243423
ATTN,REAL,27,top32_mass,11976,0.5451486747321201,0.0909895354102304,0.43291015923023224,0.5355760157108307,0.670435905456543
ATTN,REAL,28,normalized_entropy,11976,0.7232235728246057,0.0517803995942284,0.6575934588909149,0.7274730801582336,0.7856443226337433
ATTN,REAL,28,top1_mass,11976,0.15191700785005877,0.05687471281590202,0.08898957446217537,0.14269836992025375,0.22400838881731033
ATTN,REAL,28,top32_mass,11976,0.6158449204194403,0.0650300467319228,0.5329670011997223,0.615831196308136,0.6982762515544891
ATTN,REAL,29,normalized_entropy,11976,0.759931602143871,0.05309115653080528,0.6906060576438904,0.7671050131320953,0.8208868503570557
ATTN,REAL,29,top1_mass,11976,0.10333787147969793,0.04532035196996331,0.05906224064528942,0.0931338518857956,0.15978635847568512
ATTN,REAL,29,top32_mass,11976,0.5921344400577013,0.08091600058375746,0.4911394864320755,0.586995393037796,0.6996235847473145
ATTN,REAL,30,normalized_entropy,11976,0.81668005951381,0.040700255783201585,0.7617638409137726,0.822424590587616,0.8636658787727356
ATTN,REAL,30,top1_mass,11976,0.07384844238275093,0.03229459428228919,0.04214989021420479,0.06680691242218018,0.11345034092664719
ATTN,REAL,30,top32_mass,11976,0.49323518523721194,0.0765589727192578,0.3997185528278351,0.4871460348367691,0.5965085029602051
ATTN,REAL,31,normalized_entropy,11976,0.8047807392780592,0.04167020111717252,0.7510514259338379,0.8097931742668152,0.8533124625682831
ATTN,REAL,31,top1_mass,11976,0.10564435349541555,0.04082645000566813,0.06282252445816994,0.09747999534010887,0.15946804732084274
ATTN,REAL,31,top32_mass,11976,0.5010521069726469,0.060435311562246914,0.4244873374700546,0.4993426203727722,0.5793720483779907
ATTN,REAL,32,normalized_entropy,11976,0.8640261417330705,0.026354823279595437,0.8298791646957397,0.866303950548172,0.8955621719360352
ATTN,REAL,32,top1_mass,11976,0.0795930564798895,0.021253510626452605,0.05617379955947399,0.07646079361438751,0.10612696781754494
ATTN,REAL,32,top32_mass,11976,0.40039638782998843,0.047478925554075416,0.3411889523267746,0.39832261204719543,0.46187834441661835
JFFN,HALL,1,normalized_entropy,3487,0.9763766563242953,0.008769215846886596,0.9634104609489441,0.978583037853241,0.9852762460708618
JFFN,HALL,1,top1_mass,3487,0.008649531956858227,0.0019562118201547065,0.006628538481891155,0.008272446691989899,0.01109503023326397
JFFN,HALL,1,top32_mass,3487,0.1581695709224755,0.027855174767608702,0.12702958285808563,0.15246401727199554,0.19908448159694672
JFFN,HALL,2,normalized_entropy,3487,0.9532123264283207,0.012399433701596269,0.9370216131210327,0.954885721206665,0.9669836401939392
JFFN,HALL,2,top1_mass,3487,0.027907434423863547,0.009222802435631436,0.019252296909689902,0.0257622878998518,0.03930739611387253
JFFN,HALL,2,top32_mass,3487,0.23808203283339474,0.032046087205776556,0.2001579612493515,0.23563820123672485,0.28006721138954166
JFFN,HALL,3,normalized_entropy,3487,0.7031443193576244,0.05273772722679842,0.6351990342140198,0.7032643556594849,0.7726256132125855
JFFN,HALL,3,top1_mass,3487,0.17440632411610235,0.05474067491104428,0.10938299894332885,0.1677965372800827,0.24851012229919436
JFFN,HALL,3,top32_mass,3487,0.6241858774811619,0.06477020174850107,0.5379231452941895,0.6274843215942383,0.7057353496551514
JFFN,HALL,4,normalized_entropy,3487,0.7242993807122603,0.0529786953155578,0.6544209003448487,0.7250425219535828,0.7929482817649841
JFFN,HALL,4,top1_mass,3487,0.1619276911632436,0.05617726166373363,0.09571771919727326,0.15519870817661285,0.2388619750738144
JFFN,HALL,4,top32_mass,3487,0.597276097207894,0.06536913130113157,0.5132336616516113,0.6011689305305481,0.6783748149871827
JFFN,HALL,5,normalized_entropy,3487,0.7515154740411777,0.044460408376807745,0.6922184348106384,0.7534338235855103,0.8080700278282166
JFFN,HALL,5,top1_mass,3487,0.12157185068329973,0.0428252722707166,0.07145541459321976,0.11626691371202469,0.1778118371963501
JFFN,HALL,5,top32_mass,3487,0.5791106608148492,0.06541917430433028,0.492345803976059,0.5802378058433533,0.6635918736457824
JFFN,HALL,6,normalized_entropy,3487,0.7895009078198666,0.03060772089460071,0.7509518265724182,0.7904564738273621,0.8278042554855347
JFFN,HALL,6,top1_mass,3487,0.0804619199268099,0.029467223865360034,0.04558631256222725,0.07706190645694733,0.11803407818078995
JFFN,HALL,6,top32_mass,3487,0.5285515736842996,0.05498810983714657,0.4567348718643189,0.5292362570762634,0.5977741837501526
JFFN,HALL,7,normalized_entropy,3487,0.7812302843321692,0.035892058235900554,0.7363226056098938,0.7841101288795471,0.8244063019752502
JFFN,HALL,7,top1_mass,3487,0.07432236767405762,0.029372893167447362,0.04376748576760292,0.06902676075696945,0.11032972186803819
JFFN,HALL,7,top32_mass,3487,0.5494972691345871,0.06354376085887457,0.46773800253868103,0.5476528406143188,0.6287911891937256
