model,case_id,layer,strategy,lambda,finite_effect_norm
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_p_ffn_token,0.5,45.23112869262695
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_p_ffn_token,0.75,46.32676696777344
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_p_ffn_token,1.0,47.445960998535156
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_p_ffn_token,1.25,48.587059020996094
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_8_region,0.0,29.365781784057617
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_8_region,0.25,33.682247161865234
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_8_region,0.5,38.17423629760742
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_8_region,0.75,42.775856018066406
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_8_region,1.0,47.445960998535156
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_8_region,1.25,52.15829849243164
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,deterministic_random_region,0.0,46.690303802490234
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,deterministic_random_region,0.25,46.87689971923828
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,deterministic_random_region,0.5,47.06501007080078
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,deterministic_random_region,0.75,47.254703521728516
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,deterministic_random_region,1.0,47.445960998535156
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,deterministic_random_region,1.25,47.63878631591797
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_p_ffn_token,0.0,4.23894739151001
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_p_ffn_token,0.25,4.330212116241455
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_p_ffn_token,0.5,4.427023410797119
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_p_ffn_token,0.75,4.529048442840576
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_p_ffn_token,1.0,4.6359710693359375
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_p_ffn_token,1.25,4.747491836547852
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_8_region,0.0,3.5041701793670654
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_8_region,0.25,3.7638585567474365
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_8_region,0.5,4.041373252868652
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_8_region,0.75,4.333024024963379
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_8_region,1.0,4.6359710693359375
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,highest_8_region,1.25,4.948044300079346
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,deterministic_random_region,0.0,4.437437057495117
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,deterministic_random_region,0.25,4.484431743621826
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,deterministic_random_region,0.5,4.533227920532227
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,deterministic_random_region,0.75,4.58376407623291
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,deterministic_random_region,1.0,4.6359710693359375
qwen2_5_vl_7b,qwen2_5_vl_7b:562507:7:14,14,deterministic_random_region,1.25,4.689791202545166
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_p_ffn_token,0.0,7.731540679931641
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_p_ffn_token,0.25,8.153555870056152
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_p_ffn_token,0.5,8.590278625488281
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_p_ffn_token,0.75,9.040129661560059
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_p_ffn_token,1.0,9.50177001953125
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_p_ffn_token,1.25,9.974063873291016
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_8_region,0.0,3.1843252182006836
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_8_region,0.25,4.435819625854492
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_8_region,0.5,5.988916397094727
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_8_region,0.75,7.6955671310424805
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_8_region,1.0,9.50177001953125
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,highest_8_region,1.25,11.384955406188965
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,deterministic_random_region,0.0,8.212578773498535
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,deterministic_random_region,0.25,8.524972915649414
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,deterministic_random_region,0.5,8.844406127929688
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,deterministic_random_region,0.75,9.170204162597656
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,deterministic_random_region,1.0,9.50177001953125
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:22:21,21,deterministic_random_region,1.25,9.838574409484863
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_p_ffn_token,0.0,5.433105945587158
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_p_ffn_token,0.25,5.4896626472473145
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_p_ffn_token,0.5,5.5489349365234375
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_p_ffn_token,0.75,5.610842704772949
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_p_ffn_token,1.0,5.675300121307373
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_p_ffn_token,1.25,5.742227554321289
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_8_region,0.0,3.514679193496704
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_8_region,0.25,4.013242721557617
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_8_region,0.5,4.545164585113525
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_8_region,0.75,5.101185321807861
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_8_region,1.0,5.675300121307373
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,highest_8_region,1.25,6.263532638549805
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,deterministic_random_region,0.0,5.356103897094727
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,deterministic_random_region,0.25,5.434103965759277
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,deterministic_random_region,0.5,5.513337135314941
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,deterministic_random_region,0.75,5.593753337860107
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,deterministic_random_region,1.0,5.675300121307373
qwen2_5_vl_7b,qwen2_5_vl_7b:56413:64:14,14,deterministic_random_region,1.25,5.7579345703125
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_p_ffn_token,0.0,5.879344940185547
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_p_ffn_token,0.25,5.964477062225342
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_p_ffn_token,0.5,6.051229000091553
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_p_ffn_token,0.75,6.139518737792969
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_p_ffn_token,1.0,6.229267597198486
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_p_ffn_token,1.25,6.320403099060059
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_8_region,0.0,4.27705192565918
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_8_region,0.25,4.762187480926514
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_8_region,0.5,5.251489162445068
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_8_region,0.75,5.741312026977539
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_8_region,1.0,6.229267597198486
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,highest_8_region,1.25,6.713776588439941
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,deterministic_random_region,0.0,4.27705192565918
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,deterministic_random_region,0.25,4.762187480926514
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,deterministic_random_region,0.5,5.251489162445068
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,deterministic_random_region,0.75,5.741312026977539
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,deterministic_random_region,1.0,6.229267597198486
qwen2_5_vl_7b,qwen2_5_vl_7b:569997:30:14,14,deterministic_random_region,1.25,6.713776588439941
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_p_ffn_token,0.0,6.441615581512451
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_p_ffn_token,0.25,6.53989315032959
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_p_ffn_token,0.5,6.638923645019531
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_p_ffn_token,0.75,6.738689422607422
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_p_ffn_token,1.0,6.839165687561035
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_p_ffn_token,1.25,6.940339088439941
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_8_region,0.0,4.2957987785339355
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_8_region,0.25,4.899442195892334
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_8_region,0.5,5.527268409729004
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_8_region,0.75,6.174785614013672
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_8_region,1.0,6.839165687561035
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,highest_8_region,1.25,7.518606185913086
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,deterministic_random_region,0.0,5.972135066986084
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,deterministic_random_region,0.25,6.186768531799316
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,deterministic_random_region,0.5,6.402853965759277
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,deterministic_random_region,0.75,6.620332717895508
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,deterministic_random_region,1.0,6.839165687561035
qwen2_5_vl_7b,qwen2_5_vl_7b:571678:7:21,21,deterministic_random_region,1.25,7.059314727783203
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_p_ffn_token,0.0,10.364442825317383
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_p_ffn_token,0.25,10.778047561645508
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_p_ffn_token,0.5,11.204598426818848
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_p_ffn_token,0.75,11.643078804016113
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_p_ffn_token,1.0,12.092581748962402
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_p_ffn_token,1.25,12.552311897277832
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_8_region,0.0,8.267848014831543
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_8_region,0.25,9.167022705078125
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_8_region,0.5,10.110383987426758
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_8_region,0.75,11.087928771972656
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_8_region,1.0,12.092581748962402
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,highest_8_region,1.25,13.119264602661133
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,deterministic_random_region,0.0,10.937280654907227
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,deterministic_random_region,0.25,11.22116470336914
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,deterministic_random_region,0.5,11.508471488952637
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,deterministic_random_region,0.75,11.799005508422852
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,deterministic_random_region,1.0,12.092581748962402
qwen2_5_vl_7b,qwen2_5_vl_7b:71302:9:21,21,deterministic_random_region,1.25,12.389030456542969
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_p_ffn_token,0.0,1.4042960405349731
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_p_ffn_token,0.25,1.4326902627944946
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_p_ffn_token,0.5,1.4631632566452026
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_p_ffn_token,0.75,1.495592474937439
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_p_ffn_token,1.0,1.5298601388931274
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_p_ffn_token,1.25,1.5658512115478516
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_8_region,0.0,1.2067914009094238
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_8_region,0.25,1.2790884971618652
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_8_region,0.5,1.3576809167861938
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_8_region,0.75,1.4415550231933594
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_8_region,1.0,1.5298601388931274
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,highest_8_region,1.25,1.6218897104263306
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,deterministic_random_region,0.0,1.3939666748046875
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,deterministic_random_region,0.25,1.4269031286239624
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,deterministic_random_region,0.5,1.4605658054351807
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,deterministic_random_region,0.75,1.4949009418487549
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,deterministic_random_region,1.0,1.5298601388931274
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:7,7,deterministic_random_region,1.25,1.5654010772705078
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_p_ffn_token,0.0,1.889733910560608
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_p_ffn_token,0.25,1.9758291244506836
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_p_ffn_token,0.5,2.0654568672180176
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_p_ffn_token,0.75,2.158111810684204
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_p_ffn_token,1.0,2.2533488273620605
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_p_ffn_token,1.25,2.350796937942505
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_8_region,0.0,1.26490318775177
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_8_region,0.25,1.5020841360092163
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_8_region,0.5,1.7480515241622925
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_8_region,0.75,1.9991652965545654
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_8_region,1.0,2.2533488273620605
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,highest_8_region,1.25,2.5093538761138916
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,deterministic_random_region,0.0,2.150341510772705
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,deterministic_random_region,0.25,2.175290822982788
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,deterministic_random_region,0.5,2.2007851600646973
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,deterministic_random_region,0.75,2.2268121242523193
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,deterministic_random_region,1.0,2.2533488273620605
qwen2_5_vl_7b,qwen2_5_vl_7b:96625:85:14,14,deterministic_random_region,1.25,2.280381441116333
