model,metric,label,layer,n_mentions,mean,q25,median,q75
qwen2_5_vl_7b,top32_overlap,REAL,7,7801,0.9662302909883348,0.9375,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,REAL,8,7801,0.9593040956287655,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,9,7801,0.9524059415459556,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,10,7801,0.9344074477631072,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,11,7801,0.9266960966542751,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,12,7801,0.9596926676067171,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,13,7801,0.9592760543520061,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,14,7801,0.9566922509934623,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,15,7801,0.9636745289065505,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,16,7801,0.9526302717600308,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,17,7801,0.9692507370849891,0.96875,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,REAL,18,7801,0.9582505448019485,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,19,7801,0.9644957377259326,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,20,7801,0.9596165555697987,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,21,7801,0.9590236828611717,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,22,7801,0.9447266376105627,0.9375,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,23,7801,0.9478352134341751,0.9375,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,24,7801,0.90487197154211,0.875,0.90625,0.9375
qwen2_5_vl_7b,top32_overlap,REAL,25,7801,0.9416901679271888,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,26,7801,0.9692787783617485,0.96875,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,REAL,27,7801,0.960385687732342,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,28,7801,0.8817058710421741,0.84375,0.90625,0.9375
qwen2_5_vl_7b,top32_overlap,HALL,1,916,0.9595046397379913,0.9375,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,HALL,2,916,0.8702579148471615,0.84375,0.875,0.9375
qwen2_5_vl_7b,top32_overlap,HALL,3,916,0.8859511462882096,0.84375,0.90625,0.9375
qwen2_5_vl_7b,top32_overlap,HALL,4,916,0.912220251091703,0.875,0.90625,0.9375
qwen2_5_vl_7b,top32_overlap,HALL,5,916,0.9317344432314411,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,6,916,0.9239901746724891,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,7,916,0.9653384279475983,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,8,916,0.9610057314410481,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,9,916,0.9448689956331878,0.9375,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,10,916,0.9228302401746725,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,11,916,0.9249454148471615,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,12,916,0.9598799126637555,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,13,916,0.9610398471615721,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,14,916,0.9617903930131004,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,15,916,0.968715884279476,0.96875,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,HALL,16,916,0.9584470524017468,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,17,916,0.972605076419214,0.96875,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,HALL,18,916,0.9611763100436681,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,19,916,0.9696370087336245,0.96875,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,HALL,20,916,0.966737172489083,0.9375,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,HALL,21,916,0.9669759825327511,0.9375,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,HALL,22,916,0.9520332969432315,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,23,916,0.9463700873362445,0.9375,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,24,916,0.9228984716157205,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,25,916,0.9425150109170306,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,26,916,0.9755049126637555,0.96875,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,HALL,27,916,0.9650313864628821,0.9375,0.96875,0.96875
qwen2_5_vl_7b,top32_overlap,HALL,28,916,0.8861899563318777,0.84375,0.90625,0.9375
