model,label,layer,n_mentions,mean,q25,median,q75,raw_endpoint_uniform_js_real_auroc
qwen2_5_vl_7b,REAL,1,7801,0.2575322985649109,0.22349785268306732,0.25694504380226135,0.28990331292152405,0.38046446290336755
qwen2_5_vl_7b,REAL,2,7801,0.22092679142951965,0.18981148302555084,0.2185278981924057,0.24980276823043823,0.4176852256652797
qwen2_5_vl_7b,REAL,3,7801,0.17213162779808044,0.1507730334997177,0.16977038979530334,0.1912742257118225,0.5189664688605032
qwen2_5_vl_7b,REAL,4,7801,0.17840833961963654,0.15063728392124176,0.1739787757396698,0.20127186179161072,0.5574830429868749
qwen2_5_vl_7b,REAL,5,7801,0.17773830890655518,0.14371022582054138,0.16901883482933044,0.20251235365867615,0.6112853491518555
qwen2_5_vl_7b,REAL,6,7801,0.15205520391464233,0.11472894251346588,0.13892622292041779,0.17905855178833008,0.580600320527712
qwen2_5_vl_7b,REAL,7,7801,0.1504957526922226,0.12095121294260025,0.14736723899841309,0.17756886780261993,0.6200420643641589
qwen2_5_vl_7b,REAL,8,7801,0.12575377523899078,0.10145380347967148,0.12087399512529373,0.14406687021255493,0.5785379659645025
qwen2_5_vl_7b,REAL,9,7801,0.1884123533964157,0.14518581330776215,0.18212281167507172,0.22622014582157135,0.5778522404192946
qwen2_5_vl_7b,REAL,10,7801,0.1938575804233551,0.1578761488199234,0.18890880048274994,0.2230423092842102,0.5061379433495538
qwen2_5_vl_7b,REAL,11,7801,0.15381988883018494,0.1282617300748825,0.15205025672912598,0.17669792473316193,0.5949219784273543
qwen2_5_vl_7b,REAL,12,7801,0.2005610167980194,0.16051024198532104,0.1987268477678299,0.23740831017494202,0.5124500469931914
qwen2_5_vl_7b,REAL,13,7801,0.1972447782754898,0.15987278521060944,0.19306015968322754,0.23041512072086334,0.46786564145566384
qwen2_5_vl_7b,REAL,14,7801,0.1941196173429489,0.1582520306110382,0.18724927306175232,0.22411306202411652,0.45685288919962674
qwen2_5_vl_7b,REAL,15,7801,0.25325459241867065,0.2006816864013672,0.2469881922006607,0.30032363533973694,0.3653475033152731
qwen2_5_vl_7b,REAL,16,7801,0.22910436987876892,0.18120871484279633,0.22414185106754303,0.27205079793930054,0.4374565124054748
qwen2_5_vl_7b,REAL,17,7801,0.3135082423686981,0.27072426676750183,0.3106619417667389,0.3549918830394745,0.38770579463275623
qwen2_5_vl_7b,REAL,18,7801,0.2557016611099243,0.21570391952991486,0.2530635595321655,0.2919518053531647,0.4829944962828078
qwen2_5_vl_7b,REAL,19,7801,0.2536952793598175,0.21051464974880219,0.25063401460647583,0.29213812947273254,0.37881228417138324
qwen2_5_vl_7b,REAL,20,7801,0.3349919319152832,0.2908950746059418,0.33975648880004883,0.3809528648853302,0.3798531875602109
qwen2_5_vl_7b,REAL,21,7801,0.30511823296546936,0.26769310235977173,0.30647966265678406,0.3432268500328064,0.40343738821973896
qwen2_5_vl_7b,REAL,22,7801,0.30055713653564453,0.2609977722167969,0.29950982332229614,0.3398648500442505,0.32392541209306386
qwen2_5_vl_7b,REAL,23,7801,0.3260827660560608,0.2886897027492523,0.3255636990070343,0.3632934093475342,0.38769403933769553
qwen2_5_vl_7b,REAL,24,7801,0.30042794346809387,0.26050105690956116,0.29818981885910034,0.33771681785583496,0.3704645552664002
qwen2_5_vl_7b,REAL,25,7801,0.31483569741249084,0.2774246633052826,0.315690815448761,0.3533642590045929,0.40867157328950665
qwen2_5_vl_7b,REAL,26,7801,0.31519097089767456,0.2802440822124481,0.3145850896835327,0.34959590435028076,0.42991982888768604
qwen2_5_vl_7b,REAL,27,7801,0.3231229782104492,0.28592774271965027,0.3240717053413391,0.3615920841693878,0.39806801725677315
qwen2_5_vl_7b,REAL,28,7801,0.29346299171447754,0.25366759300231934,0.2907460629940033,0.3297370970249176,0.3426220689431262
