model,label,layer,n,mean,median,q25,q75
qwen2_5_vl_7b,REAL,18,7801,0.24643346667289734,0.2181115597486496,0.18399174511432648,0.26422202587127686
qwen2_5_vl_7b,REAL,19,7801,0.24094724655151367,0.20402885973453522,0.16672372817993164,0.266506165266037
qwen2_5_vl_7b,REAL,20,7801,0.44893428683280945,0.47657978534698486,0.39868080615997314,0.5291906595230103
qwen2_5_vl_7b,REAL,21,7801,0.4175353944301605,0.4589293897151947,0.29658398032188416,0.5330774188041687
qwen2_5_vl_7b,REAL,22,7801,0.5027875900268555,0.5298639535903931,0.47122615575790405,0.5698885917663574
qwen2_5_vl_7b,REAL,23,7801,0.48357751965522766,0.5046678781509399,0.4413589835166931,0.5538628697395325
qwen2_5_vl_7b,REAL,24,7801,0.4930315911769867,0.5337637066841125,0.4590529799461365,0.5792099237442017
qwen2_5_vl_7b,REAL,25,7801,0.42033520340919495,0.4627395570278168,0.3121233582496643,0.5299646854400635
qwen2_5_vl_7b,REAL,26,7801,0.4246583580970764,0.4662059545516968,0.29698100686073303,0.5342428684234619
qwen2_5_vl_7b,REAL,27,7801,0.5209947228431702,0.5442256331443787,0.49256980419158936,0.5842124223709106
qwen2_5_vl_7b,REAL,28,7801,0.562265157699585,0.5709449052810669,0.5286654829978943,0.6058096289634705
