model,label,layer,n_mentions,mean,q25,median,q75,raw_d_ef_js_real_auroc
qwen2_5_vl_7b,REAL,4,7801,0.0603659488260746,0.04704590141773224,0.057641420513391495,0.07048383355140686,0.5208494152300484
qwen2_5_vl_7b,REAL,5,7801,0.03174540773034096,0.02189059928059578,0.027728136628866196,0.03583051264286041,0.42880111664107556
qwen2_5_vl_7b,REAL,6,7801,0.03236642852425575,0.023750416934490204,0.029237449169158936,0.037245240062475204,0.45675856695116346
qwen2_5_vl_7b,REAL,7,7801,0.03253170847892761,0.025046639144420624,0.03063139319419861,0.03760678321123123,0.43931643798885933
qwen2_5_vl_7b,REAL,8,7801,0.041180334985256195,0.029555443674325943,0.035959891974925995,0.044671155512332916,0.45670181966369783
qwen2_5_vl_7b,REAL,9,7801,0.02853238582611084,0.019883010536432266,0.0256784837692976,0.033373795449733734,0.43181341100038123
qwen2_5_vl_7b,REAL,10,7801,0.029530026018619537,0.019597962498664856,0.025900162756443024,0.034060508012771606,0.4329827829709437
qwen2_5_vl_7b,REAL,11,7801,0.03479637950658798,0.02644503489136696,0.031911782920360565,0.039090171456336975,0.4986217616261267
qwen2_5_vl_7b,REAL,12,7801,0.03438709303736687,0.024454377591609955,0.03066067211329937,0.039199553430080414,0.4329310736670755
qwen2_5_vl_7b,REAL,13,7801,0.03715481609106064,0.026835737749934196,0.03354274481534958,0.04258444532752037,0.46650748504418593
qwen2_5_vl_7b,REAL,14,7801,0.03320857509970665,0.02494533360004425,0.03045203723013401,0.037366896867752075,0.44577261396898504
qwen2_5_vl_7b,REAL,15,7801,0.03707793727517128,0.026338446885347366,0.03281346708536148,0.042206183075904846,0.4909017514829865
qwen2_5_vl_7b,REAL,16,7801,0.04225499927997589,0.0312131866812706,0.03850490599870682,0.047402799129486084,0.4591308974496048
qwen2_5_vl_7b,REAL,17,7801,0.03665817901492119,0.02535085752606392,0.03233505040407181,0.04130379110574722,0.554328495562936
qwen2_5_vl_7b,REAL,18,7801,0.03803936019539833,0.028478097170591354,0.0346335731446743,0.04274480417370796,0.5030513387321858
qwen2_5_vl_7b,REAL,19,7801,0.03356485441327095,0.023514678701758385,0.02982921153306961,0.0379420667886734,0.5106351134022119
qwen2_5_vl_7b,REAL,20,7801,0.027664367109537125,0.01881745457649231,0.024073448032140732,0.031290993094444275,0.5174957974820158
qwen2_5_vl_7b,REAL,21,7801,0.030720427632331848,0.021010806784033775,0.0273452028632164,0.03550802543759346,0.47275136599327483
qwen2_5_vl_7b,REAL,22,7801,0.026964232325553894,0.018086913973093033,0.023713579401373863,0.03131682425737381,0.4470911662316274
qwen2_5_vl_7b,REAL,23,7801,0.029276970773935318,0.02008061856031418,0.025821620598435402,0.03423003479838371,0.5075513776366147
qwen2_5_vl_7b,REAL,24,7801,0.03967637941241264,0.02848883531987667,0.0362650528550148,0.04659952595829964,0.5657280530040657
qwen2_5_vl_7b,REAL,25,7801,0.030479928478598595,0.02107815071940422,0.02758982591331005,0.03592760115861893,0.5665733846685203
qwen2_5_vl_7b,REAL,26,7801,0.0384821817278862,0.0270531103014946,0.03472159430384636,0.04499881714582443,0.5802548687913149
qwen2_5_vl_7b,REAL,27,7801,0.036523159593343735,0.02561592310667038,0.0326036736369133,0.04265008866786957,0.5436451714565762
qwen2_5_vl_7b,REAL,28,7801,0.05544598028063774,0.03259633108973503,0.04846004396677017,0.07075276970863342,0.5642475855463609
