model,label,layer,n_mentions,mean,q25,median,q75,raw_bounded_strength_real_auroc
qwen2_5_vl_7b,REAL,17,7801,0.4922734200954437,0.45415347814559937,0.5029874444007874,0.5512638092041016,0.6311247886146049
qwen2_5_vl_7b,REAL,18,7801,0.4944491982460022,0.4437113404273987,0.5061962604522705,0.5662829875946045,0.6621354669007276
qwen2_5_vl_7b,REAL,19,7801,0.49210816621780396,0.445159375667572,0.5049901604652405,0.5517012476921082,0.6636909443364388
qwen2_5_vl_7b,REAL,20,7801,0.4884147047996521,0.4616142809391022,0.5023106932640076,0.5307608842849731,0.6496144683052055
qwen2_5_vl_7b,REAL,21,7801,0.49218887090682983,0.4425554871559143,0.5069725513458252,0.5586411952972412,0.6899151883450167
qwen2_5_vl_7b,REAL,22,7801,0.49082523584365845,0.45415744185447693,0.5004805326461792,0.5391368269920349,0.5145485770775104
qwen2_5_vl_7b,REAL,23,7801,0.4882405698299408,0.44103512167930603,0.5059599876403809,0.552628219127655,0.6711670321070695
qwen2_5_vl_7b,REAL,24,7801,0.4847598075866699,0.4126753509044647,0.5037502646446228,0.5719478130340576,0.5904903021614629
qwen2_5_vl_7b,REAL,25,7801,0.4868733584880829,0.4208609163761139,0.5020423531532288,0.5648926496505737,0.5676643180333503
qwen2_5_vl_7b,REAL,26,7801,0.49073466658592224,0.4168514907360077,0.5049291253089905,0.5745611786842346,0.6073480250264633
qwen2_5_vl_7b,REAL,27,7801,0.4869816303253174,0.41262295842170715,0.5011433362960815,0.5700201392173767,0.5763570088707696
qwen2_5_vl_7b,REAL,28,7801,0.4889875650405884,0.42210492491722107,0.5030307173728943,0.5671852231025696,0.5812695326822392
