model,scale,source,label,layer,n,mean,median,q25,q75
qwen3_vl_8b,log1p,generation,0,28,2593,2.7489914369546353,2.7407798767089844,2.5932724475860596,2.901986837387085
qwen3_vl_8b,log1p,generation,0,29,2593,3.181346278460937,3.1810266971588135,2.9975087642669678,3.3682668209075928
qwen3_vl_8b,log1p,generation,0,30,2593,2.9844425976437305,3.025773048400879,2.7268598079681396,3.270003318786621
qwen3_vl_8b,log1p,generation,0,31,2593,3.160355509086047,3.1586835384368896,3.0179991722106934,3.295686960220337
qwen3_vl_8b,log1p,generation,0,32,2593,2.995615833935662,2.999570369720459,2.82088303565979,3.169577121734619
qwen3_vl_8b,log1p,generation,0,33,2593,3.318022877472136,3.315455913543701,3.133334159851074,3.5092697143554688
qwen3_vl_8b,log1p,generation,0,34,2593,3.100720363374939,3.10575270652771,2.8672971725463867,3.3389511108398438
qwen3_vl_8b,log1p,generation,0,35,2593,3.8694216180757994,3.8491623401641846,3.68027925491333,4.034780502319336
qwen3_vl_8b,log1p,generation,0,36,2593,4.714194085209056,4.716396331787109,4.585713863372803,4.848273277282715
qwen3_vl_8b,log1p,generation,1,1,12280,2.0405920476109665,2.1485666036605835,1.6097589135169983,2.3610957860946655
qwen3_vl_8b,log1p,generation,1,2,12280,2.814375108014489,2.822826385498047,2.6489607095718384,3.011667847633362
qwen3_vl_8b,log1p,generation,1,3,12280,2.773116434028172,2.827521800994873,2.607670843601227,2.98559832572937
qwen3_vl_8b,log1p,generation,1,4,12280,2.3770431803132888,2.424555540084839,2.156741142272949,2.6134366393089294
qwen3_vl_8b,log1p,generation,1,5,12280,2.0974297471805583,2.149274230003357,1.9361631274223328,2.29626601934433
qwen3_vl_8b,log1p,generation,1,6,12280,2.1462849969972617,2.192565083503723,2.001183569431305,2.324541926383972
qwen3_vl_8b,log1p,generation,1,7,12280,2.24589265094712,2.2580509185791016,2.059375822544098,2.458446979522705
qwen3_vl_8b,log1p,generation,1,8,12280,2.186901681489199,2.187799572944641,2.046212911605835,2.33243590593338
qwen3_vl_8b,log1p,generation,1,9,12280,2.3035838407297478,2.3427979946136475,2.139377772808075,2.5093446373939514
qwen3_vl_8b,log1p,generation,1,10,12280,2.4944952219918806,2.5145671367645264,2.2990978360176086,2.68877375125885
qwen3_vl_8b,log1p,generation,1,11,12280,2.6313629731778603,2.6530638933181763,2.5019198656082153,2.773545980453491
qwen3_vl_8b,log1p,generation,1,12,12280,2.4430314276913476,2.4887996912002563,2.284185230731964,2.632041037082672
qwen3_vl_8b,log1p,generation,1,13,12280,2.3545748654910716,2.371772527694702,2.2139474153518677,2.491744816303253
qwen3_vl_8b,log1p,generation,1,14,12280,2.103215530136121,2.1271406412124634,1.9268495738506317,2.3053457736968994
qwen3_vl_8b,log1p,generation,1,15,12280,2.452290351033599,2.5077391862869263,2.3134844303131104,2.6331411600112915
qwen3_vl_8b,log1p,generation,1,16,12280,2.356574511722167,2.3949501514434814,2.2021817564964294,2.541297972202301
qwen3_vl_8b,log1p,generation,1,17,12280,2.3277453767166074,2.3944554328918457,2.1078129410743713,2.578205108642578
qwen3_vl_8b,log1p,generation,1,18,12280,2.36745591160723,2.425942540168762,2.187744915485382,2.5842126607894897
qwen3_vl_8b,log1p,generation,1,19,12280,2.3251287893868424,2.3507686853408813,2.1375160217285156,2.517455756664276
qwen3_vl_8b,log1p,generation,1,20,12280,2.5280138621792343,2.551021933555603,2.383112072944641,2.6812638640403748
qwen3_vl_8b,log1p,generation,1,21,12280,2.485915905839069,2.5118075609207153,2.288768172264099,2.6942963004112244
qwen3_vl_8b,log1p,generation,1,22,12280,2.7362012661823623,2.748971104621887,2.5569058656692505,2.9148992896080017
qwen3_vl_8b,log1p,generation,1,23,12280,3.039894367817559,3.0436556339263916,2.903612434864044,3.1728097200393677
qwen3_vl_8b,log1p,generation,1,24,12280,2.950461271715863,2.947468638420105,2.765460968017578,3.135124981403351
qwen3_vl_8b,log1p,generation,1,25,12280,2.797086184556787,2.8359270095825195,2.5667890310287476,3.0510180592536926
qwen3_vl_8b,log1p,generation,1,26,12280,2.9645917626662053,2.9592400789260864,2.82589054107666,3.093512713909149
qwen3_vl_8b,log1p,generation,1,27,12280,2.661209096058184,2.6601245403289795,2.44232177734375,2.8822585940361023
qwen3_vl_8b,log1p,generation,1,28,12280,2.6485359100254815,2.661332845687866,2.447335183620453,2.8581773042678833
qwen3_vl_8b,log1p,generation,1,29,12280,3.146540701185453,3.146255612373352,2.9600667357444763,3.339568793773651
qwen3_vl_8b,log1p,generation,1,30,12280,2.6823929732368126,2.759724259376526,2.287938416004181,3.1194286942481995
qwen3_vl_8b,log1p,generation,1,31,12280,3.121209162512509,3.129822611808777,2.9575815200805664,3.289755702018738
qwen3_vl_8b,log1p,generation,1,32,12280,2.9495359255650144,2.967499017715454,2.7523680925369263,3.164053201675415
qwen3_vl_8b,log1p,generation,1,33,12280,3.2976759691968414,3.3013901710510254,3.1314767003059387,3.474725663661957
qwen3_vl_8b,log1p,generation,1,34,12280,2.883454863431011,2.915289044380188,2.632254898548126,3.160530984401703
qwen3_vl_8b,log1p,generation,1,35,12280,3.7866826578926185,3.786542773246765,3.605980932712555,3.9586687684059143
qwen3_vl_8b,log1p,generation,1,36,12280,4.65403598562514,4.677283763885498,4.4918272495269775,4.829084157943726
qwen3_vl_8b,log1p,visual,0,1,2593,0.19204103240633374,0.1592903584241867,0.10327180474996567,0.24620455503463745
qwen3_vl_8b,log1p,visual,0,2,2593,0.2954388458900961,0.25228333473205566,0.18743646144866943,0.35296183824539185
qwen3_vl_8b,log1p,visual,0,3,2593,0.8320760157604361,0.7685572504997253,0.5891850590705872,1.005996584892273
qwen3_vl_8b,log1p,visual,0,4,2593,0.49806932256349806,0.4205615222454071,0.29563814401626587,0.6248770952224731
qwen3_vl_8b,log1p,visual,0,5,2593,0.3442369464338056,0.2907886505126953,0.1658521592617035,0.455836683511734
qwen3_vl_8b,log1p,visual,0,6,2593,0.3875100049809788,0.34003010392189026,0.23580804467201233,0.48888421058654785
qwen3_vl_8b,log1p,visual,0,7,2593,0.4157529650087229,0.3409784436225891,0.17633020877838135,0.6028224229812622
qwen3_vl_8b,log1p,visual,0,8,2593,0.3642698423861538,0.3344394564628601,0.22392740845680237,0.46504268050193787
qwen3_vl_8b,log1p,visual,0,9,2593,1.2135325425893149,1.2308627367019653,0.9441421031951904,1.4899897575378418
qwen3_vl_8b,log1p,visual,0,10,2593,1.58930099865,1.636379361152649,1.304189682006836,1.9074677228927612
qwen3_vl_8b,log1p,visual,0,11,2593,1.3897657021564083,1.4144662618637085,1.1271250247955322,1.6680772304534912
qwen3_vl_8b,log1p,visual,0,12,2593,1.419112968355176,1.4458024501800537,1.2038167715072632,1.6556758880615234
qwen3_vl_8b,log1p,visual,0,13,2593,1.2098351358746728,1.2021888494491577,1.0078223943710327,1.396988868713379
qwen3_vl_8b,log1p,visual,0,14,2593,1.8231558734001545,1.862797498703003,1.5861505270004272,2.1205620765686035
qwen3_vl_8b,log1p,visual,0,15,2593,1.6145358670070462,1.657179594039917,1.4265104532241821,1.8563114404678345
qwen3_vl_8b,log1p,visual,0,16,2593,1.9356238979011533,1.9849728345870972,1.7446414232254028,2.195314884185791
qwen3_vl_8b,log1p,visual,0,17,2593,1.7114754815474928,1.7360432147979736,1.4998852014541626,1.9454623460769653
qwen3_vl_8b,log1p,visual,0,18,2593,1.9363686834069416,1.9929113388061523,1.7571651935577393,2.1757068634033203
qwen3_vl_8b,log1p,visual,0,19,2593,2.1735515403462524,2.24965763092041,2.0073554515838623,2.4045915603637695
qwen3_vl_8b,log1p,visual,0,20,2593,1.7350860995718562,1.7946583032608032,1.4355344772338867,2.0699121952056885
qwen3_vl_8b,log1p,visual,0,21,2593,1.9742382033895076,2.0752203464508057,1.7003886699676514,2.3233377933502197
qwen3_vl_8b,log1p,visual,0,22,2593,2.0032477997878413,2.08415150642395,1.8067976236343384,2.281602621078491
qwen3_vl_8b,log1p,visual,0,23,2593,1.6032514863270753,1.6313633918762207,1.4145257472991943,1.8156934976577759
qwen3_vl_8b,log1p,visual,0,24,2593,2.4850693956977192,2.5500497817993164,2.2942728996276855,2.7490923404693604
qwen3_vl_8b,log1p,visual,0,25,2593,2.659349024640608,2.696636438369751,2.4982235431671143,2.876685380935669
qwen3_vl_8b,log1p,visual,0,26,2593,1.8030343767165034,1.851433277130127,1.551267385482788,2.087742805480957
qwen3_vl_8b,log1p,visual,0,27,2593,2.538405158117017,2.6084368228912354,2.3063290119171143,2.8356363773345947
qwen3_vl_8b,log1p,visual,0,28,2593,2.1222236705272297,2.158694267272949,1.857696771621704,2.4173643589019775
qwen3_vl_8b,log1p,visual,0,29,2593,2.1934529801408984,2.2276458740234375,1.8433831930160522,2.593459367752075
qwen3_vl_8b,log1p,visual,0,30,2593,2.8310363733120236,2.8821966648101807,2.5455334186553955,3.168900728225708
qwen3_vl_8b,log1p,visual,0,31,2593,2.172363703223531,2.2223474979400635,1.8516197204589844,2.5455543994903564
qwen3_vl_8b,log1p,visual,0,32,2593,2.4059065404634334,2.4776973724365234,2.0746779441833496,2.802700996398926
qwen3_vl_8b,log1p,visual,0,33,2593,2.4349568448170613,2.5091097354888916,2.0313632488250732,2.947202682495117
qwen3_vl_8b,log1p,visual,0,34,2593,2.800001701320684,2.8929340839385986,2.4699764251708984,3.226161479949951
qwen3_vl_8b,log1p,visual,0,35,2593,2.9251909018988043,2.9506125450134277,2.6072707176208496,3.298912286758423
qwen3_vl_8b,log1p,visual,0,36,2593,2.8160990929447265,2.808651924133301,2.6025216579437256,3.029796600341797
qwen3_vl_8b,log1p,visual,1,1,12280,0.271084353959655,0.2460869550704956,0.15037527307868004,0.35316768288612366
qwen3_vl_8b,log1p,visual,1,2,12280,0.42767179262663574,0.37364983558654785,0.2399648316204548,0.5823788344860077
qwen3_vl_8b,log1p,visual,1,3,12280,1.0740582647948778,1.0161518454551697,0.7686631977558136,1.3220408856868744
qwen3_vl_8b,log1p,visual,1,4,12280,0.6466206736647272,0.5959730744361877,0.367841511964798,0.8618425279855728
qwen3_vl_8b,log1p,visual,1,5,12280,0.5313399524685808,0.4857944846153259,0.29640334099531174,0.7093631476163864
qwen3_vl_8b,log1p,visual,1,6,12280,0.6049337109966441,0.5560202598571777,0.3654232993721962,0.8085353374481201
qwen3_vl_8b,log1p,visual,1,7,12280,0.685935689217232,0.6391080915927887,0.3268170431256294,1.0274948477745056
qwen3_vl_8b,log1p,visual,1,8,12280,0.5309052090427507,0.498401015996933,0.3352891355752945,0.7084240913391113
qwen3_vl_8b,log1p,visual,1,9,12280,1.4392974942655634,1.4483962655067444,1.1628276705741882,1.7532358467578888
qwen3_vl_8b,log1p,visual,1,10,12280,1.8207741675892366,1.9187025427818298,1.488147795200348,2.184830069541931
qwen3_vl_8b,log1p,visual,1,11,12280,1.6131961796784633,1.6480777263641357,1.3861049115657806,1.8794346749782562
qwen3_vl_8b,log1p,visual,1,12,12280,1.6017238983659965,1.6275911927223206,1.3669350445270538,1.8693576455116272
qwen3_vl_8b,log1p,visual,1,13,12280,1.4851508581021904,1.469717562198639,1.2521986067295074,1.7253729403018951
qwen3_vl_8b,log1p,visual,1,14,12280,1.9617246586756616,1.9758638739585876,1.7666971385478973,2.222975492477417
qwen3_vl_8b,log1p,visual,1,15,12280,1.8251602607387867,1.8784260153770447,1.674159973859787,2.0390859842300415
qwen3_vl_8b,log1p,visual,1,16,12280,2.051914653769339,2.0992650985717773,1.8944083452224731,2.2642019987106323
qwen3_vl_8b,log1p,visual,1,17,12280,1.9507121304250308,1.9750178456306458,1.755404382944107,2.1832963824272156
qwen3_vl_8b,log1p,visual,1,18,12280,2.0749062534191127,2.124670624732971,1.9318795502185822,2.27092307806015
qwen3_vl_8b,log1p,visual,1,19,12280,2.3117690149609738,2.356124758720398,2.213199734687805,2.4748555421829224
qwen3_vl_8b,log1p,visual,1,20,12280,1.9999120537640607,2.036515474319458,1.8147522807121277,2.253224194049835
qwen3_vl_8b,log1p,visual,1,21,12280,2.2097176216287897,2.276649594306946,2.0604162216186523,2.4477211833000183
qwen3_vl_8b,log1p,visual,1,22,12280,2.2520530971112973,2.3066463470458984,2.0971567034721375,2.4748504161834717
qwen3_vl_8b,log1p,visual,1,23,12280,1.7361896424126548,1.764157474040985,1.562419831752777,1.9446043074131012
qwen3_vl_8b,log1p,visual,1,24,12280,2.647086880096395,2.714398741722107,2.4965232014656067,2.887483239173889
qwen3_vl_8b,log1p,visual,1,25,12280,2.8105416747519945,2.8713828325271606,2.658173441886902,3.031578242778778
qwen3_vl_8b,log1p,visual,1,26,12280,2.007086583575179,2.049634099006653,1.7669228315353394,2.3008849024772644
qwen3_vl_8b,log1p,visual,1,27,12280,2.671888244685987,2.743006706237793,2.475799024105072,2.9398478865623474
qwen3_vl_8b,log1p,visual,1,28,12280,2.4169329489553983,2.467908263206482,2.1598846316337585,2.7287545800209045
qwen3_vl_8b,log1p,visual,1,29,12280,2.534035889986381,2.5764927864074707,2.2491533160209656,2.8811410069465637
qwen3_vl_8b,log1p,visual,1,30,12280,3.011868392916378,3.0437352657318115,2.6482008695602417,3.3955519795417786
qwen3_vl_8b,log1p,visual,1,31,12280,2.3648324157496616,2.388769030570984,2.0604629516601562,2.693010449409485
qwen3_vl_8b,log1p,visual,1,32,12280,2.6935820899466933,2.747424006462097,2.397418200969696,3.0499629378318787
qwen3_vl_8b,log1p,visual,1,33,12280,2.5849221338059887,2.6470028162002563,2.224948525428772,3.015731155872345
qwen3_vl_8b,log1p,visual,1,34,12280,2.9416667568955437,2.9876081943511963,2.594317615032196,3.334718108177185
qwen3_vl_8b,log1p,visual,1,35,12280,3.0939244393174343,3.1169052124023438,2.7972801327705383,3.4236791133880615
qwen3_vl_8b,log1p,visual,1,36,12280,3.025174597158106,3.0233840942382812,2.7622010111808777,3.2864526510238647
qwen3_vl_8b,log1p,visual_prompt_sum,0,1,2593,0.2505939534868552,0.20573894679546356,0.13284176588058472,0.3167249262332916
qwen3_vl_8b,log1p,visual_prompt_sum,0,2,2593,1.2924941294771615,1.2314832210540771,1.0486072301864624,1.4736708402633667
qwen3_vl_8b,log1p,visual_prompt_sum,0,3,2593,1.5110173895006882,1.4680192470550537,1.2694965600967407,1.6875637769699097
qwen3_vl_8b,log1p,visual_prompt_sum,0,4,2593,1.4109100229805425,1.3781267404556274,1.25237238407135,1.5343410968780518
qwen3_vl_8b,log1p,visual_prompt_sum,0,5,2593,1.0714463448598033,1.0399020910263062,0.9081289768218994,1.2092576026916504
qwen3_vl_8b,log1p,visual_prompt_sum,0,6,2593,1.028619595007045,0.9728469848632812,0.8734130263328552,1.1353237628936768
qwen3_vl_8b,log1p,visual_prompt_sum,0,7,2593,0.8064568520879544,0.7649856805801392,0.583731472492218,0.9793109893798828
qwen3_vl_8b,log1p,visual_prompt_sum,0,8,2593,1.0191517204241636,0.9939624667167664,0.91367107629776,1.0873878002166748
qwen3_vl_8b,log1p,visual_prompt_sum,0,9,2593,1.7603494176706476,1.761008381843567,1.579418420791626,1.9461185932159424
qwen3_vl_8b,log1p,visual_prompt_sum,0,10,2593,2.043612268777414,2.0400848388671875,1.8390288352966309,2.2342448234558105
qwen3_vl_8b,log1p,visual_prompt_sum,0,11,2593,2.0816172728242446,2.081834077835083,1.9356238842010498,2.219533681869507
qwen3_vl_8b,log1p,visual_prompt_sum,0,12,2593,1.9231993126400273,1.934455156326294,1.7640066146850586,2.091789484024048
qwen3_vl_8b,log1p,visual_prompt_sum,0,13,2593,1.8683864596356217,1.862208366394043,1.7463710308074951,1.9772590398788452
qwen3_vl_8b,log1p,visual_prompt_sum,0,14,2593,2.1117972318058627,2.122349739074707,1.9274442195892334,2.3274431228637695
qwen3_vl_8b,log1p,visual_prompt_sum,0,15,2593,2.011410908629156,2.037029266357422,1.8666123151779175,2.1780307292938232
qwen3_vl_8b,log1p,visual_prompt_sum,0,16,2593,2.215908882519567,2.24261474609375,2.0623700618743896,2.4082746505737305
qwen3_vl_8b,log1p,visual_prompt_sum,0,17,2593,2.1331889372831876,2.139192581176758,1.9851075410842896,2.291079044342041
qwen3_vl_8b,log1p,visual_prompt_sum,0,18,2593,2.3336311779195076,2.3624579906463623,2.2106645107269287,2.4831595420837402
qwen3_vl_8b,log1p,visual_prompt_sum,0,19,2593,2.36070598229174,2.41694974899292,2.225508451461792,2.549147605895996
qwen3_vl_8b,log1p,visual_prompt_sum,0,20,2593,2.192024141860385,2.204242706298828,1.9981372356414795,2.3862228393554688
qwen3_vl_8b,log1p,visual_prompt_sum,0,21,2593,2.2838827097135486,2.338052272796631,2.0832266807556152,2.521463394165039
qwen3_vl_8b,log1p,visual_prompt_sum,0,22,2593,2.266331463672919,2.3128182888031006,2.1052608489990234,2.4697530269622803
qwen3_vl_8b,log1p,visual_prompt_sum,0,23,2593,2.157036373663997,2.1654107570648193,2.0308008193969727,2.288839340209961
qwen3_vl_8b,log1p,visual_prompt_sum,0,24,2593,2.6876619523251053,2.725579261779785,2.5284576416015625,2.894477128982544
qwen3_vl_8b,log1p,visual_prompt_sum,0,25,2593,2.9139291828679985,2.9328341484069824,2.7809555530548096,3.0768890380859375
qwen3_vl_8b,log1p,visual_prompt_sum,0,26,2593,2.160080273777557,2.177483558654785,1.966378092765808,2.356172561645508
qwen3_vl_8b,log1p,visual_prompt_sum,0,27,2593,2.8340214997978226,2.867856502532959,2.6507368087768555,3.0523548126220703
qwen3_vl_8b,log1p,visual_prompt_sum,0,28,2593,2.610304329232548,2.614854097366333,2.426398754119873,2.794097661972046
qwen3_vl_8b,log1p,visual_prompt_sum,0,29,2593,2.5421824748112436,2.538147449493408,2.2735326290130615,2.8112244606018066
qwen3_vl_8b,log1p,visual_prompt_sum,0,30,2593,3.2791056900561384,3.2908692359924316,3.067748546600342,3.4934709072113037
qwen3_vl_8b,log1p,visual_prompt_sum,0,31,2593,2.7988092033641476,2.797062397003174,2.593362331390381,2.9931280612945557
qwen3_vl_8b,log1p,visual_prompt_sum,0,32,2593,3.0055743107407698,3.016498565673828,2.793853282928467,3.223965644836426
qwen3_vl_8b,log1p,visual_prompt_sum,0,33,2593,2.8344971496443745,2.846536874771118,2.519221544265747,3.1793196201324463
qwen3_vl_8b,log1p,visual_prompt_sum,0,34,2593,3.6716532326553764,3.676262617111206,3.5058937072753906,3.8405420780181885
qwen3_vl_8b,log1p,visual_prompt_sum,0,35,2593,4.64299937633304,4.6439104080200195,4.55818510055542,4.731395721435547
qwen3_vl_8b,log1p,visual_prompt_sum,0,36,2593,5.19175410114381,5.192081451416016,5.038427829742432,5.3576250076293945
qwen3_vl_8b,log1p,visual_prompt_sum,1,1,12280,0.3851668812862388,0.3328678756952286,0.19246849790215492,0.5474126935005188
qwen3_vl_8b,log1p,visual_prompt_sum,1,2,12280,1.588350639594203,1.551159143447876,1.2289862632751465,1.9737512171268463
qwen3_vl_8b,log1p,visual_prompt_sum,1,3,12280,1.8176923261597413,1.7789755463600159,1.4558330476284027,2.193900167942047
qwen3_vl_8b,log1p,visual_prompt_sum,1,4,12280,1.593707617381982,1.5617437362670898,1.3347695767879486,1.8703300952911377
qwen3_vl_8b,log1p,visual_prompt_sum,1,5,12280,1.3146506817143786,1.304671049118042,1.0730404257774353,1.5656234622001648
qwen3_vl_8b,log1p,visual_prompt_sum,1,6,12280,1.2429434994824158,1.186763882637024,0.9763577282428741,1.508602648973465
qwen3_vl_8b,log1p,visual_prompt_sum,1,7,12280,1.1145334876200081,1.05751371383667,0.7891749441623688,1.4358125925064087
qwen3_vl_8b,log1p,visual_prompt_sum,1,8,12280,1.1821480667600803,1.1373750567436218,1.0104584991931915,1.3460507094860077
qwen3_vl_8b,log1p,visual_prompt_sum,1,9,12280,1.9580108262331555,1.9458891153335571,1.7457620799541473,2.1793413162231445
qwen3_vl_8b,log1p,visual_prompt_sum,1,10,12280,2.2432471906420464,2.2727378606796265,1.979751169681549,2.5102153420448303
qwen3_vl_8b,log1p,visual_prompt_sum,1,11,12280,2.246656818149144,2.2447102069854736,2.09007328748703,2.4047799110412598
qwen3_vl_8b,log1p,visual_prompt_sum,1,12,12280,2.0781078216598554,2.090021014213562,1.8943746984004974,2.284136950969696
qwen3_vl_8b,log1p,visual_prompt_sum,1,13,12280,2.0448693544255017,2.0319151878356934,1.8901628255844116,2.2057844400405884
qwen3_vl_8b,log1p,visual_prompt_sum,1,14,12280,2.230709857952323,2.253741979598999,2.0669599771499634,2.424627184867859
qwen3_vl_8b,log1p,visual_prompt_sum,1,15,12280,2.190859754534032,2.2191251516342163,2.0651808977127075,2.360139846801758
qwen3_vl_8b,log1p,visual_prompt_sum,1,16,12280,2.336834394456121,2.377102017402649,2.194000542163849,2.5197344422340393
qwen3_vl_8b,log1p,visual_prompt_sum,1,17,12280,2.3326310995444413,2.3410933017730713,2.1715163588523865,2.513457417488098
qwen3_vl_8b,log1p,visual_prompt_sum,1,18,12280,2.4562501480796826,2.4808974266052246,2.356063187122345,2.595104396343231
qwen3_vl_8b,log1p,visual_prompt_sum,1,19,12280,2.4946319369132044,2.5364683866500854,2.39929461479187,2.641975462436676
qwen3_vl_8b,log1p,visual_prompt_sum,1,20,12280,2.3888028487805824,2.415595054626465,2.2344122529029846,2.569058656692505
qwen3_vl_8b,log1p,visual_prompt_sum,1,21,12280,2.4811524375059704,2.524142861366272,2.3537992238998413,2.6590908765792847
qwen3_vl_8b,log1p,visual_prompt_sum,1,22,12280,2.4823922572675667,2.515962839126587,2.3387500643730164,2.672323524951935
qwen3_vl_8b,log1p,visual_prompt_sum,1,23,12280,2.2895833538293062,2.2995158433914185,2.1377567648887634,2.454905927181244
qwen3_vl_8b,log1p,visual_prompt_sum,1,24,12280,2.8481040700736187,2.896012306213379,2.703691303730011,3.0458154678344727
qwen3_vl_8b,log1p,visual_prompt_sum,1,25,12280,3.069151322927071,3.1062861680984497,2.9282703399658203,3.2482483983039856
qwen3_vl_8b,log1p,visual_prompt_sum,1,26,12280,2.3182695141347303,2.332614779472351,2.121565580368042,2.5318551659584045
qwen3_vl_8b,log1p,visual_prompt_sum,1,27,12280,2.936407139421674,2.9791107177734375,2.771423041820526,3.1382124423980713
qwen3_vl_8b,log1p,visual_prompt_sum,1,28,12280,2.816800197454151,2.8347455263137817,2.618485391139984,3.0316908955574036
qwen3_vl_8b,log1p,visual_prompt_sum,1,29,12280,2.8052595516563628,2.8172391653060913,2.565455198287964,3.0703113079071045
qwen3_vl_8b,log1p,visual_prompt_sum,1,30,12280,3.414904139212754,3.407205104827881,3.1535010933876038,3.666659712791443
qwen3_vl_8b,log1p,visual_prompt_sum,1,31,12280,2.932211477243939,2.9183448553085327,2.725103735923767,3.127114176750183
qwen3_vl_8b,log1p,visual_prompt_sum,1,32,12280,3.1949541259569143,3.207316517829895,2.9833444952964783,3.4173139333724976
qwen3_vl_8b,log1p,visual_prompt_sum,1,33,12280,2.9540656773197536,2.973624110221863,2.6706464290618896,3.2578468918800354
qwen3_vl_8b,log1p,visual_prompt_sum,1,34,12280,3.752899492233506,3.7442532777786255,3.5799325704574585,3.9256128072738647
qwen3_vl_8b,log1p,visual_prompt_sum,1,35,12280,4.692882854387116,4.697688579559326,4.613299608230591,4.777113080024719
qwen3_vl_8b,log1p,visual_prompt_sum,1,36,12280,5.282926610121898,5.303370237350464,5.1060895919799805,5.475803732872009
internvl_2_5_8b,log1p,prompt,0,1,1766,0.17866176899020494,0.13879219442605972,0.0943346619606018,0.2331974022090435
internvl_2_5_8b,log1p,prompt,0,2,1766,0.21025033041176683,0.20100125670433044,0.18076248094439507,0.22841046378016472
internvl_2_5_8b,log1p,prompt,0,3,1766,0.40061937100417483,0.3939190208911896,0.3647385537624359,0.4286939576268196
internvl_2_5_8b,log1p,prompt,0,4,1766,0.5669542910997352,0.5654357373714447,0.538847953081131,0.590207502245903
internvl_2_5_8b,log1p,prompt,0,5,1766,0.8209546111515668,0.8144564628601074,0.7746810019016266,0.8590231239795685
internvl_2_5_8b,log1p,prompt,0,6,1766,0.8317793364365536,0.8248278796672821,0.7925631105899811,0.8667855560779572
internvl_2_5_8b,log1p,prompt,0,7,1766,1.0572365984101257,1.0518981218338013,1.0151785612106323,1.0939841270446777
internvl_2_5_8b,log1p,prompt,0,8,1766,1.1668334221920909,1.159914255142212,1.115102380514145,1.209014743566513
internvl_2_5_8b,log1p,prompt,0,9,1766,1.2357560441421085,1.2300399541854858,1.1835471391677856,1.2821006774902344
internvl_2_5_8b,log1p,prompt,0,10,1766,1.1768880374096797,1.1650903820991516,1.086789608001709,1.2579235434532166
internvl_2_5_8b,log1p,prompt,0,11,1766,1.3979005185826043,1.389765441417694,1.3283341228961945,1.4569117426872253
internvl_2_5_8b,log1p,prompt,0,12,1766,1.268917966942015,1.2609522938728333,1.1967642903327942,1.3333125710487366
internvl_2_5_8b,log1p,prompt,0,13,1766,1.1680239081247747,1.1534790992736816,1.0778574049472809,1.2483834624290466
internvl_2_5_8b,log1p,prompt,0,14,1766,1.2436305423892637,1.2337958812713623,1.1589600145816803,1.3184424936771393
internvl_2_5_8b,log1p,prompt,0,15,1766,1.2452723612399226,1.2308812141418457,1.1516811549663544,1.321957916021347
internvl_2_5_8b,log1p,prompt,0,16,1766,1.1691629908565486,1.156186044216156,1.0590656697750092,1.2517008781433105
internvl_2_5_8b,log1p,prompt,0,17,1766,1.2620828474702004,1.2591918110847473,1.1628110110759735,1.358603149652481
internvl_2_5_8b,log1p,prompt,0,18,1766,1.1415819100453386,1.1313748955726624,1.0624924004077911,1.2042999863624573
internvl_2_5_8b,log1p,prompt,0,19,1766,1.2801128041298717,1.283699095249176,1.1548059582710266,1.4067732393741608
internvl_2_5_8b,log1p,prompt,0,20,1766,1.3458829825893803,1.3326130509376526,1.2671708762645721,1.4089276790618896
internvl_2_5_8b,log1p,prompt,0,21,1766,1.0151335233537688,1.0033848285675049,0.9184417724609375,1.0921588838100433
internvl_2_5_8b,log1p,prompt,0,22,1766,0.8492921861827306,0.8380298912525177,0.7671887874603271,0.9120920747518539
internvl_2_5_8b,log1p,prompt,0,23,1766,0.9263336700329289,0.9228901863098145,0.8769271969795227,0.9658648520708084
internvl_2_5_8b,log1p,prompt,0,24,1766,0.887129580313055,0.8706764578819275,0.8013246208429337,0.9483980685472488
internvl_2_5_8b,log1p,prompt,0,25,1766,0.5962726818408188,0.5767320692539215,0.52335025370121,0.6378277242183685
internvl_2_5_8b,log1p,prompt,0,26,1766,0.7364772694904699,0.7227979600429535,0.6825243234634399,0.7773969769477844
internvl_2_5_8b,log1p,prompt,0,27,1766,0.7999037182209581,0.7902098000049591,0.7366753816604614,0.8476236760616302
internvl_2_5_8b,log1p,prompt,0,28,1766,1.297622954251407,1.2866972088813782,1.2284891307353973,1.3589750826358795
internvl_2_5_8b,log1p,prompt,0,29,1766,1.2560622470025162,1.2446937561035156,1.1852235198020935,1.3185099959373474
internvl_2_5_8b,log1p,prompt,0,30,1766,2.001884755704843,1.997010588645935,1.9491919577121735,2.048747718334198
internvl_2_5_8b,log1p,prompt,0,31,1766,1.7224466532705054,1.7252329587936401,1.648576408624649,1.7919456362724304
internvl_2_5_8b,log1p,prompt,0,32,1766,2.806799864309965,2.801625370979309,2.7068106532096863,2.901408016681671
internvl_2_5_8b,log1p,prompt,1,1,9993,0.24837463180267344,0.22837582230567932,0.12768273055553436,0.35530585050582886
internvl_2_5_8b,log1p,prompt,1,2,9993,0.2586903227207051,0.24216827750205994,0.2021268755197525,0.30605554580688477
internvl_2_5_8b,log1p,prompt,1,3,9993,0.4041420297407715,0.39988359808921814,0.37151363492012024,0.4316386580467224
internvl_2_5_8b,log1p,prompt,1,4,9993,0.5837953858078272,0.5821629762649536,0.55143803358078,0.6117492318153381
