image_id,response_index,label,layer,strategy,region,log_probability_delta,absolute_log_probability_delta,target_logit_delta
15345,7,1,24,conditional,0,0.00475841760635376,0.00475841760635376,0.015625
15345,7,1,24,composition,0,0.00475841760635376,0.00475841760635376,0.015625
15345,7,1,24,random,4,0.007100343704223633,0.007100343704223633,0.015625
15345,7,1,32,WRITE,1,0.005458652973175049,0.005458652973175049,-0.015625
15345,7,1,32,conditional,3,0.0020786523818969727,0.0020786523818969727,-0.03125
15345,7,1,32,composition,3,0.0020786523818969727,0.0020786523818969727,-0.03125
15345,7,1,32,random,5,0.00926971435546875,0.00926971435546875,0.015625
21378,72,0,8,WRITE,2,0.002976059913635254,0.002976059913635254,0.015625
21378,72,0,8,conditional,2,0.002976059913635254,0.002976059913635254,0.015625
21378,72,0,8,composition,2,0.002976059913635254,0.002976059913635254,0.015625
21378,72,0,8,random,0,0.004761368036270142,0.004761368036270142,0.015625
21378,72,0,16,WRITE,1,0.011905759572982788,0.011905759572982788,0.03125
21378,72,0,16,conditional,1,0.011905759572982788,0.011905759572982788,0.03125
21378,72,0,16,composition,1,0.011905759572982788,0.011905759572982788,0.03125
21378,72,0,16,random,5,0.002892792224884033,0.002892792224884033,0.0
21378,72,0,24,WRITE,1,0.00887686014175415,0.00887686014175415,0.015625
21378,72,0,24,conditional,1,0.00887686014175415,0.00887686014175415,0.015625
21378,72,0,24,composition,1,0.00887686014175415,0.00887686014175415,0.015625
21378,72,0,24,random,5,-0.004393130540847778,0.004393130540847778,0.015625
21378,72,0,32,WRITE,5,-2.384185791015625e-07,2.384185791015625e-07,-0.015625
21378,72,0,32,conditional,5,-2.384185791015625e-07,2.384185791015625e-07,-0.015625
21378,72,0,32,composition,5,-2.384185791015625e-07,2.384185791015625e-07,-0.015625
21378,72,0,32,random,3,0.0020921826362609863,0.0020921826362609863,0.0
24805,5,1,8,WRITE,6,0.006364047527313232,0.006364047527313232,0.0
24805,5,1,8,conditional,6,0.006364047527313232,0.006364047527313232,0.0
24805,5,1,8,composition,6,0.006364047527313232,0.006364047527313232,0.0
24805,5,1,8,random,0,-2.47955322265625e-05,2.47955322265625e-05,0.0
24805,5,1,16,WRITE,2,-0.024342238903045654,0.024342238903045654,-0.078125
24805,5,1,16,conditional,2,-0.024342238903045654,0.024342238903045654,-0.078125
24805,5,1,16,composition,2,-0.024342238903045654,0.024342238903045654,-0.078125
24805,5,1,16,random,3,-0.009462356567382812,0.009462356567382812,-0.03125
24805,5,1,24,WRITE,3,-0.0005512237548828125,0.0005512237548828125,0.0
24805,5,1,24,conditional,3,-0.0005512237548828125,0.0005512237548828125,0.0
24805,5,1,24,composition,3,-0.0005512237548828125,0.0005512237548828125,0.0
24805,5,1,24,random,4,0.0005488395690917969,0.0005488395690917969,0.0
24805,5,1,32,WRITE,6,-0.004800319671630859,0.004800319671630859,0.015625
24805,5,1,32,conditional,6,-0.004800319671630859,0.004800319671630859,0.015625
24805,5,1,32,composition,6,-0.004800319671630859,0.004800319671630859,0.015625
24805,5,1,32,random,0,-0.0035306215286254883,0.0035306215286254883,0.0
27476,97,0,8,WRITE,4,0.0003948211669921875,0.0003948211669921875,0.0
27476,97,0,8,conditional,4,0.0003948211669921875,0.0003948211669921875,0.0
27476,97,0,8,composition,4,0.0003948211669921875,0.0003948211669921875,0.0
27476,97,0,8,random,7,0.000216752290725708,0.000216752290725708,0.0
27476,97,0,16,WRITE,1,0.021962612867355347,0.021962612867355347,-0.0625
27476,97,0,16,conditional,1,0.021962612867355347,0.021962612867355347,-0.0625
27476,97,0,16,composition,1,0.021962612867355347,0.021962612867355347,-0.0625
27476,97,0,16,random,1,0.021962612867355347,0.021962612867355347,-0.0625
27476,97,0,24,WRITE,2,-0.016072958707809448,0.016072958707809448,-0.0625
27476,97,0,24,conditional,2,-0.016072958707809448,0.016072958707809448,-0.0625
27476,97,0,24,composition,2,-0.016072958707809448,0.016072958707809448,-0.0625
27476,97,0,24,random,6,0.004309803247451782,0.004309803247451782,0.015625
27476,97,0,32,WRITE,0,0.00014078617095947266,0.00014078617095947266,0.0
27476,97,0,32,conditional,4,0.004392534494400024,0.004392534494400024,0.03125
27476,97,0,32,composition,4,0.004392534494400024,0.004392534494400024,0.03125
27476,97,0,32,random,6,0.007441192865371704,0.007441192865371704,0.03125
32992,66,0,8,WRITE,5,-0.0004467964172363281,0.0004467964172363281,0.0
32992,66,0,8,conditional,5,-0.0004467964172363281,0.0004467964172363281,0.0
32992,66,0,8,composition,5,-0.0004467964172363281,0.0004467964172363281,0.0
32992,66,0,8,random,7,-0.011719346046447754,0.011719346046447754,-0.015625
32992,66,0,16,WRITE,4,-0.007211923599243164,0.007211923599243164,-0.03125
32992,66,0,16,conditional,4,-0.007211923599243164,0.007211923599243164,-0.03125
32992,66,0,16,composition,4,-0.007211923599243164,0.007211923599243164,-0.03125
32992,66,0,16,random,0,-0.01702296733856201,0.01702296733856201,-0.0625
32992,66,0,24,WRITE,0,-0.010403752326965332,0.010403752326965332,-0.03125
32992,66,0,24,conditional,0,-0.010403752326965332,0.010403752326965332,-0.03125
32992,66,0,24,composition,0,-0.010403752326965332,0.010403752326965332,-0.03125
32992,66,0,24,random,2,-0.011208176612854004,0.011208176612854004,-0.015625
32992,66,0,32,WRITE,5,-0.01010119915008545,0.01010119915008545,-0.046875
32992,66,0,32,conditional,5,-0.01010119915008545,0.01010119915008545,-0.046875
32992,66,0,32,composition,5,-0.01010119915008545,0.01010119915008545,-0.046875
32992,66,0,32,random,5,-0.01010119915008545,0.01010119915008545,-0.046875
36539,9,1,8,WRITE,5,-0.0030739307403564453,0.0030739307403564453,-0.015625
36539,9,1,8,conditional,5,-0.0030739307403564453,0.0030739307403564453,-0.015625
36539,9,1,8,composition,5,-0.0030739307403564453,0.0030739307403564453,-0.015625
36539,9,1,8,random,7,-0.004642605781555176,0.004642605781555176,-0.015625
36539,9,1,16,WRITE,6,0.004564344882965088,0.004564344882965088,0.0
36539,9,1,16,conditional,6,0.004564344882965088,0.004564344882965088,0.0
36539,9,1,16,composition,6,0.004564344882965088,0.004564344882965088,0.0
36539,9,1,16,random,2,0.0016141533851623535,0.0016141533851623535,0.0
36539,9,1,24,WRITE,6,-0.004290640354156494,0.004290640354156494,-0.015625
36539,9,1,24,conditional,6,-0.004290640354156494,0.004290640354156494,-0.015625
36539,9,1,24,composition,6,-0.004290640354156494,0.004290640354156494,-0.015625
36539,9,1,24,random,2,0.0030403733253479004,0.0030403733253479004,0.0
36539,9,1,32,WRITE,4,-0.012167036533355713,0.012167036533355713,-0.046875
36539,9,1,32,conditional,4,-0.012167036533355713,0.012167036533355713,-0.046875
36539,9,1,32,composition,4,-0.012167036533355713,0.012167036533355713,-0.046875
36539,9,1,32,random,7,-0.005209863185882568,0.005209863185882568,-0.015625
40051,63,0,8,WRITE,6,0.00487828254699707,0.00487828254699707,0.0078125
40051,63,0,8,conditional,6,0.00487828254699707,0.00487828254699707,0.0078125
40051,63,0,8,composition,6,0.00487828254699707,0.00487828254699707,0.0078125
40051,63,0,8,random,5,0.007338881492614746,0.007338881492614746,0.0078125
40051,63,0,16,WRITE,2,-0.008618950843811035,0.008618950843811035,-0.0390625
40051,63,0,16,conditional,2,-0.008618950843811035,0.008618950843811035,-0.0390625
40051,63,0,16,composition,2,-0.008618950843811035,0.008618950843811035,-0.0390625
40051,63,0,16,random,1,0.004159808158874512,0.004159808158874512,-0.0078125
40051,63,0,24,WRITE,0,0.019452929496765137,0.019452929496765137,0.0234375
40051,63,0,24,conditional,0,0.019452929496765137,0.019452929496765137,0.0234375
40051,63,0,24,composition,0,0.019452929496765137,0.019452929496765137,0.0234375
40051,63,0,24,random,3,-0.00616145133972168,0.00616145133972168,-0.0078125
40051,63,0,32,WRITE,7,0.01738560199737549,0.01738560199737549,0.0234375
40051,63,0,32,conditional,7,0.01738560199737549,0.01738560199737549,0.0234375
40051,63,0,32,composition,7,0.01738560199737549,0.01738560199737549,0.0234375
40051,63,0,32,random,4,0.01645505428314209,0.01645505428314209,0.015625
49258,18,1,8,WRITE,3,-0.0019779205322265625,0.0019779205322265625,0.0
49258,18,1,8,conditional,3,-0.0019779205322265625,0.0019779205322265625,0.0
49258,18,1,8,composition,3,-0.0019779205322265625,0.0019779205322265625,0.0
49258,18,1,8,random,7,-0.0007037222385406494,0.0007037222385406494,0.0
49258,18,1,16,WRITE,5,0.0016533434391021729,0.0016533434391021729,0.015625
49258,18,1,16,conditional,5,0.0016533434391021729,0.0016533434391021729,0.015625
49258,18,1,16,composition,5,0.0016533434391021729,0.0016533434391021729,0.015625
49258,18,1,16,random,1,0.0006075501441955566,0.0006075501441955566,0.0
49258,18,1,24,WRITE,6,-0.016320139169692993,0.016320139169692993,-0.046875
49258,18,1,24,conditional,6,-0.016320139169692993,0.016320139169692993,-0.046875
49258,18,1,24,composition,6,-0.016320139169692993,0.016320139169692993,-0.046875
49258,18,1,24,random,1,-0.01260995864868164,0.01260995864868164,-0.03125
49258,18,1,32,WRITE,2,-0.00587773323059082,0.00587773323059082,0.0
49258,18,1,32,conditional,2,-0.00587773323059082,0.00587773323059082,0.0
49258,18,1,32,composition,2,-0.00587773323059082,0.00587773323059082,0.0
49258,18,1,32,random,6,-0.013731986284255981,0.013731986284255981,-0.0625
61747,52,1,8,WRITE,2,-0.00025463104248046875,0.00025463104248046875,0.0
61747,52,1,8,conditional,2,-0.00025463104248046875,0.00025463104248046875,0.0
61747,52,1,8,composition,2,-0.00025463104248046875,0.00025463104248046875,0.0
61747,52,1,8,random,6,-0.00244140625,0.00244140625,0.0
61747,52,1,16,WRITE,2,0.009532809257507324,0.009532809257507324,0.015625
61747,52,1,16,conditional,2,0.009532809257507324,0.009532809257507324,0.015625
61747,52,1,16,composition,2,0.009532809257507324,0.009532809257507324,0.015625
61747,52,1,16,random,5,0.019342660903930664,0.019342660903930664,0.03125
61747,52,1,24,WRITE,2,0.020796537399291992,0.020796537399291992,0.03125
61747,52,1,24,conditional,2,0.020796537399291992,0.020796537399291992,0.03125
61747,52,1,24,composition,2,0.020796537399291992,0.020796537399291992,0.03125
61747,52,1,24,random,0,-0.00018095970153808594,0.00018095970153808594,0.0
61747,52,1,32,WRITE,1,0.002580404281616211,0.002580404281616211,0.0
61747,52,1,32,conditional,3,0.00020515918731689453,0.00020515918731689453,-0.03125
61747,52,1,32,composition,4,0.013782024383544922,0.013782024383544922,0.015625
61747,52,1,32,random,0,-0.0036962032318115234,0.0036962032318115234,-0.015625
66064,74,0,8,WRITE,7,0.0017377138137817383,0.0017377138137817383,0.0
66064,74,0,8,conditional,4,-0.0010898113250732422,0.0010898113250732422,0.0
66064,74,0,8,composition,4,-0.0010898113250732422,0.0010898113250732422,0.0
66064,74,0,8,random,1,0.0027680397033691406,0.0027680397033691406,0.0
66064,74,0,16,WRITE,6,-0.0026503801345825195,0.0026503801345825195,0.015625
66064,74,0,16,conditional,6,-0.0026503801345825195,0.0026503801345825195,0.015625
66064,74,0,16,composition,6,-0.0026503801345825195,0.0026503801345825195,0.015625
66064,74,0,16,random,3,-0.004120469093322754,0.004120469093322754,0.0
66064,74,0,24,WRITE,2,0.00876164436340332,0.00876164436340332,0.015625
66064,74,0,24,conditional,2,0.00876164436340332,0.00876164436340332,0.015625
66064,74,0,24,composition,2,0.00876164436340332,0.00876164436340332,0.015625
66064,74,0,24,random,6,0.007716536521911621,0.007716536521911621,0.0
66064,74,0,32,WRITE,7,-0.009095430374145508,0.009095430374145508,-0.03125
66064,74,0,32,conditional,7,-0.009095430374145508,0.009095430374145508,-0.03125
66064,74,0,32,composition,7,-0.009095430374145508,0.009095430374145508,-0.03125
66064,74,0,32,random,0,0.0002149343490600586,0.0002149343490600586,0.0
71682,54,0,8,WRITE,1,-0.009304404258728027,0.009304404258728027,-0.015625
71682,54,0,8,conditional,1,-0.009304404258728027,0.009304404258728027,-0.015625
71682,54,0,8,composition,1,-0.009304404258728027,0.009304404258728027,-0.015625
71682,54,0,8,random,2,-0.010702967643737793,0.010702967643737793,-0.015625
71682,54,0,16,WRITE,1,-0.014503836631774902,0.014503836631774902,-0.03125
71682,54,0,16,conditional,1,-0.014503836631774902,0.014503836631774902,-0.03125
71682,54,0,16,composition,1,-0.014503836631774902,0.014503836631774902,-0.03125
71682,54,0,16,random,5,-0.017855167388916016,0.017855167388916016,-0.03125
71682,54,0,24,WRITE,1,-0.02774810791015625,0.02774810791015625,-0.03125
71682,54,0,24,conditional,1,-0.02774810791015625,0.02774810791015625,-0.03125
71682,54,0,24,composition,1,-0.02774810791015625,0.02774810791015625,-0.03125
71682,54,0,24,random,3,0.002843141555786133,0.002843141555786133,0.0
71682,54,0,32,WRITE,0,0.016005277633666992,0.016005277633666992,0.015625
71682,54,0,32,conditional,2,0.005912661552429199,0.005912661552429199,0.0
71682,54,0,32,composition,2,0.005912661552429199,0.005912661552429199,0.0
71682,54,0,32,random,6,-0.0017699003219604492,0.0017699003219604492,0.0
72811,58,1,8,WRITE,7,0.003537118434906006,0.003537118434906006,0.015625
72811,58,1,8,conditional,7,0.003537118434906006,0.003537118434906006,0.015625
72811,58,1,8,composition,7,0.003537118434906006,0.003537118434906006,0.015625
72811,58,1,8,random,0,0.00018098950386047363,0.00018098950386047363,0.0
72811,58,1,16,WRITE,3,0.04611961543560028,0.04611961543560028,0.203125
72811,58,1,16,conditional,3,0.04611961543560028,0.04611961543560028,0.203125
72811,58,1,16,composition,3,0.04611961543560028,0.04611961543560028,0.203125
72811,58,1,16,random,3,0.04611961543560028,0.04611961543560028,0.203125
72811,58,1,24,WRITE,0,-0.016979575157165527,0.016979575157165527,0.015625
72811,58,1,24,conditional,0,-0.016979575157165527,0.016979575157165527,0.015625
72811,58,1,24,composition,0,-0.016979575157165527,0.016979575157165527,0.015625
72811,58,1,24,random,1,0.00028637051582336426,0.00028637051582336426,0.0
72811,58,1,32,WRITE,7,-0.0010464787483215332,0.0010464787483215332,0.015625
72811,58,1,32,conditional,7,-0.0010464787483215332,0.0010464787483215332,0.015625
72811,58,1,32,composition,7,-0.0010464787483215332,0.0010464787483215332,0.015625
72811,58,1,32,random,1,0.0030251145362854004,0.0030251145362854004,0.015625
84258,4,1,8,WRITE,1,0.007043719291687012,0.007043719291687012,0.015625
84258,4,1,8,conditional,1,0.007043719291687012,0.007043719291687012,0.015625
84258,4,1,8,composition,1,0.007043719291687012,0.007043719291687012,0.015625
84258,4,1,8,random,5,0.002204596996307373,0.002204596996307373,0.0
84258,4,1,16,WRITE,1,-0.009602844715118408,0.009602844715118408,-0.0625
84258,4,1,16,conditional,1,-0.009602844715118408,0.009602844715118408,-0.0625
84258,4,1,16,composition,1,-0.009602844715118408,0.009602844715118408,-0.0625
84258,4,1,16,random,3,-0.005839169025421143,0.005839169025421143,-0.015625
84258,4,1,24,WRITE,1,0.0021713972091674805,0.0021713972091674805,0.015625
84258,4,1,24,conditional,1,0.0021713972091674805,0.0021713972091674805,0.015625
84258,4,1,24,composition,1,0.0021713972091674805,0.0021713972091674805,0.015625
84258,4,1,24,random,3,-0.0006414651870727539,0.0006414651870727539,0.0
84258,4,1,32,WRITE,4,-0.0033515095710754395,0.0033515095710754395,-0.015625
84258,4,1,32,conditional,4,-0.0033515095710754395,0.0033515095710754395,-0.015625
84258,4,1,32,composition,4,-0.0033515095710754395,0.0033515095710754395,-0.015625
84258,4,1,32,random,3,-0.004942715167999268,0.004942715167999268,-0.03125
95476,27,1,8,WRITE,4,0.011597275733947754,0.011597275733947754,0.015625
95476,27,1,8,conditional,2,0.012575984001159668,0.012575984001159668,0.015625
95476,27,1,8,composition,2,0.012575984001159668,0.012575984001159668,0.015625
95476,27,1,8,random,5,-0.0011856555938720703,0.0011856555938720703,0.0
95476,27,1,16,WRITE,4,-0.010879874229431152,0.010879874229431152,-0.046875
95476,27,1,16,conditional,4,-0.010879874229431152,0.010879874229431152,-0.046875
95476,27,1,16,composition,4,-0.010879874229431152,0.010879874229431152,-0.046875
95476,27,1,16,random,1,0.0022568702697753906,0.0022568702697753906,0.0
95476,27,1,24,WRITE,6,0.015054106712341309,0.015054106712341309,0.03125
95476,27,1,24,conditional,6,0.015054106712341309,0.015054106712341309,0.03125
95476,27,1,24,composition,6,0.015054106712341309,0.015054106712341309,0.03125
95476,27,1,24,random,0,-0.0018312931060791016,0.0018312931060791016,0.0
95476,27,1,32,WRITE,2,0.009176969528198242,0.009176969528198242,0.0
95476,27,1,32,conditional,5,0.021244525909423828,0.021244525909423828,-0.015625
95476,27,1,32,composition,5,0.021244525909423828,0.021244525909423828,-0.015625
95476,27,1,32,random,5,0.021244525909423828,0.021244525909423828,-0.015625
96832,45,0,8,WRITE,5,0.008416950702667236,0.008416950702667236,0.015625
96832,45,0,8,conditional,5,0.008416950702667236,0.008416950702667236,0.015625
96832,45,0,8,composition,5,0.008416950702667236,0.008416950702667236,0.015625
96832,45,0,8,random,2,0.0002345442771911621,0.0002345442771911621,0.0
96832,45,0,16,WRITE,3,-0.005205273628234863,0.005205273628234863,0.0
96832,45,0,16,conditional,3,-0.005205273628234863,0.005205273628234863,0.0
96832,45,0,16,composition,3,-0.005205273628234863,0.005205273628234863,0.0
96832,45,0,16,random,2,-0.0018544793128967285,0.0018544793128967285,0.0
96832,45,0,24,WRITE,5,0.013025939464569092,0.013025939464569092,0.015625
96832,45,0,24,conditional,5,0.013025939464569092,0.013025939464569092,0.015625
96832,45,0,24,composition,5,0.013025939464569092,0.013025939464569092,0.015625
96832,45,0,24,random,6,0.012788593769073486,0.012788593769073486,0.015625
96832,45,0,32,WRITE,2,0.008240759372711182,0.008240759372711182,0.0
96832,45,0,32,conditional,2,0.008240759372711182,0.008240759372711182,0.0
96832,45,0,32,composition,2,0.008240759372711182,0.008240759372711182,0.0
96832,45,0,32,random,0,0.00979536771774292,0.00979536771774292,0.015625
98973,62,0,8,WRITE,6,-5.83654036745429e-06,5.83654036745429e-06,-0.015625
98973,62,0,8,conditional,6,-5.83654036745429e-06,5.83654036745429e-06,-0.015625
98973,62,0,8,composition,6,-5.83654036745429e-06,5.83654036745429e-06,-0.015625
98973,62,0,8,random,2,-1.3102428056299686e-05,1.3102428056299686e-05,-0.015625
98973,62,0,16,WRITE,5,-2.001086249947548e-05,2.001086249947548e-05,-0.03125
98973,62,0,16,conditional,5,-2.001086249947548e-05,2.001086249947548e-05,-0.03125
98973,62,0,16,composition,5,-2.001086249947548e-05,2.001086249947548e-05,-0.03125
98973,62,0,16,random,0,4.168949089944363e-06,4.168949089944363e-06,0.0
98973,62,0,24,WRITE,5,-4.526285920292139e-06,4.526285920292139e-06,0.0
98973,62,0,24,conditional,5,-4.526285920292139e-06,4.526285920292139e-06,0.0
98973,62,0,24,composition,5,-4.526285920292139e-06,4.526285920292139e-06,0.0
98973,62,0,24,random,7,-2.382439561188221e-07,2.382439561188221e-07,0.0
98973,62,0,32,WRITE,0,1.0601128451526165e-05,1.0601128451526165e-05,0.03125
98973,62,0,32,conditional,4,5.407893331721425e-05,5.407893331721425e-05,0.125
98973,62,0,32,composition,4,5.407893331721425e-05,5.407893331721425e-05,0.125
98973,62,0,32,random,6,2.9302318580448627e-05,2.9302318580448627e-05,0.0625
103558,104,0,8,WRITE,6,-0.012583613395690918,0.012583613395690918,-0.015625
103558,104,0,8,conditional,6,-0.012583613395690918,0.012583613395690918,-0.015625
103558,104,0,8,composition,6,-0.012583613395690918,0.012583613395690918,-0.015625
103558,104,0,8,random,3,-0.014058470726013184,0.014058470726013184,-0.015625
103558,104,0,16,WRITE,4,0.26038992404937744,0.26038992404937744,0.234375
103558,104,0,16,conditional,4,0.26038992404937744,0.26038992404937744,0.234375
103558,104,0,16,composition,4,0.26038992404937744,0.26038992404937744,0.234375
103558,104,0,16,random,6,0.0016540288925170898,0.0016540288925170898,0.0
103558,104,0,24,WRITE,4,0.07657968997955322,0.07657968997955322,0.078125
103558,104,0,24,conditional,4,0.07657968997955322,0.07657968997955322,0.078125
103558,104,0,24,composition,4,0.07657968997955322,0.07657968997955322,0.078125
103558,104,0,24,random,0,-0.00014293193817138672,0.00014293193817138672,0.0
103558,104,0,32,WRITE,1,-0.004936933517456055,0.004936933517456055,-0.015625
103558,104,0,32,conditional,6,-0.01686680316925049,0.01686680316925049,0.0
103558,104,0,32,composition,6,-0.01686680316925049,0.01686680316925049,0.0
103558,104,0,32,random,6,-0.01686680316925049,0.01686680316925049,0.0
109894,81,0,8,WRITE,6,0.0006210803985595703,0.0006210803985595703,0.0
109894,81,0,8,conditional,6,0.0006210803985595703,0.0006210803985595703,0.0
109894,81,0,8,composition,6,0.0006210803985595703,0.0006210803985595703,0.0
109894,81,0,8,random,6,0.0006210803985595703,0.0006210803985595703,0.0
109894,81,0,16,WRITE,4,-0.04015922546386719,0.04015922546386719,-0.0625
109894,81,0,16,conditional,4,-0.04015922546386719,0.04015922546386719,-0.0625
109894,81,0,16,composition,4,-0.04015922546386719,0.04015922546386719,-0.0625
109894,81,0,16,random,1,-0.010366320610046387,0.010366320610046387,-0.03125
109894,81,0,24,WRITE,4,-0.2875288724899292,0.2875288724899292,-0.453125
109894,81,0,24,conditional,4,-0.2875288724899292,0.2875288724899292,-0.453125
109894,81,0,24,composition,4,-0.2875288724899292,0.2875288724899292,-0.453125
109894,81,0,24,random,7,-0.0011466741561889648,0.0011466741561889648,0.0
109894,81,0,32,WRITE,4,-0.0046503543853759766,0.0046503543853759766,0.015625
109894,81,0,32,conditional,7,-0.0066345930099487305,0.0066345930099487305,0.03125
109894,81,0,32,composition,7,-0.0066345930099487305,0.0066345930099487305,0.03125
109894,81,0,32,random,1,-0.00797581672668457,0.00797581672668457,0.0
122839,77,0,8,WRITE,7,-0.0011731386184692383,0.0011731386184692383,0.0
122839,77,0,8,conditional,5,-0.0018086433410644531,0.0018086433410644531,0.0
122839,77,0,8,composition,5,-0.0018086433410644531,0.0018086433410644531,0.0
122839,77,0,8,random,3,-0.0006022453308105469,0.0006022453308105469,0.0
122839,77,0,16,WRITE,0,-0.03410625457763672,0.03410625457763672,-0.109375
122839,77,0,16,conditional,0,-0.03410625457763672,0.03410625457763672,-0.109375
122839,77,0,16,composition,0,-0.03410625457763672,0.03410625457763672,-0.109375
122839,77,0,16,random,4,-0.007008790969848633,0.007008790969848633,-0.015625
122839,77,0,24,WRITE,3,0.020232796669006348,0.020232796669006348,0.0
122839,77,0,24,conditional,3,0.020232796669006348,0.020232796669006348,0.0
122839,77,0,24,composition,3,0.020232796669006348,0.020232796669006348,0.0
122839,77,0,24,random,3,0.020232796669006348,0.020232796669006348,0.0
122839,77,0,32,WRITE,7,0.005766868591308594,0.005766868591308594,0.0
122839,77,0,32,conditional,7,0.005766868591308594,0.005766868591308594,0.0
122839,77,0,32,composition,7,0.005766868591308594,0.005766868591308594,0.0
122839,77,0,32,random,7,0.005766868591308594,0.005766868591308594,0.0
124599,26,1,8,WRITE,7,0.00031748414039611816,0.00031748414039611816,0.015625
124599,26,1,8,conditional,7,0.00031748414039611816,0.00031748414039611816,0.015625
124599,26,1,8,composition,7,0.00031748414039611816,0.00031748414039611816,0.015625
124599,26,1,8,random,0,0.0003772713243961334,0.0003772713243961334,0.015625
124599,26,1,16,WRITE,7,-0.0002723969519138336,0.0002723969519138336,-0.046875
124599,26,1,16,conditional,7,-0.0002723969519138336,0.0002723969519138336,-0.046875
124599,26,1,16,composition,7,-0.0002723969519138336,0.0002723969519138336,-0.046875
124599,26,1,16,random,3,0.0005510691553354263,0.0005510691553354263,0.015625
124599,26,1,24,WRITE,7,0.0005501378327608109,0.0005501378327608109,0.015625
124599,26,1,24,conditional,7,0.0005501378327608109,0.0005501378327608109,0.015625
124599,26,1,24,composition,7,0.0005501378327608109,0.0005501378327608109,0.015625
124599,26,1,24,random,6,0.00028968602418899536,0.00028968602418899536,0.015625
124599,26,1,32,WRITE,2,0.0005152355879545212,0.0005152355879545212,0.03125
124599,26,1,32,conditional,2,0.0005152355879545212,0.0005152355879545212,0.03125
124599,26,1,32,composition,4,0.0013783574104309082,0.0013783574104309082,0.109375
124599,26,1,32,random,3,0.0010501760989427567,0.0010501760989427567,0.046875
128142,12,1,8,WRITE,0,-0.014159798622131348,0.014159798622131348,-0.015625
128142,12,1,8,conditional,0,-0.014159798622131348,0.014159798622131348,-0.015625
128142,12,1,8,composition,0,-0.014159798622131348,0.014159798622131348,-0.015625
128142,12,1,8,random,0,-0.014159798622131348,0.014159798622131348,-0.015625
128142,12,1,16,WRITE,5,-0.05213606357574463,0.05213606357574463,-0.078125
