model,scope,metric,layers,real_layer_mean,hall_layer_mean,hall_minus_real,hall_higher_layers,mixed_images,paired_mean_hall_minus_real
qwen2_5_vl_7b,all,offdiag_ratio,28,0.7620471595201649,0.763156007013189,0.0011088474930242207,15,95,-0.0001947078061667856
qwen2_5_vl_7b,all,rank,28,348.9075546719682,353.7786885245901,4.871133852621995,28,95,0.0
qwen2_5_vl_7b,all,scalar_error_full,28,0.9364824174652403,0.9368194319646668,0.00033701449942622315,15,95,0.0005490305248728283
qwen2_5_vl_7b,all,scalar_error_projected,28,0.7656390143896742,0.7668086964715174,0.0011696820818431982,16,95,-0.00010246206372055289
qwen2_5_vl_7b,all,sigma_B_cv,28,0.790424501072948,0.7862174329771124,-0.0042070680958356515,15,95,-0.004943842146456942
qwen2_5_vl_7b,all,sigma_B_p90_p10,28,9.96336721093354,9.92086362223377,-0.042503588699772124,15,95,-0.03766036698306181
qwen2_5_vl_7b,all,sigma_Y_cv,28,0.47336958749229857,0.4742999132968427,0.0009303258045441275,17,95,0.0008656831057416698
qwen2_5_vl_7b,all,sigma_Y_p90_p10,28,2.7798626284189036,2.774765850958701,-0.005096777460202222,18,95,-0.005180200170835818
qwen2_5_vl_7b,all,span_c,28,-0.17410803609961994,-0.17441375702113607,-0.0003057209215160845,11,95,-0.00039970025076866724
qwen2_5_vl_7b,train,leakage_ratio,28,0.8599306488764542,0.8597016185937693,-0.00022903028268501737,10,83,0.0009231790258542892
qwen2_5_vl_7b,train,offdiag_ratio,28,0.7618710701128802,0.7632669312411139,0.001395861128233549,16,83,-0.00030148550463957583
qwen2_5_vl_7b,train,rank,28,347.34335839599004,353.7222222222223,6.378863826232248,28,83,0.0
qwen2_5_vl_7b,train,scalar_error_full,28,0.9366043262766575,0.9369966794079512,0.0003923531312936942,14,83,0.0005535970358792385
qwen2_5_vl_7b,train,scalar_error_projected,28,0.7654718556432718,0.7669351275513266,0.0014632719080548378,15,83,-0.00018216218276247573
qwen2_5_vl_7b,train,sigma_B_cv,28,0.7894946250747523,0.7872573839054916,-0.0022372411692605254,15,83,-0.003165049776557527
qwen2_5_vl_7b,train,sigma_B_p90_p10,28,9.93837816527213,9.935492012648732,-0.0028861526233996087,16,83,-0.00972338737309074
qwen2_5_vl_7b,train,sigma_Y_cv,28,0.4725356575825576,0.4750335406542035,0.002497883071645993,18,83,0.0013471000499295528
qwen2_5_vl_7b,train,sigma_Y_p90_p10,28,2.7729206050219726,2.775498616897587,0.0025780118756149766,19,83,-0.00260595144248384
qwen2_5_vl_7b,train,span_c,28,-0.17401675004874853,-0.17455655286003996,-0.0005398028112914647,11,83,-0.0009670253558890542
qwen2_5_vl_7b,test,leakage_ratio,28,0.8577184183156449,0.8585554344852929,0.0008370161696480456,13,12,0.0024495557332630665
qwen2_5_vl_7b,test,offdiag_ratio,28,0.762722733303882,0.7623003058263417,-0.0004224274775403654,10,12,0.0005438379416033486
qwen2_5_vl_7b,test,rank,28,354.9086538461539,354.2142857142858,-0.6943681318681456,0,12,0.0
qwen2_5_vl_7b,test,scalar_error_full,28,0.9360147096214385,0.9354520945450435,-0.0005626150763951565,14,12,0.0005174454904118259
qwen2_5_vl_7b,test,scalar_error_projected,28,0.7662803253494295,0.7658333709987033,-0.0004469543507262391,9,12,0.0004487970929860791
qwen2_5_vl_7b,test,sigma_B_cv,28,0.7939920061044878,0.778194954386758,-0.015797051717729736,11,12,-0.017247156038261213
qwen2_5_vl_7b,test,sigma_B_p90_p10,28,10.05923864573069,9.80801603903264,-0.25122260669804763,9,12,-0.23089114261869512
qwen2_5_vl_7b,test,sigma_Y_cv,28,0.4765689916652472,0.4686405022543444,-0.007928489410902783,11,12,-0.002464117424891188
qwen2_5_vl_7b,test,sigma_Y_p90_p10,28,2.80649596818213,2.7691130851444354,-0.03738288303769401,7,12,-0.02298542054193699
qwen2_5_vl_7b,test,span_c,28,-0.1744582585447903,-0.17331218912102014,0.0011460694237701884,16,12,0.0035242983929806766
qwen3_vl_8b,all,leakage_ratio,36,0.8889708043409633,0.8877073531965949,-0.0012634511443685066,6,237,-0.0013247055500113182
qwen3_vl_8b,all,offdiag_ratio,36,0.7731052962795394,0.7729484502530853,-0.00015684602645410804,16,237,-0.00288746728846404
qwen3_vl_8b,all,rank,36,265.0384615384615,268.7927170868348,3.7542555483731803,36,237,0.0
qwen3_vl_8b,all,scalar_error_full,36,0.9513507320387092,0.9507875895090145,-0.0005631425296947798,12,237,-0.0009728314755669332
qwen3_vl_8b,all,scalar_error_projected,36,0.7782852492617,0.7782887469644437,3.497702743848135e-06,16,237,-0.0026407280841642105
qwen3_vl_8b,all,sigma_B_cv,36,0.8462045559359415,0.8520794822617179,0.0058749263257763034,21,237,0.005475062370598602
qwen3_vl_8b,all,sigma_B_p90_p10,36,10.603183945185455,10.712202984713755,0.10901903952830219,22,237,0.06468270986388294
qwen3_vl_8b,all,sigma_Y_cv,36,0.44703956491241126,0.4525540217364643,0.005514456824052939,22,237,0.003329643171138868
qwen3_vl_8b,all,sigma_Y_p90_p10,36,2.5508329311757363,2.584475271444549,0.03364234026881238,31,237,0.024053710078516102
qwen3_vl_8b,all,span_c,36,-0.1481149921378523,-0.1469138431446718,0.0012011489931805146,22,237,-0.0005614673723279123
qwen3_vl_8b,train,leakage_ratio,36,0.8892422543148056,0.8877039328265417,-0.001538321488263778,7,197,-0.0015689098479094654
qwen3_vl_8b,train,offdiag_ratio,36,0.7734931340983845,0.7721193378010923,-0.0013737962972922414,12,197,-0.003565698796549279
qwen3_vl_8b,train,rank,36,264.5277554304103,267.4866666666668,2.9589112362563696,36,197,0.0
qwen3_vl_8b,train,scalar_error_full,36,0.9515174126606539,0.9506833948770406,-0.0008340177836131915,10,197,-0.0011630367641149212
qwen3_vl_8b,train,scalar_error_projected,36,0.7786895595404703,0.777490220925976,-0.0011993386144944604,12,197,-0.003315853129142541
qwen3_vl_8b,train,sigma_B_cv,36,0.8459862983071796,0.8525854888298031,0.006599190522623408,19,197,0.005849019796086512
qwen3_vl_8b,train,sigma_B_p90_p10,36,10.597488289598822,10.684770481809158,0.08728219221033318,19,197,0.04625165453754461
qwen3_vl_8b,train,sigma_Y_cv,36,0.44702678013404207,0.4523258799055159,0.005299099771473829,22,197,0.00341629931885569
qwen3_vl_8b,train,sigma_Y_p90_p10,36,2.5485760594467686,2.579369956526258,0.030793897079489027,27,197,0.022252416429647197
qwen3_vl_8b,train,span_c,36,-0.14769899883116205,-0.1473094569392478,0.0003895418919142507,17,197,-0.001191031603704957
qwen3_vl_8b,test,leakage_ratio,36,0.8879064121722384,0.887725355144243,-0.00018105702799529425,14,40,-0.00012199938286294269
qwen3_vl_8b,test,offdiag_ratio,36,0.7715845315829317,0.7773122000004165,0.005727668417484785,31,40,0.0004528228888557633
qwen3_vl_8b,test,rank,36,267.04100946372245,275.66666666666663,8.625657202944296,36,40,0.0
qwen3_vl_8b,test,scalar_error_full,36,0.9506971547103892,0.9513359823088753,0.00063882759848601,24,40,-3.6070429468093065e-05
qwen3_vl_8b,test,scalar_error_projected,36,0.7766998938152913,0.7824915155879595,0.005791621772668101,30,40,0.0006842627623540697
qwen3_vl_8b,test,sigma_B_cv,36,0.8470603737042414,0.8494162897981113,0.0023559160938700146,28,40,0.003633322050070648
qwen3_vl_8b,test,sigma_B_p90_p10,36,10.625517383337442,10.856584578948482,0.23106719561104397,33,40,0.15545565734609926
qwen3_vl_8b,test,sigma_Y_cv,36,0.4470896957626099,0.4537547682151397,0.006665072452529784,30,40,0.0029028616436335194
qwen3_vl_8b,test,sigma_Y_p90_p10,36,2.559682431362195,2.611345349961872,0.051662918599677185,35,40,0.03292508129919548
qwen3_vl_8b,test,span_c,36,-0.149746158321499,-0.1448316652784823,0.0049144930430166925,31,40,0.0025391364672040315
