feature,layer,real_minus_hall,image_bootstrap_ci95_low,image_bootstrap_ci95_high,cohens_d_real_minus_hall,single_layer_real_positive_auroc
all_tokenwise,32,0.10035618187652684,0.07373252457636803,0.12806256325705356,0.41438092755978867,0.6137782142411772
union_tokenwise,1,0.17009140208664575,0.143482641973907,0.19625656669144967,0.694737427123614,0.6975682753460531
union_tokenwise,2,-0.007759820940819617,-0.017654207423340274,0.001969286941248231,-0.08691086330319288,0.4564300411522634
union_tokenwise,3,-0.01799139613505163,-0.023035490895006307,-0.012792808773854398,-0.3424850658761422,0.37622599451303157
union_tokenwise,4,0.012155052417456402,0.007157250055125175,0.017094389402918832,0.2330775081228744,0.560503959346552
union_tokenwise,5,0.026724297829248234,0.020499376350130175,0.03296081949463925,0.41174184253482277,0.6211544456914827
union_tokenwise,6,0.03855312422971535,0.030448376210786224,0.04658021123282203,0.47938420707451135,0.644536413517895
union_tokenwise,7,0.05085122415463528,0.04278090231824656,0.05870546408673088,0.6707366887998109,0.6952160493827161
union_tokenwise,8,0.04025064663905087,0.03242381570166129,0.047882936281579046,0.5226389185785003,0.6606684125202644
union_tokenwise,9,0.014046936336691518,0.009128480624548,0.018835494079041747,0.2831666052745718,0.589585671530116
union_tokenwise,10,0.023972511625149462,0.018280075410337274,0.029700007037674583,0.4518296337527637,0.6354462838259134
union_tokenwise,11,0.018219110500130142,0.013637704655453683,0.022752011526315452,0.3446046759858454,0.5917929292929294
union_tokenwise,12,0.02619664981233749,0.014558447413034173,0.037248420986559345,0.27584346780606117,0.6141164733757327
union_tokenwise,13,0.005951581525330929,-0.001287466010049859,0.01280115330871551,0.08416530048308501,0.5170937772789626
union_tokenwise,14,0.0015849425046632337,-0.004245999646090648,0.007464803878597318,0.026753931295076045,0.4987186681631126
union_tokenwise,15,0.038075260621078466,0.028705570505836928,0.04693364619132098,0.5274451265873658,0.6881515775034293
union_tokenwise,16,0.00637618752340674,0.002727761131397724,0.009944182391932462,0.16787262385135335,0.5467358772914329
union_tokenwise,17,0.029132669426576052,0.0234413313062193,0.03472158392040163,0.5193027777950138,0.6733897618156878
union_tokenwise,18,0.00966301044254797,0.00502213208539658,0.014189115832919895,0.18547255147244315,0.5424258012220975
union_tokenwise,19,0.04911937911176317,0.04327166602307834,0.05478323207509785,0.7750348788505412,0.7380159620900362
union_tokenwise,20,0.01230238786826432,0.009091888306389859,0.015344119734074116,0.4107690514987082,0.6263530365382217
union_tokenwise,21,0.013485947040596413,0.008461908610114094,0.018764363154357137,0.23677370385314578,0.5462565469509915
union_tokenwise,22,0.014715919583433823,0.011492495616340392,0.0179006586440173,0.40236155465328527,0.6263280957725401
union_tokenwise,23,0.014137042025323676,0.008705820359259063,0.019150021668130627,0.27090392899939214,0.6032765930914079
union_tokenwise,24,0.012583248655904433,0.009397502275241443,0.015809675974725053,0.34541211453189535,0.6325258760443945
union_tokenwise,25,0.005821116414134353,0.00046243456431878534,0.010871791652270988,0.11557274564712319,0.5300458286569398
union_tokenwise,26,0.013379806139026618,0.006036573280543888,0.0207023374481583,0.15125979541625473,0.5577425489462526
union_tokenwise,27,0.0005865262100090418,-0.004075495426342258,0.005122052929516197,0.012903033698046264,0.4900252525252525
union_tokenwise,28,-0.0007013897094813037,-0.003008164722802157,0.0015870439701842077,-0.027583456231638142,0.4812687055742611
union_tokenwise,29,0.021466378848811585,0.0175428487102822,0.0256792155292073,0.3623642891096578,0.6158981793241053
union_tokenwise,30,0.005418089211538996,0.002341835391166988,0.00857323508065976,0.1544419827103763,0.5273085796233944
union_tokenwise,31,-0.006610135845714571,-0.009115748664562912,-0.004120944198789858,-0.24604768794901716,0.37671156004489337
union_tokenwise,32,0.0724340086131785,0.04074812409713104,0.1053704664505878,0.2388075634040377,0.5486890510038658
union_aggregate,1,0.18968950566970544,0.15954264388476175,0.22055181870830404,0.6779519249468091,0.6909589724404539
union_aggregate,2,0.001413958248767,-0.009735755799994267,0.012025674050267169,0.014182314132095817,0.4894352475370994
union_aggregate,3,-0.01385008658624265,-0.01974857721865479,-0.007564989515615373,-0.246751960953171,0.4134337199152014
union_aggregate,4,0.01905548382638289,0.013457956677300978,0.02483113742601802,0.3091740649863916,0.5870495074198778
union_aggregate,5,0.029735721003025906,0.022664054693080662,0.03712580004807516,0.3720935620342444,0.6027918069584736
union_aggregate,6,0.06459509706130939,0.05394642904362343,0.0758096432808351,0.5839921818011609,0.6651063100137173
union_aggregate,7,0.0786608751211001,0.06759558352161435,0.09003261174039941,0.7645009465538577,0.7153939082179823
union_aggregate,8,0.05075546206423531,0.03886094847182023,0.06283774584752565,0.4673806531728485,0.6422917446065595
union_aggregate,9,0.02340076138023972,0.01654682982563364,0.030032333698516808,0.3451396921195042,0.6044425738870183
union_aggregate,10,0.04052039616888614,0.032426699362652,0.04826193267269984,0.5659602222188957,0.6663003491707196
union_aggregate,11,0.03156540283199516,0.024859503535539243,0.03817343966629935,0.4257947770685834,0.6154757451053747
union_aggregate,12,0.03730380562344182,0.02143436316272627,0.0521797496621157,0.2860640112193931,0.6152434842249657
union_aggregate,13,0.02257908507554418,0.012580254634908817,0.03227606494893947,0.23047597107660614,0.5700367876293803
union_aggregate,14,-0.0012974452127010316,-0.01032709620673473,0.007654921967778926,-0.014734491039085761,0.4820021199650829
union_aggregate,15,0.03686684243105076,0.023499015303972238,0.049457011560556645,0.36724922568879403,0.6515245043022821
union_aggregate,16,0.018442710371129878,0.012936099986798061,0.02399372868753733,0.3101725215525855,0.5858694974435715
union_aggregate,17,0.045666138734982153,0.03705380844960662,0.05424373810460194,0.533823312603154,0.6740319865319866
union_aggregate,18,-0.0005436766554008932,-0.006478008754190756,0.005345438404069869,-0.008041666393515754,0.46352413019079686
union_aggregate,19,0.06652473894509203,0.0582567362737943,0.07462468026847187,0.7313237234234277,0.7237576381094899
union_aggregate,20,0.01014470116733901,0.005939492554536153,0.014290619972707062,0.2598510858038981,0.5847409277964833
union_aggregate,21,0.012967000244442473,0.005242283968012132,0.020774261844125695,0.15493228508733045,0.5101415388452425
union_aggregate,22,0.016317015979125438,0.01205674794279583,0.02065918696133476,0.3116265298430844,0.5956166604314752
union_aggregate,23,0.016810461883793815,0.008289070444028546,0.024853135182300173,0.20395476104162827,0.5837994138920065
union_aggregate,24,0.014623470960642732,0.010360505727335947,0.018777552454067196,0.3034120426790483,0.6311572515276219
union_aggregate,25,0.0065429707763321465,-0.0031928417320059477,0.01575578160881696,0.08070538776691139,0.5392458535977054
union_aggregate,26,0.020039743573878332,0.008169244019940958,0.03198567524538023,0.14592627462810667,0.5665887267739119
union_aggregate,27,-0.00033326165857239243,-0.00824882141884101,0.007230554649968956,-0.004516810910552439,0.4721832522758449
union_aggregate,28,-0.005753163719919796,-0.009357981937422433,-0.0021651252966493157,-0.161760465046973,0.43080652201022573
union_aggregate,29,0.02674401175381258,0.02165172049658879,0.03223265920852139,0.34931711379842845,0.600545579249283
union_aggregate,30,0.008054568700693071,0.0029951665556263254,0.013305266966236923,0.14120732283183135,0.5173603317121835
union_aggregate,31,-0.02070319374164048,-0.026903729407321962,-0.014580633829323833,-0.3569079202272623,0.3625545579249283
union_aggregate,32,-0.01420179360016216,-0.06487773376506732,0.03750148699837744,-0.030543310548510644,0.4573809078438708
