model,label,layer,n_mentions,mean,q25,median,q75,raw_q_softmax_js_real_auroc
internvl_2_5_8b,HALL,25,1766,0.3115834593772888,0.2690432071685791,0.31819748878479004,0.36090585589408875,0.4473919115974613
internvl_2_5_8b,HALL,26,1766,0.31114649772644043,0.2586251497268677,0.31559303402900696,0.3680735230445862,0.5174961091110323
internvl_2_5_8b,HALL,27,1766,0.27835679054260254,0.22221170365810394,0.2815648913383484,0.33423253893852234,0.5384051962081271
internvl_2_5_8b,HALL,28,1766,0.2602313160896301,0.19467326998710632,0.2617299258708954,0.32291078567504883,0.48842456990561567
internvl_2_5_8b,HALL,29,1766,0.30334770679473877,0.26118192076683044,0.3115066885948181,0.35240668058395386,0.49331930426043413
internvl_2_5_8b,HALL,30,1766,0.268266886472702,0.23123760521411896,0.27167683839797974,0.3091267943382263,0.45249466245851144
internvl_2_5_8b,HALL,31,1766,0.2709895670413971,0.2308720499277115,0.2747567594051361,0.3156445622444153,0.5067826357272287
internvl_2_5_8b,HALL,32,1766,0.20693126320838928,0.16408368945121765,0.20873098075389862,0.247514009475708,0.5666783849487393
internvl_2_5_8b,REAL,1,9993,0.14170631766319275,0.11307525634765625,0.13591992855072021,0.16527731716632843,0.5201112749479562
internvl_2_5_8b,REAL,2,9993,0.20738086104393005,0.17914757132530212,0.20453251898288727,0.2327631264925003,0.5083539224909306
internvl_2_5_8b,REAL,3,9993,0.21764245629310608,0.18123391270637512,0.21297109127044678,0.24920369684696198,0.5187617742385695
internvl_2_5_8b,REAL,4,9993,0.18695110082626343,0.1573200225830078,0.18334327638149261,0.21264158189296722,0.5746302989669212
internvl_2_5_8b,REAL,5,9993,0.17255203425884247,0.14283441007137299,0.16762052476406097,0.19743475317955017,0.6293277604629015
internvl_2_5_8b,REAL,6,9993,0.18418245017528534,0.15396283566951752,0.1806752234697342,0.2107282429933548,0.5825791814179325
internvl_2_5_8b,REAL,7,9993,0.16919784247875214,0.1367533951997757,0.1626691073179245,0.1953606754541397,0.6178527687387967
internvl_2_5_8b,REAL,8,9993,0.19029074907302856,0.1556800752878189,0.18559199571609497,0.22193953394889832,0.5326378521590255
internvl_2_5_8b,REAL,9,9993,0.1592099368572235,0.12921065092086792,0.15614472329616547,0.18537630140781403,0.6204927537611549
internvl_2_5_8b,REAL,10,9993,0.20229755342006683,0.16949641704559326,0.20126190781593323,0.23410531878471375,0.4871655628928925
internvl_2_5_8b,REAL,11,9993,0.19137080013751984,0.15093210339546204,0.1879919171333313,0.2290455847978592,0.5049517674829912
internvl_2_5_8b,REAL,12,9993,0.2117791324853897,0.17536894977092743,0.21069306135177612,0.24749097228050232,0.4759327848860001
internvl_2_5_8b,REAL,13,9993,0.23168058693408966,0.1897839605808258,0.2313147783279419,0.2723982632160187,0.3909217482815547
internvl_2_5_8b,REAL,14,9993,0.2265753448009491,0.19087357819080353,0.22464577853679657,0.26053041219711304,0.5338728332936113
internvl_2_5_8b,REAL,15,9993,0.23575399816036224,0.19718274474143982,0.23537731170654297,0.27523648738861084,0.4497950660592653
internvl_2_5_8b,REAL,16,9993,0.24408851563930511,0.20123356580734253,0.24318203330039978,0.2864493727684021,0.34678870339475454
internvl_2_5_8b,REAL,17,9993,0.25416505336761475,0.21775713562965393,0.25478148460388184,0.29112598299980164,0.41945131694111126
internvl_2_5_8b,REAL,18,9993,0.2813129723072052,0.24403579533100128,0.2850360572338104,0.32193756103515625,0.5193890536512592
internvl_2_5_8b,REAL,19,9993,0.248151496052742,0.21678033471107483,0.24928182363510132,0.28007322549819946,0.3909503923414567
internvl_2_5_8b,REAL,20,9993,0.2620200514793396,0.22849814593791962,0.2639252543449402,0.29641997814178467,0.38709888541458065
internvl_2_5_8b,REAL,21,9993,0.2628740072250366,0.22779856622219086,0.26392894983291626,0.30012065172195435,0.4415523765843339
internvl_2_5_8b,REAL,22,9993,0.28246983885765076,0.24451284110546112,0.2817654013633728,0.320482075214386,0.43964489752113
internvl_2_5_8b,REAL,23,9993,0.2912175953388214,0.2480989396572113,0.2923315763473511,0.33566567301750183,0.5029154043164303
internvl_2_5_8b,REAL,24,9993,0.2719106674194336,0.22821897268295288,0.2709213197231293,0.31502509117126465,0.49274715970488514
internvl_2_5_8b,REAL,25,9993,0.3026282787322998,0.2637944519519806,0.304391086101532,0.3432179093360901,0.4473919115974613
internvl_2_5_8b,REAL,26,9993,0.3169533610343933,0.2763609290122986,0.3215488791465759,0.36174410581588745,0.5174961091110323
internvl_2_5_8b,REAL,27,9993,0.28853121399879456,0.25064781308174133,0.29060959815979004,0.3278259336948395,0.5384051962081271
internvl_2_5_8b,REAL,28,9993,0.2569103240966797,0.20906448364257812,0.25610390305519104,0.30428749322891235,0.48842456990561567
internvl_2_5_8b,REAL,29,9993,0.3045739233493805,0.26776865124702454,0.3082888424396515,0.34453722834587097,0.49331930426043413
internvl_2_5_8b,REAL,30,9993,0.26050177216529846,0.22736400365829468,0.2612476050853729,0.29416531324386597,0.45249466245851144
internvl_2_5_8b,REAL,31,9993,0.27401381731033325,0.2394792139530182,0.27569952607154846,0.3099709749221802,0.5067826357272287
internvl_2_5_8b,REAL,32,9993,0.22011132538318634,0.18716831505298615,0.2213497757911682,0.2537570595741272,0.5666783849487393
