model,scope,label,layer,valid,undefined,mean,q25,median,q75
qwen3_vl_8b,test,REAL,17,1250,0,0.36142015983891596,0.12092774461073402,0.23775575478859695,0.4948967561020606
qwen3_vl_8b,test,REAL,18,1250,0,0.38467295389081174,0.12636099647879998,0.24854863997527304,0.5332259605306068
qwen3_vl_8b,test,REAL,19,1250,0,0.4042638397546144,0.12420582778915003,0.24131181459158002,0.5561948221640143
qwen3_vl_8b,test,REAL,20,1250,0,0.5229078389565947,0.141240018745462,0.2921512439358457,0.7153004149257164
qwen3_vl_8b,test,REAL,21,1250,0,0.48861961366450685,0.14228531935791994,0.28673254354540245,0.684760148767667
qwen3_vl_8b,test,REAL,22,1250,0,0.66192037145674,0.18436335986237168,0.368609132424109,0.9271270674802803
qwen3_vl_8b,test,REAL,23,1250,0,1.0031172848767043,0.23940953835116616,0.5053414783095258,1.2938528395957989
qwen3_vl_8b,test,REAL,24,1250,0,0.8781221535644156,0.2181607549565608,0.44633700668915277,1.2000145751679998
qwen3_vl_8b,test,REAL,25,1250,0,0.679288388314016,0.20594944338116813,0.40255653131934405,0.9634055631863147
qwen3_vl_8b,test,REAL,26,1250,0,0.947401962294552,0.20106176251918792,0.44459008668410305,1.2853879290161765
qwen3_vl_8b,test,REAL,27,1250,0,0.628033740678416,0.16815750748102987,0.3328178961959368,0.7856679289689055
qwen3_vl_8b,test,REAL,28,1250,0,0.6109935259985069,0.16523006276270383,0.3177324922011008,0.8227682264572316
qwen3_vl_8b,test,REAL,29,1250,0,1.1332606416596425,0.2649795869307185,0.574882831080179,1.5284405173056506
qwen3_vl_8b,test,REAL,30,1250,0,0.5260110665998347,0.194266498158522,0.37426084254922043,0.6887199724585769
qwen3_vl_8b,test,REAL,31,1250,0,0.9893871724273243,0.23507063318629456,0.4843727768081394,1.296957669176627
qwen3_vl_8b,test,REAL,32,1250,0,0.9215539944695611,0.2289592040348595,0.4648577717637098,1.2304712499106496
qwen3_vl_8b,test,REAL,33,1250,0,1.4916183865014045,0.3229773951525083,0.6906784151863538,1.8513205329796325
qwen3_vl_8b,test,REAL,34,1250,0,0.9171466169145915,0.24604344108017479,0.4915604294041981,1.207425980437967
qwen3_vl_8b,test,REAL,35,1250,0,1.63720171318064,0.404481117702171,0.8540499122921461,2.1865914812618406
qwen3_vl_8b,test,REAL,36,1250,0,3.8922363475074104,1.0353096231617012,1.996490398957713,5.1353722515793745
qwen3_vl_8b,test,HALL,1,242,0,0.4271874620437743,0.1809385951635936,0.23696688466998878,0.40195885388255326
qwen3_vl_8b,test,HALL,2,242,0,0.08404991422989687,0.026937441780710544,0.041323343675577336,0.06947354649192329
qwen3_vl_8b,test,HALL,3,242,0,0.052095211661819955,0.023472840017459123,0.03257630348657648,0.05301227067884008
qwen3_vl_8b,test,HALL,4,242,0,0.055387014936205244,0.022559443889862717,0.03379072442155846,0.053497245301906665
qwen3_vl_8b,test,HALL,5,242,0,0.06750077719630251,0.030188164966864005,0.04246386374008673,0.06949956299742438
qwen3_vl_8b,test,HALL,6,242,0,0.12347692010515479,0.05397623512155442,0.0743094565850963,0.12534211762665898
qwen3_vl_8b,test,HALL,7,242,0,0.16823307965072218,0.07219839210394205,0.10431614894010184,0.1612657025079103
qwen3_vl_8b,test,HALL,8,242,0,0.1713894315379229,0.0690731776844676,0.09267599453134162,0.15491039341288643
qwen3_vl_8b,test,HALL,9,242,0,0.20934014448306065,0.10004694740911209,0.13640289957045118,0.20479250155033263
qwen3_vl_8b,test,HALL,10,242,0,0.25831441694641605,0.10472169494660384,0.1515766932754698,0.24164629184779876
qwen3_vl_8b,test,HALL,11,242,0,0.308541943400247,0.12685444890078923,0.1775706458769229,0.2863866426472726
qwen3_vl_8b,test,HALL,12,242,0,0.25461173432632694,0.10193886132933343,0.15236215871229203,0.26674392760514504
qwen3_vl_8b,test,HALL,13,242,0,0.22160586284620673,0.09483974812172054,0.1398559124457611,0.22273912674520244
qwen3_vl_8b,test,HALL,14,242,0,0.1709468270204033,0.07546287786572405,0.10662739683132623,0.17274439705564582
qwen3_vl_8b,test,HALL,15,242,0,0.2488733796063741,0.11563433732535988,0.15560080579153263,0.24741946905949314
qwen3_vl_8b,test,HALL,16,242,0,0.22699029537983123,0.10210612866999814,0.14021323468928978,0.2172797400884267
qwen3_vl_8b,test,HALL,17,242,0,0.2099481563459343,0.10269078264645631,0.14011442700638455,0.22731672818837462
qwen3_vl_8b,test,HALL,18,242,0,0.21090552926481373,0.0982949924490337,0.1382731767673721,0.22976832240863493
qwen3_vl_8b,test,HALL,19,242,0,0.2257742996100916,0.10262485400660482,0.1404828493359336,0.23737934841754318
qwen3_vl_8b,test,HALL,20,242,0,0.2611787872200389,0.11412484193426939,0.1588729419475144,0.27732544109706775
qwen3_vl_8b,test,HALL,21,242,0,0.27080382254305474,0.11339925406347254,0.16097683398306234,0.280517280321834
qwen3_vl_8b,test,HALL,22,242,0,0.34915635556081226,0.14370636232611322,0.20126436008142035,0.35300702918302795
qwen3_vl_8b,test,HALL,23,242,0,0.463122609624584,0.1871607679232873,0.2651099388571665,0.4673945673743485
qwen3_vl_8b,test,HALL,24,242,0,0.47171358907628635,0.1795266174260463,0.2588324058434789,0.44774222391510565
qwen3_vl_8b,test,HALL,25,242,0,0.4012231912157905,0.169758546383807,0.237331542226866,0.4192081186754097
qwen3_vl_8b,test,HALL,26,242,0,0.4225107327918196,0.15017957363943424,0.21264747830427508,0.37735893680675825
qwen3_vl_8b,test,HALL,27,242,0,0.3417137901120412,0.14033079748701563,0.1975070434260408,0.34494786288767887
qwen3_vl_8b,test,HALL,28,242,0,0.3340472039397983,0.12902117829158555,0.17725950321113576,0.3283697230317302
qwen3_vl_8b,test,HALL,29,242,0,0.563574672365229,0.19571029909638238,0.29061488274164426,0.5092091393162019
qwen3_vl_8b,test,HALL,30,242,0,0.3641878161381575,0.14880152310559916,0.2410589021704525,0.42459687433736876
qwen3_vl_8b,test,HALL,31,242,0,0.48959419191690684,0.17185066555676726,0.24192062755426139,0.48193881543419725
qwen3_vl_8b,test,HALL,32,242,0,0.43726457840916,0.16842542173783048,0.25473949328040124,0.4550014500253761
qwen3_vl_8b,test,HALL,33,242,0,0.7207452439382429,0.23986611253857806,0.3701681281442389,0.6588790239056986
qwen3_vl_8b,test,HALL,34,242,0,0.5443723983704216,0.2171710626879616,0.30915603849193946,0.5941374451551285
qwen3_vl_8b,test,HALL,35,242,0,0.80556056847226,0.3187038502628926,0.4686372974267138,0.8021913142301681
qwen3_vl_8b,test,HALL,36,242,0,1.7846638760494595,0.7694450037292582,1.1149181052854582,1.805883128745634
