model,label,support,layer,n_images,mean,std,median,q25,q75
qwen3_vl_8b,HALL,all_visual_tokens,19,1759,0.019734463414612515,0.01095124876730748,0.017731932923197746,0.01347791776061058,0.022871073335409164
qwen3_vl_8b,HALL,all_visual_tokens,20,1759,0.020577223584317454,0.02129966328730962,0.01619844138622284,0.012099198065698147,0.02134760096669197
qwen3_vl_8b,HALL,all_visual_tokens,21,1759,0.018655119617609916,0.018633353087555257,0.014516795054078102,0.010573995299637318,0.02026432566344738
qwen3_vl_8b,HALL,all_visual_tokens,22,1759,0.015958852517445565,0.014731816666876615,0.01235356554389,0.008756383322179317,0.017670834437012672
qwen3_vl_8b,HALL,all_visual_tokens,23,1759,0.02335271461283859,0.028249693692575465,0.017172232270240784,0.012865197379142046,0.02213822305202484
qwen3_vl_8b,HALL,all_visual_tokens,24,1759,0.015330995462086706,0.016818849541495897,0.011242197826504707,0.008206750731915236,0.016101472079753876
qwen3_vl_8b,HALL,all_visual_tokens,25,1759,0.017353751102193445,0.017996101221189505,0.013337433338165283,0.010045899543911219,0.017990446649491787
qwen3_vl_8b,HALL,all_visual_tokens,26,1759,0.023446255798939764,0.03564722461013318,0.015750259160995483,0.011318063829094172,0.021720150485634804
qwen3_vl_8b,HALL,all_visual_tokens,27,1759,0.018623047502740006,0.021670158317688325,0.013827324844896793,0.010738428216427565,0.018274581991136074
qwen3_vl_8b,HALL,all_visual_tokens,28,1759,0.02237946170136267,0.032302555027524965,0.01523609273135662,0.011799146421253681,0.01993963960558176
qwen3_vl_8b,HALL,all_visual_tokens,29,1759,0.01853820424558168,0.028688084103295163,0.012550324201583862,0.009491847828030586,0.01710115745663643
qwen3_vl_8b,HALL,all_visual_tokens,30,1759,0.019469943529073278,0.025945502072066726,0.014216487295925617,0.011040294077247381,0.01876179873943329
qwen3_vl_8b,HALL,all_visual_tokens,31,1759,0.02471862412126647,0.03367178771828963,0.017469920217990875,0.013682567980140448,0.02361405361443758
qwen3_vl_8b,HALL,all_visual_tokens,32,1759,0.020834629610750027,0.02781816482490739,0.014928345568478107,0.010677381418645382,0.02083553373813629
qwen3_vl_8b,HALL,all_visual_tokens,33,1759,0.019537509777932626,0.027725606107397736,0.013559326529502869,0.009482319001108408,0.019748649559915066
qwen3_vl_8b,HALL,all_visual_tokens,34,1759,0.020970225277118015,0.022077623094047455,0.01634884811937809,0.012332932092249393,0.02262904867529869
qwen3_vl_8b,HALL,all_visual_tokens,35,1759,0.025147753590299637,0.018773157687791985,0.021680813282728195,0.0159095861017704,0.028879654593765736
qwen3_vl_8b,HALL,all_visual_tokens,36,1759,0.030780655861900503,0.008154777869493104,0.02963108755648136,0.025055622681975365,0.03513948805630207
qwen3_vl_8b,HALL,union_top32,1,1759,0.0395391405604551,0.01876566395279126,0.03641532361507416,0.02600480243563652,0.048308148980140686
qwen3_vl_8b,HALL,union_top32,2,1759,0.03855287255676947,0.028576564784283935,0.02952631562948227,0.0192039730027318,0.04767698794603348
qwen3_vl_8b,HALL,union_top32,3,1759,0.027137240464574084,0.0130904294995131,0.024284549057483673,0.018003766424953938,0.033094070851802826
qwen3_vl_8b,HALL,union_top32,4,1759,0.029167884722512985,0.014998548619180487,0.025904987007379532,0.01885679829865694,0.03592418506741524
qwen3_vl_8b,HALL,union_top32,5,1759,0.030497569412113745,0.017172002732780065,0.026568703353405,0.01899335253983736,0.037085771560668945
qwen3_vl_8b,HALL,union_top32,6,1759,0.027077608027444085,0.014245623606560905,0.02440209686756134,0.01722455769777298,0.03320690058171749
qwen3_vl_8b,HALL,union_top32,7,1759,0.025043973594246354,0.012322120252441476,0.02302536554634571,0.016512924805283546,0.03061229083687067
qwen3_vl_8b,HALL,union_top32,8,1759,0.026502708506819673,0.013017882050829597,0.02419799193739891,0.017654895782470703,0.03261789120733738
qwen3_vl_8b,HALL,union_top32,9,1759,0.01935036730663475,0.011717938235069789,0.01669630967080593,0.01154095632955432,0.024113168008625507
qwen3_vl_8b,HALL,union_top32,10,1759,0.018875621782386526,0.01149583203072297,0.016916781663894653,0.011047517415136099,0.023596391081809998
qwen3_vl_8b,HALL,union_top32,11,1759,0.020455753683541956,0.011186940612708864,0.018399100750684738,0.012450946029275656,0.025998634286224842
qwen3_vl_8b,HALL,union_top32,12,1759,0.01755848859555674,0.010476385548881906,0.015583684667944908,0.010304223746061325,0.022128527984023094
qwen3_vl_8b,HALL,union_top32,13,1759,0.018900873272924886,0.01054157818783792,0.017099028453230858,0.012079852633178234,0.023481400683522224
qwen3_vl_8b,HALL,union_top32,14,1759,0.013484167629408673,0.008672584565489182,0.011538106948137283,0.007820128928869963,0.01702239364385605
qwen3_vl_8b,HALL,union_top32,15,1759,0.014099867539213612,0.00926637256044397,0.012301014736294746,0.008227276615798473,0.017690417356789112
qwen3_vl_8b,HALL,union_top32,16,1759,0.014373209553208434,0.008971892366037789,0.01261996105313301,0.008244325872510672,0.01811937242746353
qwen3_vl_8b,HALL,union_top32,17,1759,0.018078115759729795,0.009822096294787691,0.016096655279397964,0.010892182122915983,0.023177937604486942
qwen3_vl_8b,HALL,union_top32,18,1759,0.014518561008592274,0.011704920175386551,0.011682018637657166,0.007493858924135566,0.01748486515134573
qwen3_vl_8b,HALL,union_top32,19,1759,0.01566774972233071,0.013486169933301546,0.012658296152949333,0.008116262033581734,0.018854900263249874
qwen3_vl_8b,HALL,union_top32,20,1759,0.01716349472679863,0.025652409241021384,0.011292709968984127,0.007084548706188798,0.0173097625374794
qwen3_vl_8b,HALL,union_top32,21,1759,0.01585907900919439,0.02145388890158552,0.01067065354436636,0.006610713433474302,0.01710224524140358
qwen3_vl_8b,HALL,union_top32,22,1759,0.013173861987908668,0.016775509998854136,0.008661333471536636,0.005277559626847506,0.014487569220364094
qwen3_vl_8b,HALL,union_top32,23,1759,0.01974494558798214,0.035173562012444766,0.011155160143971443,0.007014475995674729,0.017425701953470707
qwen3_vl_8b,HALL,union_top32,24,1759,0.012654039388221508,0.018994001320051915,0.007618666626513004,0.0048031380865722895,0.012881485279649496
qwen3_vl_8b,HALL,union_top32,25,1759,0.01428764207083986,0.020839526331810628,0.009230497293174267,0.006021337350830436,0.014327737502753735
qwen3_vl_8b,HALL,union_top32,26,1759,0.020355643067426075,0.0409793120537951,0.010696378536522388,0.006384787382557988,0.01793351210653782
qwen3_vl_8b,HALL,union_top32,27,1759,0.015096279234948239,0.02549142818964897,0.009283995255827904,0.005943689262494445,0.01408088905736804
qwen3_vl_8b,HALL,union_top32,28,1759,0.018041268398254876,0.03822940723763488,0.009054958820343018,0.0058352884370833635,0.014371569268405437
qwen3_vl_8b,HALL,union_top32,29,1759,0.014683776481361727,0.03266281206844648,0.0075014689937233925,0.0046052641700953245,0.01194379711523652
qwen3_vl_8b,HALL,union_top32,30,1759,0.015526716815218522,0.029746564880230173,0.009240047074854374,0.005936199799180031,0.013745688367635012
qwen3_vl_8b,HALL,union_top32,31,1759,0.019718559209243862,0.038339452515886975,0.011173020116984844,0.007407995639368892,0.01705132983624935
qwen3_vl_8b,HALL,union_top32,32,1759,0.01628193181934112,0.030770099338656407,0.009222503751516342,0.005453918827697635,0.015511969104409218
qwen3_vl_8b,HALL,union_top32,33,1759,0.015765342426742705,0.02991421962682974,0.008896606042981148,0.0052568803075701,0.01501416601240635
qwen3_vl_8b,HALL,union_top32,34,1759,0.01652365165589602,0.024598504548640026,0.010826373472809792,0.006835633423179388,0.01779371127486229
qwen3_vl_8b,HALL,union_top32,35,1759,0.019570625672809677,0.0216655725209912,0.01472715474665165,0.009125795215368271,0.02304097358137369
qwen3_vl_8b,HALL,union_top32,36,1759,0.026003001741704918,0.0119041643083103,0.024235650897026062,0.017331048846244812,0.03195605427026749
qwen3_vl_8b,REAL,all_visual_tokens,1,3915,0.035407693214990474,0.009625299145159614,0.034224919974803925,0.029264822602272034,0.04010093957185745
qwen3_vl_8b,REAL,all_visual_tokens,2,3915,0.03050711016107641,0.012448877754544304,0.027623197063803673,0.023608585819602013,0.0335235521197319
qwen3_vl_8b,REAL,all_visual_tokens,3,3915,0.025783198613597326,0.006103300355343128,0.024750743061304092,0.02239497285336256,0.027930266223847866
qwen3_vl_8b,REAL,all_visual_tokens,4,3915,0.02687551619563523,0.008060481576781887,0.02556082233786583,0.02234956342726946,0.02938621211796999
qwen3_vl_8b,REAL,all_visual_tokens,5,3915,0.026488602020103356,0.007533349479761637,0.02522420883178711,0.02218874078243971,0.028997885063290596
qwen3_vl_8b,REAL,all_visual_tokens,6,3915,0.024025938613637617,0.005668665329671303,0.023353619500994682,0.02064480632543564,0.026534023694694042
qwen3_vl_8b,REAL,all_visual_tokens,7,3915,0.023662572091095634,0.0064910609154421334,0.02299257181584835,0.019835232757031918,0.026325699873268604
qwen3_vl_8b,REAL,all_visual_tokens,8,3915,0.02488080724945356,0.006620617092704302,0.024112120270729065,0.020938568748533726,0.027579881250858307
qwen3_vl_8b,REAL,all_visual_tokens,9,3915,0.02202753609398411,0.005753149445107733,0.0213201604783535,0.01847836095839739,0.024678224697709084
qwen3_vl_8b,REAL,all_visual_tokens,10,3915,0.021579246378312242,0.005976256361733922,0.020984046161174774,0.01790937315672636,0.024461938068270683
qwen3_vl_8b,REAL,all_visual_tokens,11,3915,0.02233803790243459,0.00513209041056701,0.021822497248649597,0.019064697436988354,0.024779323488473892
qwen3_vl_8b,REAL,all_visual_tokens,12,3915,0.021179011604709416,0.005689114182093183,0.020646175369620323,0.01783859822899103,0.023858923465013504
qwen3_vl_8b,REAL,all_visual_tokens,13,3915,0.02156849601835317,0.005127406922072215,0.02125089429318905,0.018387784250080585,0.024190546944737434
qwen3_vl_8b,REAL,all_visual_tokens,14,3915,0.017971946509604937,0.005497579657768203,0.017187178134918213,0.014620236586779356,0.020182241685688496
qwen3_vl_8b,REAL,all_visual_tokens,15,3915,0.018375122284285943,0.006321469492782087,0.01731020025908947,0.014459409285336733,0.020695773884654045
qwen3_vl_8b,REAL,all_visual_tokens,16,3915,0.01844951033414999,0.006176869301676158,0.017345301806926727,0.014575310051441193,0.02076738327741623
qwen3_vl_8b,REAL,all_visual_tokens,17,3915,0.02120827259721846,0.006004573411454771,0.020195763558149338,0.017320278100669384,0.023957875557243824
qwen3_vl_8b,REAL,all_visual_tokens,18,3915,0.017426491334218423,0.007733891664332903,0.015782469883561134,0.01273507671430707,0.01975775696337223
qwen3_vl_8b,REAL,all_visual_tokens,19,3915,0.019265122493993047,0.0069449584502908855,0.01787850260734558,0.014779955614358187,0.021920226514339447
qwen3_vl_8b,REAL,all_visual_tokens,20,3915,0.018905073466340835,0.009906885838455745,0.016409611329436302,0.013220536522567272,0.02109577227383852
qwen3_vl_8b,REAL,all_visual_tokens,21,3915,0.01795260069260224,0.009445992569368148,0.015572371892631054,0.012120104394853115,0.020631968043744564
qwen3_vl_8b,REAL,all_visual_tokens,22,3915,0.015143959413224292,0.008231863577829889,0.012946377508342266,0.009940145071595907,0.01769986003637314
qwen3_vl_8b,REAL,all_visual_tokens,23,3915,0.021406639915549627,0.015211421603611155,0.01748846471309662,0.014404141809791327,0.02190485130995512
qwen3_vl_8b,REAL,all_visual_tokens,24,3915,0.015742839387371792,0.00976645617267829,0.013305919244885445,0.010025509633123875,0.018052865751087666
qwen3_vl_8b,REAL,all_visual_tokens,25,3915,0.016508662752750047,0.009082973621910134,0.01443599071353674,0.011677667498588562,0.017816423438489437
qwen3_vl_8b,REAL,all_visual_tokens,26,3915,0.019744222142851386,0.019548056166836778,0.015172112733125687,0.011924208141863346,0.019246401265263557
qwen3_vl_8b,REAL,all_visual_tokens,27,3915,0.017200306552613336,0.01354247631205518,0.014160415157675743,0.011648139916360378,0.017747215926647186
qwen3_vl_8b,REAL,all_visual_tokens,28,3915,0.01804345887740729,0.016559892197935144,0.014302569441497326,0.01152315316721797,0.017802570015192032
qwen3_vl_8b,REAL,all_visual_tokens,29,3915,0.014480763822104092,0.012302690331868637,0.011601071804761887,0.009211533702909946,0.01497315801680088
qwen3_vl_8b,REAL,all_visual_tokens,30,3915,0.01742351851521219,0.012814516339843127,0.01457980740815401,0.01186259277164936,0.017963454127311707
qwen3_vl_8b,REAL,all_visual_tokens,31,3915,0.020624362777545098,0.020463308407416426,0.016035502776503563,0.012818405870348215,0.01976262591779232
qwen3_vl_8b,REAL,all_visual_tokens,32,3915,0.016965778301663858,0.015143575919898645,0.01358467061072588,0.010091173928231001,0.017779839225113392
qwen3_vl_8b,REAL,all_visual_tokens,33,3915,0.018253877550651384,0.01751367090016966,0.013872317038476467,0.01019138190895319,0.018833166919648647
qwen3_vl_8b,REAL,all_visual_tokens,34,3915,0.019700147872873955,0.013869629921423382,0.01649087853729725,0.012553792912513018,0.021497315727174282
qwen3_vl_8b,REAL,all_visual_tokens,35,3915,0.022439426198449478,0.012455245706096124,0.020319821313023567,0.015318288002163172,0.026209544390439987
qwen3_vl_8b,REAL,all_visual_tokens,36,3915,0.027959757950037984,0.006396970762919782,0.02824808470904827,0.023898525163531303,0.032021841034293175
qwen3_vl_8b,REAL,union_top32,1,3915,0.03548632344566428,0.015638820640736083,0.03284512832760811,0.025615081191062927,0.04195645451545715
qwen3_vl_8b,REAL,union_top32,2,3915,0.031127281737779084,0.01838304770381495,0.026796439662575722,0.020209534093737602,0.03624276630580425
qwen3_vl_8b,REAL,union_top32,3,3915,0.02493121847447893,0.010563339865016166,0.02297298237681389,0.01863413956016302,0.028674296103417873
qwen3_vl_8b,REAL,union_top32,4,3915,0.02586066298859401,0.013555773571149463,0.023271238431334496,0.018303655087947845,0.030080130323767662
qwen3_vl_8b,REAL,union_top32,5,3915,0.025185464094315643,0.01150372288494032,0.023056844249367714,0.018407664261758327,0.029085475020110607
qwen3_vl_8b,REAL,union_top32,6,3915,0.021558235886674444,0.008717081660419486,0.020313046872615814,0.016143005341291428,0.025373472832143307
qwen3_vl_8b,REAL,union_top32,7,3915,0.021127430195260036,0.009445418923081515,0.01978328451514244,0.015435663517564535,0.024901623837649822
qwen3_vl_8b,REAL,union_top32,8,3915,0.02223513746805998,0.009966031769401938,0.020904742181301117,0.016257600858807564,0.026278440840542316
qwen3_vl_8b,REAL,union_top32,9,3915,0.017201294474711696,0.008262802220841725,0.016082243993878365,0.011785097420215607,0.020976996049284935
qwen3_vl_8b,REAL,union_top32,10,3915,0.016945879377462184,0.008172786180266674,0.01581822708249092,0.011750587727874517,0.020838962867856026
qwen3_vl_8b,REAL,union_top32,11,3915,0.016945689553032137,0.007732002271628591,0.015948133543133736,0.012041251640766859,0.02053898386657238
qwen3_vl_8b,REAL,union_top32,12,3915,0.01561484197440104,0.008191164734726945,0.014434578828513622,0.010550778359174728,0.019010580144822598
qwen3_vl_8b,REAL,union_top32,13,3915,0.016105522165380626,0.007589715888232838,0.015146668069064617,0.011202741879969835,0.01981525681912899
qwen3_vl_8b,REAL,union_top32,14,3915,0.012434451090095215,0.007344638942422762,0.010994215495884418,0.007902942132204771,0.014968049246817827
qwen3_vl_8b,REAL,union_top32,15,3915,0.012764242071004782,0.008284964910854883,0.011012429371476173,0.007655777037143707,0.015304137952625751
qwen3_vl_8b,REAL,union_top32,16,3915,0.013194365706919226,0.008004539048763802,0.011380286887288094,0.0082145556807518,0.0158486757427454
qwen3_vl_8b,REAL,union_top32,17,3915,0.016008034962054586,0.008149810709668198,0.014353804290294647,0.01065533934161067,0.019298573024570942
qwen3_vl_8b,REAL,union_top32,18,3915,0.013213379408493353,0.009470674995955813,0.01093621738255024,0.0074508474208414555,0.01574417483061552
qwen3_vl_8b,REAL,union_top32,19,3915,0.014625249001659015,0.008926900892675014,0.01248257514089346,0.008933781646192074,0.017568543553352356
qwen3_vl_8b,REAL,union_top32,20,3915,0.015047754823541837,0.01292006934722922,0.011438418179750443,0.007929783780127764,0.017308272421360016
qwen3_vl_8b,REAL,union_top32,21,3915,0.014758495452095984,0.011295886588293889,0.01162371039390564,0.008001270238310099,0.017312015406787395
qwen3_vl_8b,REAL,union_top32,22,3915,0.01192323094684218,0.009529457948183679,0.00916038267314434,0.006041047163307667,0.014382515102624893
qwen3_vl_8b,REAL,union_top32,23,3915,0.017375355335455006,0.020205026356234373,0.011890791356563568,0.008226164616644382,0.01716820802539587
qwen3_vl_8b,REAL,union_top32,24,3915,0.012349873110492883,0.01146914087039121,0.009152928367257118,0.005886864615604281,0.014435303397476673
qwen3_vl_8b,REAL,union_top32,25,3915,0.012811858163246145,0.011331284466214788,0.009944061748683453,0.007046606857329607,0.014047927223145962
qwen3_vl_8b,REAL,union_top32,26,3915,0.01618262419962838,0.023639961397612104,0.01021089218556881,0.006632372038438916,0.014796094503253698
qwen3_vl_8b,REAL,union_top32,27,3915,0.013227379870884083,0.016752549393013638,0.009150221012532711,0.006459580734372139,0.013332986272871494
qwen3_vl_8b,REAL,union_top32,28,3915,0.013536817337186188,0.020416279150086966,0.008324404247105122,0.005511041264981031,0.012322841212153435
qwen3_vl_8b,REAL,union_top32,29,3915,0.010456003745430384,0.01460830207779498,0.006772730033844709,0.004453069064766169,0.010388605296611786
qwen3_vl_8b,REAL,union_top32,30,3915,0.012841979843636218,0.01585091138118757,0.00904077012091875,0.006163984537124634,0.012854663655161858
qwen3_vl_8b,REAL,union_top32,31,3915,0.01576071486102954,0.025233897367531566,0.00957405287772417,0.006209683604538441,0.013920635916292667
qwen3_vl_8b,REAL,union_top32,32,3915,0.012397122842995018,0.017767312768890535,0.007822263985872269,0.004464725265279412,0.01231402438133955
qwen3_vl_8b,REAL,union_top32,33,3915,0.01441716237467393,0.020475818588370144,0.009013147093355656,0.005246618529781699,0.014446154702454805
qwen3_vl_8b,REAL,union_top32,34,3915,0.014991438923368532,0.016792974997707783,0.010660653002560139,0.006542332470417023,0.016363782808184624
qwen3_vl_8b,REAL,union_top32,35,3915,0.016682021447075566,0.015162737748981503,0.013401290401816368,0.008135594427585602,0.020236787386238575
qwen3_vl_8b,REAL,union_top32,36,3915,0.022583742701242727,0.008698328275247337,0.022465365007519722,0.016668718308210373,0.02815333753824234
