model,signal,pair_type,support,layer,n_images,mean,std,median,q25,q75
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,4,1265,0.1137916015483174,0.033664425562534364,0.10886594653129578,0.09100326150655746,0.13311420381069183
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,5,1265,0.1201136405303662,0.04267603927879476,0.11326709389686584,0.08989006280899048,0.1428486555814743
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,6,1265,0.13172277965741194,0.051138473181584695,0.124936044216156,0.09710371494293213,0.15756191313266754
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,7,1265,0.1623593690043146,0.06949680893247431,0.15247401595115662,0.10965175181627274,0.20096629858016968
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,8,1265,0.2232093860744959,0.08733879369566963,0.21356061100959778,0.1651158630847931,0.27604925632476807
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,9,1265,0.15962493841503214,0.06358441340163504,0.14932525157928467,0.11504600942134857,0.19628150761127472
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,10,1265,0.289785376833126,0.10645433200357958,0.28723061084747314,0.21457092463970184,0.3606177866458893
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,11,1265,0.2912347989237827,0.10238277956720253,0.29409515857696533,0.21884138882160187,0.36066344380378723
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,12,1265,0.3202343196972557,0.10862195783720761,0.3253161907196045,0.24036210775375366,0.39913210272789
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,13,1265,0.3631927379565277,0.11972603238763595,0.36920198798179626,0.2801431119441986,0.4529028832912445
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,14,1265,0.2932315624293249,0.10213762941028141,0.2964280843734741,0.22336725890636444,0.36670440435409546
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,15,1265,0.35458557078754716,0.11561642799341185,0.365301251411438,0.27912622690200806,0.43885186314582825
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,16,1265,0.3646313990308009,0.12989456558771426,0.3729006052017212,0.2755725383758545,0.4628729224205017
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,17,1265,0.3511699613051217,0.12176029887810519,0.36109304428100586,0.26969215273857117,0.44251635670661926
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,18,1265,0.39773433636653094,0.12411805055517432,0.4113386869430542,0.3149169981479645,0.4953300952911377
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,19,1265,0.34940658202873387,0.111943252893911,0.36121630668640137,0.279096394777298,0.4317316710948944
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,20,1265,0.38463467841327426,0.12833210400666106,0.3992176055908203,0.3019796907901764,0.4818994104862213
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,21,1265,0.3469285147787318,0.12260013414969248,0.3553350567817688,0.26848095655441284,0.4399784803390503
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,22,1265,0.3384254831187574,0.12393465741212267,0.3484821617603302,0.24943768978118896,0.4330664277076721
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,23,1265,0.3642186310716533,0.12387482511298069,0.3739751875400543,0.2808348536491394,0.4619041979312897
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,24,1265,0.32867789485974036,0.12130229395481287,0.33554840087890625,0.24630318582057953,0.4177018404006958
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,25,1265,0.40109112672507763,0.12989742500812637,0.41211801767349243,0.31891772150993347,0.5009109377861023
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,26,1265,0.40616174771822255,0.12592747858516098,0.4197661876678467,0.3252963721752167,0.5043079853057861
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,27,1265,0.36003470545406396,0.12126187872057677,0.36116907000541687,0.27898404002189636,0.4502112865447998
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,28,1265,0.324000328793945,0.11354355310209653,0.32893073558807373,0.24408578872680664,0.40886908769607544
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,29,1265,0.3994433893487152,0.12397692768766996,0.4106251895427704,0.31521573662757874,0.4952518343925476
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,30,1265,0.3852692485356284,0.11820226588186149,0.39490973949432373,0.3041107654571533,0.4745689630508423
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,31,1265,0.3770880579720196,0.1168191990123947,0.3834526240825653,0.2973652482032776,0.46552592515945435
internvl_2_5_8b,attention_evidence,HALL-REAL,union_top32,32,1265,0.3057312505341801,0.10272727440947202,0.3012036383152008,0.23436179757118225,0.38377469778060913
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,1,2887,0.05933155754086238,0.01908662560721118,0.05600562319159508,0.046418145298957825,0.06838925182819366
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,2,2887,0.08955542402807139,0.023710816715824944,0.08691718429327011,0.07359470054507256,0.10207377001643181
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,3,2887,0.10119209269524282,0.036902036334364875,0.0946885198354721,0.07748878374695778,0.11642300710082054
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,4,2887,0.09410165255849941,0.02556903454895519,0.09074320644140244,0.07725650444626808,0.10712661221623421
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,5,2887,0.09945295507150886,0.036297669198532945,0.09310541301965714,0.07500684633851051,0.11723429337143898
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,6,2887,0.11222998099804833,0.04551561831786798,0.10532117635011673,0.08069269731640816,0.13688810169696808
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,7,2887,0.13286920035065025,0.06137650663741835,0.12194952368736267,0.08823966234922409,0.16598618030548096
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,8,2887,0.1743610002736619,0.07250880797509593,0.1684046983718872,0.12071559205651283,0.21769136935472488
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,9,2887,0.1256389960247906,0.05054564609466144,0.11952929198741913,0.08997001126408577,0.15379785001277924
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,10,2887,0.22315233472475327,0.08833179547842822,0.2208261936903,0.1598271057009697,0.2826009690761566
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,11,2887,0.22336439266775074,0.08270283313651089,0.22284765541553497,0.16478736698627472,0.2777092754840851
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,12,2887,0.24382731586354062,0.08839673949699116,0.24487042427062988,0.18344315886497498,0.30470962822437286
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,13,2887,0.28379030873115746,0.10370525966982103,0.28764835000038147,0.21204765886068344,0.3586318641901016
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,14,2887,0.2258152523502878,0.08454116914768166,0.22735677659511566,0.16720881313085556,0.2834323048591614
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,15,2887,0.2777898799889964,0.09800351990081808,0.28402426838874817,0.2128547728061676,0.34824851155281067
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,16,2887,0.29450293654152704,0.11503483375517327,0.29871606826782227,0.2107141613960266,0.38020236790180206
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,17,2887,0.28380091019345116,0.10493252415243215,0.2921418249607086,0.21275094896554947,0.3582211285829544
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,18,2887,0.335532884758029,0.11205904085393306,0.35023584961891174,0.26423072814941406,0.42037738859653473
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,19,2887,0.2830331646613093,0.10063712154694426,0.2913902997970581,0.21525534987449646,0.3566429764032364
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,20,2887,0.31897058099015363,0.11646247799560644,0.3305264413356781,0.24143901467323303,0.4052066504955292
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,21,2887,0.28457832801087035,0.10930229838669224,0.2932813763618469,0.20943225175142288,0.36148442327976227
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,22,2887,0.2743094913057588,0.10832713029982223,0.2804649770259857,0.19886992871761322,0.3525323271751404
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,23,2887,0.30363053821896985,0.11365990336327503,0.3112989664077759,0.22424829006195068,0.3875468820333481
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,24,2887,0.2601099537422924,0.10556899362104993,0.2634357810020447,0.18293225020170212,0.33871355652809143
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,25,2887,0.3447533572014585,0.12411049942483543,0.35963138937950134,0.26129309833049774,0.4367445260286331
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,26,2887,0.3561694101415314,0.12270162476325919,0.3724249303340912,0.27473674714565277,0.44757045805454254
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,27,2887,0.2910080001991762,0.10770006894189944,0.297780305147171,0.21216650307178497,0.3707275837659836
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,28,2887,0.24717556701080792,0.10204376817886193,0.24893328547477722,0.1669626235961914,0.3220899701118469
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,29,2887,0.3344577832562332,0.12024196501576137,0.3465666174888611,0.2541448175907135,0.42225177586078644
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,30,2887,0.3083664982056727,0.10834577371191036,0.31710147857666016,0.23448581248521805,0.3852744847536087
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,31,2887,0.30514191929928397,0.10906692818214349,0.3125084340572357,0.2298165038228035,0.38397981226444244
internvl_2_5_8b,attention_evidence,REAL-REAL,all_visual_tokens,32,2887,0.22939557776146688,0.09046154837082278,0.2298823446035385,0.1659017726778984,0.29377320408821106
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,1,2887,0.06895709963748312,0.02657283368801083,0.06450991332530975,0.05049152858555317,0.08219974115490913
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,2,2887,0.10018108393396934,0.03177860722865809,0.09671963006258011,0.07838305830955505,0.11693013459444046
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,3,2887,0.11504397874199315,0.04612529723745836,0.10724323987960815,0.0848831981420517,0.13496994972229004
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,4,2887,0.10685267493872028,0.03391087651316289,0.10219456255435944,0.08456449583172798,0.12486845627427101
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,5,2887,0.11881701387000468,0.04711370449239486,0.11135569214820862,0.08631449937820435,0.1431124284863472
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,6,2887,0.1298391758249753,0.056985527237313156,0.12242058664560318,0.08983251824975014,0.16088802367448807
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,7,2887,0.1633849447889232,0.07849823584835919,0.15009863674640656,0.10575179383158684,0.20884917676448822
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,8,2887,0.20831646091505693,0.08916641273982667,0.20327551662921906,0.14169903844594955,0.2652944028377533
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,9,2887,0.1519608185641083,0.06593195954934478,0.1444874405860901,0.10528518259525299,0.19142373651266098
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,10,2887,0.26283943827209494,0.10691406102189073,0.2619688808917999,0.1858634054660797,0.33636216819286346
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,11,2887,0.27031504154943414,0.10135614954832219,0.26966866850852966,0.19903769344091415,0.3392983227968216
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,12,2887,0.28780344652078443,0.10587024424832286,0.2921358346939087,0.21590721607208252,0.3612883388996124
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,13,2887,0.3197997659796434,0.11841182124886908,0.32487425208091736,0.23826421797275543,0.40803444385528564
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,14,2887,0.26533362063394417,0.10098880671320609,0.26956769824028015,0.1974160522222519,0.3355961740016937
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,15,2887,0.32142221105969204,0.11531027196639652,0.3315916657447815,0.24829497933387756,0.4058663994073868
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,16,2887,0.3206895786551433,0.12783278102318377,0.3274528384208679,0.22799255698919296,0.41673940420150757
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,17,2887,0.31305425417369825,0.11792579697961793,0.32228460907936096,0.23231859505176544,0.39860889315605164
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,18,2887,0.37488087727764063,0.12453730735959305,0.3929070830345154,0.3000906705856323,0.4680629372596741
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,19,2887,0.31641893336906834,0.11420095854558365,0.3279542922973633,0.24294230341911316,0.40095990896224976
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,20,2887,0.34597453926756055,0.1283127378088832,0.362243115901947,0.26349474489688873,0.44344180822372437
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,21,2887,0.313625999729581,0.122276661832277,0.3256182074546814,0.2313152179121971,0.4010280966758728
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,22,2887,0.3019380862793973,0.12026078915553448,0.3107960522174835,0.22084680199623108,0.39064590632915497
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,23,2887,0.33672502852562114,0.12508903000739144,0.34709426760673523,0.25361061096191406,0.42832061648368835
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,24,2887,0.2950764375544922,0.11860928792153788,0.30340689420700073,0.21048016846179962,0.38483500480651855
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,25,2887,0.367056942991022,0.13345994458379043,0.38457226753234863,0.2788228690624237,0.46860969066619873
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,26,2887,0.3834744273314906,0.13139145619703768,0.40194204449653625,0.30038219690322876,0.4818888455629349
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,27,2887,0.3216308312549294,0.11935770233863914,0.330823689699173,0.23913326114416122,0.4099421501159668
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,28,2887,0.28406696048654567,0.11682032690277792,0.2897115647792816,0.1951926350593567,0.3698614835739136
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,29,2887,0.3624932556927648,0.13100423253771487,0.37801432609558105,0.2779575437307358,0.46063731610774994
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,30,2887,0.3388323024699834,0.12071391789259514,0.35000860691070557,0.2592744529247284,0.4252222776412964
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,31,2887,0.34065433473277557,0.12188968864904774,0.350083589553833,0.25886009633541107,0.4292312562465668
internvl_2_5_8b,attention_evidence,REAL-REAL,union_top32,32,2887,0.27056550798027323,0.10762732696404918,0.27415865659713745,0.19646326452493668,0.34972015023231506
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,1,888,0.0019523348406060527,0.0005270574721845029,0.001921605784446001,0.0016158433863893151,0.0022519879858009517
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,2,888,0.0039314653900824805,0.0015242021190864968,0.004123998340219259,0.0029833715525455773,0.0050037243636325
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,3,888,0.007190544477116992,0.0036778704686063752,0.006868242984637618,0.0048395952908322215,0.009029528824612498
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,4,888,0.007092541242191392,0.004580433178135251,0.006125750485807657,0.004333125194534659,0.008531141793355346
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,5,888,0.009387914387827533,0.00709451092291016,0.007980830501765013,0.004914966644719243,0.012143995612859726
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,6,888,0.011852534088386886,0.009041414919098312,0.009412052109837532,0.006228085490874946,0.014379312982782722
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,7,888,0.022735746753184956,0.022238084432117323,0.014646241907030344,0.008730377769097686,0.027551510836929083
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,8,888,0.026174428172436804,0.021203516820486133,0.021018829196691513,0.012096639024093747,0.03315506689250469
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,9,888,0.03477164235376115,0.03168191731097019,0.024028987623751163,0.014241167344152927,0.04324026219546795
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,10,888,0.043312319723767576,0.03338825471057167,0.03275476396083832,0.02125083515420556,0.05511891841888428
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,11,888,0.05735436653658572,0.042208969315170375,0.04670468531548977,0.027220486663281918,0.07426746003329754
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,12,888,0.09396776955717386,0.06255660530320233,0.0802607461810112,0.04652969911694527,0.12688607722520828
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,13,888,0.09504264628783136,0.06870379943074977,0.0804680697619915,0.040817406959831715,0.12994496151804924
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,14,888,0.0812249451824296,0.05457996220076845,0.07114529609680176,0.03918127249926329,0.10945511050522327
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,15,888,0.13314591485037897,0.09457204035094546,0.10969637706875801,0.05862072575837374,0.1829378493130207
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,16,888,0.10666972359140017,0.07653172655315438,0.08971481770277023,0.04581150691956282,0.14787984639406204
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,17,888,0.06374668634364482,0.048868381421247366,0.050311943516135216,0.024958991911262274,0.08983361534774303
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,18,888,0.12860598557928643,0.08673084672453922,0.11111782491207123,0.060134680941700935,0.17776261270046234
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,19,888,0.13329836885604235,0.0756764683565502,0.12581364810466766,0.07234000042080879,0.17910533025860786
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,20,888,0.14470625662471395,0.09915130587614066,0.1291823536157608,0.06279928050935268,0.2048824280500412
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,21,888,0.11936505705638377,0.0880685370961477,0.10023856908082962,0.04737556632608175,0.17343472689390182
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,22,888,0.13367971416477845,0.10394357459911188,0.10952290892601013,0.044976781122386456,0.20369166508316994
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,23,888,0.14017719772449266,0.10737128620878517,0.1172228567302227,0.04814078751951456,0.2083829678595066
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,24,888,0.1120219404430565,0.08769856311359252,0.09354299306869507,0.03619231563061476,0.16725559160113335
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,25,888,0.12384179110092379,0.0997918305301351,0.09717562422156334,0.04201553948223591,0.18578849732875824
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,26,888,0.08117592797209802,0.06370884609621069,0.06328091397881508,0.02906372956931591,0.12320498749613762
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,27,888,0.10148368984920199,0.08046089527798295,0.0806393176317215,0.03514905460178852,0.15092366188764572
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,28,888,0.026380891593378707,0.018271545114414468,0.02276813890784979,0.014706992544233799,0.03218287508934736
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,29,888,0.06332230977011374,0.04618712038308643,0.05147790350019932,0.024699564557522535,0.09157872758805752
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,30,888,0.05822800360289654,0.046817456915671095,0.045134056359529495,0.021192715968936682,0.08374577015638351
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,31,888,0.026856638554343115,0.017934532553998173,0.023026092909276485,0.013707103207707405,0.03539798967540264
llava_1_5_7b,attention_distribution,HALL-HALL,all_visual_tokens,32,888,0.013749089299413786,0.009674538538794937,0.01113479258492589,0.006878274492919445,0.018474530894309282
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,1,888,0.001913137888763444,0.0009637053900197535,0.0017330378759652376,0.0012380008411128074,0.0024076533736661077
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,2,888,0.002217426488182805,0.001209972841427669,0.002099825767800212,0.001397504413034767,0.002850810647942126
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,3,888,0.003987787123323132,0.002404855583140299,0.0036502660950645804,0.0023897463688626885,0.0050936490297317505
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,4,888,0.0043640275200052024,0.0035047898018017326,0.003661958151496947,0.002376281307078898,0.005335212917998433
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,5,888,0.006176906723389088,0.0052684803469078,0.005102728959172964,0.002886761911213398,0.007921905722469091
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,6,888,0.007417488928055989,0.007049555562713633,0.005363247124478221,0.0031587189296260476,0.008979260455816984
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,7,888,0.01824723652719734,0.022112721865647583,0.009769800119102001,0.005407347343862057,0.020754946395754814
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,8,888,0.019220276003669913,0.02160610570919177,0.012733265291899443,0.006469088839367032,0.023403343744575977
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,9,888,0.03146982300244712,0.03795441349731218,0.017249072901904583,0.00880571804009378,0.03849351406097412
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,10,888,0.04037734770860003,0.0368301908692472,0.028511534444987774,0.016695612110197544,0.04990900866687298
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,11,888,0.06424261902633065,0.052550018939313506,0.0501853059977293,0.02709220629185438,0.08578947186470032
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,12,888,0.11382818417592175,0.07741558886488822,0.09861631691455841,0.05550027173012495,0.15719057619571686
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,13,888,0.10177677139264389,0.0792209465224955,0.08114029839634895,0.04049936309456825,0.14249654114246368
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,14,888,0.08736592132639065,0.0639978414811506,0.07291637733578682,0.03915679454803467,0.11752729304134846
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,15,888,0.14713227185462643,0.10990427067173542,0.11961309611797333,0.06008485425263643,0.20588761195540428
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,16,888,0.12331972532810723,0.09187608585013933,0.10134657472372055,0.04961625952273607,0.17433033138513565
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,17,888,0.06609724765760941,0.05541618923070596,0.05169939622282982,0.022234723437577486,0.0924688559025526
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,18,888,0.1462456079022665,0.10291189002443156,0.1262255534529686,0.0639057420194149,0.20374219864606857
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,19,888,0.16062303620069665,0.09367604988540199,0.15424232929944992,0.0854827705770731,0.2165718674659729
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,20,888,0.16473514671927225,0.1160570732854655,0.14800648391246796,0.066615866497159,0.2385532297194004
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,21,888,0.14400091809734517,0.1084298152720112,0.12042015418410301,0.05235065519809723,0.2136533111333847
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,22,888,0.15018492621088586,0.1204621961723139,0.12259720638394356,0.046383061446249485,0.23125320672988892
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,23,888,0.15566364575365163,0.12426499708855025,0.1284828782081604,0.048199924640357494,0.23633437976241112
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,24,888,0.12396614546525746,0.10193381808979723,0.100618377327919,0.03498462773859501,0.1908138133585453
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,25,888,0.13711349037947837,0.11672703698025041,0.10281899198889732,0.0411935830488801,0.21180661767721176
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,26,888,0.09105031699168198,0.0750817611331057,0.06891978532075882,0.029011190868914127,0.14044954627752304
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,27,888,0.11994864437351557,0.09982979377433734,0.09394274652004242,0.03789265360683203,0.18134616315364838
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,28,888,0.02246591672712941,0.021395166371930938,0.016433870419859886,0.009519306477159262,0.027396917808800936
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,29,888,0.07468386539200379,0.058985956327628944,0.058686722069978714,0.025869912933558226,0.1114885825663805
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,30,888,0.0689746251050278,0.059688747931733004,0.05282405577600002,0.022797496523708105,0.09813708998262882
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,31,888,0.028222232514537184,0.02286296810025422,0.02237538993358612,0.012377086095511913,0.03725720662623644
llava_1_5_7b,attention_distribution,HALL-HALL,union_top32,32,888,0.013007033153920568,0.012071138005475832,0.009149617049843073,0.00505211774725467,0.017020178958773613
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,1,1966,0.00249866989483495,0.0006130298161126924,0.002458925941027701,0.0020925598801113665,0.0028612884925678372
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,2,1966,0.004556519334182704,0.0010493158857287235,0.004570882534608245,0.003941232920624316,0.005191628471948206
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,3,1966,0.00815390751609249,0.0026389952743947134,0.00786317978054285,0.006398848025128245,0.009574301773682237
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,4,1966,0.011431841624072646,0.005980186871169534,0.010115650482475758,0.007734044920653105,0.013495342107489705
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,5,1966,0.015934219175586354,0.008158280842135952,0.014000755734741688,0.010807626182213426,0.018784387968480587
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,6,1966,0.02195878229212937,0.011586292771539967,0.019406596198678017,0.014405363006517291,0.026449643541127443
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,7,1966,0.05616491250381146,0.030761572659005653,0.050601743161678314,0.03456249553710222,0.0709089282900095
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,8,1966,0.057080228736724546,0.03192046547817544,0.05024162866175175,0.036319799721241,0.06858169287443161
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,9,1966,0.07593774138632423,0.04219095741960473,0.06635841354727745,0.04728711396455765,0.09592421539127827
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,10,1966,0.08193239276387396,0.03637939027260848,0.07560647651553154,0.056610594503581524,0.10038265213370323
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,11,1966,0.10553837385850968,0.04237851415916029,0.09957000240683556,0.07531972974538803,0.12878891453146935
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,12,1966,0.15579309717999318,0.052939443551760924,0.1513262614607811,0.1205123569816351,0.1869930848479271
llava_1_5_7b,attention_distribution,HALL-REAL,all_visual_tokens,13,1966,0.1631387947188806,0.060991966260935046,0.15842904895544052,0.12200121209025383,0.2013658955693245
