model,label,layer,n_mentions,mean,q25,median,q75,raw_q_softmax_js_tau007_real_auroc
llava_1_5_7b,HALL,28,3487,0.25253355503082275,0.20628777146339417,0.24904173612594604,0.29578644037246704,0.5217062554513482
llava_1_5_7b,HALL,29,3487,0.23838315904140472,0.197452574968338,0.22594231367111206,0.259522408246994,0.5739105589057859
llava_1_5_7b,HALL,30,3487,0.21489091217517853,0.177814781665802,0.20100587606430054,0.22947436571121216,0.551357961597605
llava_1_5_7b,HALL,31,3487,0.1949065774679184,0.16214758157730103,0.191646546125412,0.22366073727607727,0.546138568121809
llava_1_5_7b,HALL,32,3487,0.1511777937412262,0.10973192751407623,0.1377473771572113,0.16850268840789795,0.6173156704384776
llava_1_5_7b,REAL,1,11976,0.04075808823108673,0.032965391874313354,0.0387914665043354,0.04501676559448242,0.5404712373796441
llava_1_5_7b,REAL,2,11976,0.07539588958024979,0.05565745756030083,0.06999662518501282,0.09221553802490234,0.4724008766984308
llava_1_5_7b,REAL,3,11976,0.3684135973453522,0.2584579288959503,0.3982553482055664,0.4705290198326111,0.5012743918196779
llava_1_5_7b,REAL,4,11976,0.38046979904174805,0.26775848865509033,0.4099881052970886,0.48885685205459595,0.43478627506422846
llava_1_5_7b,REAL,5,11976,0.3622801899909973,0.2627069652080536,0.3814864754676819,0.4553907513618469,0.4383275680507368
llava_1_5_7b,REAL,6,11976,0.326328307390213,0.24166595935821533,0.3359440565109253,0.4061258137226105,0.4304719873740407
llava_1_5_7b,REAL,7,11976,0.3083902597427368,0.24047082662582397,0.30123433470726013,0.37312978506088257,0.3776675686714218
llava_1_5_7b,REAL,8,11976,0.28138333559036255,0.20986308157444,0.27936655282974243,0.3427704870700836,0.4376512081614716
llava_1_5_7b,REAL,9,11976,0.2636552155017853,0.2001653015613556,0.2609601616859436,0.3159129023551941,0.47927826784435895
llava_1_5_7b,REAL,10,11976,0.2544442415237427,0.20459416508674622,0.2514309287071228,0.29712119698524475,0.4544188870044841
llava_1_5_7b,REAL,11,11976,0.24841520190238953,0.19068780541419983,0.23524880409240723,0.28267624974250793,0.4768754960451445
llava_1_5_7b,REAL,12,11976,0.28800448775291443,0.19663852453231812,0.2532036304473877,0.3710089325904846,0.5569063396844354
llava_1_5_7b,REAL,13,11976,0.28879716992378235,0.22793982923030853,0.2750892639160156,0.33122244477272034,0.5070535751744384
llava_1_5_7b,REAL,14,11976,0.25721475481987,0.20955607295036316,0.24672245979309082,0.2873716652393341,0.579426561755573
llava_1_5_7b,REAL,15,11976,0.3013022243976593,0.21898521482944489,0.268457293510437,0.37275800108909607,0.5184548070426294
llava_1_5_7b,REAL,16,11976,0.2582205533981323,0.20947012305259705,0.24092388153076172,0.28146931529045105,0.5116175377233771
llava_1_5_7b,REAL,17,11976,0.2561279237270355,0.20479780435562134,0.23892274498939514,0.2834921181201935,0.5285429261160692
llava_1_5_7b,REAL,18,11976,0.27214711904525757,0.21157017350196838,0.24490225315093994,0.3040555715560913,0.49389241871564565
llava_1_5_7b,REAL,19,11976,0.32458674907684326,0.2453383505344391,0.30527472496032715,0.3924320936203003,0.5192209890577446
llava_1_5_7b,REAL,20,11976,0.2985696494579315,0.23576554656028748,0.27331608533859253,0.33628201484680176,0.5422474812927642
llava_1_5_7b,REAL,21,11976,0.2697448134422302,0.20200411975383759,0.23538237810134888,0.2991439700126648,0.4756033312203223
llava_1_5_7b,REAL,22,11976,0.29330697655677795,0.24064739048480988,0.27325087785720825,0.32531502842903137,0.47778206254780853
llava_1_5_7b,REAL,23,11976,0.31015726923942566,0.2484148144721985,0.2834275960922241,0.3441108465194702,0.44999984674444005
llava_1_5_7b,REAL,24,11976,0.2934105694293976,0.25695279240608215,0.2848769426345825,0.3187299966812134,0.49617671678315045
llava_1_5_7b,REAL,25,11976,0.2882782220840454,0.22802460193634033,0.2597041130065918,0.31405308842658997,0.44213787243735153
llava_1_5_7b,REAL,26,11976,0.26522135734558105,0.21829412877559662,0.244382843375206,0.2798665761947632,0.44686484861511566
llava_1_5_7b,REAL,27,11976,0.2670927941799164,0.21312735974788666,0.2414344847202301,0.28396958112716675,0.5268731828440363
llava_1_5_7b,REAL,28,11976,0.25551825761795044,0.22119024395942688,0.2555621266365051,0.28873229026794434,0.5217062554513482
llava_1_5_7b,REAL,29,11976,0.2586081326007843,0.2076461762189865,0.23675405979156494,0.2785290479660034,0.5739105589057859
llava_1_5_7b,REAL,30,11976,0.22471272945404053,0.18417856097221375,0.2084287852048874,0.23786118626594543,0.551357961597605
llava_1_5_7b,REAL,31,11976,0.20274505019187927,0.17443086206912994,0.1990562230348587,0.22387079894542694,0.546138568121809
llava_1_5_7b,REAL,32,11976,0.20737648010253906,0.12453487515449524,0.15543074905872345,0.20122277736663818,0.6173156704384776
