feature_set,dimensions,ensemble_auroc,mean_real_aupr,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,ae32_ensemble_auroc,product_minus_ae32_auroc,full_ae_ensemble_auroc,product_minus_full_ae_auroc,ensemble_hall_aupr,mean_seed_auroc,std_seed_auroc,full_ae_cosine_ensemble_auroc,product_minus_full_ae_cosine_auroc
E_OT,64,0.8818227803265709,0.9582313790450253,0.666399867249454,0.6296441119800521,0.60742830277386,0.6183262084215275,0.8859389188654228,-0.0041161385388518434,0.8882119973400207,-0.006389217013449744,0.6762207949491813,0.8769889798377505,0.0019957875665010116,0.8847157103724724,-0.0028929300459015206
G_OT,192,0.9039316878425172,0.9681454910121392,0.7123037286297632,0.6674275554391608,0.6577338975082275,0.6624612582200139,0.9062206822071346,-0.0022889943646173805,0.9045903163095044,-0.0006586284669871656,0.724391940934322,0.8987705023189934,0.0017495339408197825,0.9066142387603433,-0.0026825509178260987
H_OT,224,0.9065083257467591,0.9699642745006171,0.7116205689593911,0.6590200121004447,0.678890456041373,0.6686166394953861,0.9092273385217206,-0.002719012774961449,0.9068185409122294,-0.0003102151654702512,0.722889474896813,0.9021258613149149,0.0014369214907596394,0.9096770347597252,-0.0031687090129660644
AE+I,64,0.8896039142671774,0.962698017587825,0.6850948375126146,0.6811291401877696,0.5843911612599906,0.6290115044486327,0.8906306338633421,-0.001026719596164627,0.8927494728946604,-0.0031455586274830027,0.6895577381373208,0.8874403178239255,0.0007518265652905759,,
AE+S,64,0.8934879701915636,0.964998605207852,0.6934886595043817,0.6665527242754902,0.614950634696756,0.6381124824277556,0.8970427118824561,-0.0035547416908925378,0.8989966044172093,-0.005508634225645737,0.6972328465886467,0.8913001623034943,0.00036359867599740765,,
AE+I+S,96,0.8977655826691585,0.9667489368945312,0.697477956978069,0.65490766055361,0.6591443347437705,0.6557445274712583,0.8955848163566735,0.002180766312484983,0.9003543745257788,-0.0025887918566203094,0.70425483932601,0.8945455569683722,0.0020915296733949227,,
AE+N,64,0.8896907282127382,0.9644170000820157,0.6738422623650767,0.6641910981386042,0.5698166431593794,0.6122616414653524,0.8932810636213107,-0.0035903354085724537,0.8940820669590173,-0.004391338746279061,0.6774711722914031,0.8872140228058306,0.0008308942505131278,,
AE+S+N,96,0.8948960923885585,0.9660417126211996,0.6884265544973894,0.6501880913283049,0.6088387400094029,0.6287065192035287,0.89521788274677,-0.00032179035821156,0.8972377538801493,-0.002341661491590763,0.6968085207546336,0.8912971720453693,0.001314744382545734,,
U,128,0.9035161384231,0.968932599616466,0.7019700190948219,0.6548315737970613,0.6666666666666666,0.6602861760300721,0.9061023258613535,-0.002586187438253562,0.9054839211891427,-0.0019677827660427027,0.7147914555020524,0.8994056910206792,0.00046342352652418235,,
D_OT+strength,96,0.8981736082132937,0.9670498658523491,0.6934233832349133,0.6597661645090441,0.6384579219558063,0.6472424402147356,0.8974403197531242,0.0007332884601695122,0.898662660106619,-0.0004890518933252652,0.6994531924828936,0.8952263712214471,0.0010253164702008345,,
