model,label,layer,n_mentions,mean,q25,median,q75,raw_endpoint_js_residual_real_auroc
llava_1_5_7b,HALL,19,3487,-0.010411971248686314,-0.015711337327957153,-0.0097636878490448,-0.004364535212516785,0.25463418472543975
llava_1_5_7b,HALL,20,3487,-0.017057398334145546,-0.021782442927360535,-0.016119062900543213,-0.011356383562088013,0.33579515641549806
llava_1_5_7b,HALL,21,3487,-0.015751590952277184,-0.02120882272720337,-0.014339864253997803,-0.008932456374168396,0.3038769442144015
llava_1_5_7b,HALL,22,3487,-0.01440070103853941,-0.020050860941410065,-0.012979894876480103,-0.007446885108947754,0.28178617295771163
llava_1_5_7b,HALL,23,3487,-0.02012915164232254,-0.024970129132270813,-0.019251972436904907,-0.014749452471733093,0.36896413752847435
llava_1_5_7b,HALL,24,3487,-0.01653468795120716,-0.021010980010032654,-0.015728414058685303,-0.011142730712890625,0.3765859436107662
llava_1_5_7b,HALL,25,3487,-0.022361863404512405,-0.027427896857261658,-0.021042287349700928,-0.01580604910850525,0.3378190756812353
llava_1_5_7b,HALL,26,3487,-0.0022661874536424875,-0.008897915482521057,-0.0015676617622375488,0.004854828119277954,0.4284966309638683
llava_1_5_7b,HALL,27,3487,-0.011216900311410427,-0.02010531723499298,-0.010424941778182983,-0.001425027847290039,0.4798716661887009
llava_1_5_7b,HALL,28,3487,0.006017159670591354,0.0033866316080093384,0.006637305021286011,0.009942598640918732,0.48517294363126406
llava_1_5_7b,HALL,29,3487,-0.009685790166258812,-0.015645086765289307,-0.008468717336654663,-0.002027854323387146,0.33608779072340267
llava_1_5_7b,HALL,30,3487,-0.010863613337278366,-0.015888459980487823,-0.00895613431930542,-0.004017442464828491,0.39559218331510554
llava_1_5_7b,HALL,31,3487,0.01192556507885456,0.009016312658786774,0.012169450521469116,0.015216611325740814,0.4430894817069375
llava_1_5_7b,HALL,32,3487,0.01591462641954422,0.011327065527439117,0.01545734703540802,0.020030096173286438,0.5859410604978239
llava_1_5_7b,REAL,1,11976,0.004259801935404539,0.0007568709552288055,0.003748565912246704,0.007279698271304369,0.501866197742967
llava_1_5_7b,REAL,2,11976,0.015179629437625408,0.012052829377353191,0.015219617635011673,0.018393296748399734,0.46836995614400584
llava_1_5_7b,REAL,3,11976,-0.003746075788512826,-0.00736653059720993,-0.0030530840158462524,0.0005662813782691956,0.5409732690694457
llava_1_5_7b,REAL,4,11976,-0.0011781236389651895,-0.0048185959458351135,-0.0007944181561470032,0.0030795298516750336,0.5771400845855749
llava_1_5_7b,REAL,5,11976,-0.005964469630271196,-0.008856598287820816,-0.0050442516803741455,-0.001715589314699173,0.489810420956625
llava_1_5_7b,REAL,6,11976,-0.008299659006297588,-0.012725602835416794,-0.006639495491981506,-0.0022840499877929688,0.4239058247457538
llava_1_5_7b,REAL,7,11976,-0.013955793343484402,-0.022113576531410217,-0.01156875491142273,-0.0033709704875946045,0.297471352704453
llava_1_5_7b,REAL,8,11976,-0.013719056732952595,-0.022571347653865814,-0.012099817395210266,-0.0027883872389793396,0.2865172798517406
llava_1_5_7b,REAL,9,11976,-0.012829034589231014,-0.020017355680465698,-0.012062862515449524,-0.00432514026761055,0.298862937135144
llava_1_5_7b,REAL,10,11976,-0.022967254742980003,-0.03166158124804497,-0.022832117974758148,-0.013872288167476654,0.2937097787966718
llava_1_5_7b,REAL,11,11976,-0.023696474730968475,-0.03170904889702797,-0.023999512195587158,-0.015766702592372894,0.3321805761412894
llava_1_5_7b,REAL,12,11976,-0.02493445575237274,-0.03188332915306091,-0.025017082691192627,-0.018188834190368652,0.44282563070888936
llava_1_5_7b,REAL,13,11976,-0.02989039570093155,-0.036945641040802,-0.0297793447971344,-0.0225432850420475,0.4440933774632718
llava_1_5_7b,REAL,14,11976,-0.018167465925216675,-0.024788938462734222,-0.018361032009124756,-0.011760734021663666,0.49632907436132184
llava_1_5_7b,REAL,15,11976,-0.03446497768163681,-0.04142570123076439,-0.034115687012672424,-0.027501694858074188,0.3600959327123801
llava_1_5_7b,REAL,16,11976,-0.027710527181625366,-0.03445400670170784,-0.028307251632213593,-0.021549202501773834,0.3681285834262924
llava_1_5_7b,REAL,17,11976,-0.02644302509725094,-0.035744406282901764,-0.02583663910627365,-0.01685401052236557,0.23662453719215507
llava_1_5_7b,REAL,18,11976,-0.03029562719166279,-0.03920317441225052,-0.029578961431980133,-0.02086370438337326,0.29483320191669066
llava_1_5_7b,REAL,19,11976,-0.021485118195414543,-0.03071446716785431,-0.020938247442245483,-0.011756762862205505,0.25463418472543975
llava_1_5_7b,REAL,20,11976,-0.023424947634339333,-0.030802056193351746,-0.02224196493625641,-0.015054449439048767,0.33579515641549806
llava_1_5_7b,REAL,21,11976,-0.024246646091341972,-0.03292200714349747,-0.022975847125053406,-0.014449365437030792,0.3038769442144015
llava_1_5_7b,REAL,22,11976,-0.02367970161139965,-0.031597115099430084,-0.021883606910705566,-0.014293834567070007,0.28178617295771163
llava_1_5_7b,REAL,23,11976,-0.02415679767727852,-0.02983628213405609,-0.02341999113559723,-0.017728138715028763,0.36896413752847435
llava_1_5_7b,REAL,24,11976,-0.0205801110714674,-0.026905834674835205,-0.019730597734451294,-0.013496745377779007,0.3765859436107662
llava_1_5_7b,REAL,25,11976,-0.02886366657912731,-0.036418668925762177,-0.02763080596923828,-0.020133867859840393,0.3378190756812353
llava_1_5_7b,REAL,26,11976,-0.006138189230114222,-0.013875685632228851,-0.004509046673774719,0.003719773143529892,0.4284966309638683
llava_1_5_7b,REAL,27,11976,-0.012133740819990635,-0.02320614457130432,-0.011783808469772339,-0.000756576657295227,0.4798716661887009
llava_1_5_7b,REAL,28,11976,0.00486024608835578,0.0014089196920394897,0.006328709423542023,0.010962322354316711,0.48517294363126406
llava_1_5_7b,REAL,29,11976,-0.017708677798509598,-0.026062369346618652,-0.01592225581407547,-0.006926484405994415,0.33608779072340267
llava_1_5_7b,REAL,30,11976,-0.015509646385908127,-0.02371068298816681,-0.013571351766586304,-0.0055327266454696655,0.39559218331510554
llava_1_5_7b,REAL,31,11976,0.00992824137210846,0.00691014900803566,0.01124623417854309,0.014962974935770035,0.4430894817069375
llava_1_5_7b,REAL,32,11976,0.018210429698228836,0.012670431286096573,0.017547085881233215,0.02374974638223648,0.5859410604978239
