model,label,layer,n_mentions,mean,q25,median,q75,raw_kappa_real_auroc
llava_1_5_7b,REAL,9,11976,0.4798792600631714,0.44655877351760864,0.48261332511901855,0.5144109725952148,0.5385014364835206
llava_1_5_7b,REAL,10,11976,0.5078319907188416,0.4641527533531189,0.5082120895385742,0.5492743253707886,0.6331595415283295
llava_1_5_7b,REAL,11,11976,0.5183827877044678,0.47406724095344543,0.5180375576019287,0.5601177215576172,0.5964098759606968
llava_1_5_7b,REAL,12,11976,0.47809505462646484,0.43109795451164246,0.47055184841156006,0.5186802744865417,0.4665271059277526
llava_1_5_7b,REAL,13,11976,0.5120509266853333,0.45698729157447815,0.5095586776733398,0.5638464689254761,0.5394387498829032
llava_1_5_7b,REAL,14,11976,0.4279860258102417,0.38795605301856995,0.41909563541412354,0.45829886198043823,0.4521917843908829
llava_1_5_7b,REAL,15,11976,0.5145931839942932,0.4588475823402405,0.5079734325408936,0.5650132894515991,0.548662483651942
llava_1_5_7b,REAL,16,11976,0.43345361948013306,0.38953712582588196,0.42940205335617065,0.4712463319301605,0.6186411394627511
llava_1_5_7b,REAL,17,11976,0.4887033998966217,0.43536698818206787,0.4805552363395691,0.5348269939422607,0.7412892532986822
llava_1_5_7b,REAL,18,11976,0.5096496939659119,0.4541029632091522,0.49801695346832275,0.5557727217674255,0.557568726976944
llava_1_5_7b,REAL,19,11976,0.5509196519851685,0.4966890513896942,0.547174334526062,0.6012608408927917,0.5799869383159781
llava_1_5_7b,REAL,20,11976,0.4534817039966583,0.39477306604385376,0.43947815895080566,0.5009481310844421,0.6243006278305583
llava_1_5_7b,REAL,21,11976,0.4806877672672272,0.42968907952308655,0.46928995847702026,0.5218600034713745,0.6332340500712734
llava_1_5_7b,REAL,22,11976,0.45355015993118286,0.3893130421638489,0.43997496366500854,0.5051703453063965,0.6710569715092167
llava_1_5_7b,REAL,23,11976,0.4172210693359375,0.36270812153816223,0.40281379222869873,0.45661550760269165,0.6081075256334292
llava_1_5_7b,REAL,24,11976,0.4435553252696991,0.38955774903297424,0.43103525042533875,0.4860072135925293,0.5697845959579996
llava_1_5_7b,REAL,25,11976,0.42622143030166626,0.35429468750953674,0.40804174542427063,0.482150673866272,0.6434711263651478
llava_1_5_7b,REAL,26,11976,0.460667222738266,0.40058252215385437,0.44573965668678284,0.49977436661720276,0.640300651968309
llava_1_5_7b,REAL,27,11976,0.40596288442611694,0.35587242245674133,0.39635026454925537,0.4431307911872864,0.6249277783173651
llava_1_5_7b,REAL,28,11976,0.4728444814682007,0.4215531647205353,0.45820873975753784,0.5085176825523376,0.46322735807146265
llava_1_5_7b,REAL,29,11976,0.4901377856731415,0.41237056255340576,0.46308791637420654,0.5449030995368958,0.6598020029160702
llava_1_5_7b,REAL,30,11976,0.392877459526062,0.34673359990119934,0.3812664747238159,0.42552801966667175,0.6304976840211347
llava_1_5_7b,REAL,31,11976,0.5685150623321533,0.5165297985076904,0.55951988697052,0.6108243465423584,0.5197724576387265
llava_1_5_7b,REAL,32,11976,0.6942878365516663,0.6589663028717041,0.694293737411499,0.7300758361816406,0.3532507491802264
