feature_set,ae_variant,seed,threshold_rule,threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
G_JS,full,44,train_f1,0.4790610373020172,0.8999194366585197,0.9682741854465607,0.9014314928425358,0.9043906442347148,0.9029086439983613,0.7145493271315901,0.6676176890156919,0.6600846262341326,0.6638297872340425
G_JS,full,45,fixed_0.5,0.5,0.8958168989711389,0.9678827018211016,0.9227010217681031,0.8522773902338941,0.8860921501706485,0.7052559893594174,0.5977653631284916,0.7545839210155149,0.6670822942643392
G_JS,full,45,train_f1,0.39700207114219666,0.8958168989711389,0.9678827018211016,0.9040636782572267,0.885514977431268,0.8946932006633499,0.7052559893594174,0.6324110671936759,0.6770098730606487,0.6539509536784741
H_JS,top32,43,fixed_0.5,0.5,0.9014690655867783,0.9692133785222603,0.8938301282051282,0.9154698399671728,0.9045205757145753,0.7152874621317238,0.683076923076923,0.6262341325811002,0.6534216335540839
H_JS,top32,43,train_f1,0.5304034948348999,0.9014690655867783,0.9692133785222603,0.8985801217038539,0.9089043906442347,0.9037127702978376,0.7152874621317238,0.6740088105726872,0.6473906911142454,0.660431654676259
H_JS,top32,44,fixed_0.5,0.5,0.9046360383208331,0.9707711506332443,0.911665257819104,0.8851046368485843,0.8981886321049344,0.7175690530781091,0.6410256410256411,0.7052186177715092,0.6715916722632639
H_JS,top32,44,train_f1,0.45562636852264404,0.9046360383208331,0.9707711506332443,0.9054890631448618,0.9002872384078785,0.902880658436214,0.7175690530781091,0.6639004149377593,0.6770098730606487,0.6703910614525139
H_JS,top32,45,fixed_0.5,0.5,0.8994960739840019,0.9689810240023794,0.8848605577689242,0.9113664341403365,0.8979179300586214,0.6998459002646518,0.660377358490566,0.5923836389280677,0.6245353159851301
H_JS,top32,45,train_f1,0.5680540204048157,0.8994960739840019,0.9689810240023794,0.8992983904250929,0.8941321296676241,0.8967078189300411,0.6998459002646518,0.6431535269709544,0.6558533145275035,0.6494413407821229
H_JS,full,43,fixed_0.5,0.5,0.9017546834676731,0.9694138249945637,0.9074688796680498,0.8974148543290932,0.9024138642459253,0.714365241480184,0.6603260869565217,0.685472496473907,0.6726643598615917
H_JS,full,43,train_f1,0.501678466796875,0.9017546834676731,0.9694138249945637,0.9074304690743047,0.8970045137464095,0.9021873710276517,0.714365241480184,0.6594301221166893,0.685472496473907,0.6721991701244814
H_JS,full,44,fixed_0.5,0.5,0.8998997588308593,0.9690213979056158,0.9156316916488223,0.8773081657775954,0.8960603520536463,0.7050340192972048,0.6313193588162762,0.7221438645980254,0.6736842105263158
H_JS,full,44,train_f1,0.4290967583656311,0.8998997588308593,0.9690213979056158,0.9044269755895739,0.8970045137464095,0.9007004532344458,0.7050340192972048,0.6556927297668038,0.6741889985895627,0.6648122392211405
H_JS,full,45,fixed_0.5,0.5,0.8971810354357164,0.9680783542589253,0.8814697747925722,0.9154698399671728,0.8981481481481481,0.6976164204399845,0.6650406504065041,0.5768688293370945,0.6178247734138973
H_JS,full,45,train_f1,0.641281247138977,0.8971810354357164,0.9680783542589253,0.9141285956006768,0.8867459991793188,0.9002291189335555,0.6976164204399845,0.6470588235294118,0.7136812411847673,0.6787391012743126
C_OT,top32,43,fixed_0.5,0.5,0.8778145804600329,0.9596764790217804,0.9199263690750115,0.8202708247845711,0.8672451193058568,0.6718298789111368,0.5498458376156218,0.7545839210155149,0.6361474435196195
C_OT,top32,43,train_f1,0.3877827227115631,0.8778145804600329,0.9596764790217804,0.8902439024390244,0.8986458760771441,0.8944251582601593,0.6718298789111368,0.6399416909620991,0.6191819464033851,0.6293906810035842
C_OT,top32,44,fixed_0.5,0.5,0.8817805308730648,0.9609123642778514,0.9077649077649078,0.8682806729585556,0.8875838926174496,0.6806051967618344,0.6061349693251534,0.6967559943582511,0.6482939632545932
C_OT,top32,44,train_f1,0.4463266134262085,0.8817805308730648,0.9609123642778514,0.8905675786035117,0.8949528108329914,0.8927548096602538,0.6806051967618344,0.6327116212338594,0.6220028208744711,0.6273115220483642
C_OT,top32,45,fixed_0.5,0.5,0.8836716279871955,0.9620015081507374,0.8987603305785123,0.8924907673368896,0.8956145768993206,0.6810260255183739,0.6391184573002755,0.6544428772919605,0.6466898954703832
C_OT,top32,45,train_f1,0.48930415511131287,0.8836716279871955,0.9620015081507374,0.8947583947583948,0.8965941731637259,0.895675343308055,0.6810260255183739,0.6420454545454546,0.6375176304654443,0.6397735314932768
