model,scope,signal,layer,paired_images,hall_minus_real,ci95_low,ci95_high
llava_1_5_7b,all,kVP,30,1966,-0.00036921899300068617,-0.002456555335083976,0.001839232706697656
llava_1_5_7b,all,kVP,31,1966,0.05456014722585678,0.051517992094159124,0.05773689514026046
llava_1_5_7b,all,kVP,32,1966,0.03728263080120087,0.03433476099744439,0.04023739928379655
llava_1_5_7b,test,kP,1,187,0.1077645868062973,0.08978648334741593,0.1253358647227287
llava_1_5_7b,test,kP,2,187,0.082646444439888,0.07054735030978918,0.09403488151729106
llava_1_5_7b,test,kP,3,187,0.13115094602108002,0.12001769933849574,0.14237309582531452
llava_1_5_7b,test,kP,4,187,0.02034718543291092,0.010505081666633487,0.03004775247536599
llava_1_5_7b,test,kP,5,187,0.04748443514108658,0.035485418327152726,0.05868893023580313
llava_1_5_7b,test,kP,6,187,0.07729839533567429,0.0680384187027812,0.08588416185230016
llava_1_5_7b,test,kP,7,187,0.05684792250394821,0.04362586233764887,0.07052229922264813
llava_1_5_7b,test,kP,8,187,0.0593680664896965,0.05215792106464505,0.06657471265643834
llava_1_5_7b,test,kP,9,187,0.03985549882054329,0.03020979748107493,0.04920322149991988
llava_1_5_7b,test,kP,10,187,0.08919080346822739,0.07899751216173172,0.0995360566303134
llava_1_5_7b,test,kP,11,187,0.05261627584695816,0.04151385482400656,0.06447500642389059
llava_1_5_7b,test,kP,12,187,0.05692082270979881,0.048335362877696755,0.06593763511627912
llava_1_5_7b,test,kP,13,187,0.10001832246780396,0.08970698453485966,0.10965115521103143
llava_1_5_7b,test,kP,14,187,0.07697159796953201,0.06747632343322038,0.08644646946340796
llava_1_5_7b,test,kP,15,187,0.07939814776182175,0.06918567456305028,0.09005465749651194
llava_1_5_7b,test,kP,16,187,0.0405377559363842,0.032597227953374386,0.04810244422405958
llava_1_5_7b,test,kP,17,187,0.02236422896385193,0.013800059841014446,0.031277063023298975
llava_1_5_7b,test,kP,18,187,0.09344482421875,0.08514005336910486,0.10171781703829764
llava_1_5_7b,test,kP,19,187,0.0848441869020462,0.07454772442579269,0.09504929557442665
llava_1_5_7b,test,kP,20,187,0.13348987698554993,0.11996976174414158,0.1468769270926714
llava_1_5_7b,test,kP,21,187,0.05263248085975647,0.04498964324593544,0.060322680138051504
llava_1_5_7b,test,kP,22,187,0.07157108187675476,0.06287456788122654,0.07999214176088572
llava_1_5_7b,test,kP,23,187,0.08534522354602814,0.07562822010368109,0.09494919162243605
llava_1_5_7b,test,kP,24,187,0.06557364761829376,0.05576478708535433,0.07532229293137788
llava_1_5_7b,test,kP,25,187,0.053407806903123856,0.04681893214583397,0.05996362511068582
llava_1_5_7b,test,kP,26,187,0.039711035788059235,0.033930995129048826,0.04531703339889646
llava_1_5_7b,test,kP,27,187,0.10117198526859283,0.09202725812792778,0.11049635857343673
