model,image_id,response_index,label,category,layer,target_token_id,competitor_token_id,prefix_excludes_target,prediction_position,clean_target_logit,clean_margin,gradient_clean_target_logit_abs_error,gradient_clean_margin_abs_error,a_logit_total,a_margin_total,a_margin_positive_mass,a_margin_negative_mass,a_margin_positive_minus_negative,a_margin_positive_fraction,a_margin_max_positive,a_margin_minimum,a_margin_positive_support_nonzero,a_margin_cancellation_ratio,logit_additivity_relative_error,margin_additivity_relative_error,visual_token_count
internvl_2_5_8b,566644,180,HALL,banana,8,9076,395,True,463,40.0,0.75,0.0,0.0,-0.000991404289379716,-0.0036272115539759398,0.004056476056575775,0.007683686912059784,-0.003627210855484009,0.52734375,0.0003441841690801084,-0.0024722556117922068,True,0.3089575171470642,5.871236794519064e-07,6.418997600121656e-08,256
internvl_2_5_8b,566644,180,HALL,banana,16,9076,395,True,463,40.0,0.75,0.0,0.0,0.011460676789283752,0.08817965537309647,0.11336376518011093,0.025184106081724167,0.08817966282367706,0.546875,0.0646837130188942,-0.006795824505388737,True,0.6364562511444092,1.9503024759615073e-06,0.0,256
internvl_2_5_8b,566644,180,HALL,banana,24,9076,395,True,463,40.0,0.75,0.0,0.0,0.0003673333558253944,-0.005342352204024792,0.0011532427743077278,0.0064955949783325195,-0.005342352204024792,0.1953125,0.0001990982418647036,-0.0004962886450812221,True,0.6984528303146362,2.0599763956852257e-06,0.0,256
internvl_2_5_8b,566644,180,HALL,banana,32,9076,395,True,463,40.0,0.75,0.0,0.0,0.007043970748782158,0.05419604480266571,0.057311467826366425,0.0031154202297329903,0.05419604852795601,0.95703125,0.002869326388463378,-0.0013469033874571323,True,0.8968862891197205,1.9832330622193695e-07,0.0,256
internvl_2_5_8b,543065,6,REAL,person,8,1019,1847,True,289,44.75,2.25,0.0,0.0,-0.01954774558544159,0.03874107822775841,0.05505712330341339,0.016316041350364685,0.038741081953048706,0.70703125,0.007408947683870792,-0.0030668212566524744,True,0.5427961349487305,1.9057387135035242e-07,9.615865081968877e-08,256
internvl_2_5_8b,543065,6,REAL,person,16,1019,1847,True,289,44.75,2.25,0.0,0.0,0.19936436414718628,0.1631084680557251,0.1850557029247284,0.021947219967842102,0.1631084829568863,0.59375,0.027014583349227905,-0.004487808793783188,True,0.7879525423049927,0.0,0.0,256
internvl_2_5_8b,543065,6,REAL,person,24,1019,1847,True,289,44.75,2.25,0.0,0.0,-0.001006127567961812,-0.001901088748127222,0.0018740114755928516,0.0037750997580587864,-0.0019010882824659348,0.5,0.00026895548216998577,-0.0004435395821928978,True,0.33652880787849426,4.628255112493207e-07,6.12361361618241e-08,256
internvl_2_5_8b,543065,6,REAL,person,32,1019,1847,True,289,44.75,2.25,0.0,0.0,-0.012973906472325325,-0.06967953592538834,0.006047643721103668,0.0757271870970726,-0.06967954337596893,0.421875,0.001539779594168067,-0.029271842911839485,True,0.8520902395248413,5.742739404013264e-07,0.0,256
internvl_2_5_8b,543065,115,HALL,bowl,8,5634,19372,True,398,35.25,0.75,0.0,0.0,-0.025139637291431427,-0.1413787305355072,0.011061770841479301,0.15244050323963165,-0.1413787305355072,0.390625,0.0015166497323662043,-0.012157267890870571,True,0.8646897077560425,0.0,0.0,256
internvl_2_5_8b,543065,115,HALL,bowl,16,5634,19372,True,398,35.25,0.75,0.0,0.0,-0.10069432854652405,-0.12854087352752686,0.06745617091655731,0.19599702954292297,-0.12854085862636566,0.4921875,0.018067974597215652,-0.028703482821583748,True,0.4879077672958374,7.39920551495743e-08,2.3185089048638474e-07,256
internvl_2_5_8b,543065,115,HALL,bowl,24,5634,19372,True,398,35.25,0.75,0.0,0.0,0.028915854170918465,0.03058081865310669,0.048044443130493164,0.017463624477386475,0.03058081865310669,0.79296875,0.02084800973534584,-0.0063917310908436775,True,0.4668252766132355,2.5766414069039456e-07,0.0,256
internvl_2_5_8b,543065,115,HALL,bowl,32,5634,19372,True,398,35.25,0.75,0.0,0.0,-0.0654241219162941,-0.02526092156767845,0.017991462722420692,0.043252382427453995,-0.025260919705033302,0.21484375,0.0023464765399694443,-0.006360877770930529,True,0.4124646782875061,2.2776244179567584e-07,0.0,256
internvl_2_5_8b,468778,11,REAL,teddy bear,8,40936,4393,True,294,33.75,1.5,0.0,0.0,0.054093796759843826,0.102202869951725,0.13354258239269257,0.03133970871567726,0.1022028774023056,0.734375,0.019438287243247032,-0.009092586115002632,True,0.6198534965515137,0.0,7.28999225430016e-08,256
internvl_2_5_8b,468778,11,REAL,teddy bear,16,40936,4393,True,294,33.75,1.5,0.0,0.0,0.01883116364479065,0.0030293911695480347,0.12573781609535217,0.12270843237638474,0.0030293837189674377,0.703125,0.016587479040026665,-0.018157899379730225,True,0.0121933463960886,1.1869562968058744e-06,0.0,256
internvl_2_5_8b,468778,11,REAL,teddy bear,24,40936,4393,True,294,33.75,1.5,0.0,0.0,0.003840505611151457,0.0014521399280056357,0.003909183666110039,0.002457043621689081,0.0014521400444209576,0.56640625,0.0008913644123822451,-0.0005458552623167634,True,0.22810056805610657,4.850002142120502e-07,4.810084419659688e-07,256
internvl_2_5_8b,468778,11,REAL,teddy bear,32,40936,4393,True,294,33.75,1.5,0.0,0.0,-0.009991906583309174,-0.03965234383940697,0.02150430902838707,0.061156656593084335,-0.039652347564697266,0.60546875,0.002246796851977706,-0.02225022204220295,True,0.4796984791755676,9.320777962784632e-07,9.394879896262864e-08,256
internvl_2_5_8b,468778,212,HALL,cake,8,19303,4590,True,495,33.0,0.25,0.0,0.0,-0.01499753724783659,0.004691772162914276,0.012735903263092041,0.00804413016885519,0.004691773094236851,0.30859375,0.004810619633644819,-0.0008239801391027868,True,0.22578272223472595,0.0,0.0,256
internvl_2_5_8b,468778,212,HALL,cake,16,19303,4590,True,495,33.0,0.25,0.0,0.0,-0.004877188242971897,-0.012942586094141006,0.02482912316918373,0.03777170926332474,-0.012942586094141006,0.546875,0.005953133571892977,-0.008283765986561775,True,0.20674781501293182,8.592974154453259e-07,1.4391601155239186e-07,256
internvl_2_5_8b,468778,212,HALL,cake,24,19303,4590,True,495,33.0,0.25,0.0,0.0,0.000232599675655365,-0.0014514158247038722,0.0010091675212606788,0.002460583345964551,-0.0014514158247038722,0.47265625,0.00011513530625961721,-0.000715971807949245,True,0.41830548644065857,2.502483198441041e-07,8.020811748110646e-08,256
internvl_2_5_8b,468778,212,HALL,cake,32,19303,4590,True,495,33.0,0.25,0.0,0.0,0.053521528840065,0.04008982330560684,0.042171455919742584,0.0020816358737647533,0.040089819580316544,0.98046875,0.0028859106823801994,-0.001523348968476057,True,0.9059213399887085,6.960358689411805e-08,9.292359948176454e-08,256
internvl_2_5_8b,599,9,REAL,cat,8,8383,5807,True,292,33.5,1.0,0.0,0.0,-0.11405529081821442,-0.0339936837553978,0.007628056686371565,0.04162174463272095,-0.033993687480688095,0.4296875,0.0007082659285515547,-0.0037327692843973637,True,0.6902298927307129,0.0,1.0958770957358865e-07,256
internvl_2_5_8b,599,9,REAL,cat,16,8383,5807,True,292,33.5,1.0,0.0,0.0,-0.08524307608604431,-0.10193759948015213,0.024371908977627754,0.12630951404571533,-0.10193760693073273,0.453125,0.0028659403324127197,-0.011772158555686474,True,0.6765108108520508,0.0,7.308961613716747e-08,256
internvl_2_5_8b,599,9,REAL,cat,24,8383,5807,True,292,33.5,1.0,0.0,0.0,0.0004356998251751065,0.003363432362675667,0.006508351303637028,0.00314491824246943,0.0033634330611675978,0.5,0.0016114786267280579,-0.00038265681359916925,True,0.34842413663864136,1.0687674603104824e-06,1.384482146704613e-07,256
internvl_2_5_8b,599,9,REAL,cat,32,8383,5807,True,292,33.5,1.0,0.0,0.0,-0.1129448190331459,0.02491695061326027,0.1257098764181137,0.10079292953014374,0.02491694688796997,0.5,0.02801879495382309,-0.02020786888897419,True,0.11000723391771317,1.3193309200687509e-07,7.475413354995908e-08,256
internvl_2_5_8b,599,241,HALL,dining table,8,2115,2636,True,524,43.0,5.25,0.0,0.0,0.0482705794274807,-0.09007594734430313,0.0032604120206087828,0.09333635121583939,-0.09007593989372253,0.28125,0.00029430960421450436,-0.012144150212407112,True,0.9324944615364075,0.0,8.271443618923513e-08,256
internvl_2_5_8b,599,241,HALL,dining table,16,2115,2636,True,524,43.0,5.25,0.0,0.0,-0.019986895844340324,0.06004044786095619,0.10131082683801651,0.041270382702350616,0.060040444135665894,0.44921875,0.039728496223688126,-0.007410401478409767,True,0.4210965037345886,9.319330729340436e-08,4.3432459051473415e-07,256
internvl_2_5_8b,599,241,HALL,dining table,24,2115,2636,True,524,43.0,5.25,0.0,0.0,0.003882122226059437,0.00035630929050967097,0.0052939169108867645,0.004937607795000076,0.00035630911588668823,0.44921875,0.0007718502311035991,-0.0010604122653603554,True,0.03482465073466301,5.997510044153387e-08,1.1435404303483665e-06,256
internvl_2_5_8b,599,241,HALL,dining table,32,2115,2636,True,524,43.0,5.25,0.0,0.0,0.017913008108735085,-0.0098091010004282,0.008924023248255253,0.018733125180006027,-0.009809101931750774,0.6484375,0.0005061460542492568,-0.012742403894662857,True,0.3546678423881531,1.0398281347079319e-07,1.8988944816555886e-07,256
internvl_2_5_8b,14038,52,REAL,refrigerator,8,44469,37459,True,335,35.0,4.875,0.0,0.0,-0.030428512021899223,-0.001321251504123211,0.011945042759180069,0.013266293331980705,-0.0013212505728006363,0.5,0.0007227741880342364,-0.0074732862412929535,True,0.05240703746676445,6.121381090906652e-08,7.048786301311338e-07,256
internvl_2_5_8b,14038,52,REAL,refrigerator,16,44469,37459,True,335,35.0,4.875,0.0,0.0,-0.14579454064369202,-0.07488292455673218,0.062341898679733276,0.13722482323646545,-0.07488292455673218,0.6484375,0.002899546641856432,-0.05735696852207184,True,0.37522751092910767,2.0441319747988018e-07,9.94963826883577e-08,256
internvl_2_5_8b,14038,52,REAL,refrigerator,24,44469,37459,True,335,35.0,4.875,0.0,0.0,0.004873838275671005,-0.019583582878112793,0.0009975789580494165,0.020581163465976715,-0.019583584740757942,0.23046875,0.0002923037391155958,-0.0035942718386650085,True,0.9075404405593872,5.732585464102158e-07,1.9022512276478665e-07,256
internvl_2_5_8b,14038,52,REAL,refrigerator,32,44469,37459,True,335,35.0,4.875,0.0,0.0,-0.07464814186096191,-0.04190314933657646,0.004569540731608868,0.046472690999507904,-0.04190314933657646,0.3203125,0.0008279845351353288,-0.005561718251556158,True,0.8209506273269653,2.9942788160042255e-07,8.890238945014062e-08,256
internvl_2_5_8b,14038,201,HALL,remote,8,8833,2461,True,484,36.75,0.75,0.0,0.0,0.010867901146411896,0.030411694198846817,0.03132547810673714,0.0009137874003499746,0.03041169047355652,0.890625,0.0013287535402923822,-0.00028217810904607177,True,0.9433122277259827,8.569480058895351e-08,0.0,256
internvl_2_5_8b,14038,201,HALL,remote,16,8833,2461,True,484,36.75,0.75,0.0,0.0,-0.12040650844573975,-0.01134507916867733,0.08015503734350204,0.09150011837482452,-0.01134508103132248,0.1640625,0.07538726180791855,-0.018060758709907532,True,0.06609227508306503,6.187855916550689e-08,8.209050861296419e-07,256
internvl_2_5_8b,14038,201,HALL,remote,24,8833,2461,True,484,36.75,0.75,0.0,0.0,-0.013834284618496895,-0.0016511059366166592,0.016397519037127495,0.01804862543940544,-0.0016511064022779465,0.20703125,0.0047701215371489525,-0.0020833597518503666,True,0.04793297126889229,1.3463980508277018e-07,7.050747541370583e-08,256
internvl_2_5_8b,14038,201,HALL,remote,32,8833,2461,True,484,36.75,0.75,0.0,0.0,0.020694725215435028,-0.029186997562646866,0.05069927126169205,0.07988627254962921,-0.029187001287937164,0.73828125,0.005276682320982218,-0.036692384630441666,True,0.22350868582725525,7.200458185252501e-07,1.2763528900450183e-07,256
internvl_2_5_8b,90239,67,REAL,chair,8,34246,1867,True,350,31.75,5.5,0.0,0.0,0.027003534138202667,0.06284023076295853,0.11223334074020386,0.04939310625195503,0.06284023821353912,0.765625,0.011191217228770256,-0.0039381468668580055,True,0.38879919052124023,1.3795563802432298e-07,1.1856387516218092e-07,256
internvl_2_5_8b,90239,67,REAL,chair,16,34246,1867,True,350,31.75,5.5,0.0,0.0,0.08146318048238754,0.08336222171783447,0.1942470818758011,0.11088487505912781,0.08336220681667328,0.5,0.10987182706594467,-0.026181980967521667,True,0.2732005715370178,0.0,8.937597328895208e-08,256
internvl_2_5_8b,90239,67,REAL,chair,24,34246,1867,True,350,31.75,5.5,0.0,0.0,0.0038224910385906696,-0.012453300878405571,0.003961990121752024,0.016415290534496307,-0.012453300878405571,0.546875,0.0005585525650531054,-0.005769386421889067,True,0.6111365556716919,2.4364277351196506e-07,0.0,256
internvl_2_5_8b,90239,67,REAL,chair,32,34246,1867,True,350,31.75,5.5,0.0,0.0,0.03194795921444893,-0.02888672798871994,0.01948528364300728,0.04837200790643692,-0.02888672426342964,0.66015625,0.0018875028472393751,-0.013874819502234459,True,0.4256981909275055,4.664200332626933e-07,0.0,256
internvl_2_5_8b,90239,162,HALL,cell phone,8,20738,5781,True,445,37.0,0.0,0.0,0.0,0.010223503224551678,0.002889742609113455,0.015318917110562325,0.012429175898432732,0.002889741212129593,0.69140625,0.004008728079497814,-0.0037191014271229506,True,0.10414203256368637,9.109621856850936e-08,4.834287210542243e-07,256
internvl_2_5_8b,90239,162,HALL,cell phone,16,20738,5781,True,445,37.0,0.0,0.0,0.0,-0.20385512709617615,-0.13254666328430176,0.038640934973955154,0.1711876094341278,-0.13254667818546295,0.56640625,0.013721112161874771,-0.030147889629006386,True,0.6316903233528137,1.4619361365930672e-07,0.0,256
internvl_2_5_8b,90239,162,HALL,cell phone,24,20738,5781,True,445,37.0,0.0,0.0,0.0,-0.021132303401827812,-0.006353721953928471,0.00536055164411664,0.011714274063706398,-0.006353722419589758,0.2421875,0.0024631028063595295,-0.0017422839300706983,True,0.372110515832901,8.814207319574052e-08,2.931581946086226e-07,256
internvl_2_5_8b,90239,162,HALL,cell phone,32,20738,5781,True,445,37.0,0.0,0.0,0.0,0.046825990080833435,-0.029038848355412483,0.03564838320016861,0.06468722969293594,-0.029038846492767334,0.9296875,0.0010433573042973876,-0.030885769054293633,True,0.2894171476364136,7.955604530707205e-08,0.0,256
internvl_2_5_8b,395405,23,REAL,couch,8,31275,26583,True,306,33.5,1.25,0.0,0.0,-0.026983855292201042,-0.015579557046294212,0.016454357653856277,0.03203391283750534,-0.015579555183649063,0.8125,0.0008981641149148345,-0.01146960910409689,True,0.32130566239356995,1.3805627929741604e-07,1.1955701495480753e-07,256
internvl_2_5_8b,395405,23,REAL,couch,16,31275,26583,True,306,33.5,1.25,0.0,0.0,0.22884519398212433,-0.01628861576318741,0.03824346140027046,0.05453208088874817,-0.016288619488477707,0.48828125,0.008837533183395863,-0.00946652889251709,True,0.17557016015052795,6.511459815783383e-08,3.4305759299968486e-07,256
internvl_2_5_8b,395405,23,REAL,couch,24,31275,26583,True,306,33.5,1.25,0.0,0.0,-0.005703143309801817,-0.007469366304576397,0.0013489521807059646,0.008818318136036396,-0.00746936583891511,0.1953125,0.00038649511407129467,-0.0016179281519725919,True,0.7346481084823608,8.164992948422878e-08,0.0,256
internvl_2_5_8b,395405,23,REAL,couch,32,31275,26583,True,306,33.5,1.25,0.0,0.0,-0.08825092017650604,-0.004027736373245716,0.031462736427783966,0.03549047186970711,-0.0040277354419231415,0.828125,0.002353535033762455,-0.011676828376948833,True,0.06015748530626297,2.532748339945101e-07,9.249100116903719e-07,256
internvl_2_5_8b,395405,170,HALL,vase,8,479,2574,True,453,37.5,0.0,0.0,0.0,0.01121894083917141,0.010520439594984055,0.01527498196810484,0.0047545419074594975,0.010520439594984055,0.73046875,0.0017786466050893068,-0.0004749732033815235,True,0.5252466797828674,1.6602679409061238e-07,1.7705009724977572e-07,256
internvl_2_5_8b,395405,170,HALL,vase,16,479,2574,True,453,37.5,0.0,0.0,0.0,0.13594654202461243,0.07007648795843124,0.09099896252155304,0.0209224633872509,0.07007649540901184,0.4453125,0.03892432153224945,-0.0018063976895064116,True,0.626122236251831,1.0961046115198769e-07,1.0632067670712786e-07,256
internvl_2_5_8b,395405,170,HALL,vase,24,479,2574,True,453,37.5,0.0,0.0,0.0,-0.01942393183708191,-0.001781471655704081,0.00786779448390007,0.009649266488850117,-0.0017814720049500465,0.3984375,0.004872225224971771,-0.003947569988667965,True,0.10169924050569534,1.917887146873909e-07,2.809949137372314e-06,256
internvl_2_5_8b,395405,170,HALL,vase,32,479,2574,True,453,37.5,0.0,0.0,0.0,0.008680971339344978,0.013213127851486206,0.02729550376534462,0.014082375913858414,0.013213127851486206,0.60546875,0.002417042851448059,-0.004033217206597328,True,0.31932830810546875,8.582650252719759e-07,2.8193849743729515e-07,256
internvl_2_5_8b,96539,11,REAL,person,8,1019,1847,True,294,43.25,0.75,0.0,0.0,0.033244989812374115,0.029263287782669067,0.03389729931950569,0.0046340120024979115,0.029263287782669067,0.6640625,0.005960690788924694,-0.0007761571323499084,True,0.7594677209854126,1.1205568029026836e-07,0.0,256
internvl_2_5_8b,96539,11,REAL,person,16,1019,1847,True,294,43.25,0.75,0.0,0.0,0.026101961731910706,0.035497184842824936,0.07888057827949524,0.043383385986089706,0.03549719229340553,0.34375,0.022558843716979027,-0.005181440152227879,True,0.2903323769569397,2.8544147312459245e-07,1.049460891522358e-07,256
internvl_2_5_8b,96539,11,REAL,person,24,1019,1847,True,294,43.25,0.75,0.0,0.0,0.010118687525391579,0.0094410739839077,0.011402606032788754,0.0019615322817116976,0.0094410739839077,0.71875,0.003409727942198515,-0.00026541558327153325,True,0.7064483761787415,3.681595615034894e-07,0.0,256
internvl_2_5_8b,96539,11,REAL,person,32,1019,1847,True,294,43.25,0.75,0.0,0.0,-0.0752461701631546,-0.06526295840740204,0.0380534827709198,0.10331644117832184,-0.06526295840740204,0.70703125,0.0021358190570026636,-0.047447871416807175,True,0.4616467356681824,2.9704833082178084e-07,0.0,256
internvl_2_5_8b,96539,86,HALL,remote,8,8833,10664,True,369,35.75,0.75,0.0,0.0,-0.006437712348997593,-0.020228903740644455,0.0032411175779998302,0.023470018059015274,-0.020228900015354156,0.35546875,0.0008053138735704124,-0.003604596946388483,True,0.7573208808898926,4.339999009062012e-07,9.20784088975779e-08,256
internvl_2_5_8b,96539,86,HALL,remote,16,8833,10664,True,369,35.75,0.75,0.0,0.0,0.12593390047550201,0.15130680799484253,0.1833474189043045,0.032040610909461975,0.15130680799484253,0.57421875,0.05331215262413025,-0.009650105610489845,True,0.7024847865104675,1.1832527491151268e-07,0.0,256
