model,image_id,response_index,label,category,layer,target_token_id,competitor_token_id,prefix_excludes_target,prediction_position,clean_target_logit,clean_margin,gradient_clean_target_logit_abs_error,gradient_clean_margin_abs_error,a_logit_total,a_margin_total,a_margin_positive_mass,a_margin_negative_mass,a_margin_positive_minus_negative,a_margin_positive_fraction,a_margin_max_positive,a_margin_minimum,a_margin_positive_support_nonzero,a_margin_cancellation_ratio,logit_additivity_relative_error,margin_additivity_relative_error,visual_token_count
internvl_2_5_8b,44068,138,HALL,person,24,1832,13972,True,421,37.25,1.0,0.0,0.0,-0.0021967520006000996,-0.002598151098936796,0.001230813330039382,0.003828964661806822,-0.00259815133176744,0.30859375,0.00015080872981343418,-0.000599982391577214,True,0.513491153717041,0.0,0.0,256
internvl_2_5_8b,44068,138,HALL,person,32,1832,13972,True,421,37.25,1.0,0.0,0.0,0.028362568467855453,-0.037858594208955765,0.006183645687997341,0.04404224082827568,-0.037858594208955765,0.31640625,0.0007114661857485771,-0.02995692938566208,True,0.753766655921936,6.567265131707245e-08,9.840011472306287e-08,256
internvl_2_5_8b,232550,101,REAL,person,8,1019,46181,True,384,33.75,0.5,0.0,0.0,-0.020534679293632507,-0.0018193705473095179,0.010881681926548481,0.012701052241027355,-0.0018193703144788742,0.44140625,0.0011316299205645919,-0.0008068971801549196,True,0.07714841514825821,9.070730300209107e-08,6.398663572326768e-07,256
internvl_2_5_8b,232550,101,REAL,person,16,1019,46181,True,384,33.75,0.5,0.0,0.0,-0.01405375450849533,-0.053794000297784805,0.06666799634695053,0.12046200037002563,-0.053794004023075104,0.59375,0.010000504553318024,-0.012994097545742989,True,0.2874686121940613,5.30148497546179e-07,3.4625506373231474e-07,256
internvl_2_5_8b,232550,101,REAL,person,24,1019,46181,True,384,33.75,0.5,0.0,0.0,0.012237153016030788,0.04071633145213127,0.04102937877178192,0.0003130489494651556,0.04071633145213127,0.94921875,0.013919265940785408,-0.00017886138812173158,True,0.9848557710647583,7.610614005670868e-08,9.149375301831242e-08,256
internvl_2_5_8b,232550,101,REAL,person,32,1019,46181,True,384,33.75,0.5,0.0,0.0,0.0976988673210144,0.034637123346328735,0.17367026209831238,0.13903315365314484,0.03463710844516754,0.1171875,0.04787873476743698,-0.026606891304254532,True,0.11076670140028,7.626066889088179e-08,2.1510395242785307e-07,256
internvl_2_5_8b,232550,193,HALL,stop sign,8,3101,6174,True,476,43.0,4.5,0.0,0.0,0.06582830101251602,-0.00028639473021030426,0.02090376615524292,0.021190159022808075,-0.00028639286756515503,0.40625,0.004484083503484726,-0.004243119619786739,True,0.006803706753998995,1.1318203974042262e-07,9.75574857875472e-06,256
internvl_2_5_8b,232550,193,HALL,stop sign,16,3101,6174,True,476,43.0,4.5,0.0,0.0,-0.09964601695537567,-0.07159309089183807,0.015736496075987816,0.08732958137989044,-0.07159308344125748,0.4921875,0.0020937714725732803,-0.011663389392197132,True,0.694632887840271,1.4954098048747255e-07,0.0,256
internvl_2_5_8b,232550,193,HALL,stop sign,24,3101,6174,True,476,43.0,4.5,0.0,0.0,0.0014259271556511521,-0.0010828175581991673,0.002861304674297571,0.0039441222324967384,-0.0010828175581991673,0.63671875,0.0002755496243480593,-0.0007259626872837543,True,0.1591109037399292,4.082093880697357e-07,3.22534333463409e-07,256
internvl_2_5_8b,232550,193,HALL,stop sign,32,3101,6174,True,476,43.0,4.5,0.0,0.0,0.004486555233597755,-0.03672051802277565,0.00028130761347711086,0.037001825869083405,-0.03672051802277565,0.0234375,0.00012029173376504332,-0.0013770728837698698,True,0.9849096536636353,0.0,1.0144984230464615e-07,256
internvl_2_5_8b,94002,5,REAL,person,8,1847,4065,True,288,39.0,0.5,0.0,0.0,0.010845692828297615,0.026869680732488632,0.03856603056192398,0.0116963479667902,0.02686968259513378,0.65234375,0.002620271872729063,-0.0018642294453456998,True,0.5345883369445801,6.869616981930449e-07,1.3864287495835015e-07,256
internvl_2_5_8b,94002,5,REAL,person,16,1847,4065,True,288,39.0,0.5,0.0,0.0,0.07277777791023254,0.01043595653027296,0.06143640726804733,0.051000453531742096,0.010435953736305237,0.41796875,0.013213199563324451,-0.0045736245810985565,True,0.09281615167856216,1.0237437919613512e-07,2.6772519845508214e-07,256
internvl_2_5_8b,94002,5,REAL,person,24,1847,4065,True,288,39.0,0.5,0.0,0.0,-0.00016523449448868632,-0.0009649981511756778,0.0012299336958676577,0.0021949319634586573,-0.0009649982675909996,0.2421875,0.00023031950695440173,-0.00014064955757930875,True,0.28176233172416687,2.465917532390449e-06,6.031893917679554e-08,256
internvl_2_5_8b,94002,5,REAL,person,32,1847,4065,True,288,39.0,0.5,0.0,0.0,0.1366274654865265,0.003376232460141182,0.03784634917974472,0.03447011858224869,0.0033762305974960327,0.37109375,0.0067409733310341835,-0.005407865159213543,True,0.04668691009283066,2.1812839179347066e-07,1.0344261909267516e-06,256
internvl_2_5_8b,94002,205,HALL,bowl,8,5634,23166,True,488,37.0,1.5,0.0,0.0,-0.01574345864355564,-0.00047816336154937744,0.009426241740584373,0.009904405102133751,-0.00047816336154937744,0.5703125,0.0006941730389371514,-0.0031402972526848316,True,0.02473602443933487,0.0,4.13889665651368e-06,256
internvl_2_5_8b,94002,205,HALL,bowl,16,5634,23166,True,488,37.0,1.5,0.0,0.0,-0.07214560359716415,-0.10315153747797012,0.01445141714066267,0.11760295927524567,-0.10315154492855072,0.4609375,0.0017528688767924905,-0.021557094529271126,True,0.7811291813850403,2.0654293564348336e-07,0.0,256
internvl_2_5_8b,94002,205,HALL,bowl,24,5634,23166,True,488,37.0,1.5,0.0,0.0,0.013776416890323162,0.011090949177742004,0.01665455289185047,0.005563604179769754,0.011090949177742004,0.44140625,0.00557070504873991,-0.0008478523814119399,True,0.4991840124130249,6.760267723393554e-08,0.0,256
internvl_2_5_8b,94002,205,HALL,bowl,32,5634,23166,True,488,37.0,1.5,0.0,0.0,0.08995890617370605,-0.011341379955410957,0.004548341501504183,0.015889720991253853,-0.011341379955410957,0.25390625,0.0006819932023063302,-0.0016204952262341976,True,0.554914653301239,8.282205499199335e-08,1.6423446425051225e-07,256
internvl_2_5_8b,577030,78,REAL,couch,8,31275,328,True,361,35.25,1.25,0.0,0.0,-0.052310146391391754,-0.022080618888139725,0.03162147477269173,0.05370209366083145,-0.022080618888139725,0.51171875,0.0020728346426039934,-0.024338968098163605,True,0.2587868571281433,7.121543887933512e-08,8.435655729499558e-08,256
internvl_2_5_8b,577030,78,REAL,couch,16,31275,328,True,361,35.25,1.25,0.0,0.0,0.024387581273913383,0.04706329479813576,0.0997973084449768,0.05273400992155075,0.047063298523426056,0.65234375,0.013755527324974537,-0.016247672960162163,True,0.3085483908653259,4.5826052996744693e-07,2.3746463284624042e-07,256
internvl_2_5_8b,577030,78,REAL,couch,24,31275,328,True,361,35.25,1.25,0.0,0.0,0.00187048246152699,-0.006353304721415043,0.0033684109803289175,0.00972171500325203,-0.006353303790092468,0.25,0.0007921006181277335,-0.0014175125397741795,True,0.48535090684890747,3.734286053713731e-07,1.4658866120953462e-07,256
internvl_2_5_8b,577030,78,REAL,couch,32,31275,328,True,361,35.25,1.25,0.0,0.0,-0.014760512858629227,0.08731070160865784,0.11494512856006622,0.027634430676698685,0.08731070160865784,0.92578125,0.010646608658134937,-0.009378422982990742,True,0.6123648285865784,5.047641025157645e-07,1.7066824398170866e-07,256
internvl_2_5_8b,577030,216,HALL,person,8,2945,607,True,499,40.75,4.25,0.0,0.0,0.021836958825588226,0.02064083144068718,0.03182829171419144,0.011187459342181683,0.02064083144068718,0.703125,0.002780062146484852,-0.0014311001868918538,True,0.4798435568809509,2.558935534580087e-07,1.8048156391614611e-07,256
internvl_2_5_8b,577030,216,HALL,person,16,2945,607,True,499,40.75,4.25,0.0,0.0,0.022395195439457893,0.042068399488925934,0.04901126027107239,0.006942856125533581,0.04206840321421623,0.59765625,0.012130526825785637,-0.0011640684679150581,True,0.7518374919891357,2.4951498289738083e-07,8.85531790117966e-08,256
internvl_2_5_8b,577030,216,HALL,person,24,2945,607,True,499,40.75,4.25,0.0,0.0,0.0009269393049180508,0.0015336109790951014,0.0025322302244603634,0.0009986191289499402,0.0015336110955104232,0.60546875,0.00032144677243195474,-9.251909796148539e-05,True,0.43434619903564453,3.139778357308387e-07,7.590928419176635e-08,256
internvl_2_5_8b,577030,216,HALL,person,32,2945,607,True,499,40.75,4.25,0.0,0.0,0.061757151037454605,0.058503057807683945,0.06080642342567444,0.0023033623583614826,0.05850306153297424,0.984375,0.0043678246438503265,-0.0008234104607254267,True,0.9270045161247253,6.032160371205464e-08,6.367685045916005e-08,256
