model,split,metric,source,label,layer,n,mean,median,q25,q75
qwen3_vl_8b,all,fraction,prompt,1,5,12280,0.10802922601865854,0.09754818300697136,0.0705629491786627,0.13508532469053713
qwen3_vl_8b,all,fraction,prompt,1,6,12280,0.08205248310576711,0.06871531530916664,0.051505194490831005,0.10462997441452714
qwen3_vl_8b,all,fraction,prompt,1,7,12280,0.05249086750437071,0.04100244695183013,0.028384899973460907,0.0678737826139082
qwen3_vl_8b,all,fraction,prompt,1,8,12280,0.07605654467027331,0.07022505471506815,0.05767469807459856,0.0908588153763424
qwen3_vl_8b,all,fraction,prompt,1,9,12280,0.09133464114177249,0.08392198454987265,0.0704685236287874,0.10518916162983556
qwen3_vl_8b,all,fraction,prompt,1,10,12280,0.08373726913012966,0.07614637130581936,0.061736607990965926,0.09933947603508876
qwen3_vl_8b,all,fraction,prompt,1,11,12280,0.10859682241176485,0.10555711301962153,0.09165079228244492,0.12251050872474983
qwen3_vl_8b,all,fraction,prompt,1,12,12280,0.08478046962102587,0.0811501379312026,0.06983865121846305,0.09664395773646754
qwen3_vl_8b,all,fraction,prompt,1,13,12280,0.09643902869627308,0.09570165687248045,0.0860961967313622,0.10613041948016286
qwen3_vl_8b,all,fraction,prompt,1,14,12280,0.06591941773655345,0.06031960507514379,0.04952291504161789,0.07619741115981982
qwen3_vl_8b,all,fraction,prompt,1,15,12280,0.07906318019690456,0.07531838540473006,0.06487479052625009,0.08903676326494041
qwen3_vl_8b,all,fraction,prompt,1,16,12280,0.07593517755937372,0.06941290892446846,0.057593052623344305,0.08828661056795863
qwen3_vl_8b,all,fraction,prompt,1,17,12280,0.09629164396404856,0.09237464045555038,0.07925160068081742,0.11082660340576442
qwen3_vl_8b,all,fraction,prompt,1,18,12280,0.10397990426242336,0.09716094043117779,0.08259112509993552,0.11908384109867283
qwen3_vl_8b,all,fraction,prompt,1,19,12280,0.054178499924154404,0.05031130523391202,0.04115157749713544,0.062512413729967
qwen3_vl_8b,all,fraction,prompt,1,20,12280,0.08209254213386459,0.07726490417728135,0.06685388018845823,0.0947681067876667
qwen3_vl_8b,all,fraction,prompt,1,21,12280,0.061838524384277824,0.05808205438855234,0.047379588584133624,0.07299043008362491
qwen3_vl_8b,all,fraction,prompt,1,22,12280,0.04677322423133105,0.04398824868281623,0.038113956320310824,0.05246816747947663
qwen3_vl_8b,all,fraction,prompt,1,23,12280,0.06682276638791079,0.06192643084631355,0.05298157092744635,0.07824027152321548
qwen3_vl_8b,all,fraction,prompt,1,24,12280,0.038498381192882486,0.035945737029328816,0.029660880002670285,0.045223911647222455
qwen3_vl_8b,all,fraction,prompt,1,25,12280,0.055728361152767296,0.053698033068472414,0.043618092508438684,0.06581257782060498
qwen3_vl_8b,all,fraction,prompt,1,26,12280,0.030483835870759174,0.02943189516879667,0.02497596454355547,0.03517594178757194
qwen3_vl_8b,all,fraction,prompt,1,27,12280,0.042233460807120676,0.04152732402134999,0.037834742203971095,0.04592068112709652
qwen3_vl_8b,all,fraction,prompt,1,28,12280,0.04859857214741442,0.04827278055175985,0.0433345592834497,0.05353595302514467
qwen3_vl_8b,all,fraction,prompt,1,29,12280,0.024783370676679784,0.0239568332033607,0.02092738907162452,0.027860989369908835
qwen3_vl_8b,all,fraction,prompt,1,30,12280,0.052171569695008316,0.051471739277612505,0.04418634467000779,0.059553621380189825
qwen3_vl_8b,all,fraction,prompt,1,31,12280,0.038218996076692636,0.03724587521089881,0.03144774122051491,0.04416271190739247
qwen3_vl_8b,all,fraction,prompt,1,32,12280,0.03917580214625699,0.03896772856323485,0.03368155053240661,0.0441357278928485
qwen3_vl_8b,all,fraction,prompt,1,33,12280,0.02178331945259656,0.021316251125443206,0.017485519377525238,0.025499073289692996
qwen3_vl_8b,all,fraction,prompt,1,34,12280,0.07158810335206393,0.06909755142658285,0.059856660214417844,0.08235723887281504
qwen3_vl_8b,all,fraction,prompt,1,35,12280,0.1769479912352566,0.1752097636499954,0.15620428660922933,0.19685284608991743
qwen3_vl_8b,all,fraction,prompt,1,36,12280,0.15404991753217576,0.15035208548531087,0.12866107320499962,0.1756114833383473
qwen3_vl_8b,all,fraction,generation,0,1,2593,0.6095302337055262,0.6068017899978638,0.542595187439872,0.6629530758027334
qwen3_vl_8b,all,fraction,generation,0,2,2593,0.6150506414675171,0.6243879643626423,0.5643995835905937,0.6774320837265467
qwen3_vl_8b,all,fraction,generation,0,3,2593,0.61181655312511,0.6312002695368603,0.581064155815158,0.6710212388428821
qwen3_vl_8b,all,fraction,generation,0,4,2593,0.5472171830624575,0.5719163338210684,0.5012505509677441,0.6143949288803304
qwen3_vl_8b,all,fraction,generation,0,5,2593,0.42936344493294326,0.4394994522277972,0.3783330862882221,0.49240435382702097
qwen3_vl_8b,all,fraction,generation,0,6,2593,0.4075942894573811,0.40817559749939725,0.3411739440889365,0.48608454711245874
qwen3_vl_8b,all,fraction,generation,0,7,2593,0.4376931361367444,0.4482537371229123,0.3594540939429459,0.5200549450515173
qwen3_vl_8b,all,fraction,generation,0,8,2593,0.42810819073431844,0.4342263170905907,0.37382372716678536,0.4879617997165225
qwen3_vl_8b,all,fraction,generation,0,9,2593,0.343414984210071,0.33858442826398655,0.28044452494033484,0.4106011753165266
qwen3_vl_8b,all,fraction,generation,0,10,2593,0.35419962027125995,0.351251149409251,0.3063666078179924,0.40264527025833546
qwen3_vl_8b,all,fraction,generation,0,11,2593,0.36601319995276005,0.3668006250515414,0.3171418454454064,0.41514338309596865
qwen3_vl_8b,all,fraction,generation,0,12,2593,0.3566730162780528,0.3581010175408846,0.29780798628273697,0.4201963378868243
qwen3_vl_8b,all,fraction,generation,0,13,2593,0.3259815701470904,0.3252050124635702,0.2860311586568157,0.36575350356720526
qwen3_vl_8b,all,fraction,generation,0,14,2593,0.26999083984282535,0.26849493490638265,0.2287144993836141,0.3095498416073664
qwen3_vl_8b,all,fraction,generation,0,15,2593,0.3635927286040361,0.3636926550554798,0.3246549473466353,0.40728248428546315
qwen3_vl_8b,all,fraction,generation,0,16,2593,0.33585426077658154,0.33343030792209494,0.29390272171850945,0.3765450076594494
qwen3_vl_8b,all,fraction,generation,0,17,2593,0.3389866292029696,0.34259834230616115,0.2978940501447788,0.3841865536251306
qwen3_vl_8b,all,fraction,generation,0,18,2593,0.3245993025433405,0.3241090000070778,0.2901174906456387,0.36140635875687105
qwen3_vl_8b,all,fraction,generation,0,19,2593,0.2974582755255913,0.2944566848967405,0.2558008587709123,0.33485819008465706
qwen3_vl_8b,all,fraction,generation,0,20,2593,0.3154335961120124,0.3135426995749305,0.2827267991947903,0.34879649991606443
qwen3_vl_8b,all,fraction,generation,0,21,2593,0.3032706863741534,0.30211582167549067,0.26402587785379567,0.34134328100818434
qwen3_vl_8b,all,fraction,generation,0,22,2593,0.32821111577368617,0.3270817648997011,0.28911403006818237,0.3662357166314114
qwen3_vl_8b,all,fraction,generation,0,23,2593,0.33297300255885026,0.3309187247564995,0.2942434581864552,0.36673853828488595
qwen3_vl_8b,all,fraction,generation,0,24,2593,0.2711091665759784,0.2686129470553304,0.22878843586938863,0.30981036312490046
qwen3_vl_8b,all,fraction,generation,0,25,2593,0.22239759052874022,0.2211033943711816,0.1906067384008568,0.25445939966865366
qwen3_vl_8b,all,fraction,generation,0,26,2593,0.2107168582318371,0.20992574918824214,0.18332630862923924,0.23452701207311355
qwen3_vl_8b,all,fraction,generation,0,27,2593,0.16245016136044957,0.15922470507500536,0.1288951807289644,0.19389105894188713
qwen3_vl_8b,all,fraction,generation,0,28,2593,0.13368122921512715,0.13078274154456937,0.11240704258074113,0.15119407577602129
qwen3_vl_8b,all,fraction,generation,0,29,2593,0.16476613666759263,0.16061910595999887,0.13697965021947156,0.18865749804376103
qwen3_vl_8b,all,fraction,generation,0,30,2593,0.10760135294797699,0.10533542608066265,0.07956864498459273,0.13389911390292528
qwen3_vl_8b,all,fraction,generation,0,31,2593,0.11108258308016024,0.10885166001201815,0.09224576280976024,0.12699467560115577
qwen3_vl_8b,all,fraction,generation,0,32,2593,0.08361823623150638,0.08017049156567055,0.0673449951778904,0.09745342336742616
qwen3_vl_8b,all,fraction,generation,0,33,2593,0.10812250116838484,0.10491458342204561,0.08810256327957791,0.12535586075303745
qwen3_vl_8b,all,fraction,generation,0,34,2593,0.06946871936177977,0.06594279403943301,0.051661734498932445,0.0835450475598328
qwen3_vl_8b,all,fraction,generation,0,35,2593,0.0991670787145463,0.09462437278950239,0.08190526435839356,0.11078775616686753
qwen3_vl_8b,all,fraction,generation,0,36,2593,0.10364502866598299,0.10254519810225926,0.08693871603356561,0.1197573865098186
qwen3_vl_8b,all,fraction,generation,1,1,12280,0.5958340058657468,0.5938532781564813,0.5258043472039582,0.6622112178710664
qwen3_vl_8b,all,fraction,generation,1,2,12280,0.5535491804086252,0.5605885443101234,0.4800211017047737,0.6319608894276537
qwen3_vl_8b,all,fraction,generation,1,3,12280,0.5382303878006578,0.5703422685776274,0.44186875320349717,0.6385224384592303
qwen3_vl_8b,all,fraction,generation,1,4,12280,0.48785241053752987,0.5040840272088369,0.3895465681959731,0.5923990063183389
qwen3_vl_8b,all,fraction,generation,1,5,12280,0.36827356526912436,0.3773891473508908,0.3022237255013313,0.43491487119302485
qwen3_vl_8b,all,fraction,generation,1,6,12280,0.36417767882790786,0.35902513259713154,0.29720831363001193,0.4493646457462016
qwen3_vl_8b,all,fraction,generation,1,7,12280,0.3870421616689068,0.38461895185754824,0.32149424691792977,0.46831048748032744
qwen3_vl_8b,all,fraction,generation,1,8,12280,0.38095775280488114,0.38423029434304357,0.3296561517220601,0.4399072683476668
qwen3_vl_8b,all,fraction,generation,1,9,12280,0.297594903653091,0.2918106351928592,0.2260725505343713,0.3658297190050055
qwen3_vl_8b,all,fraction,generation,1,10,12280,0.3065807984724124,0.29907917065940687,0.23708073607048413,0.3691573872899651
qwen3_vl_8b,all,fraction,generation,1,11,12280,0.32522768615251946,0.32016564465864933,0.267466871678754,0.38036784160787795
qwen3_vl_8b,all,fraction,generation,1,12,12280,0.3099637817053409,0.3057680707033301,0.23736998365311077,0.38266530753452865
qwen3_vl_8b,all,fraction,generation,1,13,12280,0.28921229564404105,0.2848901785839387,0.23617819799434764,0.33540671655904564
qwen3_vl_8b,all,fraction,generation,1,14,12280,0.23213625625773557,0.22807407452943337,0.17450186514064137,0.28167723957591206
qwen3_vl_8b,all,fraction,generation,1,15,12280,0.31689219996460805,0.32324057319403143,0.25686282889016265,0.3746742456321145
qwen3_vl_8b,all,fraction,generation,1,16,12280,0.2926496376927384,0.2932887107296318,0.23795285700504293,0.34583994557603004
qwen3_vl_8b,all,fraction,generation,1,17,12280,0.2870931418480285,0.29342432223057724,0.21704880902468332,0.355367785607992
qwen3_vl_8b,all,fraction,generation,1,18,12280,0.28533643882837884,0.28935249100029314,0.22710876955443438,0.3413642504059087
qwen3_vl_8b,all,fraction,generation,1,19,12280,0.2581043971385496,0.25364262027536427,0.19915325848314547,0.30647878033766474
qwen3_vl_8b,all,fraction,generation,1,20,12280,0.28515687240469323,0.283545058196364,0.2356379206985433,0.3291801434237986
qwen3_vl_8b,all,fraction,generation,1,21,12280,0.258398182692167,0.25737138931818926,0.20304753774389425,0.3081301146046577
qwen3_vl_8b,all,fraction,generation,1,22,12280,0.2891006314775602,0.2856186156328656,0.2372803679629707,0.33671393737713523
qwen3_vl_8b,all,fraction,generation,1,23,12280,0.32038742003712184,0.31638125181641347,0.27977797397392334,0.3606101521597161
qwen3_vl_8b,all,fraction,generation,1,24,12280,0.24002702923772087,0.23353456290517594,0.192246177248189,0.28082956224340166
qwen3_vl_8b,all,fraction,generation,1,25,12280,0.18846381634342468,0.186608111897886,0.14266174978981716,0.22704621856097412
qwen3_vl_8b,all,fraction,generation,1,26,12280,0.21821062626884882,0.21452864487340328,0.18874230900819622,0.2431764369144171
qwen3_vl_8b,all,fraction,generation,1,27,12280,0.14321324636564658,0.13641557350248362,0.10802082864577298,0.17166252269006374
qwen3_vl_8b,all,fraction,generation,1,28,12280,0.126202087289317,0.12165137027287448,0.09769127173403694,0.14991342932350799
qwen3_vl_8b,all,fraction,generation,1,29,12280,0.15640184896971437,0.15151199211958843,0.12593918043549038,0.18159554755361793
qwen3_vl_8b,all,fraction,generation,1,30,12280,0.08794069701261874,0.08358945871630333,0.050206628067758156,0.1183145431937892
qwen3_vl_8b,all,fraction,generation,1,31,12280,0.11056737642859328,0.10596178545650342,0.08599914083717344,0.1305015041926542
qwen3_vl_8b,all,fraction,generation,1,32,12280,0.08225158488645758,0.07842305900496392,0.060144560599526165,0.099930084771724
qwen3_vl_8b,all,fraction,generation,1,33,12280,0.10689086582920969,0.10554741010065871,0.08600847860610329,0.12520007803929384
qwen3_vl_8b,all,fraction,generation,1,34,12280,0.05827476225133502,0.05452047524288536,0.03991234321989342,0.0717111609786179
qwen3_vl_8b,all,fraction,generation,1,35,12280,0.09123964978008535,0.08858191489310417,0.07449968561372781,0.10484383976847456
qwen3_vl_8b,all,fraction,generation,1,36,12280,0.09344118715675391,0.09235779430302715,0.0688597387245328,0.1152126972316805
qwen3_vl_8b,all,fraction,visual,0,1,2593,0.01934637358318387,0.016440111929897756,0.011396635242610207,0.02486261336368288
qwen3_vl_8b,all,fraction,visual,0,2,2593,0.012930200883210369,0.009854928003053326,0.006931040916794023,0.015273637529138902
qwen3_vl_8b,all,fraction,visual,0,3,2593,0.05058406828282872,0.040808500034360436,0.027691542274832535,0.06285803773509831
qwen3_vl_8b,all,fraction,visual,0,4,2593,0.03267213731321971,0.024809573233577496,0.016218160030222546,0.03901484936465258
qwen3_vl_8b,all,fraction,visual,0,5,2593,0.021419785406389637,0.016635240021349904,0.009672484728071343,0.026907398559375222
qwen3_vl_8b,all,fraction,visual,0,6,2593,0.022994697140487075,0.018733285513791102,0.01262652544548623,0.02819699280133423
qwen3_vl_8b,all,fraction,visual,0,7,2593,0.025833804341379114,0.017676119941477098,0.008330647376053922,0.03624558768587755
qwen3_vl_8b,all,fraction,visual,0,8,2593,0.021023620757323006,0.01806658036270933,0.011247777091041121,0.027255423588248506
qwen3_vl_8b,all,fraction,visual,0,9,2593,0.07875136716310104,0.07389986249353295,0.05052477010490593,0.10137048967725044
qwen3_vl_8b,all,fraction,visual,0,10,2593,0.11011091608574548,0.10535004083090876,0.07358896903370886,0.14030204509292485
qwen3_vl_8b,all,fraction,visual,0,11,2593,0.08033024312609359,0.07755772920175939,0.05172923716862291,0.10528809545653224
qwen3_vl_8b,all,fraction,visual,0,12,2593,0.09132107777854265,0.0889482179778927,0.0657947809915699,0.11209577503538114
qwen3_vl_8b,all,fraction,visual,0,13,2593,0.07276117626521153,0.06729880926617474,0.05035766933166418,0.08917564666810276
qwen3_vl_8b,all,fraction,visual,0,14,2593,0.16771206323524693,0.16746137189634852,0.12039386275023109,0.2140833924254949
qwen3_vl_8b,all,fraction,visual,0,15,2593,0.12172261115064362,0.12058962091068179,0.09084163828016446,0.1522343332712254
qwen3_vl_8b,all,fraction,visual,0,16,2593,0.18204255183447732,0.1847862899069295,0.14171971381086915,0.22507530713033405
qwen3_vl_8b,all,fraction,visual,0,17,2593,0.14200907009865132,0.13863815298804097,0.10503765294358397,0.17479053342078033
qwen3_vl_8b,all,fraction,visual,0,18,2593,0.17768770529525021,0.1797600505203662,0.14091987657804408,0.2181981187648754
qwen3_vl_8b,all,fraction,visual,0,19,2593,0.21971135268788677,0.22905358514065868,0.1788228192534589,0.26617588379189105
qwen3_vl_8b,all,fraction,visual,0,20,2593,0.12746102069623572,0.1267645007056215,0.08136539958880569,0.16628378452063744
qwen3_vl_8b,all,fraction,visual,0,21,2593,0.15831142917165095,0.16344781345113724,0.10733327614136486,0.20873528473127298
qwen3_vl_8b,all,fraction,visual,0,22,2593,0.13722925831355465,0.14229677115740266,0.10124221637659246,0.17282410577680277
qwen3_vl_8b,all,fraction,visual,0,23,2593,0.0680084460286475,0.0665394864658031,0.05032906306140059,0.08373776776508185
qwen3_vl_8b,all,fraction,visual,0,24,2593,0.15230948832845115,0.15502329001938167,0.11553640892502652,0.19050572486897532
qwen3_vl_8b,all,fraction,visual,0,25,2593,0.16080068547838744,0.15942344515129453,0.12722826274239776,0.19378241006402944
qwen3_vl_8b,all,fraction,visual,0,26,2593,0.06525267889664779,0.0628635524900973,0.04317991043336707,0.08413594691500435
qwen3_vl_8b,all,fraction,visual,0,27,2593,0.12481313576339373,0.12288214437583074,0.08815084597518962,0.15912959961273485
qwen3_vl_8b,all,fraction,visual,0,28,2593,0.07232781333358333,0.06928244006065788,0.047615678391126286,0.09206548482627619
qwen3_vl_8b,all,fraction,visual,0,29,2593,0.0647863223170481,0.057070838001801495,0.03691404230198444,0.08837160571628966
qwen3_vl_8b,all,fraction,visual,0,30,2593,0.09493906814044563,0.09036490885263888,0.06376962952151659,0.11935270196234057
qwen3_vl_8b,all,fraction,visual,0,31,2593,0.0424308408281672,0.038874840050688565,0.024844593565048163,0.05710352167685317
qwen3_vl_8b,all,fraction,visual,0,32,2593,0.04984159594157201,0.046799911606966005,0.028334572531320552,0.06667765871842332
qwen3_vl_8b,all,fraction,visual,0,33,2593,0.05062157306264607,0.04464164478984648,0.025395428507714316,0.07176920276816243
qwen3_vl_8b,all,fraction,visual,0,34,2593,0.05626756457027718,0.05165070899211599,0.03248026501592479,0.07545967610807694
