model,split,metric,source,label,layer,n,mean,median,q25,q75
llava_1_5_7b,all,fraction,prompt,0,10,3487,0.1345672034564932,0.1344577417190041,0.12250238875744357,0.14539263126657725
llava_1_5_7b,all,fraction,prompt,0,11,3487,0.12025192494776225,0.11992518423800226,0.10894081350490936,0.13056574423404071
llava_1_5_7b,all,fraction,prompt,0,12,3487,0.09877038021951462,0.09594747843399794,0.08720463861037994,0.10696835299002899
llava_1_5_7b,all,fraction,prompt,0,13,3487,0.08630280024225441,0.08415910121067856,0.07615545377200587,0.09359012090382196
llava_1_5_7b,all,fraction,prompt,0,14,3487,0.10495344403348433,0.10260229269530771,0.09582100903009136,0.11060432098720799
llava_1_5_7b,all,fraction,prompt,0,15,3487,0.0735081363543164,0.07121211470671279,0.0636592679229717,0.08060232394868463
llava_1_5_7b,all,fraction,prompt,0,16,3487,0.09000664867453113,0.08985025378912952,0.07986755096437473,0.09936306994128208
llava_1_5_7b,all,fraction,prompt,0,17,3487,0.07414370892465807,0.07414601537792401,0.06703355532902175,0.08074708016254517
llava_1_5_7b,all,fraction,prompt,0,18,3487,0.06044224566200256,0.060058661344913215,0.0547073003369167,0.06581001454442234
llava_1_5_7b,all,fraction,prompt,0,19,3487,0.05499359450354341,0.05430389109551905,0.050813881321488875,0.05818013947269175
llava_1_5_7b,all,fraction,prompt,0,20,3487,0.033444483758816236,0.03156066052721437,0.029147443087125274,0.03588638078926987
llava_1_5_7b,all,fraction,prompt,0,21,3487,0.03750684217138947,0.03625069099848152,0.03365618709015215,0.03927155661359299
llava_1_5_7b,all,fraction,prompt,0,22,3487,0.029436030952560515,0.028939231006155582,0.026612988155354227,0.03172786885598583
llava_1_5_7b,all,fraction,prompt,0,23,3487,0.02413426131034774,0.023720045596443348,0.02200304021903067,0.02556645254480964
llava_1_5_7b,all,fraction,prompt,0,24,3487,0.01642162651861291,0.016298407296910077,0.014736060684207356,0.017992584643270228
llava_1_5_7b,all,fraction,prompt,0,25,3487,0.018706900774291567,0.01719355000315707,0.01536513101346789,0.020067671491213634
llava_1_5_7b,all,fraction,prompt,0,26,3487,0.03342609729574029,0.03344142062286094,0.030457336918594168,0.03616334797915641
llava_1_5_7b,all,fraction,prompt,0,27,3487,0.016722059985503527,0.015900721624698803,0.01457276563912454,0.01770362783088722
llava_1_5_7b,all,fraction,prompt,0,28,3487,0.027181692858482272,0.027563542489691353,0.024904887001026697,0.029417008846833206
llava_1_5_7b,all,fraction,prompt,0,29,3487,0.04383026436614879,0.04386730686141511,0.03861472060896185,0.0484481559578398
llava_1_5_7b,all,fraction,prompt,0,30,3487,0.02551651599885911,0.024887262286201754,0.023139408729112146,0.026919952267276358
llava_1_5_7b,all,fraction,prompt,0,31,3487,0.039941601478761156,0.03929082223102547,0.03705076925806377,0.04199309353232539
llava_1_5_7b,all,fraction,prompt,0,32,3487,0.027732695602056434,0.02581426856876103,0.022595625907795996,0.030773269014560962
llava_1_5_7b,all,fraction,prompt,1,1,11976,0.05570662814437625,0.04667520702628678,0.027039845261486957,0.08181655967345822
llava_1_5_7b,all,fraction,prompt,1,2,11976,0.1756148301292701,0.17633461561330596,0.14527162317080028,0.2052984568102613
llava_1_5_7b,all,fraction,prompt,1,3,11976,0.12138707868385996,0.118096169884697,0.1020953613856682,0.13953877875301401
llava_1_5_7b,all,fraction,prompt,1,4,11976,0.14164631510626008,0.13759025621227536,0.12259392914274214,0.15941579806023504
llava_1_5_7b,all,fraction,prompt,1,5,11976,0.16789810767656982,0.15887875600179885,0.14220761896746242,0.1827556168387569
llava_1_5_7b,all,fraction,prompt,1,6,11976,0.17245369940335675,0.16407666909816077,0.14619572155415245,0.19015757152732457
llava_1_5_7b,all,fraction,prompt,1,7,11976,0.2148972548934507,0.1926152655464915,0.16534964486786047,0.2337024724541748
llava_1_5_7b,all,fraction,prompt,1,8,11976,0.1593008475826303,0.15510183607449857,0.13883026674035848,0.17552997061827932
llava_1_5_7b,all,fraction,prompt,1,9,11976,0.19277603605838223,0.1845990359370554,0.15923922156608572,0.21707749711398538
llava_1_5_7b,all,fraction,prompt,1,10,11976,0.15451714420980522,0.14543147908513426,0.12908591329784336,0.16662181575864912
llava_1_5_7b,all,fraction,prompt,1,11,11976,0.13354603516348515,0.1297810923464433,0.11439863604381524,0.1501005243500565
llava_1_5_7b,all,fraction,prompt,1,12,11976,0.12349619480412657,0.11601854269622269,0.09681229059180524,0.14539272879977874
llava_1_5_7b,all,fraction,prompt,1,13,11976,0.10778951683732704,0.10180532000238277,0.08703567059607158,0.12254318100774597
llava_1_5_7b,all,fraction,prompt,1,14,11976,0.1233380740277066,0.11622325821083973,0.10102407246713391,0.1416213770495819
llava_1_5_7b,all,fraction,prompt,1,15,11976,0.09142718870920885,0.08580663816069761,0.06836810927682155,0.10786940583472723
llava_1_5_7b,all,fraction,prompt,1,16,11976,0.0956958974665532,0.09130388308723245,0.07986331586265896,0.10953808340382792
llava_1_5_7b,all,fraction,prompt,1,17,11976,0.08068965210775014,0.07668159530702534,0.06780225662375428,0.0886790030859901
llava_1_5_7b,all,fraction,prompt,1,18,11976,0.06846316036995209,0.06485730888748498,0.05749913704764865,0.07549671835432249
llava_1_5_7b,all,fraction,prompt,1,19,11976,0.06760571600268991,0.06016746865309656,0.05428106853372309,0.070334132318099
llava_1_5_7b,all,fraction,prompt,1,20,11976,0.045786594048247725,0.042957829514128486,0.03511932334396413,0.053790936330393675
llava_1_5_7b,all,fraction,prompt,1,21,11976,0.04738482690716383,0.043941492234053775,0.037738505972621794,0.055183485805137086
llava_1_5_7b,all,fraction,prompt,1,22,11976,0.03401790601843885,0.03273668525296913,0.028479526788343416,0.038366579992499816
llava_1_5_7b,all,fraction,prompt,1,23,11976,0.02767931211734123,0.02664319903915214,0.023621987535637885,0.030982369799535836
llava_1_5_7b,all,fraction,prompt,1,24,11976,0.01888805430669971,0.018334841162397655,0.015822559286772984,0.021307968082522312
llava_1_5_7b,all,fraction,prompt,1,25,11976,0.028982429083409915,0.027052122538916035,0.019793909336228547,0.036859203604005644
llava_1_5_7b,all,fraction,prompt,1,26,11976,0.03470163141420217,0.03457639078298731,0.03062669388780918,0.038740426101134304
llava_1_5_7b,all,fraction,prompt,1,27,11976,0.02689617518246281,0.02268232088997718,0.01760677928892768,0.032528970139454154
llava_1_5_7b,all,fraction,prompt,1,28,11976,0.02882350561590392,0.028758727667656796,0.02632259693446809,0.03122455355749292
llava_1_5_7b,all,fraction,prompt,1,29,11976,0.04901462132217881,0.04744365104960095,0.04115659840118758,0.05489817483441022
llava_1_5_7b,all,fraction,prompt,1,30,11976,0.0315869045728775,0.029888300153464595,0.025662799290819296,0.036268886927488045
llava_1_5_7b,all,fraction,prompt,1,31,11976,0.04468235057313965,0.043147437179676354,0.0391976969745728,0.048904167417011805
llava_1_5_7b,all,fraction,prompt,1,32,11976,0.03724685948465145,0.03579012194412892,0.028464739960515788,0.04408366098243054
llava_1_5_7b,all,fraction,generation,0,1,3487,0.3271906721118667,0.3438474426030178,0.30609288329096174,0.362401691469462
llava_1_5_7b,all,fraction,generation,0,2,3487,0.4074814443238547,0.41253073434431875,0.3808740611599365,0.4458552157408428
llava_1_5_7b,all,fraction,generation,0,3,3487,0.5213765986196893,0.5343508902059108,0.459482284084549,0.574097669790951
llava_1_5_7b,all,fraction,generation,0,4,3487,0.4192498851796957,0.4171621736759503,0.35342329909994485,0.49286581203437874
llava_1_5_7b,all,fraction,generation,0,5,3487,0.38745808160981937,0.3923189421019139,0.3471714811065576,0.42960369058423975
llava_1_5_7b,all,fraction,generation,0,6,3487,0.408252289495504,0.40951057164047383,0.3699364382136117,0.45092991533872695
llava_1_5_7b,all,fraction,generation,0,7,3487,0.37119214612004864,0.37923458588585324,0.3268740562916682,0.42425689504153874
llava_1_5_7b,all,fraction,generation,0,8,3487,0.34353988107916433,0.35014905356526344,0.3088470339514208,0.3887875024110935
llava_1_5_7b,all,fraction,generation,0,9,3487,0.3693035740347311,0.3765037885418346,0.3354113014850983,0.4159986253972854
llava_1_5_7b,all,fraction,generation,0,10,3487,0.36375962423949615,0.36943140004643044,0.31493331308713224,0.41727557401446047
llava_1_5_7b,all,fraction,generation,0,11,3487,0.4183703977561282,0.42753406960243506,0.3896632238402489,0.45883512281201505
llava_1_5_7b,all,fraction,generation,0,12,3487,0.3404201154818784,0.3563022122866871,0.3131403743267401,0.38472199761785475
llava_1_5_7b,all,fraction,generation,0,13,3487,0.37291539755046943,0.38691740583391343,0.3305024236467814,0.4278086930924779
llava_1_5_7b,all,fraction,generation,0,14,3487,0.31689263981302046,0.32696140229627024,0.287765099217584,0.35450072360588525
llava_1_5_7b,all,fraction,generation,0,15,3487,0.3206132891553077,0.32932088543446925,0.2854660755319186,0.36303699674630596
llava_1_5_7b,all,fraction,generation,0,16,3487,0.34477678042685805,0.3580525052093847,0.31500069502779937,0.3879197850710103
llava_1_5_7b,all,fraction,generation,0,17,3487,0.3356393043929225,0.3347208957599075,0.30401902791225544,0.3719903290940773
llava_1_5_7b,all,fraction,generation,0,18,3487,0.19317934951961838,0.19472678789305387,0.1681562940591406,0.21836397530506285
llava_1_5_7b,all,fraction,generation,0,19,3487,0.18784702440411255,0.1884018158235233,0.16999540642597394,0.20495542854881688
llava_1_5_7b,all,fraction,generation,0,20,3487,0.20635615646700997,0.2101957398336581,0.18101446620731598,0.2350055784819857
llava_1_5_7b,all,fraction,generation,0,21,3487,0.15650276130522658,0.14992664256014007,0.1323380491394599,0.1759906179429268
llava_1_5_7b,all,fraction,generation,0,22,3487,0.08040778803801447,0.07918141841893497,0.061364159177339,0.09642257259567327
llava_1_5_7b,all,fraction,generation,0,23,3487,0.13878741762522404,0.1415460324962917,0.12250636009188083,0.15878139341183162
llava_1_5_7b,all,fraction,generation,0,24,3487,0.10427332037215555,0.10504605309489419,0.08468497468575958,0.12493755780746826
llava_1_5_7b,all,fraction,generation,0,25,3487,0.061570689315321184,0.057396030306059054,0.04512370644925956,0.07301072473717068
llava_1_5_7b,all,fraction,generation,0,26,3487,0.03674610451024243,0.03471381054121561,0.025312610993997394,0.04524983507007792
llava_1_5_7b,all,fraction,generation,0,27,3487,0.11788606344716411,0.11951728922154459,0.09217300761110991,0.14303926388595606
llava_1_5_7b,all,fraction,generation,0,28,3487,0.06782778724026957,0.0668497252791658,0.05071300613102814,0.0821467871434689
llava_1_5_7b,all,fraction,generation,0,29,3487,0.05915678620396527,0.05629590013202486,0.04647284912217815,0.06805457367147252
llava_1_5_7b,all,fraction,generation,0,30,3487,0.0932678989740054,0.09165819205718705,0.07036384147914904,0.11437477946086275
llava_1_5_7b,all,fraction,generation,0,31,3487,0.1197028926736852,0.13022073900501532,0.07206929264982315,0.16221510255959534
llava_1_5_7b,all,fraction,generation,0,32,3487,0.11037852482829232,0.10996309760443707,0.08883170845680137,0.13240340864023914
llava_1_5_7b,all,fraction,generation,1,1,11976,0.22770737951969366,0.21307628572559245,0.1460216313723579,0.31189418779591
llava_1_5_7b,all,fraction,generation,1,2,11976,0.3356465880192023,0.3330741122799148,0.2625555473733395,0.3994061928887586
llava_1_5_7b,all,fraction,generation,1,3,11976,0.5034884163769416,0.5072814507479126,0.4361216721122797,0.5596168303576636
llava_1_5_7b,all,fraction,generation,1,4,11976,0.34270844739728684,0.3512676316327796,0.27250080400999294,0.40903492845238665
llava_1_5_7b,all,fraction,generation,1,5,11976,0.32687616765583005,0.33014268485613135,0.2603857470297427,0.39220480150369463
llava_1_5_7b,all,fraction,generation,1,6,11976,0.31321292193974065,0.31778709609739464,0.2305300847241175,0.37709920888389253
llava_1_5_7b,all,fraction,generation,1,7,11976,0.2494150783299156,0.2631753497479568,0.12893810452118282,0.3404337394967393
llava_1_5_7b,all,fraction,generation,1,8,11976,0.2516748011624225,0.24485612457529815,0.16753842966902066,0.3210893781603617
llava_1_5_7b,all,fraction,generation,1,9,11976,0.25826182263418146,0.2613854170665548,0.15592100005055823,0.33829571833207395
llava_1_5_7b,all,fraction,generation,1,10,11976,0.2638245512498593,0.25803168748144856,0.18341077153009977,0.33271327942590706
llava_1_5_7b,all,fraction,generation,1,11,11976,0.3155980089275812,0.31555608986419537,0.21429129296259225,0.3971580020471984
llava_1_5_7b,all,fraction,generation,1,12,11976,0.2351177763535996,0.21662171428366922,0.1471149966850745,0.3181024118804895
llava_1_5_7b,all,fraction,generation,1,13,11976,0.2535103011522678,0.24159959285508809,0.15832425386294177,0.34012431050916825
llava_1_5_7b,all,fraction,generation,1,14,11976,0.23167257314961245,0.2276786390600471,0.15943418134468296,0.30133403190105523
llava_1_5_7b,all,fraction,generation,1,15,11976,0.2372638251149011,0.22258407909309594,0.1571972533207693,0.3059325730428923
llava_1_5_7b,all,fraction,generation,1,16,11976,0.2591217946476097,0.2483709255264539,0.18281938100362452,0.3271785663051341
llava_1_5_7b,all,fraction,generation,1,17,11976,0.25525883890079276,0.2588796807129845,0.17863407936779668,0.316292817260085
llava_1_5_7b,all,fraction,generation,1,18,11976,0.15295994464106366,0.14929991455016234,0.11139141977937399,0.18483901901821737
llava_1_5_7b,all,fraction,generation,1,19,11976,0.1526934995730635,0.14909163373745588,0.11759639779650248,0.18158201431145432
llava_1_5_7b,all,fraction,generation,1,20,11976,0.1609637294021708,0.15257734908232995,0.11653508295313525,0.19918727635859518
llava_1_5_7b,all,fraction,generation,1,21,11976,0.13092706684021813,0.13112035569395877,0.08921756157237373,0.1656815615048381
llava_1_5_7b,all,fraction,generation,1,22,11976,0.06464743289890125,0.059656040894197085,0.035498258031135474,0.08664857851904872
llava_1_5_7b,all,fraction,generation,1,23,11976,0.10832627756450466,0.1037482110589342,0.07981271263771969,0.1336650798690327
llava_1_5_7b,all,fraction,generation,1,24,11976,0.07631867030654765,0.07317860213957306,0.048432826095446066,0.10004346354366292
llava_1_5_7b,all,fraction,generation,1,25,11976,0.04930297289125089,0.041145673437626935,0.02717968348705047,0.06223301547876965
llava_1_5_7b,all,fraction,generation,1,26,11976,0.033385214674470004,0.02719648104343672,0.014545287805416363,0.044715313623256564
llava_1_5_7b,all,fraction,generation,1,27,11976,0.08241295590044542,0.07338785553183397,0.04874113961429658,0.10870702944669947
llava_1_5_7b,all,fraction,generation,1,28,11976,0.045820131129476416,0.041905389176299164,0.022470165666159683,0.06484473824149378
llava_1_5_7b,all,fraction,generation,1,29,11976,0.054087199831305395,0.05167855907547334,0.03933369481145669,0.06546154334587691
llava_1_5_7b,all,fraction,generation,1,30,11976,0.06110169844711,0.05393382066613417,0.035484072647675835,0.08034561485268941
llava_1_5_7b,all,fraction,generation,1,31,11976,0.07847228153919875,0.07073749440479007,0.044151707029540715,0.10000220974867313
llava_1_5_7b,all,fraction,generation,1,32,11976,0.07508262219129298,0.06596695315022455,0.048572445498317844,0.09442832992486072
llava_1_5_7b,all,fraction,visual,0,1,3487,0.1764288955548054,0.1646710645017677,0.1409868167221442,0.19622369560123543
llava_1_5_7b,all,fraction,visual,0,2,3487,0.13192415616408454,0.13010026146130424,0.11938449505817211,0.14260364699779665
llava_1_5_7b,all,fraction,visual,0,3,3487,0.08636913632218284,0.08493439543739222,0.07254860453854467,0.0987982899861993
llava_1_5_7b,all,fraction,visual,0,4,3487,0.05418537587963617,0.05114602424609308,0.041995723549078434,0.0630546149042721
llava_1_5_7b,all,fraction,visual,0,5,3487,0.04614482131631556,0.04194089955825264,0.03371562197759445,0.05445451295143121
llava_1_5_7b,all,fraction,visual,0,6,3487,0.046270657054684354,0.041018036417951945,0.03208720205293171,0.0513187449232165
llava_1_5_7b,all,fraction,visual,0,7,3487,0.05190166806584357,0.03992689383588598,0.03122072880638187,0.05286345856988746
llava_1_5_7b,all,fraction,visual,0,8,3487,0.05106443530440326,0.041996827157452156,0.032964168854271225,0.05690013576399036
llava_1_5_7b,all,fraction,visual,0,9,3487,0.050188644034670236,0.041121864983173745,0.03202210044095316,0.05388813968524979
llava_1_5_7b,all,fraction,visual,0,10,3487,0.0640912864076953,0.054148830495523055,0.03987905397359754,0.07670524802676659
llava_1_5_7b,all,fraction,visual,0,11,3487,0.08224942594799639,0.07190613002977288,0.05217285302527873,0.10177057598465475
llava_1_5_7b,all,fraction,visual,0,12,3487,0.16639448507404403,0.15964719250837492,0.13051547958389115,0.19357536735243144
llava_1_5_7b,all,fraction,visual,0,13,3487,0.09002540613578479,0.08437239955721207,0.06324873967284146,0.10919763462421768
llava_1_5_7b,all,fraction,visual,0,14,3487,0.11729039349081197,0.11932717206239901,0.0929784968798342,0.1411003910695455
llava_1_5_7b,all,fraction,visual,0,15,3487,0.15530014146063836,0.1510247640790332,0.10971558735144107,0.195052435808651
llava_1_5_7b,all,fraction,visual,0,16,3487,0.0979242690669078,0.09641151248372141,0.07524827919420365,0.1179777995174103
llava_1_5_7b,all,fraction,visual,0,17,3487,0.09033707839379546,0.08484919626858793,0.06550314200747293,0.10786223923465843
llava_1_5_7b,all,fraction,visual,0,18,3487,0.14638474325191045,0.1476796008388078,0.11484818349096768,0.1799350217139035
llava_1_5_7b,all,fraction,visual,0,19,3487,0.11310016057613564,0.11299708908841671,0.09130093983690993,0.13597043828358013
llava_1_5_7b,all,fraction,visual,0,20,3487,0.14551982868481722,0.15443591661956227,0.12182800468197241,0.17884980129794098
llava_1_5_7b,all,fraction,visual,0,21,3487,0.20092428337209076,0.214443025396296,0.17460408550634005,0.2464544546523298
llava_1_5_7b,all,fraction,visual,0,22,3487,0.1545954971677456,0.16456883941708,0.12314682139747632,0.19828270583746432
llava_1_5_7b,all,fraction,visual,0,23,3487,0.14040218110856514,0.15002961221608266,0.12029206776906406,0.1737223175348868
llava_1_5_7b,all,fraction,visual,0,24,3487,0.0677192981895674,0.07016971087513177,0.05306306772156044,0.08531447153939752
llava_1_5_7b,all,fraction,visual,0,25,3487,0.1431340775702067,0.15063719740934653,0.11522542060653601,0.18017621034319184
llava_1_5_7b,all,fraction,visual,0,26,3487,0.08241635764386307,0.08521253070769003,0.06377240790263874,0.10355819994484172
llava_1_5_7b,all,fraction,visual,0,27,3487,0.10844903876894707,0.11395919828449114,0.08883667808375681,0.13321408164198
llava_1_5_7b,all,fraction,visual,0,28,3487,0.0120922974739551,0.010818359246923358,0.008813145943994743,0.01349658901630984
llava_1_5_7b,all,fraction,visual,0,29,3487,0.049291807197654164,0.04856803581902724,0.03690696059709214,0.0609276736083421
llava_1_5_7b,all,fraction,visual,0,30,3487,0.06574317208373852,0.06541207805062638,0.05189498960610202,0.0799978194559129
llava_1_5_7b,all,fraction,visual,0,31,3487,0.018548341108963712,0.017696121736966178,0.014632644746455571,0.02147489210559303
llava_1_5_7b,all,fraction,visual,0,32,3487,0.06691681034767102,0.06615906082347893,0.060269349927999816,0.07205624531855268
llava_1_5_7b,all,fraction,visual,1,1,11976,0.2570864870219461,0.27291701704860755,0.19621012062840815,0.3148789113976531
llava_1_5_7b,all,fraction,visual,1,2,11976,0.14842431087568486,0.14256784160692842,0.1238672307713904,0.17053889534200325
llava_1_5_7b,all,fraction,visual,1,3,11976,0.08650291003475845,0.08433320184486154,0.07110633315310468,0.09992750366940824
llava_1_5_7b,all,fraction,visual,1,4,11976,0.0766700594535168,0.06795990312416542,0.052733377529065484,0.09381285122963498
llava_1_5_7b,all,fraction,visual,1,5,11976,0.06742131535933138,0.059476379349406715,0.04336124990516001,0.08180316239159141
llava_1_5_7b,all,fraction,visual,1,6,11976,0.07792967054375549,0.06744370891093049,0.04415491710423377,0.09819170766414456
llava_1_5_7b,all,fraction,visual,1,7,11976,0.1232068551419561,0.10357507445768596,0.04704334589926505,0.18013996069350857
llava_1_5_7b,all,fraction,visual,1,8,11976,0.10861551415444076,0.09428763241510296,0.04695918665968498,0.16590197458920536
llava_1_5_7b,all,fraction,visual,1,9,11976,0.1052427338660327,0.0924364147252081,0.04811147468978175,0.14357665327377317
llava_1_5_7b,all,fraction,visual,1,10,11976,0.12248715265503614,0.12091873154169674,0.06657808138771473,0.17386472577888223
llava_1_5_7b,all,fraction,visual,1,11,11976,0.1528892350277712,0.15782746547359086,0.09370939570971934,0.21115800961965442
llava_1_5_7b,all,fraction,visual,1,12,11976,0.2146842422292985,0.21099278097837204,0.16024503283421995,0.26428048687579564
llava_1_5_7b,all,fraction,visual,1,13,11976,0.1479089512446374,0.14105682586440832,0.09607737900576253,0.20179814912894245
llava_1_5_7b,all,fraction,visual,1,14,11976,0.13555530510793407,0.134567767597507,0.09629442073021369,0.1722953670160889
llava_1_5_7b,all,fraction,visual,1,15,11976,0.20686440502938486,0.21248377935214566,0.14902222518222102,0.2715114039540618
llava_1_5_7b,all,fraction,visual,1,16,11976,0.1342807633411553,0.13805059318901425,0.09660640320929942,0.1752815133603383
llava_1_5_7b,all,fraction,visual,1,17,11976,0.14908035647153078,0.14625757574915654,0.08320643218647865,0.2128757332776012
llava_1_5_7b,all,fraction,visual,1,18,11976,0.17377043465112493,0.1781666466407707,0.12931289755221193,0.22167957114119474
llava_1_5_7b,all,fraction,visual,1,19,11976,0.1432134425708323,0.14418619007364758,0.09930565905363764,0.18931279201426043
llava_1_5_7b,all,fraction,visual,1,20,11976,0.157211652185743,0.1659136698890995,0.11718993333152079,0.2021635329355176
llava_1_5_7b,all,fraction,visual,1,21,11976,0.19511123346778558,0.20612771623294848,0.15015748855820685,0.24737461701055985
llava_1_5_7b,all,fraction,visual,1,22,11976,0.13349105505242673,0.1352512030704882,0.0892657902688015,0.17678747211125873
llava_1_5_7b,all,fraction,visual,1,23,11976,0.12092031411204357,0.12281213479934953,0.08466103412118872,0.15611886201889505
llava_1_5_7b,all,fraction,visual,1,24,11976,0.05960682568456192,0.059337357622206335,0.03920798980222542,0.07898109269679762
llava_1_5_7b,all,fraction,visual,1,25,11976,0.12669963455621788,0.12588953874707648,0.08821114546554387,0.16288250843416172
llava_1_5_7b,all,fraction,visual,1,26,11976,0.07443895050524868,0.07313136617037502,0.04983367398063525,0.09467640783340095
llava_1_5_7b,all,fraction,visual,1,27,11976,0.10204449698000306,0.10414501051197603,0.07066919523277057,0.13156288770288505
llava_1_5_7b,all,fraction,visual,1,28,11976,0.015382674918043012,0.012775983462230488,0.00966496579513334,0.017678814300201823
llava_1_5_7b,all,fraction,visual,1,29,11976,0.05104885021323041,0.04615131198266088,0.03245452353233236,0.062394225718733654
llava_1_5_7b,all,fraction,visual,1,30,11976,0.06765122171474026,0.06604441954630805,0.049271457953041706,0.08411647411905479
llava_1_5_7b,all,fraction,visual,1,31,11976,0.02263912733719256,0.021014723294752277,0.015675798237350127,0.02772684873598405
llava_1_5_7b,all,fraction,visual,1,32,11976,0.0780311967432527,0.07510482482501518,0.06668345543007843,0.08468645009458328
qwen3_vl_8b,all,fraction,prompt,0,1,2593,0.0075714682470743085,0.004362158643286563,0.002757105206717452,0.008148749396563817
qwen3_vl_8b,all,fraction,prompt,0,2,2593,0.08858863856067077,0.07660533360337064,0.05411505973394206,0.10972867984727175
qwen3_vl_8b,all,fraction,prompt,0,3,2593,0.08293585380208333,0.06872266192332156,0.053549418739026994,0.09614784110240848
qwen3_vl_8b,all,fraction,prompt,0,4,2593,0.11748315512207433,0.10712161975375116,0.0879897448794059,0.1328448430697033
qwen3_vl_8b,all,fraction,prompt,0,5,2593,0.0777665916040404,0.07041642213013045,0.05745281036715552,0.08937930168257788
qwen3_vl_8b,all,fraction,prompt,0,6,2593,0.06385947927375984,0.056783793102921816,0.047323893142178275,0.0716292777604456
qwen3_vl_8b,all,fraction,prompt,0,7,2593,0.03313822371643233,0.0285685612808144,0.022409598942302142,0.038432285349711666
qwen3_vl_8b,all,fraction,prompt,0,8,2593,0.06093076520745637,0.057917535278755226,0.05103788345926617,0.06705852230860714
qwen3_vl_8b,all,fraction,prompt,0,9,2593,0.07473199311684281,0.0716445352545343,0.06340010375189875,0.08121515473336914
qwen3_vl_8b,all,fraction,prompt,0,10,2593,0.07083527135986274,0.06710819265409831,0.05682855028399379,0.0816926463954762
qwen3_vl_8b,all,fraction,prompt,0,11,2593,0.0957217499882951,0.09398282599901846,0.08428260156829176,0.1055557114432731
qwen3_vl_8b,all,fraction,prompt,0,12,2593,0.07316590085826298,0.07143572992562508,0.0626925279467639,0.08184565248899349
qwen3_vl_8b,all,fraction,prompt,0,13,2593,0.09028106990597808,0.09001211032480766,0.08138041569664427,0.09851724151867658
qwen3_vl_8b,all,fraction,prompt,0,14,2593,0.05874218247772858,0.05685071450836362,0.04803232142774149,0.0668336399580189
qwen3_vl_8b,all,fraction,prompt,0,15,2593,0.06811902530017426,0.06645741586561978,0.058683957583944193,0.07522124370420875
qwen3_vl_8b,all,fraction,prompt,0,16,2593,0.062344153034123655,0.06051647514129211,0.052515461677769985,0.06957694851494081
qwen3_vl_8b,all,fraction,prompt,0,17,2593,0.08366270995056672,0.08213664916272742,0.07196879315605215,0.09261226408912589
qwen3_vl_8b,all,fraction,prompt,0,18,2593,0.09296739282951492,0.09045111604543281,0.07909815463491651,0.10363088869938492
qwen3_vl_8b,all,fraction,prompt,0,19,2593,0.046453728853171804,0.04514792763346386,0.038429960587148024,0.05255203908212727
qwen3_vl_8b,all,fraction,prompt,0,20,2593,0.07654301791002206,0.07508338533468799,0.0662849174554339,0.08518170151879849
qwen3_vl_8b,all,fraction,prompt,0,21,2593,0.0552766841358262,0.05395456166189371,0.044529328645580527,0.06427982521483955
qwen3_vl_8b,all,fraction,prompt,0,22,2593,0.04166423880183889,0.040405699827072136,0.035563456980892014,0.04616770652220676
qwen3_vl_8b,all,fraction,prompt,0,23,2593,0.0585042539446914,0.05697365697711152,0.050703767366620266,0.06419066263539037
qwen3_vl_8b,all,fraction,prompt,0,24,2593,0.03236105485608367,0.03079636625818709,0.02645550680349721,0.03634776756191273
qwen3_vl_8b,all,fraction,prompt,0,25,2593,0.045409894383996875,0.04381550286599187,0.037808121461748126,0.05135339427971357
qwen3_vl_8b,all,fraction,prompt,0,26,2593,0.0287180229951307,0.028239252837987776,0.02464699575384246,0.03222266083229517
qwen3_vl_8b,all,fraction,prompt,0,27,2593,0.03986493267600139,0.03956619355527516,0.036006973891562336,0.043410660531586716
qwen3_vl_8b,all,fraction,prompt,0,28,2593,0.044811104568570646,0.044601225120635565,0.0400311662372854,0.049153400515740533
qwen3_vl_8b,all,fraction,prompt,0,29,2593,0.023589025560896433,0.02309460531071758,0.020577708503089927,0.025853596700604477
qwen3_vl_8b,all,fraction,prompt,0,30,2593,0.0483992225060361,0.04790019445971185,0.041546153049730465,0.05428217078516529
qwen3_vl_8b,all,fraction,prompt,0,31,2593,0.03467781161123736,0.03398048595603156,0.029452021319374678,0.03900893344401278
qwen3_vl_8b,all,fraction,prompt,0,32,2593,0.03634355843435648,0.03606481502664007,0.03224841019050248,0.04033650644209517
qwen3_vl_8b,all,fraction,prompt,0,33,2593,0.019628150605093306,0.019276296225045578,0.016354787756903365,0.022458938519673993
qwen3_vl_8b,all,fraction,prompt,0,34,2593,0.06645558080779365,0.0653343979465266,0.05787102604254197,0.07362534812043163
qwen3_vl_8b,all,fraction,prompt,0,35,2593,0.17293125307702856,0.17330912344435997,0.153592934979258,0.19148312873821194
qwen3_vl_8b,all,fraction,prompt,0,36,2593,0.1516651397628934,0.14820718181679712,0.12565584205231425,0.17481339778738653
qwen3_vl_8b,all,fraction,prompt,1,1,12280,0.01613264561001411,0.009097543837369715,0.003909918980536946,0.02467526916293383
qwen3_vl_8b,all,fraction,prompt,1,2,12280,0.13254562793339325,0.1177166075878551,0.07466583665165644,0.1856046214100962
qwen3_vl_8b,all,fraction,prompt,1,3,12280,0.12476795191908699,0.09801444708991891,0.06477580176915196,0.1703345678971665
qwen3_vl_8b,all,fraction,prompt,1,4,12280,0.15605990842054573,0.13167250132130515,0.09804687001323784,0.2076401716009357
