model,left,right,AUROC_delta,HALL_AUPR_delta
qwen2_5_vl_7b,attention_log1p_visual_prompt_sum,attention_raw_visual_prompt_sum,0.0006396982129607265,0.005582976436627807
qwen2_5_vl_7b,gated_log1p_prompt,gated_raw_prompt,-0.0014522560533205553,-0.0019473393243732984
qwen2_5_vl_7b,gated_log1p_generation,gated_raw_generation,0.006340538169639864,0.010176638769593127
qwen2_5_vl_7b,gated_log1p_visual,gated_raw_visual,0.00038334856144328633,0.002176005308327067
qwen2_5_vl_7b,gated_log1p_concat,gated_raw_concat,0.005566785551757492,0.01146569102248729
qwen2_5_vl_7b,gated_log1p_visual_prompt_sum,gated_raw_visual_prompt_sum,-0.0012705770571765918,-0.0061948595030419384
qwen2_5_vl_7b,attention_raw_concat,attention_raw_prompt,0.010956595770701072,0.02442445341128363
qwen2_5_vl_7b,attention_log1p_concat,attention_log1p_prompt,0.011796787633128414,0.02338103735080249
qwen2_5_vl_7b,gated_raw_concat,gated_raw_prompt,0.03096656753696203,0.06359076499202632
qwen2_5_vl_7b,gated_log1p_concat,gated_log1p_prompt,0.03798560914204008,0.0770037953388869
llava_1_5_7b,gated_raw_prompt,attention_raw_prompt,-0.03054066374856057,-0.08178599476724546
llava_1_5_7b,gated_raw_generation,attention_raw_generation,-0.001914536879432216,0.004292245833236064
llava_1_5_7b,gated_raw_visual,attention_raw_visual,-0.0008901323218160062,0.003277466367310189
llava_1_5_7b,gated_raw_concat,attention_raw_concat,0.005869008559662103,0.02846010699732171
llava_1_5_7b,gated_raw_visual_prompt_sum,attention_raw_visual_prompt_sum,-0.008008779397854493,-0.02601867246069922
llava_1_5_7b,gated_log1p_prompt,attention_log1p_prompt,-0.027480086327787423,-0.07245757776972117
llava_1_5_7b,gated_log1p_generation,attention_log1p_generation,-0.0028231895096344495,0.0020743249296398814
llava_1_5_7b,gated_log1p_visual,attention_log1p_visual,-0.0016079871916634403,0.0037156725575346883
llava_1_5_7b,gated_log1p_concat,attention_log1p_concat,0.005063760984616805,0.02053696136677574
llava_1_5_7b,gated_log1p_visual_prompt_sum,attention_log1p_visual_prompt_sum,-0.00015443236315859643,-0.0019380055286597475
llava_1_5_7b,attention_log1p_prompt,attention_raw_prompt,-2.6140643607619474e-05,-0.0033660508886601548
llava_1_5_7b,attention_log1p_generation,attention_raw_generation,-0.000300569171518994,-0.0013145104660683415
llava_1_5_7b,attention_log1p_visual,attention_raw_visual,0.0009928621573959129,-0.0008761922569556768
llava_1_5_7b,attention_log1p_concat,attention_raw_concat,0.001503328157293038,0.009042121520610569
llava_1_5_7b,attention_log1p_visual_prompt_sum,attention_raw_visual_prompt_sum,-0.008656122051918791,-0.016541827019018407
llava_1_5_7b,gated_log1p_prompt,gated_raw_prompt,0.003034436777165528,0.005962366108864137
llava_1_5_7b,gated_log1p_generation,gated_raw_generation,-0.0012092218017212275,-0.0035324313696645238
llava_1_5_7b,gated_log1p_visual,gated_raw_visual,0.0002750072875484788,-0.00043798606673117746
llava_1_5_7b,gated_log1p_concat,gated_raw_concat,0.0006980805822477398,0.0011189758900645996
llava_1_5_7b,gated_log1p_visual_prompt_sum,gated_raw_visual_prompt_sum,-0.0008017750172228943,0.007538839913021067
llava_1_5_7b,attention_raw_concat,attention_raw_generation,0.008975693831521858,0.01538309307588892
llava_1_5_7b,attention_log1p_concat,attention_log1p_visual,0.010459633540973012,0.015115782946996004
llava_1_5_7b,gated_raw_concat,gated_raw_visual,0.016708308422553997,0.03038010979944128
llava_1_5_7b,gated_log1p_concat,gated_log1p_visual,0.017131381717253258,0.031937071756237057
qwen3_vl_8b,gated_raw_prompt,attention_raw_prompt,-0.030595225966985717,-0.029885253527705213
qwen3_vl_8b,gated_raw_generation,attention_raw_generation,0.000466937722084948,0.01924141567080051
qwen3_vl_8b,gated_raw_visual,attention_raw_visual,0.003792486187390365,-0.005705152240336742
qwen3_vl_8b,gated_raw_concat,attention_raw_concat,0.018131976409740402,0.042135451174833305
qwen3_vl_8b,gated_raw_visual_prompt_sum,attention_raw_visual_prompt_sum,0.003681733190499248,0.035673854267159966
qwen3_vl_8b,gated_log1p_prompt,attention_log1p_prompt,-0.026145039346256338,-0.02059101170576294
qwen3_vl_8b,gated_log1p_generation,attention_log1p_generation,0.007721709233892815,0.025301421297435178
qwen3_vl_8b,gated_log1p_visual,attention_log1p_visual,0.0027182721606328064,-0.008709182861962539
qwen3_vl_8b,gated_log1p_concat,attention_log1p_concat,0.01961974547134726,0.047684574930478174
qwen3_vl_8b,gated_log1p_visual_prompt_sum,attention_log1p_visual_prompt_sum,0.018046950009106943,0.05462318298599744
qwen3_vl_8b,attention_log1p_prompt,attention_raw_prompt,-0.001335467611758956,-0.0040428341617555485
qwen3_vl_8b,attention_log1p_generation,attention_raw_generation,-0.0069038607388471895,-0.012371444201009218
qwen3_vl_8b,attention_log1p_visual,attention_raw_visual,0.001964354257288581,0.00293123296860609
qwen3_vl_8b,attention_log1p_concat,attention_raw_concat,0.0011180778733779206,-0.00047270545773414607
qwen3_vl_8b,attention_log1p_visual_prompt_sum,attention_raw_visual_prompt_sum,-0.007609155375263521,-0.007939485491325726
qwen3_vl_8b,gated_log1p_prompt,gated_raw_prompt,0.0031147190089704235,0.005251407660186724
qwen3_vl_8b,gated_log1p_generation,gated_raw_generation,0.0003509107729606775,-0.0063114385743745505
qwen3_vl_8b,gated_log1p_visual,gated_raw_visual,0.0008901402305310224,-7.27976530197072e-05
qwen3_vl_8b,gated_log1p_concat,gated_raw_concat,0.002605846934984779,0.005076418297910723
qwen3_vl_8b,gated_log1p_visual_prompt_sum,gated_raw_visual_prompt_sum,0.006756061443344175,0.01100984322751175
qwen3_vl_8b,attention_raw_concat,attention_raw_prompt,0.021745791386117985,0.038285946925972425
qwen3_vl_8b,attention_log1p_concat,attention_log1p_prompt,0.024199336871254862,0.04185607562999383
qwen3_vl_8b,gated_raw_concat,gated_raw_visual,0.03989629094516434,0.10594218351407525
qwen3_vl_8b,gated_log1p_concat,gated_log1p_visual,0.04161199764961809,0.11109139946500568
internvl_2_5_8b,gated_raw_prompt,attention_raw_prompt,-0.001041410764448747,0.02005306757381148
internvl_2_5_8b,gated_raw_generation,attention_raw_generation,-0.006991248589200083,-0.012927496974570296
internvl_2_5_8b,gated_raw_visual,attention_raw_visual,0.0012543659143586794,0.00687044161123096
internvl_2_5_8b,gated_raw_concat,attention_raw_concat,0.014051256991693517,0.046394923560017065
internvl_2_5_8b,gated_raw_visual_prompt_sum,attention_raw_visual_prompt_sum,0.015609590236017379,0.026552669118339034
internvl_2_5_8b,gated_log1p_prompt,attention_log1p_prompt,-0.00242929087937771,0.014032133211755893
internvl_2_5_8b,gated_log1p_generation,attention_log1p_generation,-0.005223520573648277,-0.0069652574175374515
internvl_2_5_8b,gated_log1p_visual,attention_log1p_visual,0.003917306644734664,0.010276526046367918
internvl_2_5_8b,gated_log1p_concat,attention_log1p_concat,0.018815933762715065,0.050396421137551495
internvl_2_5_8b,gated_log1p_visual_prompt_sum,attention_log1p_visual_prompt_sum,0.030652190166946425,0.020273528041226452
internvl_2_5_8b,attention_log1p_prompt,attention_raw_prompt,-0.007322808853949869,-0.013444176441263611
internvl_2_5_8b,attention_log1p_generation,attention_raw_generation,-0.000310197992658523,-0.0021269471173390175
internvl_2_5_8b,attention_log1p_visual,attention_raw_visual,-0.0009486183950524474,-0.006227738753078027
internvl_2_5_8b,attention_log1p_concat,attention_raw_concat,-0.005043276402878383,-0.008269256836463068
internvl_2_5_8b,attention_log1p_visual_prompt_sum,attention_raw_visual_prompt_sum,-0.042863398951112575,-0.040809034366339036
internvl_2_5_8b,gated_log1p_prompt,gated_raw_prompt,-0.008710688968878832,-0.019465110803319197
internvl_2_5_8b,gated_log1p_generation,gated_raw_generation,0.001457530022893283,0.003835292439693827
internvl_2_5_8b,gated_log1p_visual,gated_raw_visual,0.001714322335323537,-0.002821654317941069
internvl_2_5_8b,gated_log1p_concat,gated_raw_concat,-0.0002785996318568351,-0.004267759258928638
internvl_2_5_8b,gated_log1p_visual_prompt_sum,gated_raw_visual_prompt_sum,-0.02782079902018353,-0.04708817544345162
internvl_2_5_8b,attention_raw_concat,attention_raw_generation,0.01952667435708466,0.05444222043261454
internvl_2_5_8b,attention_log1p_concat,attention_log1p_generation,0.014793595946864802,0.04829991071349049
internvl_2_5_8b,gated_raw_concat,gated_raw_prompt,0.03540663084925699,0.071948747184499
internvl_2_5_8b,gated_log1p_concat,gated_log1p_visual,0.03671106458882967,0.08657898819988585
