model,head_id,roles,seed,hidden_sizes,dropout,learning_rate,weight_decay,batch_size,batch_norm,standardize,parameter_count,best_epoch,epochs_run,validation_auc,validation_hall_aupr,fit_seconds,peak_cuda_allocated_bytes,max_checkpoint_error
internvl_2_5_8b,4070ca7505fa7082c9b3,stage2_arch2/batch_sweep,43,[256],0.3,0.001,0.0,256,False,True,16897,79,94,0.8754423778897966,0.5849938073405382,5.936533794971183,18688000,0.0
internvl_2_5_8b,419e85a6e4ba658d7c0f,final/fixed_arch3;stage1;stage2_arch3/grid,43,"[128, 64]",0.1,0.001,1e-05,128,False,True,16641,40,55,0.8760843617822585,0.5841492802787005,5.093586893985048,18620416,0.0
internvl_2_5_8b,4219775caa46e9aaed32,stage2_arch3/grid,43,"[128, 64]",0.0,0.0003,0.0,128,False,True,16641,48,63,0.8581296714757518,0.5387778505504792,5.6089701091405,18620416,0.0
internvl_2_5_8b,449401c2c1b8e40b9034,stage2_arch3/grid,43,"[128, 64]",0.0,0.0001,1e-05,128,False,True,16641,111,126,0.8565281881916682,0.5382528351451422,11.359056118875742,18620416,0.0
internvl_2_5_8b,44cd537fb6b56609576f,stage2_arch3/batch_sweep,43,"[128, 64]",0.2,0.003,0.0,256,False,True,16641,27,42,0.8780682542441623,0.5719393921122129,2.848544121021405,18719232,0.0
internvl_2_5_8b,455ab668a4e8245d0483,stage2_arch3/grid,43,"[128, 64]",0.1,0.003,1e-05,128,False,True,16641,29,44,0.877068196303378,0.5823035419475061,4.086824249010533,18620416,0.0
internvl_2_5_8b,49d6e68a16b3bcc63de5,stage2_arch3/grid,43,"[128, 64]",0.3,0.0001,0.0001,128,False,True,16641,150,150,0.8671614809664522,0.5815393819024786,13.99227263708599,18620416,0.0
internvl_2_5_8b,4b5b6b98b8f48b391e30,stage2_arch3/grid,43,"[128, 64]",0.0,0.001,0.0001,128,False,True,16641,16,31,0.8637800567819688,0.5502522290632492,2.8611003251280636,18620416,0.0
internvl_2_5_8b,4c15d9249b9631d1f3bd,stage2_arch2/grid,43,[256],0.1,0.0003,0.0,128,False,True,16897,149,150,0.8735558259458832,0.5734773222735833,12.416536418022588,18688000,0.0
internvl_2_5_8b,4d15a8fc4491ba4e5a9e,stage2_arch2/grid,43,[256],0.0,0.003,0.0,128,False,True,16897,10,25,0.8707723506576279,0.5547695350851374,2.038161307107657,18688000,0.0
internvl_2_5_8b,4e5d8659631b5fffdda7,final/fixed_arch2,45,[256],0.1,0.001,1e-05,128,False,True,16897,44,59,0.8763647951793267,0.5885692060071701,4.958164365962148,18688000,0.0
internvl_2_5_8b,508c09ab75fb45e459e6,stage2_arch3/grid,43,"[128, 64]",0.2,0.0003,0.0001,128,False,True,16641,83,98,0.8772895301002375,0.5913592628084725,9.135365115944296,18620416,0.0
internvl_2_5_8b,5135c8f7efef5a7fec11,final/matched_BN_on,44,"[128, 64]",0.2,0.003,0.0,128,True,True,17025,19,34,0.8796778492380787,0.5851233578565223,3.6271697198972106,18631680,0.0
internvl_2_5_8b,5184251375e833cf0879,final/fixed_arch2,44,[256],0.1,0.001,1e-05,128,False,True,16897,33,48,0.8756903644475347,0.569718471569663,4.036532643949613,18688000,0.0
internvl_2_5_8b,520831f868e074b2e497,stage2_arch3/grid,43,"[128, 64]",0.3,0.003,0.0,128,False,True,16641,27,42,0.8788794252274177,0.5832795788461189,3.9620384650770575,18620416,0.0
internvl_2_5_8b,5768e17fad6982414dff,stage2_arch3/grid,43,"[128, 64]",0.1,0.001,0.0,128,False,True,16641,40,55,0.8760843617822585,0.5841492802787005,5.137977297184989,18620416,0.0
internvl_2_5_8b,58a5846ffa297072443c,stage2_arch2/grid,43,[256],0.2,0.0001,1e-05,128,False,True,16897,150,150,0.8655762211020337,0.567590977351438,12.628867143997923,18688000,0.0
internvl_2_5_8b,5fac4e27301ab50dfc2d,stage2_arch3/grid,43,"[128, 64]",0.3,0.0001,1e-05,128,False,True,16641,150,150,0.8671614809664522,0.5815393819024786,14.17643799399957,18620416,0.0
internvl_2_5_8b,60bfa48b83140b2bf8c2,stage2_arch3/grid,43,"[128, 64]",0.1,0.001,0.0001,128,False,True,16641,40,55,0.8755953415609248,0.5829746865866947,5.181591138010845,18620416,0.0
internvl_2_5_8b,626636b8ef220c9b87c1,stage2_arch3/grid,43,"[128, 64]",0.2,0.001,0.0,128,False,True,16641,39,54,0.8780705718755433,0.5910442242317953,14.90518252714537,18620416,0.0
internvl_2_5_8b,697124a651bf19abf486,final/fixed_arch5;stage1,43,"[128, 64, 32]",0.1,0.001,1e-05,128,False,True,18689,26,41,0.8700886494003129,0.554790874615166,4.159485145006329,18655232,0.0
internvl_2_5_8b,6acd38a42a7cb2797d7e,stage2_arch2/grid,43,[256],0.1,0.003,0.0001,128,False,True,16897,23,38,0.8709484906425633,0.5756162146529327,3.170227821916342,18688000,0.0
internvl_2_5_8b,7285047aa7df582a95ac,final/matched_BN_on,43,"[128, 64]",0.2,0.003,0.0,128,True,True,17025,22,37,0.8808285532186106,0.5926660184777562,3.949038052931428,18631680,0.0
internvl_2_5_8b,7289ea721cae754eda1f,stage2_arch2/grid,43,[256],0.1,0.001,0.0001,128,False,True,16897,48,63,0.8730644880931688,0.568257242719892,5.277016998035833,18688000,0.0
internvl_2_5_8b,75064a7a1df133bfffe8,final/fixed_arch4;stage1,43,"[256, 128]",0.1,0.001,1e-05,128,False,True,49665,24,39,0.8696772698302335,0.5639352642454053,3.7422889610752463,19343360,0.0
internvl_2_5_8b,76c41b723fb8263fe4cd,stage2_arch3/grid,43,"[128, 64]",0.0,0.003,0.0,128,False,True,16641,9,24,0.8704131177936149,0.5732236678266507,2.1848807740025222,18620416,0.0
internvl_2_5_8b,76f53c1d1997756487c1,final/tuned_arch3;stage2_arch3/batch_sweep;stage2_arch3/grid;stage2_arch3/selected,43,"[128, 64]",0.2,0.003,0.0,128,False,True,16641,27,42,0.8818691697085579,0.5970868544190122,3.888835944002494,18620416,0.0
internvl_2_5_8b,7927dd9f2a5b725ea4f9,stage2_arch2/grid,43,[256],0.3,0.003,0.0001,128,False,True,16897,27,42,0.8748629700446144,0.5760785722202605,3.8150005568750203,18688000,0.0
internvl_2_5_8b,79aa9c659a6ae130bf27,stage2_arch3/grid,43,"[128, 64]",0.2,0.0003,1e-05,128,False,True,16641,83,98,0.8768074627730459,0.5901560029568509,9.46543920901604,18620416,0.0
internvl_2_5_8b,7af22d074ee18e5f9284,final/fixed_arch0,45,[],0.0,0.001,1e-05,128,False,True,65,146,150,0.8329601946810359,0.502199656953317,10.748047607019544,17125888,0.0
internvl_2_5_8b,7b704c6f3383c14cc540,stage2_arch2/grid,43,[256],0.2,0.001,1e-05,128,False,True,16897,59,74,0.8747540413697201,0.5741261657504378,6.231216710060835,18688000,0.0
internvl_2_5_8b,7c3973a8179771c29279,final/tuned_arch2;stage2_arch2/selected,45,[256],0.3,0.001,0.0,128,False,True,16897,51,66,0.8785549568341156,0.5967804296791821,5.482699848012999,18688000,0.0
internvl_2_5_8b,7d66b5881e8d23a06233,stage2_arch2/grid,43,[256],0.2,0.0003,0.0,128,False,True,16897,129,144,0.8729532417868937,0.5696588675294736,12.021710067987442,18688000,0.0
internvl_2_5_8b,7e618402b312a4e5f28b,stage2_arch2/batch_sweep,43,[256],0.3,0.001,0.0,64,False,True,16897,41,56,0.8757529404948142,0.5650149294230604,7.54574916488491,18688000,0.0
internvl_2_5_8b,80fa7ff48d2545463a54,final/matched_scaler_off,44,"[128, 64]",0.2,0.003,0.0,128,False,False,16641,42,57,0.8326055970797844,0.5230686123374437,5.40323641593568,18620416,0.0
internvl_2_5_8b,8bde2d6cd73f34b7ca50,stage2_arch2/grid,43,[256],0.3,0.003,0.0,128,False,True,16897,30,45,0.8760472796801669,0.5789882069838979,3.734239344019443,18688000,0.0
internvl_2_5_8b,9044cbf412e20ebffa93,final/tuned_arch2;stage2_arch2/batch_sweep;stage2_arch2/grid;stage2_arch2/selected,43,[256],0.3,0.001,0.0,128,False,True,16897,62,77,0.8767773335650964,0.5774097398509714,6.370944001013413,18688000,0.0
internvl_2_5_8b,912e2de6c62524256882,stage2_arch2/grid,43,[256],0.0,0.0001,1e-05,128,False,True,16897,149,150,0.8653653166463874,0.5661616793486195,12.813513319008052,18688000,0.0
internvl_2_5_8b,918da194405ab6a110ef,stage2_arch3/grid,43,"[128, 64]",0.1,0.0003,1e-05,128,False,True,16641,83,98,0.8739370763080132,0.5764789615374033,9.638635409995914,18620416,0.0
internvl_2_5_8b,93c20ea676e9c7ccb90e,stage2_arch2/grid,43,[256],0.1,0.0001,0.0001,128,False,True,16897,150,150,0.865856654499102,0.5682774202911042,13.076486015925184,18688000,0.0
internvl_2_5_8b,956556e2edc39b12fdac,stage2_arch2/grid,43,[256],0.3,0.003,1e-05,128,False,True,16897,30,45,0.874960310562605,0.5845099854780121,3.7555887601338327,18688000,0.0
internvl_2_5_8b,96799f58431e78d9c136,stage2_arch2/grid,43,[256],0.1,0.0003,1e-05,128,False,True,16897,149,150,0.8735558259458832,0.5734773222735833,12.636549460003152,18688000,0.0
internvl_2_5_8b,9ec88c712b3b0556d6ec,stage2_arch3/grid,43,"[128, 64]",0.3,0.003,1e-05,128,False,True,16641,27,42,0.8812318210788574,0.5848898748416336,3.9223249729257077,18620416,0.0
internvl_2_5_8b,a068e2a164f9f90a615a,stage2_arch2/grid,43,[256],0.0,0.0003,0.0,128,False,True,16897,122,137,0.8684732603279448,0.558949519817349,11.159580902196467,18688000,0.0
internvl_2_5_8b,a4524f14fd11cbdf25e8,final/matched_scaler_off,43,"[128, 64]",0.2,0.003,0.0,128,False,False,16641,147,150,0.8503632887189292,0.5359291743214892,13.948972320882604,18620416,0.0
internvl_2_5_8b,a7c2c6fddfb14cff81f0,stage2_arch2/grid,43,[256],0.2,0.001,0.0,128,False,True,16897,59,74,0.8747540413697201,0.5741261657504378,6.1167334041092545,18688000,0.0
internvl_2_5_8b,aa1104bbf8f9d6154c59,stage2_arch3/grid,43,"[128, 64]",0.0,0.001,0.0,128,False,True,16641,16,31,0.8649493018135465,0.5546947641235269,2.7748205070383847,18620416,0.0
internvl_2_5_8b,ac28ba4b6e7d700a416a,final/fixed_arch0;stage1,43,[],0.0,0.001,1e-05,128,False,True,65,112,127,0.8321003534387855,0.5051133151736225,9.463864136952907,17125888,0.0
internvl_2_5_8b,adafcfb1abd37d52b40f,stage2_arch2/grid,43,[256],0.0,0.0003,0.0001,128,False,True,16897,122,137,0.8681673329856887,0.5586040293340881,11.509688331978396,18688000,0.0
internvl_2_5_8b,b0f00a81e4635d03b75a,stage2_arch3/grid,43,"[128, 64]",0.3,0.003,0.0001,128,False,True,16641,27,42,0.880200475114433,0.5781936636085735,3.8959508209954947,18620416,0.0
internvl_2_5_8b,b28267fcaf29106ecc8c,stage2_arch3/grid,43,"[128, 64]",0.2,0.003,1e-05,128,False,True,16641,23,38,0.8797230430500029,0.5789935940572213,3.534004714107141,18620416,0.0
internvl_2_5_8b,b2895360f0cbea1731f0,stage2_arch3/grid,43,"[128, 64]",0.0,0.0003,0.0001,128,False,True,16641,48,63,0.8585931977518976,0.5364349786170641,5.626041008159518,18620416,0.0
internvl_2_5_8b,b349ad80fe2c35ee701c,stage2_arch2/grid,43,[256],0.0,0.0001,0.0,128,False,True,16897,149,150,0.8653653166463874,0.5661616793486195,20.58954608789645,18688000,0.0
internvl_2_5_8b,b7bbe1dc4027158ea0c3,final/fixed_arch4,45,"[256, 128]",0.1,0.001,1e-05,128,False,True,49665,15,30,0.8726473144446376,0.5661304206999435,2.789768619928509,19343360,0.0
internvl_2_5_8b,b8bcbd01e7df2804998c,stage2_arch2/grid,43,[256],0.3,0.0003,0.0001,128,False,True,16897,129,144,0.8752616026420997,0.5773555906800978,12.002711296081543,18688000,0.0
internvl_2_5_8b,ba0fc597bd19882db8be,stage2_arch2/grid,43,[256],0.1,0.003,1e-05,128,False,True,16897,23,38,0.8710052726113912,0.5712899873414519,3.188150343950838,18688000,0.0
internvl_2_5_8b,ba6b9ac3300b807adbfc,stage2_arch2/grid,43,[256],0.3,0.0003,1e-05,128,False,True,16897,129,144,0.8752407439596731,0.5770427267382227,12.346417700173333,18688000,0.0
internvl_2_5_8b,bf7ccb8e90396e132f93,stage2_arch3/grid,43,"[128, 64]",0.1,0.0001,0.0001,128,False,True,16641,149,150,0.8700214380902718,0.5736415320143711,13.934723370010033,18620416,0.0
internvl_2_5_8b,c097fd50e05d1f7c2a33,stage2_arch3/grid,43,"[128, 64]",0.3,0.0003,0.0,128,False,True,16641,120,135,0.8784344400023176,0.590028581474405,12.447427636943758,18620416,0.0
internvl_2_5_8b,c208ad9cee068259e5f5,final/matched_BN_on,45,"[128, 64]",0.2,0.003,0.0,128,True,True,17025,26,41,0.8806732719161017,0.5817256435069285,4.6640740521252155,18631680,0.0
internvl_2_5_8b,c5d53698328e3abe1571,final/fixed_arch2;stage1;stage2_arch2/grid,43,[256],0.1,0.001,1e-05,128,False,True,16897,41,56,0.8732742337331247,0.5673952827143102,4.773731624009088,18688000,0.0
internvl_2_5_8b,c86b0492ca5c8041d1ea,stage2_arch3/grid,43,"[128, 64]",0.2,0.001,1e-05,128,False,True,16641,39,54,0.8780705718755433,0.5910442242317953,4.990701528964564,18620416,0.0
internvl_2_5_8b,c9d41098d3a999603e6c,stage2_arch3/grid,43,"[128, 64]",0.2,0.0001,1e-05,128,False,True,16641,150,150,0.8702277072831566,0.5792670293379961,14.130474254023284,18620416,0.0
internvl_2_5_8b,cac39a652ece86c6d7f2,stage2_arch2/grid,43,[256],0.2,0.001,0.0001,128,False,True,16897,62,77,0.8751202271278752,0.5722711838010908,6.584565269993618,18688000,0.0
internvl_2_5_8b,ccf456dcad5e796bba6a,stage2_arch3/grid,43,"[128, 64]",0.0,0.003,1e-05,128,False,True,16641,9,24,0.865513645054754,0.5584841384344784,2.2811845000833273,18620416,0.0
internvl_2_5_8b,cd64d2c301ae59d97176,stage2_arch2/grid,43,[256],0.0,0.001,1e-05,128,False,True,16897,42,57,0.8682901674488672,0.5626152487664546,4.661009134026244,18688000,0.0
internvl_2_5_8b,cdfcf1c4887b3ca6f365,stage2_arch3/grid,43,"[128, 64]",0.3,0.001,0.0,128,False,True,16641,51,66,0.8775097050814067,0.5843428481700166,6.102260455023497,18620416,0.0
internvl_2_5_8b,ceec39324258c870a82a,final/fixed_arch5,44,"[128, 64, 32]",0.1,0.001,1e-05,128,False,True,18689,22,37,0.8713378527145257,0.5575692807424592,3.776980483205989,18655232,0.0
internvl_2_5_8b,d0ea4e0f97a4a47d0cd2,stage2_arch3/grid,43,"[128, 64]",0.0,0.0003,1e-05,128,False,True,16641,48,63,0.8581296714757518,0.5387778505504792,5.723916647024453,18620416,0.0
internvl_2_5_8b,d2b3924b6f632f586561,stage2_arch3/grid,43,"[128, 64]",0.3,0.001,0.0001,128,False,True,16641,52,67,0.8775792340228288,0.5880200744656895,6.524430576013401,18620416,0.0
internvl_2_5_8b,d611dc3c4021f095eb1b,final/tuned_arch3;stage2_arch3/selected,44,"[128, 64]",0.2,0.003,0.0,128,False,True,16641,15,30,0.872938177182919,0.5928145478995016,2.815797758055851,18620416,0.0
internvl_2_5_8b,d720cbdeec6f8f789007,stage2_arch3/grid,43,"[128, 64]",0.0,0.0001,0.0001,128,False,True,16641,111,126,0.8565281881916682,0.5382528351451422,11.662073915125802,18620416,0.0
internvl_2_5_8b,d8368a0b7ec6f63af294,stage2_arch3/grid,43,"[128, 64]",0.0,0.001,1e-05,128,False,True,16641,16,31,0.8649493018135465,0.5546947641235269,2.8794461209326982,18620416,0.0
internvl_2_5_8b,d86c8b5bfd4425e15904,stage2_arch2/grid,43,[256],0.2,0.0003,1e-05,128,False,True,16897,129,144,0.8729532417868937,0.5696588675294736,12.27831146796234,18688000,0.0
internvl_2_5_8b,d8c73e1dd9d8a4876bac,stage2_arch2/grid,43,[256],0.3,0.0003,0.0,128,False,True,16897,129,144,0.8752407439596731,0.5770427267382227,12.254471024032682,18688000,0.0
internvl_2_5_8b,da08dd180dd85f21ec7e,stage2_arch2/grid,43,[256],0.3,0.0001,0.0001,128,False,True,16897,150,150,0.8640326786024684,0.567705837063301,12.560139565961435,18688000,0.0
internvl_2_5_8b,dc71aad177dda6df386a,stage2_arch3/grid,43,"[128, 64]",0.2,0.0003,0.0,128,False,True,16641,83,98,0.8768074627730459,0.5901560029568509,22.66192523110658,18620416,0.0
internvl_2_5_8b,e43ad81d401b2a13d1a0,stage2_arch2/grid,43,[256],0.0,0.0001,0.0001,128,False,True,16897,149,150,0.8653653166463874,0.5661616793486195,13.254665967077017,18688000,0.0
internvl_2_5_8b,e646ba720f1861982806,final/matched_scaler_off,45,"[128, 64]",0.2,0.003,0.0,128,False,False,16641,104,119,0.8494408714293991,0.4968995474844621,10.955959941959009,18620416,0.0
internvl_2_5_8b,e6e135e53d209ef4784b,stage2_arch2/grid,43,[256],0.0,0.0003,1e-05,128,False,True,16897,122,137,0.8684732603279448,0.558949519817349,11.184405814157799,18688000,0.0
internvl_2_5_8b,e8140698bf746abc58f0,final/tuned_arch3;stage2_arch3/selected,45,"[128, 64]",0.2,0.003,0.0,128,False,True,16641,15,30,0.8826363056955792,0.5973542861407719,2.7685712471138686,18620416,0.0
internvl_2_5_8b,e8188d18e3fe22ae143b,stage2_arch3/batch_sweep,43,"[128, 64]",0.2,0.003,0.0,64,False,True,16641,19,34,0.8750900979199259,0.5956791764448871,5.106684530153871,18620416,0.0
internvl_2_5_8b,e835fba1488f1144a7ec,stage2_arch2/grid,43,[256],0.3,0.0001,0.0,128,False,True,16897,150,150,0.8640326786024684,0.567705837063301,12.496379466960207,18688000,0.0
internvl_2_5_8b,eb546ca74140b248f8ff,stage2_arch3/grid,43,"[128, 64]",0.3,0.0003,1e-05,128,False,True,16641,120,135,0.8784344400023176,0.590028581474405,12.86974683497101,18620416,0.0
internvl_2_5_8b,f38fe8fe8daafd560033,stage2_arch2/grid,43,[256],0.0,0.003,0.0001,128,False,True,16897,10,25,0.870591575409931,0.5538234920869559,2.118345056194812,18688000,0.0
internvl_2_5_8b,f48976a2d0d6dc659c7a,stage2_arch2/grid,43,[256],0.2,0.003,1e-05,128,False,True,16897,26,41,0.8731015701952602,0.5792834340833092,3.438115841941908,18688000,0.0
internvl_2_5_8b,f51fa6d3c27b89f6d938,stage2_arch2/grid,43,[256],0.1,0.003,0.0,128,False,True,16897,23,38,0.8717712497827221,0.5781707992766995,3.164039274910465,18688000,0.0
internvl_2_5_8b,f6678a7b066592be1705,final/tuned_arch2;stage2_arch2/selected,44,[256],0.3,0.001,0.0,128,False,True,16897,36,51,0.8759812271858161,0.581869361348281,4.23672246793285,18688000,0.0
internvl_2_5_8b,f81cce625cb0a1376a7a,stage2_arch3/grid,43,"[128, 64]",0.2,0.0001,0.0001,128,False,True,16641,150,150,0.8702277072831566,0.5792670293379961,14.13077363697812,18620416,0.0
internvl_2_5_8b,f879c7f62cff8490fc28,stage2_arch2/grid,43,[256],0.0,0.003,1e-05,128,False,True,16897,10,25,0.8702068486007299,0.5539951126181591,2.0411852370016277,18688000,0.0
internvl_2_5_8b,f9477af8d00d4628598f,stage2_arch2/grid,43,[256],0.0,0.001,0.0,128,False,True,16897,42,57,0.8682901674488672,0.5626152487664546,4.650164972990751,18688000,0.0
internvl_2_5_8b,fc84a3d416f3a4eea82a,stage2_arch3/grid,43,"[128, 64]",0.3,0.0001,0.0,128,False,True,16641,150,150,0.8671614809664522,0.5815393819024786,14.471863023936749,18620416,0.0
