model,head_id,roles,seed,hidden_sizes,dropout,learning_rate,weight_decay,batch_size,batch_norm,standardize,parameter_count,best_epoch,epochs_run,validation_auc,validation_hall_aupr,fit_seconds,peak_cuda_allocated_bytes,max_checkpoint_error
llava_1_5_7b,236b53bfa1562142214b,stage2_arch2/grid,43,[256],0.0,0.001,0.0001,128,False,True,16897,32,47,0.9076175551412643,0.7459733634451169,5.047593191964552,18688000,0.0
llava_1_5_7b,25dc4b56e8ab7c35985f,final/fixed_arch3,45,"[128, 64]",0.1,0.001,1e-05,128,False,True,16641,22,37,0.9107125809444039,0.7584153947373479,4.560099922819063,18620416,0.0
llava_1_5_7b,2671531b572fa8ebb4c1,stage2_arch3/grid,43,"[128, 64]",0.1,0.003,0.0,128,False,True,16641,15,30,0.9072293822557258,0.7479245905081573,3.6382351741194725,18620416,0.0
llava_1_5_7b,2ca64a5620f8b57a20fb,stage2_arch2/grid,43,[256],0.2,0.003,0.0,128,False,True,16897,35,50,0.9097673664586203,0.7515438610569863,5.936155802104622,18688000,0.0
llava_1_5_7b,304f162a67739c6475c6,stage2_arch3/grid,43,"[128, 64]",0.0,0.003,0.0001,128,False,True,16641,8,23,0.903084668521971,0.7375747559166785,2.6911088309716433,18620416,0.0
llava_1_5_7b,30b13e7cd3a304f5c919,stage2_arch3/grid,43,"[128, 64]",0.2,0.0001,0.0,128,False,True,16641,150,150,0.9048751272144319,0.7376143179427576,18.133498248178512,18620416,0.0
llava_1_5_7b,349eff7f03f25a856d48,final/fixed_arch1,45,[128],0.1,0.001,1e-05,128,False,True,8449,55,70,0.9097979879855539,0.7465108328832545,7.568046923959628,18421760,0.0
llava_1_5_7b,35a06e35aad117984527,stage2_arch2/grid,43,[256],0.3,0.0001,1e-05,128,False,True,16897,146,150,0.902495654445075,0.7372602042301244,16.455230799969286,18688000,0.0
llava_1_5_7b,395045538084b36d3b5e,final/matched_scaler_off,45,[256],0.3,0.001,0.0,128,False,False,16897,138,150,0.8999162411175056,0.7117670945800153,16.053852528100833,18688000,0.0
llava_1_5_7b,3a9c1c77f06f1a2ade27,stage2_arch2/grid,43,[256],0.1,0.0001,0.0,128,False,True,16897,146,150,0.9035656066214549,0.7398440825314931,16.463616342982277,18688000,0.0
llava_1_5_7b,3c746994ff1967549bc0,stage2_arch2/grid,43,[256],0.2,0.0001,0.0001,128,False,True,16897,146,150,0.9030684571253591,0.7386197059812873,16.34911906020716,18688000,0.0
llava_1_5_7b,3da12f064ba9b6cc09fd,stage2_arch2/grid,43,[256],0.2,0.0003,0.0001,128,False,True,16897,95,110,0.9076941089585979,0.7460877220480558,12.423304682131857,18688000,0.0
llava_1_5_7b,3fa57f0956e310121d07,final/fixed_arch0,44,[],0.0,0.001,1e-05,128,False,True,65,61,76,0.8798947159853376,0.6913714137514841,6.998434016946703,17125888,0.0
llava_1_5_7b,3fdbd31c0f5c478aa281,stage2_arch3/grid,43,"[128, 64]",0.3,0.0003,0.0001,128,False,True,16641,127,142,0.9093422676141327,0.7461570279112226,17.116627922048792,18620416,0.0
llava_1_5_7b,4070ca7505fa7082c9b3,stage2_arch2/batch_sweep,43,[256],0.3,0.001,0.0,256,False,True,16897,85,100,0.9089468896634334,0.7457320333110269,7.990458534099162,18688000,0.0
llava_1_5_7b,41353079dbec691f3fe4,final/matched_BN_on,44,[256],0.3,0.001,0.0,128,True,True,17409,49,64,0.9115308061567281,0.7578414502873213,7.569912648992613,18698752,0.0
llava_1_5_7b,419e85a6e4ba658d7c0f,final/fixed_arch3;stage1;stage2_arch3/grid,43,"[128, 64]",0.1,0.001,1e-05,128,False,True,16641,31,46,0.9089874181549631,0.7513302581471193,5.56583910388872,18620416,0.0
llava_1_5_7b,4219775caa46e9aaed32,stage2_arch3/grid,43,"[128, 64]",0.0,0.0003,0.0,128,False,True,16641,31,46,0.9005728026802842,0.7252905991805271,5.701756933005527,18620416,0.0
llava_1_5_7b,449401c2c1b8e40b9034,stage2_arch3/grid,43,"[128, 64]",0.0,0.0001,1e-05,128,False,True,16641,91,106,0.8989678744157141,0.7203784450133031,12.365257946075872,18620416,0.0
llava_1_5_7b,455ab668a4e8245d0483,stage2_arch3/grid,43,"[128, 64]",0.1,0.003,1e-05,128,False,True,16641,14,29,0.9068943467257482,0.743376971564336,3.633983140112832,18620416,0.0
llava_1_5_7b,47de982bda393e56e6f8,final/matched_BN_on,45,[256],0.3,0.001,0.0,128,True,True,17409,42,57,0.9112849333081156,0.7534694620964458,6.741925508948043,18698752,0.0
llava_1_5_7b,49d6e68a16b3bcc63de5,stage2_arch3/grid,43,"[128, 64]",0.3,0.0001,0.0001,128,False,True,16641,150,150,0.9024470202552395,0.7290534872891916,18.57348921895027,18620416,0.0
llava_1_5_7b,4b5b6b98b8f48b391e30,stage2_arch3/grid,43,"[128, 64]",0.0,0.001,0.0001,128,False,True,16641,21,36,0.9038281411832518,0.7412754129169306,4.1719088449608535,18620416,0.0
llava_1_5_7b,4c15d9249b9631d1f3bd,stage2_arch2/grid,43,[256],0.1,0.0003,0.0,128,False,True,16897,95,110,0.9075815298154604,0.7465735234289431,12.005850834073499,18688000,0.0
llava_1_5_7b,4d15a8fc4491ba4e5a9e,stage2_arch2/grid,43,[256],0.0,0.003,0.0,128,False,True,16897,14,29,0.9059221132456116,0.7437182015981415,3.6447874708101153,18688000,0.0
llava_1_5_7b,4e5d8659631b5fffdda7,final/fixed_arch2,45,[256],0.1,0.001,1e-05,128,False,True,16897,31,46,0.9080701232966776,0.747139295144052,5.000321442028508,18688000,0.0
llava_1_5_7b,508c09ab75fb45e459e6,stage2_arch3/grid,43,"[128, 64]",0.2,0.0003,0.0001,128,False,True,16641,80,95,0.9091017985643908,0.7482668225637169,11.453664055792615,18620416,0.0
llava_1_5_7b,5184251375e833cf0879,final/fixed_arch2,44,[256],0.1,0.001,1e-05,128,False,True,16897,37,52,0.9095070834796862,0.7458279123727571,5.877964518032968,18688000,0.0
llava_1_5_7b,520831f868e074b2e497,stage2_arch3/grid,43,"[128, 64]",0.3,0.003,0.0,128,False,True,16641,31,46,0.9099564994190916,0.7487894092119931,5.543681517941877,18620416,0.0
llava_1_5_7b,5768e17fad6982414dff,stage2_arch3/grid,43,"[128, 64]",0.1,0.001,0.0,128,False,True,16641,31,46,0.9089874181549631,0.7513302581471193,5.50134260696359,18620416,0.0
llava_1_5_7b,58a5846ffa297072443c,stage2_arch2/grid,43,[256],0.2,0.0001,1e-05,128,False,True,16897,146,150,0.9030684571253591,0.7386197059812873,16.257085845107213,18688000,0.0
llava_1_5_7b,5fac4e27301ab50dfc2d,stage2_arch3/grid,43,"[128, 64]",0.3,0.0001,1e-05,128,False,True,16641,150,150,0.9024470202552395,0.7290534872891916,18.02920313901268,18620416,0.0
llava_1_5_7b,60bfa48b83140b2bf8c2,stage2_arch3/grid,43,"[128, 64]",0.1,0.001,0.0001,128,False,True,16641,31,46,0.9089315788999667,0.7475012427018249,5.615723680937663,18620416,0.0
llava_1_5_7b,626636b8ef220c9b87c1,stage2_arch3/grid,43,"[128, 64]",0.2,0.001,0.0,128,False,True,16641,31,46,0.9104203254888186,0.7495452947368836,5.756488571874797,18620416,0.0
llava_1_5_7b,697124a651bf19abf486,final/fixed_arch5;stage1,43,"[128, 64, 32]",0.1,0.001,1e-05,128,False,True,18689,27,42,0.9045481973827602,0.7454573896262017,5.565166645916179,18655232,0.0
llava_1_5_7b,6acd38a42a7cb2797d7e,stage2_arch2/grid,43,[256],0.1,0.003,0.0001,128,False,True,16897,16,31,0.9057559464303404,0.7405671352406598,3.342219286831096,18688000,0.0
llava_1_5_7b,7289ea721cae754eda1f,stage2_arch2/grid,43,[256],0.1,0.001,0.0001,128,False,True,16897,42,57,0.9074545405420009,0.7445261263943129,6.1594285550527275,18688000,0.0
llava_1_5_7b,75064a7a1df133bfffe8,final/fixed_arch4;stage1,43,"[256, 128]",0.1,0.001,1e-05,128,False,True,49665,14,29,0.9061189015878163,0.7440268770547181,3.502177973045036,19343360,0.0
llava_1_5_7b,751e9fad581b78dc07e5,final/tuned_arch3;stage2_arch3/selected,44,"[128, 64]",0.3,0.001,0.0001,128,False,True,16641,26,41,0.9065052732070645,0.7548818243208698,5.01823848602362,18620416,0.0
llava_1_5_7b,76c41b723fb8263fe4cd,stage2_arch3/grid,43,"[128, 64]",0.0,0.003,0.0,128,False,True,16641,8,23,0.9052524925022291,0.7351493415673316,2.6494626319035888,18620416,0.0
llava_1_5_7b,76f53c1d1997756487c1,stage2_arch3/grid,43,"[128, 64]",0.2,0.003,0.0,128,False,True,16641,21,36,0.9075310943593345,0.7448876986983249,4.309639228973538,18620416,0.0
llava_1_5_7b,7927dd9f2a5b725ea4f9,stage2_arch2/grid,43,[256],0.3,0.003,0.0001,128,False,True,16897,35,50,0.9095566183026669,0.746967897667516,5.358468265039846,18688000,0.0
llava_1_5_7b,79aa9c659a6ae130bf27,stage2_arch3/grid,43,"[128, 64]",0.2,0.0003,1e-05,128,False,True,16641,77,92,0.9092071726423676,0.7466767332259823,11.893148311180994,18620416,0.0
llava_1_5_7b,7af22d074ee18e5f9284,final/fixed_arch0,45,[],0.0,0.001,1e-05,128,False,True,65,66,81,0.8797636738627255,0.6894101150651588,7.733232744969428,17125888,0.0
llava_1_5_7b,7b704c6f3383c14cc540,stage2_arch2/grid,43,[256],0.2,0.001,1e-05,128,False,True,16897,32,47,0.9070600632244469,0.746715883946728,5.019738777074963,18688000,0.0
llava_1_5_7b,7c3973a8179771c29279,final/tuned_arch2;stage2_arch2/selected,45,[256],0.3,0.001,0.0,128,False,True,16897,54,69,0.9103590824349518,0.7523831330358963,16.715874917805195,18688000,0.0
llava_1_5_7b,7d66b5881e8d23a06233,stage2_arch2/grid,43,[256],0.2,0.0003,0.0,128,False,True,16897,95,110,0.9075527095548168,0.745173935775331,12.002505359007046,18688000,0.0
llava_1_5_7b,7e618402b312a4e5f28b,stage2_arch2/batch_sweep,43,[256],0.3,0.001,0.0,64,False,True,16897,35,50,0.9107364477227492,0.75239250970788,8.762764157028869,18688000,0.0
llava_1_5_7b,897a66d2e4c8e9e45e6d,final/matched_scaler_off,43,[256],0.3,0.001,0.0,128,False,False,16897,111,126,0.8982554735979393,0.7031442879460987,13.465169136179611,18688000,0.0
llava_1_5_7b,8bde2d6cd73f34b7ca50,stage2_arch2/grid,43,[256],0.3,0.003,0.0,128,False,True,16897,35,50,0.9091882593463204,0.7461307711192358,5.346666849916801,18688000,0.0
llava_1_5_7b,9044cbf412e20ebffa93,final/tuned_arch2;stage2_arch2/batch_sweep;stage2_arch2/grid;stage2_arch2/selected,43,[256],0.3,0.001,0.0,128,False,True,16897,85,100,0.9108571325641928,0.7581672454400118,10.93534775194712,18688000,0.0
llava_1_5_7b,912e2de6c62524256882,stage2_arch2/grid,43,[256],0.0,0.0001,1e-05,128,False,True,16897,146,150,0.904761647438149,0.741541795037218,15.918081757146865,18688000,0.0
llava_1_5_7b,918da194405ab6a110ef,stage2_arch3/grid,43,"[128, 64]",0.1,0.0003,1e-05,128,False,True,16641,89,104,0.9089892194212533,0.7553365774234148,12.542956254910678,18620416,0.0
llava_1_5_7b,93c20ea676e9c7ccb90e,stage2_arch2/grid,43,[256],0.1,0.0001,0.0001,128,False,True,16897,146,150,0.9035656066214549,0.7398440825314931,16.800856061978266,18688000,0.0
llava_1_5_7b,956556e2edc39b12fdac,stage2_arch2/grid,43,[256],0.3,0.003,1e-05,128,False,True,16897,35,50,0.9087361415074797,0.7445151679209937,5.427002490032464,18688000,0.0
llava_1_5_7b,96799f58431e78d9c136,stage2_arch2/grid,43,[256],0.1,0.0003,1e-05,128,False,True,16897,95,110,0.9075815298154604,0.7465735234289431,11.90068126609549,18688000,0.0
llava_1_5_7b,9ec88c712b3b0556d6ec,stage2_arch3/grid,43,"[128, 64]",0.3,0.003,1e-05,128,False,True,16641,27,42,0.9105725324903408,0.7594050774462757,5.1186503218486905,18620416,0.0
llava_1_5_7b,a068e2a164f9f90a615a,stage2_arch2/grid,43,[256],0.0,0.0003,0.0,128,False,True,16897,69,84,0.906108093990075,0.742973358758144,8.85612940392457,18688000,0.0
llava_1_5_7b,a434c1a3956335e6593e,final/matched_BN_on,43,[256],0.3,0.001,0.0,128,True,True,17409,85,100,0.9112227896211036,0.7558436822865393,12.205677499994636,18698752,0.0
llava_1_5_7b,a7c2c6fddfb14cff81f0,stage2_arch2/grid,43,[256],0.2,0.001,0.0,128,False,True,16897,32,47,0.9070600632244469,0.746715883946728,5.188112183939666,18688000,0.0
llava_1_5_7b,aa1104bbf8f9d6154c59,stage2_arch3/grid,43,"[128, 64]",0.0,0.001,0.0,128,False,True,16641,21,36,0.9028144785784407,0.7399871128346243,4.147939393064007,18620416,0.0
llava_1_5_7b,ac28ba4b6e7d700a416a,final/fixed_arch0;stage1,43,[],0.0,0.001,1e-05,128,False,True,65,75,90,0.8795475219079013,0.6901008786268206,8.873457186156884,17125888,0.0
llava_1_5_7b,adafcfb1abd37d52b40f,stage2_arch2/grid,43,[256],0.0,0.0003,0.0001,128,False,True,16897,69,84,0.9061315104518477,0.7431691952794786,8.939795227954164,18688000,0.0
llava_1_5_7b,b0f00a81e4635d03b75a,stage2_arch3/grid,43,"[128, 64]",0.3,0.003,0.0001,128,False,True,16641,25,40,0.9109444939792675,0.757927575623091,5.013628517976031,18620416,0.0
llava_1_5_7b,b28267fcaf29106ecc8c,stage2_arch3/grid,43,"[128, 64]",0.2,0.003,1e-05,128,False,True,16641,19,34,0.908157935028325,0.7489141141926322,4.285995706915855,18620416,0.0
llava_1_5_7b,b2895360f0cbea1731f0,stage2_arch3/grid,43,"[128, 64]",0.0,0.0003,0.0001,128,False,True,16641,31,46,0.9006655678942297,0.7259287984132399,5.333812396042049,18620416,0.0
llava_1_5_7b,b345da12c43990dbc92a,final/tuned_arch3;stage2_arch3/selected,45,"[128, 64]",0.3,0.001,0.0001,128,False,True,16641,63,78,0.9062278781983736,0.7453013114318984,9.642121093114838,18620416,0.0
llava_1_5_7b,b349ad80fe2c35ee701c,stage2_arch2/grid,43,[256],0.0,0.0001,0.0,128,False,True,16897,146,150,0.904761647438149,0.741541795037218,28.543879200005904,18688000,0.0
llava_1_5_7b,b4f2d3cc6194f8931e20,stage2_arch3/batch_sweep,43,"[128, 64]",0.3,0.001,0.0001,256,False,True,16641,56,71,0.909933082957319,0.7540900597414935,6.125473652034998,18719232,0.0
llava_1_5_7b,b7bbe1dc4027158ea0c3,final/fixed_arch4,45,"[256, 128]",0.1,0.001,1e-05,128,False,True,49665,11,26,0.9074077076184557,0.7426133088452461,3.1157454990316182,19343360,0.0
llava_1_5_7b,b8bcbd01e7df2804998c,stage2_arch2/grid,43,[256],0.3,0.0003,0.0001,128,False,True,16897,106,121,0.9073950987544243,0.7500042190124894,12.983261924004182,18688000,0.0
llava_1_5_7b,ba0fc597bd19882db8be,stage2_arch2/grid,43,[256],0.1,0.003,1e-05,128,False,True,16897,16,31,0.9051309070276403,0.7371230934720087,3.414484715089202,18688000,0.0
llava_1_5_7b,ba6b9ac3300b807adbfc,stage2_arch2/grid,43,[256],0.3,0.0003,1e-05,128,False,True,16897,106,121,0.9073950987544244,0.7502179767440835,18.399613542016596,18688000,0.0
llava_1_5_7b,bf7ccb8e90396e132f93,stage2_arch3/grid,43,"[128, 64]",0.1,0.0001,0.0001,128,False,True,16641,150,150,0.9057847666909837,0.7395170124715909,18.001674690051004,18620416,0.0
llava_1_5_7b,c097fd50e05d1f7c2a33,stage2_arch3/grid,43,"[128, 64]",0.3,0.0003,0.0,128,False,True,16641,127,142,0.9095304999414588,0.7461457192284595,17.71376455295831,18620416,0.0
llava_1_5_7b,c5d53698328e3abe1571,final/fixed_arch2;stage1;stage2_arch2/grid,43,[256],0.1,0.001,1e-05,128,False,True,16897,42,57,0.9077535507461745,0.7449072916738626,6.335865949979052,18688000,0.0
llava_1_5_7b,c86b0492ca5c8041d1ea,stage2_arch3/grid,43,"[128, 64]",0.2,0.001,1e-05,128,False,True,16641,31,46,0.9104203254888186,0.7495452947368836,5.921198792057112,18620416,0.0
llava_1_5_7b,c9d41098d3a999603e6c,stage2_arch3/grid,43,"[128, 64]",0.2,0.0001,1e-05,128,False,True,16641,150,150,0.9048751272144319,0.7376143179427576,19.623284995090216,18620416,0.0
llava_1_5_7b,cac39a652ece86c6d7f2,stage2_arch2/grid,43,[256],0.2,0.001,0.0001,128,False,True,16897,59,74,0.9085866364053929,0.7492420544749209,7.914291311055422,18688000,0.0
llava_1_5_7b,ccf456dcad5e796bba6a,stage2_arch3/grid,43,"[128, 64]",0.0,0.003,1e-05,128,False,True,16641,8,23,0.9055028685165671,0.7367120580437362,2.6704397620633245,18620416,0.0
llava_1_5_7b,cd64d2c301ae59d97176,stage2_arch2/grid,43,[256],0.0,0.001,1e-05,128,False,True,16897,32,47,0.9077508488467392,0.745687260295116,4.903568258043379,18688000,0.0
llava_1_5_7b,cdfcf1c4887b3ca6f365,stage2_arch3/grid,43,"[128, 64]",0.3,0.001,0.0,128,False,True,16641,31,46,0.9102383975935084,0.7497412006153806,5.504134219838306,18620416,0.0
llava_1_5_7b,ce7fbb8a3ce0b31a5376,stage2_arch3/batch_sweep,43,"[128, 64]",0.3,0.001,0.0001,64,False,True,16641,32,47,0.9097907829203932,0.7552671055778606,9.791628631064668,18620416,0.0
llava_1_5_7b,ceec39324258c870a82a,final/fixed_arch5,44,"[128, 64, 32]",0.1,0.001,1e-05,128,False,True,18689,17,32,0.902923455188998,0.7425694228946964,4.211233868962154,18655232,0.0
llava_1_5_7b,d0ea4e0f97a4a47d0cd2,stage2_arch3/grid,43,"[128, 64]",0.0,0.0003,1e-05,128,False,True,16641,31,46,0.9005728026802842,0.7252905991805271,5.568300036946312,18620416,0.0
llava_1_5_7b,d2b3924b6f632f586561,final/tuned_arch3;stage2_arch3/batch_sweep;stage2_arch3/grid;stage2_arch3/selected,43,"[128, 64]",0.3,0.001,0.0001,128,False,True,16641,58,73,0.9123837057451387,0.7551117619507771,8.797538856044412,18620416,0.0
llava_1_5_7b,d720cbdeec6f8f789007,stage2_arch3/grid,43,"[128, 64]",0.0,0.0001,0.0001,128,False,True,16641,91,106,0.8989678744157141,0.7203784450133031,12.205943329958245,18620416,0.0
llava_1_5_7b,d8368a0b7ec6f63af294,stage2_arch3/grid,43,"[128, 64]",0.0,0.001,1e-05,128,False,True,16641,21,36,0.9028144785784407,0.7399871128346243,4.187493728008121,18620416,0.0
llava_1_5_7b,d86c8b5bfd4425e15904,stage2_arch2/grid,43,[256],0.2,0.0003,1e-05,128,False,True,16897,95,110,0.9075527095548168,0.745173935775331,12.113910422893241,18688000,0.0
llava_1_5_7b,d8c73e1dd9d8a4876bac,stage2_arch2/grid,43,[256],0.3,0.0003,0.0,128,False,True,16897,106,121,0.9073950987544244,0.7502179767440835,13.253383103059605,18688000,0.0
llava_1_5_7b,da08dd180dd85f21ec7e,stage2_arch2/grid,43,[256],0.3,0.0001,0.0001,128,False,True,16897,146,150,0.902495654445075,0.7372602042301244,16.28433446609415,18688000,0.0
llava_1_5_7b,dc71aad177dda6df386a,stage2_arch3/grid,43,"[128, 64]",0.2,0.0003,0.0,128,False,True,16641,77,92,0.9092071726423676,0.7466767332259823,11.88622066588141,18620416,0.0
llava_1_5_7b,e43ad81d401b2a13d1a0,stage2_arch2/grid,43,[256],0.0,0.0001,0.0001,128,False,True,16897,146,150,0.904761647438149,0.741541795037218,18.503178866114467,18688000,0.0
llava_1_5_7b,e6e135e53d209ef4784b,stage2_arch2/grid,43,[256],0.0,0.0003,1e-05,128,False,True,16897,69,84,0.906108093990075,0.742973358758144,8.917028459021822,18688000,0.0
llava_1_5_7b,e835fba1488f1144a7ec,stage2_arch2/grid,43,[256],0.3,0.0001,0.0,128,False,True,16897,146,150,0.902495654445075,0.7372602042301244,16.128228824818507,18688000,0.0
llava_1_5_7b,eb546ca74140b248f8ff,stage2_arch3/grid,43,"[128, 64]",0.3,0.0003,1e-05,128,False,True,16641,127,142,0.9095304999414588,0.7461457192284595,17.05963988485746,18620416,0.0
llava_1_5_7b,f14e5bdf1a953c4f2896,final/matched_scaler_off,44,[256],0.3,0.001,0.0,128,False,False,16897,120,135,0.8964884313672512,0.7028113438860761,14.436682370025665,18688000,0.0
llava_1_5_7b,f38fe8fe8daafd560033,stage2_arch2/grid,43,[256],0.0,0.003,0.0001,128,False,True,16897,26,41,0.9058487116442859,0.7286956351322768,4.294239641865715,18688000,0.0
llava_1_5_7b,f48976a2d0d6dc659c7a,stage2_arch2/grid,43,[256],0.2,0.003,1e-05,128,False,True,16897,35,50,0.9084884673925769,0.7497462155039119,5.471321420976892,18688000,0.0
llava_1_5_7b,f51fa6d3c27b89f6d938,stage2_arch2/grid,43,[256],0.1,0.003,0.0,128,False,True,16897,16,31,0.9058640224077527,0.7381365052460774,3.308522303123027,18688000,0.0
llava_1_5_7b,f6678a7b066592be1705,final/tuned_arch2;stage2_arch2/selected,44,[256],0.3,0.001,0.0,128,False,True,16897,43,58,0.9102798267181829,0.7504906959422771,6.22223601792939,18688000,0.0
llava_1_5_7b,f81cce625cb0a1376a7a,stage2_arch3/grid,43,"[128, 64]",0.2,0.0001,0.0001,128,False,True,16641,150,150,0.9048751272144319,0.7376143179427576,29.615192207042128,18620416,0.0
llava_1_5_7b,f879c7f62cff8490fc28,stage2_arch2/grid,43,[256],0.0,0.003,1e-05,128,False,True,16897,14,29,0.9055830248664811,0.742203593305043,3.1541215321049094,18688000,0.0
llava_1_5_7b,f9477af8d00d4628598f,stage2_arch2/grid,43,[256],0.0,0.001,0.0,128,False,True,16897,32,47,0.9077508488467392,0.745687260295116,4.951452526962385,18688000,0.0
llava_1_5_7b,fc84a3d416f3a4eea82a,stage2_arch3/grid,43,"[128, 64]",0.3,0.0001,0.0,128,False,True,16641,150,150,0.9024470202552395,0.7290534872891916,17.894602946937084,18620416,0.0
qwen3_vl_8b,023acefbf3e9c6c638af,stage2_arch2/grid,43,[256],0.1,0.001,0.0,128,False,True,18945,46,61,0.8912026320611866,0.6718458011227264,6.438224178971723,18728960,0.0
qwen3_vl_8b,03169bf83fd931cd1ee7,stage2_arch3/grid,43,"[128, 64]",0.0,0.0001,0.0,128,False,True,17665,94,109,0.8824644589759171,0.6362100624156095,12.263476900057867,18644992,0.0
qwen3_vl_8b,035ebd311db086773830,stage2_arch2/grid,43,[256],0.1,0.0001,1e-05,128,False,True,18945,148,150,0.887822135740671,0.6464320974064544,15.880437715910375,18728960,0.0
qwen3_vl_8b,058697fdb50bed4fb63a,stage2_arch3/grid,43,"[128, 64]",0.1,0.003,0.0001,128,False,True,17665,15,30,0.8910820722780011,0.669569403090323,3.749757916899398,18644992,0.0
qwen3_vl_8b,05d26e7e918381dcc9a1,stage2_arch2/grid,43,[256],0.3,0.001,0.0001,128,False,True,18945,41,56,0.8937042475622812,0.6680249371025689,6.048682736000046,18728960,0.0
qwen3_vl_8b,0a86930b57a0384b3e91,stage2_arch3/grid,43,"[128, 64]",0.2,0.003,0.0001,128,False,True,17665,15,30,0.8890542567248247,0.6715937751302307,3.597521868068725,18644992,0.0
qwen3_vl_8b,0c68209008fc06744875,stage2_arch2/grid,43,[256],0.2,0.003,0.0001,128,False,True,18945,34,49,0.8896992515648661,0.6709549081792865,5.169818477937952,18728960,0.0
qwen3_vl_8b,0cefd2703bc967d74453,stage2_arch2/grid,43,[256],0.1,0.0003,0.0001,128,False,True,18945,70,85,0.8903020504807925,0.6549429576522716,8.92315277387388,18728960,0.0
qwen3_vl_8b,0fc1e15886e1753a34b2,final/fixed_arch3,44,"[128, 64]",0.1,0.001,1e-05,128,False,True,17665,30,45,0.8860071082048167,0.6531490377865835,5.28039267892018,18644992,0.0
qwen3_vl_8b,12e1c957181c0db7dbe0,stage2_arch3/grid,43,"[128, 64]",0.3,0.001,1e-05,128,False,True,17665,36,51,0.8938929236229662,0.6599560439520276,5.966441437834874,18644992,0.0
qwen3_vl_8b,1462169ea96c4519c5f9,final/fixed_arch4,44,"[256, 128]",0.1,0.001,1e-05,128,False,True,51713,13,28,0.8877377438924414,0.661505430476983,3.33123715990223,19384320,0.0
qwen3_vl_8b,1503e6d1eae069799756,final/fixed_arch1,44,[128],0.1,0.001,1e-05,128,False,True,9473,52,67,0.8852578291523201,0.6629750562475721,7.577222861116752,18446336,0.0
qwen3_vl_8b,18562b166775a434b92b,stage2_arch3/grid,43,"[128, 64]",0.1,0.0001,0.0,128,False,True,17665,143,150,0.8915703393999017,0.6514009153160233,17.449747110018507,18644992,0.0
qwen3_vl_8b,1957e39a41317b8d763e,stage2_arch3/grid,43,"[128, 64]",0.1,0.0003,0.0001,128,False,True,17665,60,75,0.8942322994126327,0.6580358697839792,20.434304514201358,18644992,0.0
qwen3_vl_8b,19d56aa73cecdee1f7b6,stage2_arch3/grid,43,"[128, 64]",0.1,0.0003,0.0,128,False,True,17665,69,84,0.8932340644078586,0.6560034838661035,9.815586111042649,18644992,0.0
qwen3_vl_8b,1a1ef3b3ef3a38d92e02,final/tuned_arch3;stage2_arch3/batch_sweep;stage2_arch3/grid;stage2_arch3/selected,43,"[128, 64]",0.2,0.001,0.0001,128,False,True,17665,29,44,0.897401816112574,0.6735849938739932,5.136521647917107,18644992,0.0
qwen3_vl_8b,1a41d8ad7d78519fbf7d,final/fixed_arch5,45,"[128, 64, 32]",0.1,0.001,1e-05,128,False,True,19713,23,38,0.8932527511742523,0.6652859520733302,4.8542965007945895,18679808,0.0
qwen3_vl_8b,1d09b0f3500ab1c6e70a,stage2_arch2/grid,43,[256],0.2,0.0001,0.0,128,False,True,18945,148,150,0.8874942131304071,0.6466238966301272,15.76127122505568,18728960,0.0
qwen3_vl_8b,1eb6eedbfb553084a609,stage2_arch2/grid,43,[256],0.3,0.001,1e-05,128,False,True,18945,41,56,0.8943504480001543,0.6702218137485618,6.342361688846722,18728960,0.0
qwen3_vl_8b,20d0e29e9fdc18184219,stage2_arch3/grid,43,"[128, 64]",0.1,0.0001,1e-05,128,False,True,17665,143,150,0.8915703393999017,0.6514009153160233,17.938558040885255,18644992,0.0
qwen3_vl_8b,236049213231d00bd9fc,final/fixed_arch1;stage1,43,[128],0.1,0.001,1e-05,128,False,True,9473,63,78,0.8903370128179161,0.6687845842371938,8.297415441134945,18446336,0.0
qwen3_vl_8b,236b53bfa1562142214b,stage2_arch2/grid,43,[256],0.0,0.001,0.0001,128,False,True,18945,38,53,0.8898475400981839,0.6568326512974499,5.571562777971849,18728960,0.0
qwen3_vl_8b,25dc4b56e8ab7c35985f,final/fixed_arch3,45,"[128, 64]",0.1,0.001,1e-05,128,False,True,17665,17,32,0.8832360415883029,0.6399389927596754,3.7462598481215537,18644992,0.0
qwen3_vl_8b,2671531b572fa8ebb4c1,stage2_arch3/grid,43,"[128, 64]",0.1,0.003,0.0,128,False,True,17665,15,30,0.8927042041607591,0.6804952551284041,3.63122902601026,18644992,0.0
qwen3_vl_8b,2ca64a5620f8b57a20fb,stage2_arch2/grid,43,[256],0.2,0.003,0.0,128,False,True,18945,16,31,0.8891868724863286,0.65976280450065,3.2510040178894997,18728960,0.0
qwen3_vl_8b,304f162a67739c6475c6,stage2_arch3/grid,43,"[128, 64]",0.0,0.003,0.0001,128,False,True,17665,7,22,0.8869203485624451,0.6459823304152915,2.5720685231499374,18644992,0.0
qwen3_vl_8b,30b13e7cd3a304f5c919,stage2_arch3/grid,43,"[128, 64]",0.2,0.0001,0.0,128,False,True,17665,143,150,0.8914558076058756,0.6497388678089371,17.38739761314355,18644992,0.0
qwen3_vl_8b,349eff7f03f25a856d48,final/fixed_arch1,45,[128],0.1,0.001,1e-05,128,False,True,9473,58,73,0.8865713279901238,0.6662205820946012,7.69172749388963,18446336,0.0
