signal,split,layer,label,n,mean,median,p10,p90
Q_positive,train,13,REAL,9539,2.066709280014038,1.989732027053833,0.7945041656494141,3.375709295272827
Q_positive,train,14,REAL,9539,1.7360433340072632,1.701890230178833,0.7328742742538452,2.740262508392334
Q_positive,train,15,REAL,9539,3.5143351554870605,3.6037421226501465,1.4587633609771729,5.338869094848633
Q_positive,train,16,REAL,9539,2.1648452281951904,2.266352653503418,0.871720016002655,3.2336924076080322
Q_positive,train,17,REAL,9539,2.7351372241973877,2.6432628631591797,0.8877498507499695,4.811039924621582
Q_positive,train,18,REAL,9539,3.2214462757110596,3.191114902496338,1.429166555404663,4.940996170043945
Q_positive,train,19,REAL,9539,3.132984161376953,3.1105189323425293,1.1144177913665771,4.985483169555664
Q_positive,train,20,REAL,9539,3.0501153469085693,3.135810375213623,1.1209474802017212,4.664904594421387
Q_positive,train,21,REAL,9539,4.320669174194336,4.374025821685791,1.7128963470458984,6.5188469886779785
Q_positive,train,22,REAL,9539,2.6592116355895996,2.7036585807800293,0.8605611324310303,4.224423408508301
Q_positive,train,23,REAL,9539,2.592841625213623,2.585160255432129,0.9254461526870728,4.013850688934326
Q_positive,train,24,REAL,9539,1.37808358669281,1.3478643894195557,0.4832361042499542,2.215743064880371
Q_positive,train,25,REAL,9539,2.830064058303833,2.7542083263397217,1.2081973552703857,4.2904534339904785
Q_positive,train,26,REAL,9539,1.822045922279358,1.6202372312545776,0.6366857886314392,2.8442723751068115
Q_positive,train,27,REAL,9539,2.267573118209839,2.2055959701538086,0.9677728414535522,3.4106605052948
Q_positive,train,28,REAL,9539,0.35867899656295776,0.27097758650779724,0.17834565043449402,0.5288132429122925
Q_positive,train,29,REAL,9539,1.515275239944458,1.2134994268417358,0.49317094683647156,2.6265151500701904
Q_positive,train,30,REAL,9539,1.597709059715271,1.442873239517212,0.7455946803092957,2.538729190826416
Q_positive,train,31,REAL,9539,1.0707104206085205,0.9743537902832031,0.6332045197486877,1.6346741914749146
Q_positive,train,32,REAL,9539,14.462052345275879,13.437904357910156,10.54211139678955,18.8833065032959
Q_positive,test,1,HALL,709,0.6465609073638916,0.6272470951080322,0.3660745322704315,0.9444895386695862
Q_positive,test,2,HALL,709,0.37878942489624023,0.35928818583488464,0.3005569279193878,0.48968005180358887
Q_positive,test,3,HALL,709,0.2581915259361267,0.2555497884750366,0.19357618689537048,0.31802117824554443
Q_positive,test,4,HALL,709,0.23378828167915344,0.21787935495376587,0.15782447159290314,0.3145565688610077
Q_positive,test,5,HALL,709,0.2646339237689972,0.23840565979480743,0.16669230163097382,0.39744213223457336
Q_positive,test,6,HALL,709,0.32391420006752014,0.25146326422691345,0.1718260645866394,0.5749106407165527
Q_positive,test,7,HALL,709,0.4832437336444855,0.33545082807540894,0.2110389620065689,0.8585977554321289
Q_positive,test,8,HALL,709,0.47886791825294495,0.36516016721725464,0.2218940407037735,0.8319329023361206
Q_positive,test,9,HALL,709,0.5214899182319641,0.41123470664024353,0.2247437834739685,0.8541608452796936
Q_positive,test,10,HALL,709,0.6942470073699951,0.5494077801704407,0.2788889706134796,1.268404483795166
Q_positive,test,11,HALL,709,1.0892271995544434,0.8988017439842224,0.411356121301651,2.00061297416687
