Q,label,layer,mean,median,q25,q75
C,0,36,0.4698506,0.5215719,0.3320486545562744,0.6099134087562561
C,1,1,0.13079342,0.12756778,0.10400735214352608,0.15417970344424248
C,1,2,0.18680762,0.18351686,0.1505592092871666,0.21841341629624367
C,1,3,0.13245606,0.12639432,0.10636748559772968,0.1520315445959568
C,1,4,0.17230457,0.16106617,0.13525379076600075,0.19431766122579575
C,1,5,0.17993884,0.17503807,0.14755728095769882,0.2087768390774727
C,1,6,0.18296696,0.17513788,0.14473123848438263,0.21345004439353943
C,1,7,0.21021686,0.20636699,0.16839375346899033,0.25092093646526337
C,1,8,0.19520779,0.19276787,0.1638786680996418,0.2230696976184845
C,1,9,0.20896445,0.20991303,0.1794106438755989,0.2384730726480484
C,1,10,0.21637069,0.2108754,0.17472968995571136,0.25178438425064087
C,1,11,0.19068353,0.18867949,0.1611454375088215,0.21770989894866943
C,1,12,0.21176565,0.2108207,0.1780639812350273,0.2432287372648716
C,1,13,0.20466278,0.2051123,0.17341671139001846,0.2358991578221321
C,1,14,0.2441226,0.24519971,0.20838959142565727,0.2793065309524536
C,1,15,0.26640213,0.26859868,0.23400380462408066,0.30032285302877426
C,1,16,0.2648379,0.2651931,0.2263558879494667,0.30291730910539627
C,1,17,0.24311411,0.24313709,0.21030303463339806,0.2758350148797035
C,1,18,0.28876624,0.29094765,0.24989274516701698,0.3282737135887146
C,1,19,0.25516224,0.25386065,0.21874434500932693,0.29004911333322525
C,1,20,0.29949227,0.29943264,0.2562817931175232,0.34231895953416824
C,1,21,0.3063908,0.3069678,0.2646467015147209,0.3490074500441551
C,1,22,0.32565403,0.32853535,0.28192370384931564,0.3739750608801842
C,1,23,0.31234208,0.3131972,0.27731163054704666,0.34878166019916534
C,1,24,0.25219893,0.24763766,0.20678701251745224,0.29432110488414764
C,1,25,0.24797954,0.24280897,0.2047956846654415,0.28555549681186676
C,1,26,0.36190754,0.36539865,0.33000410348176956,0.3970002830028534
C,1,27,0.2652956,0.26292622,0.2222330905497074,0.3041725605726242
C,1,28,0.32447025,0.32577926,0.28679972141981125,0.3633549064397812
C,1,29,0.31946054,0.3229255,0.2634638398885727,0.37527376413345337
C,1,30,0.32067928,0.3139808,0.24504629150032997,0.38964343816041946
C,1,31,0.30791488,0.30629006,0.259257972240448,0.3518213555216789
C,1,32,0.30783495,0.30910954,0.25602028518915176,0.35671497136354446
C,1,33,0.32630664,0.33207446,0.2734804302453995,0.38026558607816696
C,1,34,0.31118286,0.31323668,0.2670286223292351,0.35589374601840973
C,1,35,0.29285416,0.28094542,0.2327413484454155,0.3347448259592056
C,1,36,0.5191432,0.580936,0.4443814978003502,0.6311885118484497
